nif	year	inmovilizado_mat
"A12081790"	2014	26258.63
"B83616920"	2015	26260
"A08257529"	2015	26265.67
"A62035282"	2017	26279.77
"A15685324"	2010	26281.3
"B28102556"	2013	26317.56
"A21006507"	2009	26355.59
"A80245129"	2014	26367.15
"A43020486"	2017	26372.79
"B78459815"	2007	26399.16
"B46140885"	2009	26410.6
"A06017941"	2009	26419.05
"B28757730"	2010	26442.67
"A80245129"	2015	26492.74
"A33013202"	2017	26493.95
"A08002073"	2009	26501.65
"B36010098"	2014	26516.6
"B37416575"	2014	26521.24
"A48031686"	2017	26529
"A28077709"	2015	26548
"A12512497"	2009	26562.15
"A08663684"	2015	26568.28
"B07883457"	2012	26584.69
"A08031544"	2007	26588.16
"A57346926"	2016	26591.32
"A28148898"	2015	26627
"A12512497"	2012	26667.05
"A28985992"	2008	26670.63
"A28422335"	2014	26681.61
"A08663684"	2011	26684.49
"B07985609"	2014	26690.37
"A16009870"	2007	26703.52
"A80245129"	2013	26724.91
"A15010564"	2013	26740.98
"A80482334"	2008	26757.85
"A08766099"	2012	26766.12
"A12010948"	2013	26767.72
"A16009870"	2008	26771.51
"A28407484"	2014	26796.3
"A28085520"	2015	26815.01
"B37012069"	2013	26815.82
"A08766099"	2013	26828.56
"A38010997"	2016	26830.37
"A28900975"	2016	26832.07
"A33026105"	2015	26842.81
"A07084940"	2008	26880.74
"B08407322"	2013	26889.6
"A12512497"	2017	26893.71
"B83588657"	2012	26904.18
"B28102556"	2016	26909.78
"B12541496"	2009	26913.21
"A33016403"	2014	26915.75
"A12095295"	2013	26917.15
"A62035282"	2016	26934.76
"B07883457"	2010	26944.4
"A06017941"	2008	26952.39
"A08106031"	2016	26981
"A35510650"	2015	26990.34
"A28485571"	2010	26992.63
"B28102556"	2017	26993.23
"B07985609"	2010	26999.25
"A15685373"	2013	27000.7
"B62173604"	2016	27009
"A28085686"	2013	27025.71
"B12019485"	2012	27032.34
"B15596331"	2012	27053.14
"A21006507"	2008	27082.23
"A12105029"	2017	27083.36
"A28407484"	2015	27086.51
"A26270322"	2008	27119.99
"B62173604"	2014	27125
"A61427183"	2010	27155.09
"A23010705"	2013	27162.7
"A15010564"	2011	27167.91
"B07883457"	2011	27188.91
"A33026105"	2017	27220
"A50018837"	2017	27229.83
"B46132387"	2014	27258.11
"A38023925"	2008	27277.84
"A46269155"	2007	27278.03
"A12081790"	2015	27292.42
"A08301475"	2012	27298.9
"A15010564"	2010	27301.22
"A08002073"	2010	27301.77
"A78343977"	2015	27311.94
"A15010564"	2012	27313.1
"B08125940"	2017	27318.13
"A08401184"	2010	27339.29
"A61427183"	2012	27346.74
"A28407484"	2017	27357.07
"A31007743"	2010	27366
"A08503005"	2012	27394
"A38485827"	2010	27395.91
"A30033898"	2017	27407.67
"B28028348"	2010	27433.47
"A11355526"	2017	27464.7
"B82393778"	2010	27480.43
"A06388052"	2013	27483.87
"A82275306"	2007	27499.79
"A28016947"	2017	27513.07
"A14020713"	2016	27525.27
"A28407484"	2016	27556.74
"A35753094"	2015	27600
"A06388052"	2012	27617.44
"A28487007"	2017	27633.6
"B03002441"	2009	27639.21
"A04006417"	2010	27654.7
"A28211092"	2016	27663.82
"B28102556"	2014	27683.89
"B30558290"	2016	27696.83
"A28024172"	2012	27707
"A33013202"	2009	27709
"A08026197"	2014	27721
"A08663684"	2016	27728.27
"B23357700"	2008	27736.18
"A38010997"	2017	27754.12
"A07084940"	2011	27770.16
"B12541496"	2008	27805.99
"A08257529"	2014	27821.46
"A12512497"	2008	27825.26
"A07084940"	2007	27841
"A47010095"	2014	27860
"A28985992"	2010	27874.34
"B62173604"	2015	27897
"A33013202"	2015	27908.27
"B57362105"	2016	27929.52
"A46269155"	2009	27932.74
"A21006507"	2010	27951.75
"A47002878"	2011	27982
"A30033898"	2016	27996.4
"A06017941"	2013	27996.4
"A14018634"	2013	28007.04
"B07985609"	2013	28008.94
"A38645214"	2012	28039.5
"A41017161"	2014	28049.93
"B62850094"	2013	28052.54
"B60171162"	2009	28115.27
"B12019485"	2011	28116.23
"A46269155"	2010	28124.75
"A28074078"	2016	28126.38
"A46089819"	2013	28136.09
"A78343977"	2013	28159.04
"A12003950"	2013	28159.73
"B84598192"	2016	28161.77
"A04006417"	2011	28161.9
"A78343977"	2016	28177.34
"B08125940"	2015	28181.7
"A06388052"	2015	28200
"A80245129"	2012	28202.56
"B03002441"	2012	28206.82
"B54055140"	2016	28221.88
"A33013202"	2011	28223
"A60362266"	2007	28225.51
"A46269155"	2008	28251.87
"B35007376"	2011	28273.25
"A28211092"	2017	28278.29
"A62035282"	2015	28287.8
"A96945530"	2008	28310.63
"A30033898"	2015	28317.1
"A43020486"	2015	28329.19
"A28985992"	2009	28329.74
"A28016947"	2016	28341.51
"A33013202"	2016	28358.8
"A08031544"	2014	28372.09
"A35046572"	2011	28383.01
"A15010564"	2014	28394.79
"A38023925"	2010	28404.2
"A43020486"	2016	28411.54
"B57362105"	2015	28414.4
"B03002441"	2011	28431.2
"A38485827"	2009	28440.13
"A80245129"	2009	28444.34
"A28571750"	2016	28444.72
"A07059058"	2013	28460.24
"A22174932"	2009	28480.43
"B84598192"	2015	28481.3
"A35753094"	2014	28525.37
"A82275306"	2008	28531.9
"A29005782"	2017	28538.49
"B96952635"	2010	28568.25
"A08332363"	2013	28584.76
"B61428611"	2008	28596.65
"B62385067"	2012	28611.4
"B28250090"	2010	28622.8
"B37012069"	2017	28720.4
"A06388052"	2014	28736.05
"B08245805"	2017	28754.97
"A28134534"	2014	28772.82
"B23357700"	2007	28774.09
"A08106031"	2007	28779.68
"B84372051"	2014	28781
"B57362105"	2017	28803.53
"A13008339"	2007	28809.39
"A06017941"	2007	28815.68
"A19122209"	2010	28850
"A28085520"	2013	28864.09
"A28456820"	2010	28865.07
"B03002441"	2010	28871.86
"A28900975"	2014	28884.45
"A28085520"	2014	28891.58
"A35510650"	2014	28894.47
"A85270965"	2015	28905.01
"A08224545"	2010	28960.3
"B31684020"	2013	28964.73
"A31737455"	2013	28968.28
"B29006574"	2009	29061.13
"A28134534"	2016	29095.97
"B28028348"	2009	29099.28
"F41114141"	2017	29134.08
"A08612061"	2015	29144.85
"A22008106"	2014	29193.98
"A12105029"	2014	29224.57
"A48031686"	2016	29264
"A46003265"	2010	29273.68
"B30558290"	2015	29280.07
"A28016947"	2015	29286.66
"B38425070"	2014	29305.86
"A35735083"	2017	29307.86
"A29005782"	2016	29352.43
"A33013202"	2010	29357
"B07985609"	2012	29372.58
"A31071913"	2007	29373.41
"A50018837"	2013	29374.49
"A28571750"	2017	29377.06
"A35046572"	2012	29428.19
"B12019485"	2010	29442.27
"A35610666"	2011	29461.16
"B62385067"	2011	29474.18
"A08106031"	2015	29478
"B46140885"	2010	29480.29
"A12512497"	2016	29533.98
"A33026105"	2016	29578.58
"A28138873"	2016	29634
"A08257529"	2016	29671.57
"A46086773"	2011	29679
"A28085686"	2014	29693.88
"A23016157"	2016	29700.78
"B15596331"	2011	29710.2
"A30009146"	2014	29720.24
"A28985992"	2011	29751.64
"B30558290"	2017	29764.47
"B12019485"	2009	29784.66
"A35046572"	2014	29815.9
"A38023925"	2009	29822.83
"A28985992"	2012	29829.33
"A28700383"	2013	29909.49
"B08245805"	2016	29940.82
"B38425070"	2013	29944.14
"A35753094"	2013	29955
"B29014826"	2017	29962.88
"A46048815"	2014	30038.94
"B35110410"	2014	30047.87
"A08612061"	2016	30094.41
"A46086773"	2014	30119.36
"A28049492"	2015	30129.18
"B03002441"	2013	30139.62
"B38425070"	2012	30153.15
"A28134534"	2015	30159.79
"A08384638"	2008	30170.66
"A08431090"	2007	30210
"A08384638"	2017	30211.05
"A15685373"	2012	30236.13
"A28198661"	2009	30277.29
"B38425070"	2011	30279.99
"B08100380"	2014	30287
"A38485827"	2008	30329.25
"A06017941"	2014	30351.04
"A31737455"	2017	30413.32
"A28085520"	2008	30417.25
"B99029365"	2017	30418
"A28085520"	2011	30482.6
"A08128910"	2015	30483.57
"A08106031"	2008	30523.14
"B91372748"	2012	30524.52
"A28131274"	2013	30551.16
"B35110410"	2013	30562.69
"A23016157"	2010	30570.95
"B54055140"	2015	30575.7
"A48031686"	2015	30590
"B82393778"	2011	30611.83
"A38014114"	2017	30626.95
"A08106031"	2009	30627
"A35046572"	2013	30721.16
"A28074078"	2017	30761.31
"A50027929"	2013	30781.37
"B07985609"	2011	30787.31
"A35735083"	2016	30803.05
"B08245805"	2015	30808.3
"A41080144"	2013	30851.19
"A28900975"	2015	30858.56
"B08407322"	2014	30882.39
"A08604316"	2017	30907.77
"B46140885"	2011	30921.93
"A08384638"	2007	30923.24
"A08106031"	2014	30940
"A12461802"	2007	30944.48
"A08766099"	2014	30951.31
"A38014114"	2016	30958.57
"A26270322"	2007	30964.18
"A47002878"	2010	30966
"A35510650"	2011	30973.83
"A07084940"	2010	31041.51
"B37416575"	2017	31094.17
"B91372748"	2013	31104.77
"A35510650"	2013	31116.54
"A80245129"	2008	31121.89
"B27321249"	2017	31145.52
"A14020713"	2017	31152.91
"A28085520"	2010	31165.77
"A50018837"	2014	31197.53
"B35504059"	2017	31227
"A46086773"	2013	31234.85
"A31737455"	2015	31246.81
"B41031980"	2010	31265.42
"A38473724"	2015	31286.98
"B08125940"	2016	31297.13
"A28085520"	2007	31305.28
"A23016157"	2012	31321.14
"B38318572"	2008	31342.01
"A46048815"	2013	31359.21
"A08721177"	2017	31380.75
"A58253816"	2012	31398.27
"A08106031"	2013	31525
"A46048815"	2012	31541.5
"A28085520"	2009	31542.49
"A50027929"	2012	31567.78
"A31737455"	2014	31583.1
"B08245805"	2014	31608.82
"B78077724"	2007	31643
"A08106031"	2010	31644
"A50018837"	2016	31701.79
"B83616920"	2016	31742
"B28028348"	2012	31768.93
"A50018837"	2015	31825.78
"A08604316"	2016	31832.33
"A28155240"	2008	31834.38
"B03002441"	2014	31854.05
"A08401184"	2009	31854.6
"A31737455"	2016	31865.71
"A61427183"	2011	31901.3
"A28273043"	2015	31908.21
"B99029365"	2016	31933
"B35042092"	2014	31947
"A08106031"	2011	31986
"A28049492"	2016	32041
"B12541496"	2014	32045.75
"A58253816"	2011	32055.64
"A12512497"	2015	32057.58
"B28757730"	2011	32091.31
"A08612061"	2017	32134.84
"A08128910"	2017	32137.39
"A35735083"	2015	32138.19
"A06244131"	2008	32144.64
"A85279107"	2016	32149.53
"A30009146"	2017	32165.51
"A78343977"	2014	32166.89
"A46052809"	2017	32173.71
"B83603746"	2012	32175.05
"B35504059"	2016	32180
"A08224545"	2012	32195.88
"A28012342"	2017	32223
"B07883457"	2008	32313.09
"A08604316"	2015	32343.39
"A35517671"	2008	32350.62
"B08245805"	2013	32384.03
"B15596331"	2010	32386.58
"A08106031"	2012	32395
"B96683347"	2017	32433.79
"B61914883"	2013	32457.18
"A30009146"	2016	32490.46
"B38318572"	2014	32495.75
"A35735083"	2012	32497.24
"A08257529"	2007	32575.02
"A31071913"	2008	32611.65
"B37416575"	2016	32641.64
"A28049492"	2017	32714.44
"A28012342"	2014	32718
"A12461802"	2009	32719.64
"A28600278"	2007	32752
"B60171162"	2010	32809.23
"A28273241"	2015	32880.36
"A08002073"	2011	32915.8
"A38024345"	2015	32944.96
"A28273241"	2011	32963.62
"A08224545"	2011	32966.19
"A23016157"	2011	33005.94
"A08384638"	2016	33026.77
"A15010564"	2016	33038.35
"A50027929"	2014	33054.87
"B28255016"	2014	33064.04
"A53817359"	2013	33067.66
"A15685373"	2011	33096.01
"B28250090"	2009	33115.27
"B08245805"	2012	33117.55
"B27015965"	2014	33141.25
"A28012342"	2016	33145
"A48031686"	2007	33160.86
"A38014114"	2013	33202.09
"A35510650"	2012	33236.67
"A28012342"	2009	33245
"A08663684"	2012	33252.26
"A08128910"	2016	33278.03
"A46086773"	2012	33309.07
"A23016157"	2014	33311.54
"F41114141"	2012	33330.79
"A38014114"	2012	33332.36
"F03842671"	2008	33346.46
"B37416575"	2015	33361.14
"A48031686"	2014	33380
"B61428611"	2009	33396.49
"B61914883"	2014	33435.71
"A22174932"	2008	33447.27
"B99029365"	2015	33463
"A35735083"	2014	33482.98
"A35517671"	2017	33498.22
"A08721177"	2007	33524.59
"A46070777"	2008	33558.05
"B96683347"	2016	33566.77
"A12461802"	2010	33631.69
"A12461802"	2008	33643.49
"B08359093"	2012	33645.06
"A38014114"	2015	33653.06
"B78077724"	2009	33654
"B78496759"	2016	33685.48
"A38473724"	2014	33688.36
"A41080144"	2012	33698.04
"A08257529"	2013	33727.96
"B62409065"	2009	33755.38
"A15010564"	2015	33759.37
"B08245805"	2011	33762.27
"A81041147"	2014	33792
"B35504059"	2015	33798
"B08245805"	2010	33825.95
"B38484796"	2009	33920.51
"A28600278"	2008	33923
"B99029365"	2014	33929.15
"A08128910"	2014	33932.16
"F41114141"	2013	33949.5
"B82393778"	2014	33963.43
"A28138873"	2017	33999
"B38828687"	2017	34040.73
"A12003950"	2017	34052.68
"B82393778"	2013	34090.67
"B61428611"	2011	34110.27
"B61428611"	2010	34110.27
"A46052809"	2016	34140.63
"A50049519"	2012	34154.91
"A28273241"	2009	34172.59
"A08257529"	2008	34178.33
"A28012342"	2008	34262
"A13008339"	2016	34282.19
"B38828687"	2016	34340.14
"A28273241"	2010	34404.05
"A15010564"	2017	34421.05
"A57346926"	2017	34465.88
"A28012342"	2010	34469
"B18551226"	2017	34478.49
"B38828687"	2015	34502.03
"A28396042"	2007	34518
"A35735083"	2013	34583.48
"B78496759"	2015	34617.84
"B57175283"	2015	34623.8
"A23016157"	2015	34633.91
"A46105532"	2010	34641.95
"A11000288"	2014	34674.43
"A31071913"	2013	34681.18
"B27321249"	2016	34686.08
"B08359093"	2014	34706.91
"A80482334"	2016	34748.45
"B38828687"	2014	34758.88
"B08359093"	2013	34776.52
"A08224545"	2017	34792.59
"B96683347"	2015	34809.86
"A28024172"	2013	34842
"B60171162"	2012	34857
"A28012342"	2015	34911
"A38013744"	2013	34949.09
"B60171162"	2011	34959.16
"A38015459"	2007	34988.5
"B15596331"	2009	35046.09
"A28146579"	2017	35074.76
"B78496759"	2017	35086.16
"A38473724"	2013	35095.95
"A08224545"	2013	35136.9
"A08384638"	2009	35166.04
"B28255016"	2013	35185.99
"A48031686"	2013	35187
"B99029365"	2013	35197.67
"B82393778"	2012	35260.04
"B18551226"	2016	35314.23
"A97617773"	2014	35322.95
"A13008339"	2015	35330.83
"B78077724"	2008	35332
"A28146579"	2016	35332.44
"A12461802"	2011	35342.16
"B81335473"	2007	35349.19
"A35517671"	2016	35356.55
"A14027635"	2016	35420
"A31071913"	2012	35433.86
"A28600278"	2009	35435
"B60171162"	2013	35514
"B28250090"	2012	35534.21
"A19122209"	2011	35648
"A08401184"	2008	35675.13
"B12019485"	2014	35698.66
"A28012342"	2007	35725
"A28273241"	2013	35735.8
"B82393778"	2016	35746.19
"A07161821"	2007	35753.14
"A13008339"	2008	35765.17
"A28600278"	2010	35828
"B03002441"	2015	35861.98
"B27015965"	2013	35875.66
"A38024345"	2016	35917.23
"A28273241"	2012	35922.73
"A41080144"	2011	35952.46
"B38484796"	2017	36014.76
"A38023925"	2011	36050.5
"B96683347"	2014	36090.45
"B18551226"	2015	36162.2
"A11000288"	2015	36186.16
"B35504059"	2014	36242
"A15685373"	2010	36296.66
"A08257529"	2012	36369.21
"A08224545"	2016	36380.7
"A08401184"	2007	36409.55
"A28023422"	2007	36429.73
"A07161821"	2008	36439.01
"A38014114"	2014	36447.38
"A08384638"	2015	36488.31
"A46003265"	2015	36498.21
"B41008970"	2011	36527.4
"A38473724"	2012	36528.25
"A28700383"	2016	36537.19
"B60171162"	2014	36612
"A06244131"	2009	36655.63
"A08023145"	2017	36749
"A38013744"	2008	36812.68
"A35517671"	2015	36952.3
"B31744709"	2014	37025
"B48969877"	2007	37083.16
"A08257529"	2011	37147.28
"A28131274"	2014	37177.49
"A08023145"	2016	37185
"B60420692"	2017	37206.79
"A08384638"	2010	37216.33
"B12019485"	2017	37267.56
"A12461802"	2012	37270.82
"A08008450"	2007	37284.03
"A38645214"	2013	37333.8
"A41017161"	2017	37341.78
"B96683347"	2013	37345.93
"A12003950"	2016	37350.71
"B96952635"	2011	37388.17
"A07161821"	2009	37469.75
"A38013744"	2012	37592.2
"A08257529"	2017	37609.11
"A36036739"	2009	37630.96
"A38666897"	2017	37674.41
"A31007743"	2011	37682
"B46012324"	2013	37710.84
"A28145498"	2011	37712.43
"A28145498"	2012	37722.13
"A28024172"	2014	37743
"A38473724"	2011	37788.82
"A48084909"	2010	37794.93
"A35517671"	2012	37825.66
"A46105532"	2011	37861.86
"A46052809"	2014	37863
"A48031686"	2012	37915
"A08224545"	2014	37915.94
"B12019485"	2016	37928.62
"A33013202"	2012	37940
"A35517671"	2011	37988.92
"A08224545"	2015	38025.46
"B27321249"	2015	38051.66
"A08023145"	2015	38089
"F03842671"	2017	38129.9
"A38013744"	2011	38138.4
"B41031980"	2017	38225.45
"B38484796"	2016	38245.78
"A96773940"	2013	38266
"A22174932"	2007	38296.03
"A15685373"	2009	38362.78
"A28700383"	2014	38364.49
"B96683347"	2012	38402.29
"A15009665"	2010	38431.63
"A35004571"	2008	38507.08
"A36036739"	2007	38548.11
"A36036739"	2011	38563.1
"A35517671"	2014	38580.31
"A36036739"	2010	38621.64
"A35023746"	2017	38652
"B35504059"	2013	38684
"B12019485"	2015	38711.53
"B31684020"	2014	38722.77
"A81487027"	2007	38735.01
"A33013202"	2013	38753
"A38013744"	2010	38779.18
"B59162701"	2009	38889.85
"A46052809"	2015	38915.36
"A28148898"	2016	38917
"B81762684"	2014	38990.35
"B31744709"	2013	39068
"A22008106"	2017	39081.93
"B18551226"	2014	39083.2
"A28485571"	2011	39090.31
"A22174932"	2013	39115
"A38015459"	2008	39130
"A38473724"	2010	39148.97
"A35517671"	2010	39197.09
"A14027635"	2015	39228
"A36036739"	2008	39314.96
"A23016157"	2013	39315.43
"B31744709"	2012	39365
"A15009665"	2013	39421.8
"B28102556"	2008	39516.7
"B27015965"	2012	39536.92
"A06244131"	2010	39603.06
"A31071913"	2009	39655.21
"B57175283"	2014	39675.58
"B83603746"	2013	39679.94
"B81762684"	2009	39777.14
"B18551226"	2013	39817.65
"B46020541"	2014	39828.86
"A31007743"	2012	39838
"A08663684"	2017	39883.36
"A03681186"	2013	39897.82
"A38013744"	2009	39921.73
"F32001976"	2017	39959
"A35023746"	2016	39961
"B18551226"	2012	39989.05
"A50032002"	2012	40052.45
"A35517671"	2013	40059.82
"A38024345"	2017	40112.75
"A46003265"	2016	40141.95
"A08257529"	2010	40181.53
"A08002073"	2012	40194.85
"A96773940"	2012	40217
"A03681186"	2015	40245.93
"A15009665"	2012	40258.57
"B41031980"	2016	40338.93
"A35517671"	2009	40369.25
"B03002441"	2016	40372.39
"A28700383"	2015	40380.8
"B35007376"	2012	40410.87
"A38473724"	2009	40440.8
"A28012342"	2013	40444
"A08274987"	2013	40509.32
"B63031660"	2012	40536
"A48031686"	2011	40540
"A22008106"	2015	40560.11
"A08008450"	2008	40602
"A28077709"	2009	40625
"A07161821"	2017	40630.77
"B38484796"	2015	40637.43
"B60420692"	2016	40669.04
"A16009870"	2009	40768.62
"A28985992"	2013	40818.25
"A33013202"	2014	40889
"A08274987"	2014	40897.72
"A48031686"	2010	40906.57
"A41017161"	2015	40972.13
"B28115533"	2012	41058.39
"A12461802"	2013	41066.1
"A07161821"	2010	41074.55
"A41017161"	2016	41092.99
"A30009146"	2010	41099.03
"A28012342"	2012	41100
"A03681186"	2014	41168.5
"B63031660"	2013	41172
"A08105702"	2008	41259.27
"A46070777"	2009	41283.89
"B57208878"	2017	41292.11
"A38473724"	2008	41297.74
"A15685373"	2008	41333.01
"B81762684"	2013	41349.34
"A04006417"	2014	41365.69
"A33008921"	2011	41394.77
"A28155240"	2009	41401.67
"A12461802"	2017	41479.93
"B28250090"	2013	41495.7
"A35023746"	2015	41519
"A08274987"	2017	41520.3
"A15009665"	2011	41568.92
"B28757730"	2012	41673.53
"A96773940"	2011	41755.95
"B35504059"	2012	41809
"B57208878"	2012	41821.32
"A12003950"	2015	41940.7
"B81762684"	2010	41971.02
"B28102556"	2009	41993.39
"A81487027"	2010	42009.26
"B81762684"	2012	42010.39
"A07084940"	2017	42019.68
"B58875048"	2013	42032.89
"A45445210"	2008	42097
"A08431090"	2008	42113
"B60420692"	2013	42117.02
"A06244131"	2011	42190.67
"A22008106"	2016	42196.04
"A07161821"	2016	42206.08
"B60420692"	2012	42221.97
"A08257529"	2009	42230.2
"A12461802"	2014	42288.36
"A28456820"	2011	42295.13
"A28077709"	2007	42384.59
"A38473724"	2007	42419.51
"A08105702"	2007	42434.45
"B29006574"	2010	42447.94
"B41031980"	2014	42584.95
"B61914883"	2016	42587.25
"A28012342"	2011	42605
"A31071913"	2014	42620.59
"A28077709"	2008	42641
"B41031980"	2015	42681.76
"B81762684"	2011	42763.49
"B46020541"	2015	42816.82
"A13008339"	2009	42842.59
"B59162701"	2010	42908.21
"B60420692"	2014	42939.84
"A08721177"	2008	42941.88
"B61914883"	2017	42952.38
"A28146579"	2013	42958.43
"B38484796"	2014	42968.69
"B61914883"	2015	42998.21
"B04348579"	2009	43058.34
"A04006417"	2015	43066.59
"A81487027"	2008	43094.08
"F03842671"	2016	43098.39
"A12003950"	2014	43153.43
"A08274987"	2012	43294.61
"A81487027"	2013	43345.41
"A61427183"	2013	43384.26
"B41008970"	2012	43387.36
"A43030626"	2017	43394
"A31449002"	2012	43418.3
"A28023422"	2008	43535.73
"A48031686"	2008	43576.52
"A07161821"	2015	43661.64
"A08431090"	2009	43672
"B41031980"	2013	43682.47
"B60420692"	2011	43940.31
"A03681186"	2016	43953.3
"A29005782"	2007	43964.65
"B60420692"	2015	43997.56
"A15009665"	2015	44000.05
"A14018634"	2014	44003
"A08008450"	2012	44010
"A29005782"	2008	44144.2
"B57208878"	2016	44181.46
"A50049519"	2013	44190.21
"A08384638"	2011	44190.66
"A38666897"	2016	44201.88
"A08663684"	2013	44243.8
"A08274987"	2011	44267.73
"B28102556"	2010	44419
"A12461802"	2016	44500.96
"A28148898"	2017	44510
"B35504059"	2011	44512
"A08274987"	2015	44570.39
"A81487027"	2012	44575.65
"B31744709"	2011	44604
"A15685373"	2007	44623.99
"A43030626"	2016	44753
"B62385067"	2009	44788.82
"A08431090"	2010	44808
"B61428611"	2012	44853.67
"A07161821"	2014	44878.47
"B46012324"	2014	45056.96
"B83616920"	2017	45103
"B78077724"	2010	45143
"A80482334"	2012	45230.42
"A46070777"	2010	45279.04
"A12095295"	2014	45314.14
"B28102556"	2012	45350.23
"A48031686"	2009	45390
"B38484796"	2012	45422.64
"B38484796"	2013	45442.41
"B83603746"	2016	45513.42
"A78018421"	2011	45520
"B83603746"	2015	45563.37
"A08008450"	2014	45606
"A06244131"	2012	45608.41
"A53559530"	2014	45612.96
"B07029465"	2014	45711.39
"B78077724"	2011	45752
"A78018421"	2014	45784
"B91235622"	2011	45829
"A78018421"	2013	45829
"A07161821"	2013	45855.95
"A28077709"	2012	45863
"B28102556"	2011	45896.44
"F32001976"	2007	45920.85
"A28155240"	2011	46002.39
"A78018421"	2012	46004
"F03842671"	2009	46092.82
"A08721177"	2009	46143.08
"A28155240"	2010	46165.92
"A28077709"	2014	46336
"B43110113"	2012	46404.57
"A46003265"	2011	46468.53
"B60420692"	2010	46526.37
"B43110113"	2014	46528.36
"B41031980"	2011	46624.01
"A28487007"	2014	46624.59
"A28077709"	2013	46657
"A12014569"	2007	46666.8
"A12023693"	2014	46738.01
"A28485571"	2012	46777.97
"A08663684"	2014	46800.73
"B43110113"	2011	46808.52
"B07029465"	2007	46863.09
"B38927463"	2017	46871.09
"A08274987"	2016	46891.67
"B57208878"	2015	46906.9
"B64455447"	2014	46930
"A15009665"	2017	46930.58
"B07029465"	2008	46969.24
"B07029465"	2009	47100.38
"B08243693"	2007	47173.71
"B38484796"	2011	47175.46
"A07161821"	2012	47251.26
"A08008450"	2011	47286
"A28077709"	2011	47300
"B43110113"	2013	47304.43
"A12461802"	2015	47316.9
"A31449002"	2013	47324.5
"A82501545"	2008	47369.32
"A41461856"	2007	47419.99
"B03002441"	2017	47443.64
"B61441127"	2013	47456
"A81487027"	2011	47654.48
"B20023982"	2015	47671.86
"A08008450"	2013	47678
"B61428611"	2013	47710.18
"B78077724"	2012	47724
"A80482334"	2011	47795.5
"A38015459"	2009	47799
"B38927463"	2016	47835.62
"B38927463"	2015	47966.07
"B35504059"	2010	47991
"A28058725"	2007	47996.12
"A07161821"	2011	48083.14
"B81335473"	2008	48126.85
"A85280253"	2016	48144
"B35007376"	2013	48155.21
"B01218932"	2007	48193.95
"B29006574"	2011	48325.75
"B46020541"	2017	48356.52
"B46020541"	2016	48485.27
"B38484796"	2010	48558.57
"B60420692"	2009	48560.74
"B57208878"	2013	48588.22
"A48084909"	2011	48598.9
"B31744709"	2015	48632
"A15009665"	2016	48674.74
"B31744709"	2010	48867.71
"B43110113"	2010	48875.15
"B08243693"	2008	48891
"B60420692"	2008	48956.7
"A03681186"	2017	48958.79
"B08243693"	2009	48978
"F03842671"	2015	48988.62
"A50032002"	2013	49010.7
"B04348579"	2010	49022.65
"A28658177"	2010	49045
"A22174932"	2012	49071
"B28227866"	2013	49123.32
"B31744709"	2009	49148.07
"B62850094"	2014	49312.76
"A08008450"	2010	49335
"A06244131"	2013	49368.59
"A12011946"	2015	49395.11
"B46012324"	2009	49430.71
"A24011165"	2007	49436.66
"A08002073"	2013	49458.06
"B60420692"	2007	49459.73
"A35610666"	2012	49485.13
"F32001976"	2015	49628.97
"A12011946"	2017	49682.1
"A35023746"	2007	49859.76
"B08373250"	2012	49901.32
"B29006574"	2012	49949.79
"A31449002"	2011	50072.94
"B83603746"	2014	50138.51
"A08016255"	2007	50162.83
"B08243693"	2010	50319
"B46012324"	2015	50452.27
"B35504059"	2009	50545
"A46003265"	2012	50579.28
"B78496759"	2013	50654.74
"A63796395"	2014	50692.6
"A07052244"	2009	50699.68
"B29006574"	2013	50733.52
"A12011946"	2016	50777.07
"B28227866"	2012	50889.61
"B01218932"	2013	50914
"B28255016"	2012	50937.05
"B41008970"	2014	50951.5
"B62850094"	2015	50996.25
"B29006574"	2014	51090.2
"B31744709"	2016	51215
"A29005782"	2015	51289.27
"B78496759"	2012	51297.33
"B01218932"	2014	51471
"B35504059"	2008	51498
"A33006404"	2017	51555.04
"A62415641"	2008	51594.73
"A08016255"	2008	51618
"A28396042"	2008	51730
"A50049519"	2017	51889.29
"B28250090"	2014	51920.83
"A08008450"	2009	51956
"B41008970"	2013	52096.79
"B07029465"	2010	52119.66
"B28255016"	2011	52443.94
"A38666897"	2015	52456
"A78389608"	2014	52492.75
"B57208878"	2014	52623.32
"B01218932"	2012	52885
"B28227866"	2014	52957.53
"A08401184"	2014	53053.39
"A41461856"	2008	53158.24
"A28023422"	2010	53230.99
"B62385067"	2017	53359.43
"A12512497"	2014	53423.52
"A28329480"	2014	53444.05
"F03842671"	2014	53687.1
"A12512497"	2013	53697.89
"A28058725"	2008	53724
"A53559530"	2013	53735.37
"A96945530"	2010	53767.77
"B01218932"	2008	54076
"A33006404"	2016	54096.8
"A28273043"	2014	54136.9
"A85270965"	2016	54146
"A28058725"	2014	54159
"A46105532"	2012	54230.12
"B08100380"	2007	54235
"A28155240"	2012	54287.39
"A07059058"	2014	54290.14
"A16009870"	2010	54351.88
"A48084909"	2017	54364
"A19122209"	2012	54440
"B31744709"	2017	54562
"B07029465"	2011	54633.98
"A96773940"	2017	54717
"A96945530"	2009	54764.3
"B61428611"	2014	54783.06
"A46086773"	2010	54835.32
"B61252185"	2010	54975
"B62385067"	2010	55146.64
"B62385067"	2016	55225.2
"A46105532"	2013	55295.48
