nif	year	amortizacion
"A96646880"	2012	-1.379
"A09010661"	2010	-1.372
"A83048363"	2009	-1.366
"A41920943"	2010	-1.366
"A36615896"	2007	-1.36
"A29018249"	2009	-1.352
"B81248361"	2011	-1.327
"B08194276"	2011	-1.326
"B28412146"	2013	-1.313
"A28505402"	2017	-1.28
"A33617218"	2013	-1.276
"F50561091"	2009	-1.255
"A35005743"	2008	-1.232
"F50561091"	2008	-1.231
"F50561091"	2007	-1.23
"A26297663"	2008	-1.228
"A28695021"	2007	-1.219
"B79945150"	2013	-1.217
"A38019543"	2007	-1.214
"A81200511"	2007	-1.207
"A81200511"	2012	-1.207
"A81200511"	2011	-1.207
"A81200511"	2009	-1.207
"A81200511"	2013	-1.207
"A81200511"	2008	-1.207
"A08604316"	2008	-1.206
"B35031665"	2008	-1.202
"A23025927"	2013	-1.194
"A45012226"	2012	-1.189
"A30047120"	2011	-1.18
"A36249076"	2009	-1.172
"A36249076"	2008	-1.17
"B03039609"	2009	-1.152
"A38020525"	2007	-1.133
"B28250090"	2007	-1.129
"A12105029"	2008	-1.11
"B41008970"	2007	-1.1
"A39003025"	2009	-1.093
"A45020450"	2014	-1.088
"A08354441"	2013	-1.087
"A46068862"	2011	-1.077
"B38017554"	2008	-1.065
"A03734514"	2009	-1.06
"B08488645"	2013	-1.059
"A46021804"	2009	-1.054
"B46103131"	2011	-1.045
"B28569127"	2007	-1.043
"A03061314"	2009	-1.042
"A28253656"	2011	-1.04
"B43241769"	2013	-1.027
"B43241769"	2012	-1.027
"A28456119"	2011	-1.018
"A58394941"	2017	-1.012
"A28715027"	2007	-1.005
"B82424276"	2012	-1.003
"B08265183"	2014	-1
"B03006681"	2011	-1
"A48840359"	2015	-1
"F37014560"	2007	-1
"B78077724"	2007	-1
"B30605760"	2011	-.991
"A36249076"	2007	-.99
"A08301475"	2010	-.983
"A28404614"	2010	-.98
"B35031665"	2007	-.977
"A08121089"	2012	-.965
"A07013055"	2010	-.958
"A01011881"	2013	-.944
"A01011881"	2012	-.944
"A20779849"	2013	-.943
"B41007576"	2007	-.94
"B46191094"	2009	-.909
"A28695021"	2009	-.891
"A08691503"	2010	-.878
"B92217975"	2012	-.876
"A17012626"	2010	-.849
"A17012626"	2011	-.849
"A20008579"	2011	-.848
"A11609682"	2012	-.841
"A38013744"	2012	-.839
"B03039609"	2008	-.836
"A09022963"	2012	-.832
"A41008301"	2007	-.83
"A41050535"	2007	-.82
"A28900975"	2007	-.81
"A08720708"	2011	-.792
"A09010661"	2009	-.779
"B83481002"	2014	-.772
"B79945150"	2012	-.768
"A02012714"	2009	-.766
"A17012626"	2012	-.765
"A04202008"	2008	-.733
"A96646880"	2008	-.731
"B03072493"	2013	-.73
"A30604276"	2013	-.725
"A31071756"	2012	-.718
"A28487007"	2011	-.712
"A28404614"	2009	-.707
"A46170080"	2012	-.7
"A09010661"	2008	-.695
"B50031749"	2008	-.67
"A11301645"	2008	-.67
"A11301645"	2007	-.67
"B31067697"	2011	-.666
"B31067697"	2009	-.666
"B31067697"	2013	-.666
"B31067697"	2008	-.666
"B31067697"	2007	-.666
"B31067697"	2010	-.666
"B91372748"	2013	-.659
"A80959612"	2017	-.653
"B37015526"	2008	-.632
"A11609682"	2011	-.631
"A13002134"	2011	-.606
"A35005743"	2007	-.6
"A33126244"	2009	-.583
"A09021833"	2009	-.573
"A84534874"	2013	-.566
"B30029110"	2008	-.562
"B31784895"	2013	-.548
"A28505402"	2013	-.541
"A15685373"	2011	-.541
"A08397465"	2007	-.529
"A12017919"	2011	-.526
"A12017919"	2012	-.526
"A12017919"	2013	-.526
"A20008579"	2010	-.52
"A38010997"	2010	-.519
"A26297663"	2013	-.518
"B03039609"	2007	-.51
"A09010661"	2007	-.509
"A50042027"	2008	-.503
"B46164679"	2013	-.502
"A08126492"	2012	-.483
"A38013744"	2010	-.482
"A30047120"	2010	-.462
"B46103131"	2010	-.46
"B41063355"	2013	-.445
"A33617218"	2012	-.438
"B12462560"	2011	-.435
"A28404614"	2008	-.434
"A08584062"	2013	-.431
"A15685373"	2010	-.428
"A48110381"	2013	-.428
"A48110381"	2012	-.428
"A48110381"	2010	-.428
"A48110381"	2011	-.428
"A48110381"	2009	-.428
"A46087565"	2013	-.425
"A11609682"	2010	-.421
"A38010997"	2009	-.404
"A78905908"	2010	-.393
"B28218287"	2012	-.378
"A30604276"	2012	-.363
"A46134250"	2009	-.362
"A08730277"	2013	-.357
"A03734514"	2008	-.342
"A48081061"	2010	-.319
"A41027723"	2009	-.316
"A82843129"	2011	-.292
"A96646880"	2007	-.29
"B28118800"	2011	-.284
"B73456147"	2013	-.271
"A28505402"	2010	-.259
"A46035770"	2010	-.25
"A09022963"	2011	-.245
"A38010997"	2008	-.245
"A45020450"	2015	-.243
"B04001848"	2013	-.24
"B04001848"	2010	-.24
"B04001848"	2011	-.24
"B04001848"	2012	-.24
"B61252185"	2015	-.238
"B61252185"	2016	-.238
"B61252185"	2014	-.238
"A11000288"	2013	-.237
"B28218287"	2011	-.222
"A48081061"	2009	-.217
"B46164679"	2012	-.216
"A11609682"	2009	-.21
"A08225278"	2007	-.204
"A28134534"	2010	-.203
"B62785357"	2012	-.197
"A28259141"	2009	-.196
"A20008579"	2009	-.192
"A31024458"	2013	-.185
"A12029468"	2013	-.18
"A12029468"	2009	-.18
"A12029468"	2008	-.18
"A12029468"	2010	-.18
"A12029468"	2007	-.18
"A12029468"	2012	-.18
"A28404614"	2007	-.164
"A07016025"	2013	-.15
"A07016025"	2012	-.15
"A43621416"	2008	-.149
"A48110381"	2008	-.143
"B38017554"	2007	-.129
"B28072205"	2011	-.12
"B28072205"	2013	-.12
"B28072205"	2010	-.12
"B28072205"	2012	-.12
"A31034606"	2013	-.118
"A08354441"	2012	-.118
"A45012226"	2011	-.115
"A41014986"	2013	-.111
"B83156745"	2009	-.108
"A14000939"	2007	-.104
"A81841850"	2013	-.104
"A81841850"	2011	-.104
"A81841850"	2010	-.104
"A28412724"	2013	-.099
"A28412724"	2012	-.099
"A33614082"	2013	-.087
"A38010997"	2007	-.086
"A41014986"	2012	-.086
"A36603421"	2013	-.082
"A82843129"	2010	-.08
"A83048363"	2008	-.078
"B85160976"	2014	-.072
"B41063355"	2012	-.064
"A47000054"	2007	-.06
"A41014986"	2011	-.06
"B08373250"	2007	-.041
"A81841850"	2009	-.035
"A41014986"	2010	-.034
"A35515485"	2013	-.024
"A35515485"	2012	-.02
"A46087565"	2012	-.015
"A41014986"	2009	-.009
"A13005384"	2010	.539
"A48025571"	2010	26375
"A08128910"	2008	
"A03010568"	2017	
"B30033666"	2015	
"A48547558"	2007	
"A08299406"	2014	
"B35028281"	2013	
"B92217975"	2010	
"B82956517"	2007	
"A81841850"	2007	
"B47531462"	2007	
"A01016591"	2012	
"B31084874"	2017	
"A08196446"	2009	
"A43015338"	2017	
"A28411585"	2011	
"B03028099"	2013	
"A08683864"	2011	
"B92554765"	2017	
"A46164034"	2015	
"A57346926"	2007	
"A32006835"	2008	
"B74246927"	2014	
"A08484925"	2016	
"A35500800"	2008	
"A08681637"	2014	
"A08203887"	2011	
"A28156776"	2016	
"B25436122"	2015	
"B27321249"	2013	
"A08681637"	2015	
"A48093421"	2008	
"B82988825"	2008	
"A50060011"	2011	
"A08699720"	2009	
"B83495101"	2007	
"A28173573"	2007	
"A32006579"	2007	
"A36040442"	2014	
"A48102792"	2014	
"C08164253"	2014	
"B84886837"	2010	
"A32006504"	2014	
"B27009794"	2015	
"A84780055"	2012	
"B39541776"	2008	
"A32006504"	2010	
"A08303869"	2008	
"A08303869"	2011	
"B84227461"	2007	
"A81896375"	2012	
"B61567970"	2012	
"B15077571"	2013	
"A28341055"	2015	
"A33025701"	2013	
"B33605031"	2017	
"A58394941"	2011	
"A36040442"	2008	
"A91291435"	2007	
"B33605031"	2009	
"F08203663"	2015	
"A08323404"	2010	
"A08323404"	2012	
"B08565988"	2011	
"B15862667"	2012	
"B83257295"	2007	
"F27016591"	2015	
"A08091894"	2013	
"A36606895"	2014	
"A03063583"	2015	
"A48005672"	2011	
"A28539013"	2008	
"A08257388"	2009	
"A12017919"	2008	
"B46151411"	2007	
"A35028570"	2017	
"A78879079"	2017	
"A41014986"	2007	
"A01009075"	2011	
"A08463481"	2016	
"A30017438"	2009	
"B33920141"	2009	
"B28257434"	2014	
"A08120859"	2012	
"A12363529"	2009	
"A08195927"	2016	
"A08363640"	2013	
"A28650307"	2009	
"A07086515"	2009	
"A02436152"	2012	
"A08463481"	2008	
"A28341055"	2013	
"A97617773"	2009	
"A08201238"	2017	
"F21339106"	2008	
"A28143782"	2007	
"A28171445"	2013	
"B28385110"	2017	
"A30006308"	2010	
"A40006371"	2012	
"A48094486"	2010	
"B22003099"	2010	
"B83495101"	2015	
"A20054854"	2015	
"A20049078"	2015	
"A32006504"	2009	
"G07065709"	2017	
"B13008669"	2011	
"A53552634"	2010	
"F14016729"	2012	
"B36002970"	2012	
"A08533945"	2008	
"A95444519"	2007	
"A04012258"	2014	
"A20049755"	2014	
"A31449002"	2017	
"A46145348"	2017	
"A45006939"	2016	
"A46070777"	2017	
"A38243986"	2017	
"A46023347"	2012	
"A31065816"	2016	
"A08128910"	2009	
"A32002107"	2010	
"A85270965"	2008	
"B48969877"	2010	
"A36610590"	2017	
"A28080646"	2017	
"A28487007"	2007	
"A62035282"	2007	
"A08675522"	2008	
"A07004187"	2012	
"A82854811"	2017	
"A08560823"	2007	
"B08156036"	2010	
"A46009023"	2014	
"B26011627"	2012	
"A17013269"	2013	
"B63533095"	2013	
"A30604680"	2014	
"A84430107"	2013	
"B18252338"	2012	
"A48032981"	2015	
"A46084984"	2016	
"A07044530"	2017	
"A28053080"	2012	
"A20047726"	2011	
"A08681637"	2016	
"B81771628"	2014	
"A28392736"	2016	
"B28483345"	2010	
"A31825466"	2009	
"A47018361"	2017	
"A04413340"	2014	
"A08369068"	2014	
"A08369068"	2015	
"A08533119"	2017	
"B20759023"	2007	
"A58356213"	2011	
"A15685324"	2013	
"B64055445"	2011	
"B50009349"	2011	
"A28603041"	2017	
"A31737455"	2009	
"B28138196"	2011	
"A58494048"	2010	
"A24020828"	2015	
"A61351540"	2007	
"A08698862"	2014	
"A08196446"	2011	
"B13008669"	2013	
"A28554707"	2009	
"A08409948"	2010	
"A31062342"	2014	
"B50051705"	2017	
"B35029420"	2017	
"A82307117"	2007	
"A48080683"	2008	
"A01337260"	2007	
"B85036887"	2008	
"A28523066"	2016	
"B83840900"	2010	
"A31449002"	2016	
"A08271876"	2017	
"B81335473"	2007	
"A84780055"	2013	
"A28562429"	2016	
"A33606682"	2010	
"B08265183"	2013	
"F10109296"	2011	
"A07025026"	2015	
"A82307117"	2010	
"B08195653"	2008	
"A08375545"	2014	
"A58583766"	2010	
"A24056319"	2013	
"A63645220"	2011	
"B82393778"	2015	
"B15862667"	2011	
"B61567970"	2011	
"B03028784"	2011	
"B20035424"	2017	
"A08377046"	2009	
"A58132606"	2010	
"B35642198"	2012	
"A08539553"	2013	
"A08552622"	2017	
"B28483345"	2011	
"A07241656"	2014	
"A31394356"	2015	
"B41006578"	2011	
"A45014776"	2008	
"A53242152"	2012	
"B54055140"	2012	
"B02419273"	2007	
"A28200384"	2013	
"A28225241"	2014	
"A48061675"	2017	
"F01131978"	2010	
"A32007817"	2017	
"A08289902"	2017	
"A09021833"	2007	
"A08278293"	2010	
"B15015712"	2008	
"B37002854"	2014	
"B45493707"	2007	
"A08559932"	2014	
"B92709526"	2011	
"A08285157"	2015	
"A11005840"	2017	
"A08242992"	2012	
"A31737455"	2013	
"A39031620"	2013	
"A60362266"	2009	
"A08280430"	2011	
"V38081873"	2017	
"A29003423"	2013	
"F10026128"	2007	
"A20049078"	2007	
"A30025555"	2012	
"B43590272"	2008	
"B30025449"	2009	
"A08206419"	2014	
"A17018391"	2012	
"B84822832"	2008	
"A46036562"	2017	
"A08699720"	2012	
"B41094459"	2010	
"A28155240"	2016	
"A08278293"	2012	
"B58222548"	2009	
"A28040418"	2016	
"B27007897"	2009	
"B81762684"	2013	
"A29051067"	2009	
"B08565988"	2014	
"A30013627"	2013	
"A08689796"	2008	
"F37014560"	2015	
"A46105508"	2014	
"A28649747"	2017	
"A21009295"	2009	
"A48049928"	2007	
"A09281999"	2009	
"A46141792"	2016	
"A08711202"	2012	
"A08687204"	2017	
"A25008046"	2011	
"B83766485"	2009	
"A07005507"	2017	
"A48403927"	2011	
"B01376615"	2010	
"B83242248"	2014	
"B57423519"	2009	
"A08270993"	2008	
"B84894377"	2013	
"A08556896"	2017	
"A20049078"	2013	
"A46055497"	2011	
"A23004369"	2007	
"B28460681"	2007	
"A53817359"	2009	
"A85450476"	2012	
"A08518979"	2008	
"B37416575"	2008	
"A28431161"	2012	
"B31049273"	2008	
"B30558290"	2012	
"A16004665"	2012	
"B31829195"	2011	
"B12026183"	2010	
"B85010643"	2008	
"V43661891"	2008	
"A42000471"	2008	
"A28245009"	2010	
"F12039442"	2017	
"A33373622"	2010	
"B28483345"	2012	
"A08533119"	2010	
"A39022660"	2014	
"A92153527"	2010	
"A08257388"	2011	
"B03036712"	2010	
"A08257388"	2007	
"A45006459"	2013	
"F37014560"	2013	
"B41094459"	2017	
"A20055380"	2010	
"A08250425"	2017	
"A33008921"	2011	
"A08294787"	2017	
"A33008921"	2013	
"A28392033"	2017	
"A28145498"	2009	
"B83782169"	2013	
"A08255374"	2017	
"B34226514"	2008	
"A58346305"	2008	
"A08250425"	2011	
"V38081873"	2010	
"A08117806"	2014	
"B12457230"	2012	
"A08248502"	2016	
"A08657546"	2015	
"B84311760"	2008	
"A08244220"	2015	
"B81335473"	2013	
"A81256661"	2014	
"A08244220"	2010	
"B61882551"	2010	
"A45002839"	2014	
"A31825466"	2007	
"A24015802"	2007	
"B58222548"	2011	
"A31737455"	2007	
"A08277014"	2010	
"A26014035"	2017	
"A08242992"	2010	
"A08242513"	2017	
"A26013714"	2015	
"A46009023"	2017	
"B46131371"	2013	
"A04413340"	2009	
"A08241267"	2012	
"A28145498"	2012	
"A35012012"	2010	
"A53552634"	2008	
"A28923662"	2013	
"A33014176"	2015	
"A08201238"	2015	
"A08241267"	2009	
"A14580385"	2013	
"B46095964"	2014	
"A48029847"	2009	
"A01012921"	2017	
"A41059445"	2009	
"A07038441"	2010	
"B09394289"	2008	
"B91172221"	2008	
"A33015454"	2013	
"A41059445"	2011	
"A28539013"	2009	
"A50011717"	2009	
"A08228520"	2007	
"B62850094"	2012	
"B91172221"	2013	
"A28011872"	2017	
"A41001439"	2012	
"A33015728"	2016	
"A28381267"	2017	
"A28198356"	2008	
"A41112012"	2011	
"A28647758"	2013	
"A28487007"	2009	
"A78990603"	2009	
"A08484925"	2014	
"A08072209"	2015	
"B97307086"	2008	
"A15020480"	2012	
"A08224545"	2007	
"A07028210"	2008	
"A28270452"	2017	
"A30028559"	2017	
"A38371159"	2009	
"A48114318"	2009	
"B08688301"	2017	
"F32001976"	2013	
"A26053363"	2017	
"B31007354"	2013	
"B57423519"	2011	
"B83826230"	2010	
"A08576753"	2010	
"A28192532"	2009	
"A08303869"	2012	
"A16010126"	2012	
"A80845050"	2015	
"A07016256"	2010	
"A08244220"	2008	
"A21009295"	2008	
"A20574380"	2015	
"B38071155"	2014	
"A08708620"	2014	
"A23205289"	2010	
"A80482334"	2014	
"A20015368"	2010	
"B06001143"	2016	
"B84504455"	2010	
"A29030715"	2012	
"B97466981"	2010	
"A08106031"	2012	
"V12465118"	2013	
"A01000777"	2007	
"A08675522"	2011	
"A11012572"	2017	
"A08204851"	2016	
"A24025611"	2017	
"A35047778"	2009	
"A18024950"	2008	
"B38380473"	2011	
"A36610590"	2015	
"A43110337"	2014	
"B41217761"	2008	
"A58356213"	2007	
"B43952126"	2013	
"B03028784"	2010	
"A33021809"	2015	
"B31072705"	2008	
"A01009075"	2007	
"A08209736"	2015	
"B31077514"	2009	
"B30010797"	2014	
"A46081881"	2011	
"A11010469"	2017	
"A08426249"	2014	
"B18547281"	2011	
"B83680322"	2009	
"A14580385"	2008	
"B38927463"	2008	
"A18024950"	2009	
"B15015712"	2009	
"B12054342"	2012	
"B28240075"	2016	
"B82988825"	2009	
"B92963628"	2008	
"A30013627"	2012	
"A11606134"	2011	
"B74148388"	2011	
"A38026373"	2017	
"B82435371"	2014	
"A22005797"	2009	
"A08385395"	2014	
"B31784895"	2011	
"B97526008"	2007	
"B12043048"	2017	
"A31062342"	2011	
"A43035435"	2015	
"B42141176"	2015	
"A08687204"	2015	
"A28156776"	2015	
"A28586626"	2009	
"A27005834"	2010	
"A38013272"	2011	
"A29030715"	2016	
"A23010200"	2010	
"A08392938"	2013	
"A20020277"	2013	
"B33605031"	2008	
"B30331573"	2014	
"B31089071"	2016	
"A01161066"	2009	
"A97789861"	2014	
"B84871607"	2013	
"B28403194"	2016	
"A28128486"	2009	
"A45002219"	2015	
"B03036712"	2009	
"B08488660"	2007	
"A41042904"	2015	
"A28700383"	2017	
"B84363555"	2008	
"A28411577"	2014	
"B28538874"	2015	
"B36639060"	2007	
"A31034606"	2007	
"A08105371"	2016	
"B12557773"	2007	
"A33008921"	2012	
"A28649747"	2011	
"A28245009"	2012	
"A27005834"	2011	
"A39022660"	2012	
"A08401184"	2007	
"B83242248"	2008	
"A53817359"	2008	
"B29053808"	2016	
"A39022660"	2016	
"B11018462"	2014	
"A08294787"	2010	
"A46035770"	2008	
"A31106701"	2013	
"A31106701"	2012	
"B27007897"	2011	
"A23012305"	2009	
"B41062548"	2012	
"A12023693"	2017	
"A35811272"	2012	
"B08365215"	2011	
"A08405490"	2015	
"B63458004"	2009	
"B27008408"	2015	
"F25002338"	2008	
"B15010119"	2007	
"A08409369"	2017	
"B62916077"	2008	
"F38008579"	2016	
"A36016350"	2015	
"B83814251"	2009	
"B91235622"	2010	
"B28250090"	2013	
"A08576753"	2011	
"A43035708"	2010	
"A28208825"	2016	
"B46051116"	2017	
"A41018854"	2013	
"A28270452"	2016	
"A62977186"	2007	
"A46055497"	2012	
"A28396042"	2007	
"B28120012"	2007	
"B12023065"	2012	
"A46032132"	2017	
"B48472500"	2007	
"A83578328"	2009	
"A17018052"	2010	
"A85270965"	2010	
"B35329077"	2008	
"B28460681"	2011	
"A01012921"	2016	
"B01015221"	2009	
"B62785357"	2008	
"A48547558"	2010	
"A48033526"	2008	
"B50023142"	2017	
"A08520629"	2010	
"B97466981"	2008	
"A08426249"	2009	
"A08426249"	2013	
"A03021409"	2013	
"A15023856"	2012	
"A28523470"	2013	
"A41088493"	2009	
"B30025449"	2013	
"A28729424"	2013	
"A60651783"	2016	
"A30035521"	2013	
"B84822832"	2013	
"B84654201"	2013	
"A58346305"	2013	
"A11005840"	2011	
"A08432114"	2007	
"A31071913"	2015	
"A28136711"	2015	
"A08479297"	2013	
"B18006668"	2013	
"A30009146"	2014	
"A91369819"	2013	
"A35014075"	2007	
"B53548384"	2014	
"A08438061"	2007	
"A08575672"	2014	
"A31071756"	2011	
"B41021767"	2016	
"A08438061"	2009	
"B02419273"	2012	
"A35515485"	2009	
"A08438061"	2012	
"A03076270"	2008	
"A03010568"	2012	
"A28229409"	2013	
"A12014569"	2016	
"A07019698"	2012	
"A06151757"	2007	
"A41010257"	2013	
"B17002049"	2013	
"B35597020"	2008	
"B62236781"	2007	
"A08409948"	2012	
"F37014560"	2012	
"A08278293"	2013	
"A32006835"	2011	
"A28934735"	2013	
"A08441495"	2008	
"F20025441"	2009	
"B83616920"	2007	
"B64055445"	2012	
"A85279107"	2012	
"A46036380"	2017	
"A31069321"	2011	
"A39012638"	2011	
"B03078391"	2012	
"B63458004"	2015	
"A08657546"	2017	
"A85125078"	2010	
"A28389880"	2017	
"A08441495"	2012	
"A36002830"	2011	
"A35610666"	2008	
"B28692309"	2011	
"A08145385"	2008	
"A57082570"	2013	
"A58494048"	2008	
"A23022874"	2010	
"A08453219"	2017	
"F41114141"	2011	
"A97789861"	2010	
"A46115101"	2013	
"A28724268"	2012	
"A18017244"	2008	
"B41045089"	2013	
"A19012962"	2017	
"A08657017"	2010	
"B30031694"	2017	
"A62332580"	2014	
"A08094567"	2008	
"A08568826"	2011	
"A46070777"	2010	
"A08463481"	2014	
"A08463481"	2015	
"A08464323"	2017	
"B54055140"	2007	
"A33019720"	2012	
"B33119983"	2012	
"B48841282"	2014	
"A28711893"	2008	
"A08687204"	2016	
"B84537315"	2011	
"A33055138"	2011	
"A32002107"	2016	
"B63122253"	2009	
"A61351540"	2011	
"A08033474"	2013	
"A30012645"	2007	
"A08539553"	2012	
"A79203568"	2013	
"A48071351"	2011	
"A08303869"	2017	
"A08257529"	2011	
"A12003950"	2010	
"B47484290"	2014	
"A48802854"	2008	
"A11606134"	2008	
"A15023856"	2017	
"A08649741"	2015	
"A28396042"	2010	
"A63736359"	2009	
"A12025565"	2015	
"A02005122"	2016	
"B28455574"	2015	
"A28040996"	2015	
"A48547558"	2012	
"A28154029"	2017	
"B83741835"	2008	
"A84911825"	2011	
"A08277014"	2013	
"A08507741"	2016	
"B35046630"	2013	
"A08330789"	2017	
"A28431161"	2015	
"B31072705"	2017	
"A31009665"	2014	
"A08484925"	2007	
"A63047922"	2009	
"A11609682"	2008	
"A35046572"	2007	
"A31037294"	2014	
"A28198356"	2011	
"B28465730"	2016	
"A12105029"	2007	
"A28225241"	2017	
"B84768761"	2010	
"A28119121"	2013	
"B12008660"	2015	
"A27007731"	2014	
"A53559530"	2007	
"A28085520"	2017	
"A08091894"	2007	
"A92030402"	2007	
"B46074829"	2016	
"B47572367"	2012	
"A38017679"	2013	
"A28674968"	2012	
"A80245129"	2014	
"A36040442"	2010	
"A63746275"	2013	
"B45013455"	2015	
"A74136060"	2009	
"A28145191"	2012	
"A12017919"	2017	
"A08698862"	2013	
"B83680322"	2013	
"A20779849"	2007	
"A08515116"	2009	
"A83932475"	2008	
"B03036712"	2013	
"A08526345"	2016	
"F04005344"	2011	
"A83826362"	2007	
"A17006479"	2007	
"B95486213"	2009	
"F08203663"	2016	
"B46022513"	2017	
"A48077184"	2015	
"A31030901"	2009	
"B76013721"	2008	
"B38427845"	2008	
"B24013856"	2011	
"B03028784"	2008	
"A35610666"	2010	
"B47030770"	2013	
"A07042237"	2014	
"B84150994"	2011	
"A28431161"	2010	
"A08228520"	2013	
"A30005524"	2014	
"A01376888"	2012	
"A80352750"	2011	
"B31881055"	2009	
"A48069991"	2009	
"V43129667"	2017	
"B32001687"	2009	
"A81256661"	2009	
"A07244023"	2007	
"A28556504"	2016	
"A07033178"	2012	
"A08513541"	2014	
"A20061131"	2008	
"B64055445"	2016	
"A03099405"	2013	
"A36000073"	2012	
"A01011881"	2008	
"B62916077"	2009	
"A30017438"	2008	
"A08228520"	2011	
"A26001867"	2014	
"A17019316"	2008	
"B03045507"	2013	
"A34129635"	2009	
"A35517671"	2007	
"A30013627"	2011	
"A08515116"	2014	
"F50011139"	2014	
"A40004210"	2012	
"A08515116"	2016	
"A81438145"	2010	
"A28416089"	2013	
"A28554707"	2013	
"A28485761"	2011	
"B82435371"	2007	
"A80632573"	2011	
"A61797536"	2012	
"A08241267"	2017	
"B85692374"	2008	
"B97861843"	2009	
"A01000116"	2012	
"A08241267"	2007	
"A39012638"	2009	
"A08526345"	2008	
"A46078556"	2017	
"A43004472"	2011	
"A23022874"	2009	
"A08194284"	2015	
"B41045089"	2014	
"A07028210"	2012	
"A30026363"	2011	
"A08227928"	2017	
"A17003336"	2015	
"B84348622"	2010	
"B30604854"	2017	
"A58132606"	2008	
"A31013543"	2017	
"B50002849"	2015	
"A08533119"	2016	
"A08584062"	2016	
"A73350399"	2008	
"A07032030"	2014	
"F25002338"	2014	
"V95436002"	2013	
"A08075293"	2007	
"A08535288"	2016	
"A48100002"	2013	
"A36600518"	2009	
"F04005344"	2016	
"B91372748"	2008	
"A80959612"	2011	
"B78496759"	2007	
"A08539553"	2015	
"A45020450"	2009	
"A08640039"	2014	
"B23015753"	2017	
"A78018421"	2008	
"A31009665"	2017	
"A31009665"	2016	
"A46141792"	2017	
"A18012807"	2011	
"A38356937"	2015	
"A28431161"	2017	
"B30025449"	2016	
"B35022425"	2007	
"B28376184"	2011	
"A08640039"	2008	
"A08552622"	2010	
"A48031140"	2007	
"B64555980"	2010	
"B28126886"	2017	
"A08603888"	2012	
"A39003025"	2014	
"B45555489"	2008	
"A29661394"	2014	
"A28023422"	2008	
"A48080683"	2013	
"A48000939"	2008	
"A33617218"	2017	
"A01035807"	2008	
"A78879079"	2011	
"A08639643"	2007	
"A46068284"	2014	
"A30603757"	2015	
"A26004754"	2011	
"A08575672"	2012	
"A08634438"	2014	
"A32002107"	2012	
"A45020450"	2013	
"A07016025"	2017	
"B01376615"	2017	
"A03063690"	2015	
"B08094237"	2007	
"A08120859"	2013	
"F10017804"	2011	
"F12039442"	2014	
"A08182206"	2014	
"B28563476"	2010	
"A08204851"	2017	
"B83257295"	2016	
"A28211092"	2013	
"A08604316"	2007	
"B62173604"	2013	
"A28341055"	2016	
"A28108793"	2015	
"A08202582"	2017	
"B03045507"	2011	
"B35018332"	2013	
"A13001730"	2017	
"B06007314"	2015	
"B02008084"	2017	
"B08599003"	2014	
"A46151973"	2007	
"A63776306"	2009	
"A01376888"	2015	
"A23022874"	2013	
"A28411577"	2011	
"A14037832"	2015	
"B83826230"	2008	
"A08260507"	2014	
"B46108403"	2009	
"B92972066"	2007	
"A08539553"	2016	
"A08617128"	2015	
"A28156776"	2013	
"A35098482"	2017	
"B36913960"	2007	
"A08573370"	2012	
"A38014098"	2016	
"A62704457"	2011	
"A08573370"	2014	
"A08573370"	2016	
"B28257434"	2017	
"B46092755"	2007	
"A23014871"	2017	
"A28456119"	2008	
"F04030672"	2016	
"B83481002"	2007	
"B07762099"	2015	
"B82435371"	2013	
"B36853935"	2009	
"A33014176"	2014	
"B28361350"	2007	
"A62704457"	2008	
"A28138386"	2010	
"A14023139"	2010	
"A08575672"	2017	
"A11301645"	2015	
"B81231516"	2009	
"A08576068"	2011	
"A28577062"	2007	
"A08141038"	2010	
"A24015802"	2012	
"F12039442"	2016	
"A08576068"	2017	
"B91172221"	2007	
"A03010568"	2010	
"A82131913"	2012	
"B46074829"	2011	
"A08577215"	2017	
"A08515116"	2015	
"B63031660"	2011	
"A30047120"	2009	
"A37010295"	2016	
"A08580268"	2016	
"A08667925"	2012	
"A28220606"	2008	
"B45555489"	2009	
"A08623191"	2009	
"A08484768"	2014	
"A46023347"	2011	
"A08250425"	2016	
"B76013721"	2012	
"A30604276"	2011	
"B28091486"	2013	
"A43035708"	2011	
"A08622938"	2011	
"B92972066"	2011	
"B92963628"	2015	
"B84570803"	2010	
"A08653115"	2015	
"B25436122"	2014	
"A20032678"	2013	
"A08617128"	2016	
"A03059003"	2012	
"B91629634"	2014	
"A38348413"	2007	
"A46081881"	2016	
"A22013072"	2007	
"A28476778"	2007	
"A08051526"	2016	
"A30604680"	2015	
"B03019106"	2012	
"A08616542"	2011	
"A08197881"	2013	
"A41018854"	2007	
"A28582450"	2010	
"A61797536"	2010	
"A20024832"	2014	
"A46087565"	2007	
"B53548384"	2017	
"A82026840"	2010	
"B31067697"	2012	
"A85279107"	2010	
"B35022425"	2008	
"B17014887"	2010	
"A31001027"	2011	
"A28487007"	2010	
"A08609281"	2017	
"B46167078"	2009	
"A08629107"	2016	
"A08195927"	2014	
"V11317633"	2009	
"B83257295"	2009	
"A33025719"	2011	
"A12363529"	2008	
"F25002338"	2010	
"A28085520"	2010	
"B62385067"	2008	
"A08231250"	2017	
"A28058725"	2008	
"B36623148"	2008	
"B36002970"	2010	
"A85426971"	2012	
"F95002150"	2009	
"F08678054"	2009	
"V30558738"	2012	
"A20061131"	2007	
"A48547558"	2013	
"A08270993"	2013	
