nif	year	existencias
"A29051067"	2012	9454.648
"A08560179"	2011	9460.505
"A08274805"	2008	9463.257
"A32002644"	2017	9463.331
"A07068430"	2012	9464.341
"A28025435"	2010	9466.465
"A53283511"	2011	9475.13
"B30044440"	2014	9476.866
"A01061373"	2014	9480.155
"B36853935"	2012	9482.725
"A36014595"	2014	9483.007
"A48119143"	2017	9484.325
"B12002457"	2010	9487.561
"A36602381"	2013	9488.865
"A32002644"	2015	9490.697
"B12536934"	2016	9494.233
"A58538414"	2010	9496
"A12081790"	2013	9499.039
"A12329223"	2010	9501.89
"A02013985"	2013	9501.963
"A08026197"	2015	9510
"A28449569"	2013	9514.5
"A08358442"	2009	9515.988
"B27008390"	2017	9519.63
"B08265183"	2011	9523
"A09028184"	2008	9523.598
"A32002644"	2016	9531.474
"A47005095"	2008	9532.182
"A30037873"	2017	9542.283
"A08291924"	2007	9546.698
"A12524278"	2012	9551.132
"B17023995"	2013	9551.227
"A28446995"	2014	9551.62
"A41008640"	2017	9558
"A08332363"	2010	9559.052
"A08126492"	2007	9561.63
"A08276438"	2007	9565.792
"A08157737"	2009	9576.536
"A28085686"	2009	9583.139
"A36014595"	2015	9584.229
"A17005968"	2017	9589.406
"B84227461"	2013	9593
"A07036569"	2013	9593.998
"A08489007"	2016	9596.29
"A30023204"	2015	9598.39
"A36614691"	2013	9608.422
"A38027637"	2011	9611.163
"A20039426"	2015	9611.896
"A08192965"	2015	9613.724
"B36853935"	2011	9618.364
"A48093538"	2017	9620.524
"B12681060"	2016	9628.119
"A17014879"	2017	9637.379
"A28155240"	2007	9643.48
"A28407484"	2015	9643.869
"A04047700"	2007	9647.874
"B23357700"	2011	9647.883
"A08105256"	2015	9653.231
"A32015844"	2012	9659.477
"A43020643"	2013	9659.604
"A31003304"	2011	9660.055
"A28709053"	2010	9665.079
"A08358442"	2012	9668.079
"A12010948"	2010	9677.103
"A28025435"	2015	9678.457
"A15009665"	2015	9679.252
"A08274805"	2007	9682.704
"A96646880"	2007	9683.812
"A35005743"	2013	9687
"A08192965"	2012	9688.071
"A08238578"	2013	9688.225
"A82485335"	2012	9690.251
"A36011385"	2013	9695.769
"A01010164"	2012	9697.494
"A30017438"	2009	9697.6
"B78459815"	2012	9700.307
"F10027423"	2011	9703.415
"A38014098"	2010	9703.723
"A08012270"	2012	9706.71
"A06419220"	2013	9706.953
"B28498210"	2016	9710.652
"A28695856"	2011	9717.303
"A20039426"	2014	9717.506
"A28290799"	2012	9722.086
"B36853935"	2010	9723.751
"A01016591"	2010	9725.995
"A08126492"	2008	9734.327
"A45020450"	2009	9735.766
"A17033473"	2012	9737.777
"A28058758"	2012	9741.508
"B27008390"	2015	9745.946
"A33013202"	2017	9746.222
"B47014568"	2008	9755.818
"A20037933"	2008	9758.122
"A11209749"	2011	9760.975
"A58538414"	2007	9765.144
"A28058758"	2014	9765.635
"B30566194"	2013	9770.402
"A28842003"	2011	9771.412
"A45020450"	2008	9772.304
"A03032653"	2011	9777.607
"A26023606"	2010	9779.879
"A08136806"	2008	9785
"A12003950"	2012	9785.258
"A28510246"	2010	9798.883
"A07068430"	2011	9802.902
"A08220014"	2017	9805.478
"A38024907"	2011	9815.887
"A08507741"	2015	9816.622
"A08439291"	2007	9817.47
"B01267277"	2013	9818.248
"A08157737"	2007	9822.201
"A28524726"	2015	9822.686
"A33117995"	2009	9824.509
"A28842003"	2009	9826.27
"A39012638"	2012	9830.06
"A17014879"	2011	9830.244
"A28111342"	2008	9834.835
"A08136806"	2009	9841
"A43035542"	2011	9842.215
"B28227866"	2007	9843.5
"A81496382"	2017	9846.174
"F41114141"	2008	9846.728
"B35388867"	2016	9848.667
"A08116147"	2007	9854.63
"A79939112"	2007	9855.439
"A33126244"	2017	9857.044
"A12011946"	2017	9857.294
"A78355278"	2010	9861.484
"A12018354"	2007	9861.5
"A33013202"	2016	9863.265
"A15018146"	2016	9868.245
"A80352420"	2012	9870.55
"A09022963"	2017	9874.656
"B46114724"	2015	9875.668
"A08445983"	2017	9877.538
"A07068430"	2010	9877.707
"B48969877"	2016	9887.274
"A96945530"	2012	9898.833
"A02006021"	2008	9908.857
"A28002640"	2016	9911.954
"A39003025"	2016	9912.159
"A50005156"	2010	9912.226
"A01061373"	2017	9927.087
"A30017438"	2015	9931.419
"B36010098"	2011	9933.128
"B33876459"	2013	9937.146
"A08224081"	2016	9948.478
"A08384638"	2011	9955.669
"B38425070"	2016	9956.019
"B29006574"	2009	9956.648
"A08384638"	2012	9956.878
"A46126686"	2009	9962.37
"A03033164"	2015	9965.816
"A12524278"	2013	9967.024
"B12541496"	2008	9971.138
"A20020277"	2015	9972.411
"A02013985"	2014	9973.195
"A30017438"	2016	9982.407
"B24007049"	2013	9992.589
"A39000450"	2009	9994
"A46019063"	2010	9994.724
"A58538414"	2008	9996.374
"B12541496"	2011	9996.829
"A28192532"	2009	10000.67
"A08228520"	2015	10004.15
"A79939112"	2008	10009.47
"B28499218"	2012	10011.96
"A08026635"	2012	10012.37
"A38003844"	2014	10014.74
"B31684020"	2013	10018.7
"A34009191"	2015	10019.07
"B46102364"	2007	10019.37
"A30017438"	2014	10020.97
"B28557064"	2009	10025.78
"A09028184"	2009	10030.64
"A28273241"	2009	10049.93
"A46023255"	2010	10053.49
"A36632875"	2016	10058.32
"A15012305"	2009	10067.53
"A28283794"	2011	10070.35
"B46102364"	2014	10072.8
"A12323408"	2017	10080.98
"A28524726"	2014	10088.42
"A45020450"	2012	10088.57
"A28306868"	2010	10095.24
"A30005920"	2010	10098.05
"B36620193"	2013	10098.49
"A47010095"	2016	10098.95
"B43029305"	2008	10099.78
"A12010948"	2007	10101.15
"B46102364"	2013	10103.35
"B28498210"	2015	10103.55
"A03057221"	2010	10104.51
"A28306868"	2013	10108.54
"A28133023"	2017	10109.36
"B08265183"	2012	10110
"A12018354"	2013	10110.94
"A08700197"	2013	10111.41
"A14030027"	2008	10118.19
"A58346305"	2013	10137.76
"B46102364"	2016	10147.7
"A28306868"	2016	10148.78
"A15009665"	2016	10149.24
"A28524726"	2017	10156.24
"F03842671"	2011	10156.57
"A28155240"	2011	10158.97
"A08120859"	2008	10167.31
"A26004960"	2013	10169
"A04006417"	2011	10170.37
"A12029039"	2017	10172.96
"A06419220"	2014	10174.94
"A28132959"	2011	10175.5
"A28033702"	2012	10177
"A48020200"	2009	10179.04
"B46102364"	2015	10179.43
"A09022963"	2014	10188.21
"A12329223"	2011	10191.66
"A43019868"	2011	10191.83
"A15012305"	2007	10192.27
"A14000533"	2016	10193.88
"A82275306"	2015	10194
"A08445983"	2014	10194.06
"A28270452"	2012	10194.65
"B12681060"	2017	10197.2
"A46068284"	2017	10206
"A08228520"	2016	10207.25
"A28524726"	2016	10215.68
"B58613076"	2013	10216.67
"B27013382"	2013	10218.11
"A08397119"	2016	10219.93
"A48020200"	2012	10232.21
"B24007049"	2017	10232.21
"A29008174"	2017	10247.43
"A50005156"	2011	10262.78
"B28499218"	2013	10263.55
"B23357700"	2016	10264.78
"A39003025"	2017	10265.76
"B46114724"	2016	10276.63
"A43019868"	2012	10276.9
"A15012305"	2010	10283.29
"A28645000"	2008	10289.04
"A32005746"	2011	10290.3
"A12323408"	2016	10293.53
"A08116147"	2017	10294
"B23357700"	2008	10296.5
"A35028208"	2010	10303.15
"A08700197"	2016	10305.13
"A38024907"	2016	10312.23
"A46269155"	2016	10317.12
"A08120859"	2009	10317.29
"A38024345"	2010	10318.03
"A01061373"	2011	10322.03
"B24007049"	2016	10322.63
"A39000450"	2011	10325
"A28025435"	2012	10328.43
"B63100150"	2014	10331.67
"A08274987"	2015	10338.36
"A08012270"	2011	10338.91
"A28145498"	2016	10340.37
"B15015274"	2016	10341.71
"A48037592"	2009	10348
"B24007049"	2014	10350.44
"B36853935"	2013	10359.81
"A20557294"	2015	10360.93
"A43020643"	2012	10364.87
"A08136806"	2014	10366
"B18012831"	2010	10366.22
"A08105256"	2014	10366.92
"A14000533"	2009	10371.33
"A32015844"	2013	10371.54
"A06419220"	2016	10373.71
"A12004180"	2015	10375.23
"A28030062"	2014	10386.94
"A06003800"	2007	10387.93
"A08192965"	2013	10389.45
"B36010098"	2013	10391.68
"A02003754"	2008	10392.25
"A12512497"	2015	10395.64
"A08120859"	2007	10399.8
"B60653466"	2011	10401.82
"A06419220"	2017	10401.98
"B35007376"	2017	10411.06
"A28491637"	2008	10412.69
"B24007049"	2015	10413.2
"A07427081"	2012	10415.77
"A28357093"	2010	10418.76
"A08157737"	2011	10420.89
"A46126686"	2012	10431.44
"A08332363"	2011	10432.72
"A12021390"	2012	10433.47
"A14030027"	2016	10444.52
"A38015459"	2015	10444.81
"A17019316"	2016	10452
"A33013202"	2008	10453
"B37012069"	2008	10453.7
"A08513178"	2013	10457.27
"A50066562"	2016	10457.45
"A14030027"	2009	10459.2
"A20037933"	2011	10471.52
"A08211112"	2013	10473.21
"A13005384"	2015	10479.71
"A28030062"	2013	10483.77
"B28498210"	2008	10484.66
"B23357700"	2017	10485.23
"A46111654"	2012	10505.34
"A08274805"	2010	10508.47
"A33117995"	2007	10510.27
"B36010098"	2012	10512.6
"A08014813"	2010	10513.81
"A12021390"	2011	10519.88
"A08507741"	2011	10529.05
"B28555001"	2017	10540.79
"B48969877"	2013	10542.85
"A04202008"	2014	10549.89
"A08513178"	2014	10551.95
"A20037933"	2012	10562.8
"A28133023"	2016	10578.46
"A28842003"	2012	10578.78
"A08238578"	2014	10584.43
"A28033702"	2009	10594
"A32002644"	2014	10595.64
"A28075968"	2016	10602.65
"A08445983"	2012	10604.91
"B17229675"	2012	10609.24
"A01010164"	2007	10612.13
"A08513178"	2012	10616.39
"A12329223"	2016	10622.14
"A08445983"	2016	10624.06
"A08397119"	2017	10629.68
"B08373250"	2017	10629.69
"B83481002"	2011	10631.99
"B28354355"	2011	10637.65
"B08156127"	2013	10647.89
"A17019316"	2015	10652
"A08192965"	2014	10655.43
"A14025902"	2010	10656.38
"B31067697"	2008	10662.28
"A81944324"	2016	10671
"A31071913"	2007	10673.45
"A38024907"	2017	10678.75
"A14030027"	2015	10681.39
"A08612061"	2012	10683.58
"A46074647"	2007	10688.7
"B48969877"	2015	10691.74
"B30604565"	2016	10700.15
"A08116147"	2016	10701
"A12329223"	2017	10711.38
"A35028208"	2012	10716.02
"A08012270"	2013	10720.85
"A13002134"	2016	10728.05
"B96683347"	2007	10744.08
"A12003950"	2017	10745.41
"A13002134"	2013	10746.37
"B59162701"	2010	10750.44
"A08238578"	2015	10764.21
"A08397002"	2007	10764.75
"A96646880"	2009	10765.35
"B47014568"	2010	10772.06
"A28709053"	2009	10772.52
"A50032002"	2011	10782.1
"A14030027"	2010	10782.33
"B01267277"	2017	10782.39
"B27013556"	2007	10790.65
"A08136806"	2013	10791
"A50025071"	2016	10796.38
"A28329480"	2007	10796.73
"A06419220"	2015	10799.12
"A31030901"	2016	10802.69
"A08511453"	2012	10804.23
"B46114724"	2017	10812.96
"A50025071"	2017	10814.38
"F10027423"	2017	10815.14
"A30005920"	2014	10815.83
"A41920943"	2015	10816.85
"B12541496"	2010	10819.51
"A15009665"	2014	10826.7
"A29008174"	2012	10830.42
"A33601899"	2017	10835.44
"B28354355"	2009	10835.5
"B81762684"	2013	10839.58
"A96646880"	2008	10840.83
"A08220014"	2012	10848.25
"B12003554"	2017	10851.06
"A08026197"	2011	10853
"B29006574"	2010	10857.78
"A35028208"	2017	10861.32
"A39000450"	2012	10863
"B37012069"	2009	10864.77
"A23016157"	2015	10867.36
"A96945530"	2014	10868.93
"A08274805"	2009	10869.71
"B12002457"	2012	10879.43
"A28518090"	2015	10880.34
"A48093538"	2015	10882.51
"A43020643"	2011	10882.79
"A39000450"	2008	10885.8
"A28132959"	2010	10889.9
"A28137255"	2013	10890.44
"A33026105"	2014	10891.73
"B37020179"	2017	10893.07
"A08560179"	2015	10900.65
"A39000849"	2015	10903.1
"A53288478"	2015	10907.8
"A08094567"	2016	10915.94
"A07068430"	2014	10924.29
"A46068284"	2007	10927.41
"B28557064"	2008	10929.08
"B83481002"	2010	10930.99
"B23357700"	2012	10931.91
"A08276438"	2008	10940.23
"A14000533"	2013	10942.83
"A40004731"	2009	10955.54
"B30604565"	2010	10965.36
"A30035547"	2017	10973.47
"B30566194"	2014	10976.54
"A12010948"	2008	10979
"A23016157"	2016	10979.19
"A06017941"	2007	10984.14
"A28306868"	2011	10990.46
"A03035417"	2013	10991.56
"B23357700"	2013	10995.59
"A12021390"	2013	10997.9
"A29003423"	2012	10999.64
"A14030027"	2007	11001.24
"A26004960"	2008	11004
"A12329223"	2012	11010.31
"A08148991"	2008	11013.1
"A33617218"	2007	11014.19
"F41114141"	2007	11015.45
"A78355278"	2009	11022.58
"A08012270"	2016	11023.99
"A33373622"	2017	11030.56
"A31003304"	2009	11035.51
"A28058758"	2015	11045.44
"B46164463"	2015	11053.14
"A28290799"	2007	11059.33
"A08148991"	2010	11059.65
"A08358442"	2014	11063.09
"A08358442"	2011	11064.2
"B82393778"	2011	11064.79
"A12010948"	2012	11071.71
"B19001551"	2012	11072.42
"A24020828"	2011	11081
"A14000533"	2011	11082.81
"B48124275"	2009	11084.12
"A28313351"	2017	11091.86
"A28192532"	2014	11094.53
"A12014569"	2007	11096.11
"A24014227"	2010	11097.37
"A26004960"	2009	11113
"A01061373"	2008	11113.49
"A24020828"	2013	11113.69
"B12541496"	2012	11114.05
"A53288478"	2016	11117.63
"A08031544"	2015	11126.9
"A28510246"	2011	11127.15
"A12018354"	2011	11129.65
"A40004731"	2010	11133.9
"A28630374"	2012	11136.75
"A08445983"	2013	11142.37
"B28028348"	2008	11157.55
"B17229675"	2011	11167.38
"B28557064"	2016	11169.31
"A13002134"	2017	11175.24
"A35009992"	2013	11176.15
"A39012638"	2014	11178.53
"A28025435"	2011	11187.64
"A28645000"	2012	11198.33
"A12018354"	2008	11201.75
"A12018354"	2010	11205.27
"A39012638"	2017	11218.39
"B36614816"	2013	11221.65
"A28030062"	2009	11223.59
"A30005920"	2008	11228.17
"A28630374"	2015	11232.36
"A28145498"	2015	11240.78
"A43020643"	2014	11253.35
"A47002878"	2015	11254
"B23357700"	2015	11257.92
"A28524726"	2013	11267.33
"A46068284"	2008	11270
"B08147696"	2012	11271.76
"A39012638"	2011	11280.37
"A47002878"	2014	11282
"A08105702"	2007	11283.73
"A14030027"	2011	11285.7
"A28449569"	2014	11286.08
"A28016947"	2012	11286.85
"B82852831"	2008	11296.95
"B81762684"	2010	11302.77
"B08195653"	2011	11304.22
"A16010126"	2013	11317.73
"A03046125"	2015	11317.95
"A46036380"	2009	11319.72
"B08359093"	2008	11322.88
"A41031303"	2015	11329
"A08358442"	2015	11330.29
"A47010095"	2013	11349
"A38014098"	2012	11349.8
"A28002640"	2015	11350.73
"B45006616"	2017	11359.42
"A53288478"	2017	11361.13
"A28075968"	2015	11363.27
"A08291924"	2008	11366.1
"B12541496"	2009	11369.61
"A14025902"	2007	11373.1
"B35388867"	2017	11380.4
"A35028208"	2011	11384.02
"B28555001"	2016	11385.79
"A28025435"	2013	11391
"A36632875"	2011	11392.25
"B35388867"	2011	11395.28
"A22012223"	2014	11407.67
"A08612061"	2013	11408.5
"A35028208"	2013	11414.68
"B43029305"	2016	11414.74
"A08228520"	2017	11417.92
"A46023255"	2012	11419.91
"A17033473"	2015	11421.86
"A12003950"	2013	11429.17
"A46134250"	2013	11431.72
"A35028208"	2016	11441.09
"A08014813"	2011	11447.08
"A81496382"	2015	11451.77
"A28700383"	2016	11457.94
"A20029104"	2008	11458.06
"B37012069"	2010	11461.59
"A28133023"	2009	11462.61
"B97751978"	2016	11471.71
"A22012223"	2016	11473.17
"A32006413"	2009	11478.89
"B46164463"	2011	11485
"A08507741"	2014	11486.45
"A38015459"	2010	11487
"B37020179"	2015	11493.02
"A28025435"	2014	11493.97
"B38005377"	2009	11496.68
"A15009665"	2013	11504.87
"A08507741"	2013	11512.31
"A17019316"	2017	11517
"A33373622"	2007	11519.03
"A78753514"	2012	11520.77
"A08026635"	2014	11523.97
"A28273241"	2008	11526.42
"A40006371"	2007	11530.54
"B28557064"	2014	11532.29
"A46023255"	2011	11533.83
"A47005095"	2009	11538.84
"A08560179"	2012	11538.92
"A28491637"	2013	11539.68
"A08026635"	2013	11559.25
"B48714133"	2011	11562.3
"A58394941"	2010	11570.46
"A26023606"	2009	11580.44
"A17019316"	2013	11586
"B12003554"	2016	11586.82
"A32005746"	2012	11588.65
"B28376184"	2012	11589
"A48020200"	2010	11590.62
"A81824047"	2014	11606.53
"A38232526"	2008	11618.03
"A46074647"	2009	11619.37
"B59162701"	2009	11624.22
"B48074306"	2017	11624.94
"A58538414"	2011	11625
"A28630374"	2016	11628.46
"A36632875"	2015	11634.1
"B12008397"	2012	11635.43
"A39022660"	2008	11639.22
"B27007897"	2009	11645.38
"A35028208"	2015	11653.69
"A80200868"	2011	11655.47
"A04006417"	2010	11657.34
"A30005920"	2007	11675.63
"F10027423"	2009	11676.31
"A22012223"	2017	11676.81
"B17229675"	2009	11679.44
"A28630374"	2011	11680.9
"A08560179"	2014	11685.07
"A81824047"	2015	11685.08
"A28192532"	2011	11686.19
"A06008361"	2016	11686.88
"A24020828"	2008	11687
"B28557064"	2010	11694.6
"A46074647"	2010	11698.96
"A28085686"	2010	11704.73
"B50029263"	2013	11710.88
"A06141345"	2017	11715.53
"B12002457"	2013	11719.5
"A24020828"	2012	11725
"A28030062"	2007	11736.96
"A78355278"	2007	11739.9
"A12329223"	2014	11742.08
"B48969877"	2014	11743.11
"A80200868"	2013	11747.94
"A28002640"	2012	11748.29
"B23357700"	2014	11753.32
"B27013556"	2008	11753.59
"B45006616"	2013	11757.79
"A08136806"	2015	11772
"A09004813"	2015	11774.44
"A46074647"	2008	11778.33
"F10027423"	2014	11788.51
"B12536934"	2015	11791.28
"A08274805"	2016	11795.18
"A08026197"	2012	11796
"B82393778"	2008	11796.69
"A08274805"	2011	11806.96
"A08612061"	2015	11813.4
"B48074306"	2014	11816.77
"B28498210"	2014	11821.48
"A43019868"	2013	11845.37
"A01010164"	2009	11855.36
"A35028208"	2014	11858.71
"B47009626"	2007	11859.82
"B07029465"	2008	11861.4
"B08359093"	2010	11865.37
"B27015965"	2012	11871.35
"A36602381"	2009	11874.6
"B31067697"	2009	11876.47
"A28033702"	2007	11881.25
"A12010948"	2009	11884
"A28400323"	2007	11888.21
"A28645000"	2013	11898.65
"A36602381"	2011	11911.65
"A12003950"	2016	11917
"A22012223"	2015	11937.84
"A28290799"	2017	11938.35
"A08014813"	2012	11949.25
"A28030062"	2008	11950.02
"A42000901"	2017	11950.3
"A36632875"	2017	11950.31
"B08265183"	2013	11952
"B46164463"	2013	11957.81
"A28510246"	2008	11961.87
"A08445983"	2015	11966.44
"A17202375"	2013	11971
"A12017919"	2008	11976.51
"A28359073"	2012	11983
"A28709053"	2011	11991.05
"A39022660"	2009	11997.56
"A46036380"	2008	12001.66
"A28645000"	2009	12006.43
"A36602381"	2008	12017.92
"A81944324"	2012	12018
"A01061373"	2013	12029.81
"B07883457"	2007	12032.59
"A41920943"	2013	12032.71
"A08358442"	2013	12036.42
"B28498210"	2012	12038.09
"B17023995"	2016	12044
"A31069321"	2013	12054.05
"A08358442"	2010	12055.79
"B17023995"	2015	12063
"A28329480"	2010	12074.53
"B30604565"	2008	12081.5
"A08220014"	2013	12086.64
"B28354355"	2014	12092.27
"A08148991"	2009	12100.78
"B81762684"	2011	12101.79
"B46164463"	2016	12107.6
"A12018354"	2014	12111.79
"A40006371"	2010	12120.74
"A46269155"	2008	12125.51
"A46044814"	2014	12132.41
"A06017941"	2008	12137.76
"B27007897"	2010	12139.98
"B48472500"	2007	12143.49
"A46036380"	2010	12146.04
"B60653466"	2013	12147.41
"B84150994"	2014	12148
"A28077709"	2010	12155
"A32002644"	2013	12155.16
"A46036380"	2011	12155.84
"A14030027"	2012	12156.44
"A12329223"	2013	12158.81
"A28192532"	2016	12159.84
"B19001551"	2016	12160.97
"A12323408"	2015	12167.05
"A30009146"	2007	12168.87
"A36602381"	2010	12172.48
"B84227461"	2014	12181
"A81944324"	2017	12202
"B17023995"	2017	12218
"A09022963"	2009	12222.27
"B17229675"	2013	12222.29
"A30005920"	2015	12223.22
"A12461802"	2014	12224.38
"A12011946"	2015	12226.21
"A08220014"	2016	12231.64
"A08296790"	2008	12235.67
"A15018146"	2013	12243.11
"F28698488"	2013	12253.85
"B07883457"	2008	12267.01
"A06141345"	2016	12273.27
"A08026197"	2013	12282
"A28030062"	2016	12286.36
"A08274805"	2012	12287.96
"A33373622"	2015	12291.98
"A39000450"	2015	12308
"A46035770"	2010	12310.73
"A38015459"	2011	12312
"A28030062"	2017	12315.53
"A40006371"	2011	12331
"B46164463"	2014	12339.41
"A38015459"	2008	12372
"B48074306"	2016	12374.1
"A08560179"	2013	12379.72
"A33018425"	2016	12379.93
"A08296790"	2011	12380.67
"A33026105"	2015	12381.15
"A24014227"	2011	12387.77
"A38015459"	2014	12388.75
"A38024907"	2015	12389.05
"B28227866"	2008	12406.77
"A14030027"	2013	12414.45
"A28630374"	2013	12418.01
"A08384190"	2014	12437.47
"A20029104"	2007	12452.73
"A28400323"	2008	12461.35
"B01267277"	2016	12479.88
"A08116147"	2014	12481
"A78428596"	2012	12484.25
"B27013382"	2017	12491.73
"B09417932"	2017	12499.62
"B46164463"	2012	12499.67
"B08373250"	2016	12501.77
"B48969877"	2012	12509.31
"A01013077"	2010	12547.63
"A28192532"	2015	12551.83
"A39012638"	2015	12572.62
"A15007750"	2008	12574.98
"A08384638"	2013	12588.42
"A80245129"	2009	12588.77
"A32005746"	2017	12589.33
"A28145498"	2014	12603.04
"A28200384"	2012	12606.82
"A28645000"	2017	12613.53
"A28306868"	2014	12615.89
"B47014568"	2009	12616.36
"A15007750"	2007	12618.58
"A01019702"	2011	12626.97
"B28557064"	2012	12630.48
"A46044814"	2015	12631.9
"F03842671"	2012	12634.83
"A11209749"	2013	12638.5
"A82485335"	2014	12641.59
"B81762684"	2012	12645.69
"A45012226"	2011	12646.84
"A28441269"	2015	12648.3
"A28030062"	2015	12651.53
"A29003423"	2013	12661.24
"A12018354"	2009	12662.73
"B36007904"	2008	12676.57
"A06014930"	2010	12692.96
"F10027423"	2010	12694.06
"A31071913"	2009	12698.69
"B46164463"	2017	12701.08
"B28498210"	2013	12701.26
"B33876459"	2014	12708.27
"A08224081"	2015	12711.19
"A08358442"	2016	12720.49
"B27015965"	2015	12727.13
"A17475203"	2014	12734.38
"A81824047"	2017	12741.97
"A50005156"	2013	12742.71
"A08276438"	2009	12767.01
"A16010126"	2014	12771.45
"A23016157"	2017	12782.98
"B03002441"	2013	12783.94
"A08211112"	2012	12818.3
"A38024907"	2012	12819.62
"A38232526"	2007	12822.6
"A48057467"	2009	12822.86
"A35009992"	2014	12824
"B08194359"	2014	12831
"A39000849"	2016	12842.85
"A01061373"	2016	12845.92
"B28557064"	2015	12854.03
"A10011641"	2007	12859.71
"A09015256"	2008	12862.97
"A46269155"	2015	12869.43
"A28456820"	2010	12870.63
"B60653466"	2017	12876.67
"A31071913"	2012	12890.11
"A50005156"	2012	12893.78
"B48841282"	2013	12896.72
"A06008361"	2013	12905.63
"A32015844"	2014	12905.84
"B24013799"	2015	12915.43
"A08274805"	2013	12917.88
"A28016947"	2017	12919.66
"A28700383"	2015	12939.43
"A20557294"	2016	12951.14
"A14025902"	2011	12953.76
"A26004960"	2012	12955
"B48074306"	2015	12958.07
"A78320736"	2013	12970
"A46068284"	2016	12970
"A28341055"	2007	12970.77
"A28146579"	2007	12984.21
"A50043298"	2016	12985.39
"B28498210"	2011	12986.32
"A28451649"	2011	12989.32
"A20037933"	2013	12992.05
"B28227866"	2009	12995.93
"A31003304"	2012	13002.18
"A28075968"	2014	13014.66
"A29018223"	2007	13015.39
"B37020179"	2016	13027
"A07068430"	2015	13054.55
"A41035742"	2010	13055.69
"B96683347"	2008	13061.18
"B08407322"	2014	13061.22
"A08012270"	2017	13072.95
"B43029305"	2010	13079.08
"A50005156"	2015	13085.82
"B30604565"	2009	13086.98
"A39003025"	2015	13090.96
"A48020200"	2011	13097.02
"B48841282"	2016	13106.36
"A46068284"	2011	13110
"B78459815"	2016	13113.78
"A97628242"	2014	13117.19
"B38425070"	2013	13118.95
"A46074647"	2011	13122.95
"B82393778"	2012	13125.26
"A01061373"	2010	13152.63
"A14025902"	2012	13154.24
"B35388867"	2015	13156.69
"A46043154"	2010	13179.5
"B81762684"	2009	13181.71
"A12512497"	2013	13189.86
"B29014826"	2016	13207.14
"B12541496"	2017	13210.12
"A33373622"	2016	13211.29
"A15018146"	2015	13233.13
"A28456820"	2009	13239.06
"B17023995"	2014	13242.61
"A46160701"	2016	13245.92
"A80352420"	2013	13251.57
"A28709053"	2016	13256.11
"A46043154"	2007	13265.15
"A08106031"	2012	13272
"A01010164"	2010	13277.72
"A01019702"	2012	13285.64
"A28058758"	2013	13286.76
"A50005156"	2016	13288.61
"A46269155"	2012	13294.4
"A36226645"	2015	13313.11
"A12017919"	2007	13327.33
"A48057467"	2010	13330.02
"A31030901"	2017	13331.48
"A12011946"	2007	13362.87
"A53283511"	2017	13368.47
"A46068284"	2009	13380
"B28376184"	2010	13381
"A46269155"	2017	13391.92
"A47005095"	2017	13408.88
"A12015673"	2010	13420.02
"A28709053"	2014	13433.66
"A03063583"	2017	13433.82
"A28645000"	2014	13454.31
"B92217975"	2012	13465.93
"A40006371"	2008	13480
"A08012270"	2014	13494.57
"A08116147"	2015	13509
"A28016947"	2013	13515.26
"B24013799"	2016	13523.51
"A28016947"	2016	13526.98
"B45006616"	2014	13539.36
"B41094459"	2007	13570.31
"A01010164"	2017	13572.88
"A08384190"	2008	13573.83
"B27013382"	2016	13581.02
"A31072325"	2007	13605.04
"A46045936"	2017	13610.72
"B12008397"	2013	13612.97
"B37012069"	2011	13616.97
"A15018146"	2012	13620.86
"A43020643"	2015	13620.95
"A30035521"	2012	13625
"A08612061"	2014	13625.55
"A08274805"	2017	13638.52
"A46111654"	2013	13638.91
"A38024345"	2015	13641.69
"A29008174"	2010	13642.84
"B35388867"	2009	13661.98
"A46160701"	2011	13669.58
"A28290799"	2014	13669.81
"A32005746"	2016	13676.76
"A78320736"	2010	13689
"A08358442"	2017	13694.36
"A07012826"	2013	13696.05
"A96646880"	2010	13697.88
"A46068284"	2010	13700
"A13010004"	2010	13700.01
"B28376184"	2011	13727
"A12329223"	2015	13732.29
"B04348579"	2009	13745.19
"A79939112"	2009	13761.55
"A81824047"	2016	13766.82
"B60653466"	2014	13767.16
"B28498210"	2009	13770.88
"A08291924"	2016	13776.78
"A12461802"	2015	13779.24
"A42000901"	2009	13780.44
"B31067697"	2010	13798.69
"B24013799"	2014	13807.36
"A09022963"	2012	13809.19
"A28491637"	2011	13813.88
"A12003950"	2014	13822.51
"A08296790"	2012	13822.59
"B12541496"	2013	13832.7
"A30005920"	2016	13836.69
"A28117398"	2007	13851.03
"B17229675"	2010	13870.23
"F06402697"	2013	13870.31
"A28709053"	2012	13883
"B31067697"	2011	13883.84
"A09022963"	2013	13889.08
"A96945530"	2015	13905.22
"B62409065"	2011	13945.02
"B28557064"	2013	13946.68
"A08012270"	2015	13948.03
"A47010095"	2011	13949.05
"A03032653"	2014	13950.01
"A78320736"	2014	13952
"A46043154"	2014	13956.84
"A08384190"	2010	13958
"A46077053"	2007	13965.75
"A28709053"	2015	13984.02
"A12029039"	2014	13991.58
"B36007904"	2007	13998.28
"A38015459"	2009	14007
"A48020200"	2014	14010.14
"A46036380"	2007	14017.43
"A08109365"	2007	14021.53
"A15007750"	2009	14022.76
"A28283794"	2013	14033.07
"A30009146"	2008	14048.6
"A39000849"	2017	14053.1
"A30023238"	2016	14059.22
