nif	year	intereses
"A48050439"	2012	
"A28487460"	2017	
"A09010125"	2016	
"A35036599"	2007	
"A28419778"	2017	
"B30041115"	2013	
"A01000777"	2007	
"B13004924"	2017	
"A08192858"	2014	
"A12021366"	2008	
"A20806329"	2007	
"A03010568"	2008	
"A03042504"	2016	
"A48000939"	2011	
"A28372803"	2014	
"B31631062"	2016	
"A08513541"	2017	
"A30012645"	2008	
"B28240075"	2007	
"A31024458"	2011	
"A28011872"	2017	
"B17462961"	2015	
"A11005840"	2016	
"V43129667"	2016	
"A48117188"	2010	
"A08197881"	2011	
"B84527704"	2017	
"A10294585"	2015	
"B08304610"	2015	
"A08241267"	2009	
"A27009737"	2010	
"V43129667"	2012	
"A08659302"	2017	
"A01020809"	2015	
"A46098521"	2012	
"A32006835"	2013	
"B85010643"	2009	
"V03315637"	2012	
"A45011103"	2016	
"A62520788"	2007	
"B12024873"	2014	
"A38225041"	2014	
"A50011717"	2008	
"B84309616"	2010	
"A15020480"	2015	
"A28505337"	2010	
"A06419220"	2008	
"A08221582"	2011	
"A41089368"	2014	
"A08117806"	2017	
"A31024458"	2010	
"B46135471"	2015	
"B20690368"	2010	
"A08677700"	2017	
"B97307086"	2009	
"A74255282"	2012	
"A84451848"	2009	
"B92091404"	2007	
"B28023679"	2014	
"F37014560"	2017	
"F14016729"	2010	
"B04259503"	2007	
"A11301645"	2011	
"A07015787"	2017	
"A01016591"	2014	
"A35753094"	2008	
"B24016693"	2016	
"A08560823"	2010	
"A09031089"	2014	
"A08689796"	2015	
"B20815643"	2009	
"A28740397"	2013	
"A97398317"	2008	
"A09031089"	2017	
"B31881055"	2017	
"B18751461"	2009	
"A35811272"	2008	
"B06007314"	2015	
"A35811272"	2010	
"A28127462"	2016	
"A21016944"	2015	
"A31825466"	2009	
"B46160842"	2017	
"A08802068"	2007	
"B08365215"	2009	
"A35019637"	2010	
"A20018610"	2014	
"A08616542"	2010	
"B08459273"	2015	
"B28094944"	2016	
"A28586626"	2009	
"B08194276"	2013	
"A97789861"	2009	
"A01015510"	2010	
"F06312920"	2008	
"B84886837"	2012	
"A28171916"	2016	
"V43661891"	2014	
"A10005999"	2017	
"B63677223"	2008	
"F32001976"	2012	
"A20063038"	2017	
"A08513541"	2016	
"B97307086"	2007	
"A24020562"	2017	
"A08513541"	2015	
"B06007074"	2017	
"B36002970"	2015	
"A08463481"	2016	
"A20061131"	2007	
"A28586626"	2013	
"A28476778"	2008	
"B85294916"	2011	
"A13010046"	2016	
"B12008660"	2012	
"A32002107"	2012	
"B06368674"	2008	
"A12014569"	2013	
"B46167078"	2009	
"A38485827"	2013	
"A28324630"	2017	
"B28337038"	2008	
"A25005331"	2008	
"A31829203"	2011	
"A08576068"	2015	
"A25005331"	2010	
"B48059786"	2015	
"A04413340"	2008	
"A08257925"	2015	
"B47009840"	2011	
"V30405880"	2016	
"B57208878"	2008	
"V30558738"	2012	
"B46051116"	2017	
"A17006479"	2010	
"A83048363"	2007	
"A48059943"	2007	
"A14037832"	2016	
"A25011610"	2014	
"A25011610"	2015	
"F21339106"	2008	
"A25017435"	2011	
"B36623148"	2008	
"A28411577"	2011	
"A03042504"	2011	
"A85426971"	2007	
"A08463481"	2013	
"V41812744"	2017	
"A28491041"	2014	
"A30038020"	2013	
"B84150994"	2010	
"B28538874"	2012	
"A31024458"	2008	
"A20054854"	2013	
"A06388052"	2007	
"F10026128"	2011	
"A32006835"	2010	
"A08699720"	2015	
"B48124275"	2016	
"A48069991"	2016	
"B62133384"	2012	
"B28028348"	2013	
"B20625455"	2007	
"A57277709"	2008	
"A08556896"	2015	
"B47531462"	2007	
"A85450476"	2011	
"A43029339"	2013	
"A38030680"	2017	
"B28084168"	2011	
"B12008660"	2009	
"A24020828"	2017	
"A63645220"	2009	
"F04005344"	2016	
"A32002107"	2013	
"A31394356"	2017	
"A08493306"	2017	
"A31394356"	2015	
"A01009075"	2014	
"A33778739"	2016	
"A48034110"	2016	
"B57551350"	2014	
"A46031761"	2012	
"A26000174"	2016	
"B03034501"	2016	
"A08484925"	2008	
"A08484925"	2007	
"A12010914"	2011	
"A45002219"	2015	
"B35980937"	2009	
"A48050439"	2009	
"A78267309"	2011	
"A03076270"	2011	
"B38071155"	2009	
"B08094237"	2011	
"B46007787"	2011	
"B84537315"	2010	
"B41006578"	2010	
"B03077039"	2017	
"A29018223"	2014	
"A31189350"	2014	
"B57362105"	2010	
"B84822832"	2012	
"B31071178"	2015	
"F01131978"	2009	
"A20036877"	2010	
"A33617218"	2017	
"A08617128"	2017	
"A28087013"	2017	
"A97789861"	2007	
"F04005344"	2010	
"A01000116"	2015	
"B35597020"	2016	
"A16010225"	2012	
"A08192858"	2016	
"A46055497"	2014	
"A26011320"	2016	
"B28569127"	2016	
"B46043238"	2016	
"B28934081"	2014	
"B26451849"	2014	
"A30012645"	2007	
"A08194284"	2014	
"A48000939"	2012	
"A82501545"	2007	
"V03315637"	2017	
"B30010326"	2015	
"A28465680"	2007	
"A08463481"	2017	
"A08463481"	2015	
"A28040996"	2009	
"B85692374"	2007	
"A08303869"	2009	
"B41058124"	2017	
"A48094486"	2016	
"A06016208"	2016	
"A50011717"	2012	
"A08466807"	2012	
"A08257925"	2016	
"A73127771"	2010	
"A84780055"	2013	
"A46117792"	2017	
"A42000471"	2014	
"A07025026"	2015	
"A25005331"	2014	
"B28340388"	2008	
"B74102872"	2007	
"A08453219"	2017	
"B03037736"	2016	
"A62415641"	2007	
"B97389209"	2007	
"A28669851"	2009	
"A28171445"	2012	
"A08209736"	2014	
"A18291476"	2010	
"B21365630"	2008	
"A17018391"	2014	
"A46017919"	2017	
"A11301645"	2015	
"A28381234"	2015	
"A36561595"	2012	
"B84311760"	2011	
"B16007551"	2007	
"A16010225"	2013	
"A30031769"	2017	
"V04509865"	2012	
"A30005524"	2012	
"A01010701"	2016	
"A31071913"	2015	
"A57277709"	2010	
"B64455447"	2012	
"A32225419"	2017	
"B24016693"	2015	
"A08365413"	2014	
"B15021520"	2015	
"A35735083"	2008	
"B38828687"	2011	
"B31784895"	2009	
"B58779018"	2017	
"A80245129"	2007	
"A28124311"	2017	
"B20035424"	2015	
"A14023139"	2016	
"A85279107"	2009	
"B14461032"	2017	
"B12662722"	2009	
"F21339106"	2017	
"A06337331"	2017	
"A33021809"	2015	
"B43907112"	2008	
"A06011381"	2013	
"A06388052"	2008	
"A28411585"	2012	
"A32006504"	2008	
"A82843129"	2007	
"B95422721"	2012	
"A01020809"	2012	
"A08484768"	2014	
"B21376942"	2009	
"A48094486"	2017	
"B01128552"	2012	
"A08146870"	2016	
"A85270965"	2008	
"A28389880"	2016	
"A08289902"	2017	
"B83826230"	2010	
"A28539013"	2015	
"A27009737"	2008	
"A06445746"	2010	
"A31065816"	2016	
"B95271326"	2008	
"F10026128"	2010	
"B57423519"	2009	
"A48403927"	2007	
"A08441495"	2012	
"A12105029"	2015	
"A27009737"	2016	
"B97705990"	2007	
"B57175283"	2008	
"A01006055"	2012	
"B38828687"	2010	
"A31062342"	2011	
"B41086844"	2016	
"B43040310"	2017	
"A27014430"	2015	
"A24009086"	2014	
"A27014430"	2017	
"A28515567"	2007	
"A20054854"	2014	
"B84886837"	2008	
"B12026183"	2013	
"B31007354"	2010	
"F04030672"	2011	
"A31061385"	2014	
"A46017919"	2013	
"A08192858"	2015	
"B31071178"	2012	
"B50938489"	2008	
"A12004131"	2017	
"A08572430"	2015	
"A46031761"	2014	
"B61540118"	2007	
"B37416575"	2007	
"A38013272"	2007	
"A35012012"	2016	
"A03076270"	2015	
"A08559932"	2014	
"A28154029"	2013	
"A25529074"	2007	
"A31037294"	2014	
"A50011717"	2014	
"A20049078"	2009	
"A08117806"	2015	
"A35012012"	2017	
"A28647758"	2011	
"B46135471"	2014	
"A43016286"	2015	
"A08209736"	2015	
"A31035413"	2012	
"B84894377"	2013	
"A81817900"	2007	
"B43907112"	2010	
"A24009086"	2013	
"B08459273"	2016	
"A41010257"	2012	
"B46074829"	2010	
"B03020740"	2016	
"F46026829"	2007	
"B14819643"	2012	
"A18565705"	2011	
"A08033474"	2008	
"A28087575"	2017	
"A08147555"	2017	
"A08426249"	2015	
"A08426249"	2012	
"A08426249"	2007	
"A08681637"	2014	
"A08330789"	2007	
"B57487159"	2007	
"A08426108"	2017	
"A08646143"	2013	
"A41010257"	2014	
"A48107171"	2013	
"B03076197"	2015	
"A28491041"	2008	
"A32002107"	2015	
"A28156776"	2013	
"B46045456"	2014	
"A28017531"	2016	
"B84768761"	2008	
"A28368280"	2016	
"B02419273"	2009	
"B35044197"	2015	
"B46148797"	2013	
"A63796395"	2007	
"A47009196"	2015	
"B50938489"	2009	
"B48045942"	2009	
"A28022952"	2016	
"A46002184"	2010	
"F08203663"	2011	
"B83680322"	2007	
"A14015101"	2011	
"A08209736"	2016	
"A08051526"	2017	
"A07038441"	2014	
"A47008487"	2015	
"B63805295"	2010	
"A48000939"	2010	
"A03028321"	2017	
"A07016025"	2008	
"A46016374"	2014	
"B26451849"	2007	
"B36614816"	2015	
"B28538874"	2010	
"A13010046"	2013	
"B28295863"	2017	
"A60651783"	2015	
"A84534627"	2011	
"B95271326"	2009	
"B74114182"	2007	
"V43129667"	2008	
"A08010779"	2011	
"A29030715"	2017	
"A11769502"	2010	
"A32006504"	2017	
"B85692374"	2009	
"B43952126"	2008	
"A48032981"	2010	
"A32006504"	2013	
"A22003537"	2017	
"A18017244"	2013	
"B92403716"	2008	
"B46118717"	2016	
"B08094237"	2014	
"A08321283"	2015	
"A31024458"	2007	
"A08201238"	2013	
"A03010170"	2015	
"A08584062"	2015	
"A28156776"	2017	
"A28650307"	2013	
"A31009665"	2017	
"B85225282"	2012	
"A31825466"	2008	
"V43661891"	2017	
"A08699720"	2012	
"A31009665"	2012	
"A14580385"	2007	
"A20020277"	2013	
"B03061124"	2015	
"A78905908"	2007	
"B08216202"	2017	
"B18018176"	2015	
"A46002184"	2017	
"B38005377"	2015	
"F14016729"	2017	
"A41022237"	2017	
"B08375677"	2008	
"A83578328"	2008	
"A08730277"	2017	
"A18008334"	2015	
"B81496515"	2016	
"A46036380"	2016	
"A63645220"	2008	
"A07905573"	2015	
"A17001793"	2017	
"B57551350"	2008	
"A74136060"	2009	
"A08392938"	2014	
"A17003336"	2015	
"B92963628"	2008	
"A28053080"	2015	
"A62400718"	2014	
"A06388052"	2009	
"B83743815"	2008	
"B74102872"	2010	
"B28340388"	2007	
"B85133544"	2007	
"A12025565"	2015	
"B08100380"	2016	
"A37018603"	2016	
"A07067713"	2016	
"A43035435"	2015	
"A18001412"	2016	
"A46009023"	2013	
"A01009075"	2013	
"B46108403"	2014	
"A01016450"	2017	
"A31106701"	2012	
"B92217975"	2007	
"A82501545"	2008	
"B63533095"	2010	
"B95486213"	2011	
"A28119121"	2016	
"F14016729"	2011	
"B74148388"	2008	
"A18291476"	2007	
"A23012305"	2017	
"B74114182"	2008	
"A57346926"	2008	
"A27009737"	2009	
"A30752703"	2007	
"A45005477"	2017	
"B35597020"	2009	
"A46141792"	2017	
"B14027346"	2014	
"A30604680"	2016	
"A30604680"	2015	
"A35753094"	2009	
"A31737455"	2007	
"B12024873"	2017	
"A28013407"	2010	
"F95002150"	2014	
"A08375545"	2017	
"B39523956"	2007	
"B62850094"	2007	
"A38005153"	2017	
"B46162418"	2012	
"B84598192"	2009	
"A07241656"	2014	
"A08375537"	2015	
"A48059943"	2014	
"A30012959"	2014	
"B24008914"	2017	
"B08375677"	2007	
"A08409948"	2016	
"B82175001"	2014	
"A84911445"	2008	
"A33036807"	2007	
"A48092944"	2017	
"A28429280"	2016	
"A48032981"	2007	
"A03057486"	2016	
"A08552622"	2016	
"B38005377"	2017	
"A70063383"	2008	
"A07028210"	2008	
"A84050301"	2007	
"A07028210"	2011	
"A09010125"	2017	
"A29057833"	2013	
"A30292569"	2015	
"B28489748"	2015	
"B91372748"	2008	
"A08093254"	2017	
"A08369068"	2017	
"A31180060"	2007	
"A85280253"	2012	
"A08365413"	2015	
"A36610590"	2010	
"A08609281"	2017	
"A14029011"	2017	
"A58583766"	2007	
"B30566194"	2007	
"F30046411"	2009	
"B31007354"	2013	
"A28013407"	2017	
"F03290871"	2017	
"B31881055"	2007	
"B46051116"	2015	
"A08584062"	2017	
"B85294916"	2014	
"A29076759"	2014	
"B28569127"	2015	
"B27321249"	2008	
"A24025611"	2016	
"A12021366"	2010	
"A31829203"	2009	
"A28372803"	2015	
"A84534627"	2010	
"A08280430"	2011	
"A28658177"	2012	
"B28028348"	2015	
"B84443480"	2010	
"A28465680"	2015	
"F27007608"	2011	
"B30025449"	2011	
"B53548384"	2009	
"A85426971"	2014	
"B07031149"	2014	
"A08010779"	2007	
"A28106979"	2015	
"B38927463"	2007	
"A35026590"	2016	
"A46078556"	2017	
"F25002338"	2017	
"B37416575"	2008	
"A09028184"	2017	
"A20020277"	2011	
"B60185352"	2014	
"A08539553"	2012	
"A95249199"	2007	
"A28108793"	2017	
"A30028559"	2013	
"B26393637"	2010	
"A07032030"	2012	
"B74102872"	2009	
"A28672921"	2007	
"B34224923"	2009	
"A07035934"	2007	
"A45018926"	2012	
"A07035934"	2008	
"B53548384"	2017	
"A35811272"	2011	
"A20042933"	2017	
"A28490548"	2015	
"A30038764"	2010	
"B28538874"	2017	
"B84537315"	2008	
"A85450476"	2010	
"A46084984"	2013	
"F08203663"	2010	
"A29057833"	2011	
"A97043772"	2007	
"A78879079"	2010	
"A30013627"	2015	
"B45006616"	2016	
"A28117224"	2016	
"A08105371"	2016	
"A83741967"	2008	
"A02006419"	2016	
"A97789861"	2011	
"A28117398"	2017	
"A07033178"	2012	
"A28119121"	2015	
"A28119121"	2017	
"V43129667"	2007	
"B50009349"	2011	
"G07065709"	2016	
"A29030848"	2017	
"B31083355"	2014	
"B26451849"	2010	
"A32006504"	2011	
"A43621416"	2007	
"B97705990"	2011	
"A17003336"	2011	
"A28123875"	2016	
"A30036214"	2014	
"A15020480"	2014	
"A30036214"	2011	
"B28137594"	2014	
"F08203663"	2014	
"B47506811"	2008	
"A46055497"	2013	
"A28491041"	2010	
"B30604854"	2014	
"B92403716"	2010	
"A28415487"	2014	
"A28510246"	2013	
"A21391917"	2007	
"A60651783"	2014	
"A28603611"	2008	
"A97617773"	2008	
"A28603041"	2016	
"A50011717"	2015	
"V03315637"	2015	
"B46105771"	2014	
"A28515567"	2009	
"B27008408"	2015	
"B91172221"	2007	
"A03021409"	2017	
"A60651783"	2009	
"A11000098"	2013	
"A20015368"	2011	
"A28128486"	2017	
"B84886837"	2011	
"A10010445"	2016	
"A07042237"	2015	
"A07025026"	2010	
"B18022988"	2013	
"A28539013"	2007	
"B73212417"	2008	
"A27014430"	2016	
"B83680322"	2009	
"A28341055"	2016	
"A08575672"	2014	
"A33026907"	2016	
"A07044530"	2016	
"B29785391"	2007	
"A08197881"	2016	
"A35036599"	2009	
"A46022117"	2014	
"B18547281"	2007	
"A50011717"	2016	
"A08573370"	2016	
"A30021414"	2017	
"A28687978"	2015	
"B84504455"	2012	
"F30046411"	2015	
"A30006308"	2008	
"B97861843"	2011	
"A63736359"	2008	
"B36002970"	2013	
"A08010779"	2016	
"B31083355"	2015	
"A21046578"	2007	
"B48605521"	2011	
"B08585101"	2017	
"B16010464"	2007	
"A08711202"	2012	
"A08392938"	2008	
"F08203663"	2017	
"B91372748"	2010	
"A37021631"	2016	
"A47024104"	2016	
"A08299406"	2016	
"A46008827"	2014	
"A28136711"	2017	
"A85270965"	2014	
"A41151093"	2017	
"A28603611"	2014	
"A08578239"	2016	
"B46148797"	2017	
"A53817359"	2009	
"F06402697"	2010	
"A18291476"	2014	
"A28111342"	2007	
"A30013627"	2012	
"A12016093"	2015	
"A28554624"	2007	
"A30028559"	2012	
"A12021366"	2009	
"A30026363"	2011	
"A28154029"	2014	
"B84227461"	2010	
"B31881055"	2011	
"B60074663"	2007	
"B18022988"	2012	
"B36002970"	2010	
"B57362105"	2009	
"F01131978"	2015	
"B57208878"	2009	
"A28156776"	2012	
"A07058084"	2017	
"A28156776"	2015	
"A08576068"	2016	
"B82899550"	2007	
"B83840900"	2010	
"A28225241"	2016	
"B20793956"	2007	
"A08519175"	2017	
"A28368280"	2011	
"B84768761"	2012	
"A46023347"	2016	
"A58356213"	2016	
"A48403927"	2009	
"A46078556"	2015	
"B84598192"	2008	
"B31850977"	2008	
"A20032959"	2009	
"B82852831"	2016	
"B31850977"	2009	
"A28171445"	2017	
"B47572367"	2007	
"A22005797"	2012	
"A08299406"	2014	
"A28411585"	2017	
"B83741835"	2009	
"A97628242"	2010	
"B08565988"	2015	
"A28173573"	2016	
"A23011497"	2007	
"A31449002"	2017	
"B45006277"	2014	
"A92152602"	2012	
"A12010914"	2010	
"B64055445"	2012	
"A63414486"	2008	
"A08552622"	2010	
"B92972066"	2010	
"A09021825"	2016	
"A28189082"	2014	
"A79492104"	2015	
"B43907112"	2012	
"A31106701"	2014	
"A07067713"	2017	
"A01376888"	2013	
"A38017679"	2015	
"A07019698"	2011	
"B57551350"	2007	
"A03167939"	2014	
"A85426971"	2011	
"A28190973"	2017	
"B48045942"	2007	
"A92152602"	2016	
"A46016374"	2015	
"F35006451"	2016	
"A30032130"	2015	
"A43702745"	2008	
"B18694349"	2010	
"A15023856"	2013	
"A46036562"	2017	
"B84504455"	2009	
"A08681637"	2011	
"A08851321"	2015	
"A08463481"	2014	
"A08204851"	2017	
"A28200384"	2011	
"A20032678"	2016	
"A31406945"	2015	
"B03039781"	2011	
"B64555980"	2009	
"A06445746"	2009	
"A47008487"	2017	
"A01376888"	2009	
"A06011381"	2015	
"A28208825"	2015	
"B03039781"	2012	
"A85426971"	2009	
"A35040831"	2008	
"B03039609"	2015	
"B46118303"	2016	
"A63736359"	2009	
"B41217761"	2010	
"A08640039"	2016	
"A45012259"	2017	
"F46026829"	2015	
"B63218440"	2007	
"B84894377"	2009	
"A09010661"	2015	
"F38004289"	2017	
"A28219541"	2007	
"A18024950"	2007	
"A32002107"	2009	
"A28649747"	2012	
"A07016025"	2014	
"A63736359"	2011	
"A08515116"	2014	
"B28538874"	2009	
"A08556896"	2017	
"A28225241"	2009	
"B83603746"	2008	
"A08270357"	2015	
"A28225241"	2017	
"A08463481"	2009	
"F04005344"	2015	
"A01004548"	2016	
"A60651783"	2008	
"A08303869"	2010	
"B08359705"	2017	
"A46081881"	2016	
"B31631062"	2017	
"A08657546"	2015	
"A08426249"	2009	
"A31189350"	2008	
"A74136060"	2011	
"B08565988"	2008	
"A35031343"	2007	
"B35642198"	2007	
"A03021409"	2012	
"A28586592"	2017	
"A08257925"	2017	
"A23004369"	2015	
"B29369758"	2015	
"A84911825"	2011	
"A28225241"	2015	
"B43952126"	2009	
"A06008411"	2007	
"A31933088"	2010	
"A28539013"	2013	
"A30013627"	2011	
"A30013627"	2010	
"A35016658"	2013	
"V03315637"	2009	
"B97751978"	2009	
"B43907112"	2017	
"V38081873"	2014	
"B14819643"	2008	
"A41010257"	2011	
"B31007354"	2014	
"B84822832"	2008	
"A08201238"	2014	
"V95436002"	2011	
"B20035424"	2017	
"B39541776"	2009	
"A82854811"	2007	
"A26000174"	2015	
"A20029104"	2015	
"B84363555"	2011	
"A15020480"	2017	
"A70063383"	2007	
"A08369068"	2014	
"A08250425"	2013	
"A15020480"	2016	
"A29057296"	2017	
"A28377331"	2016	
"A28273241"	2007	
"B84150994"	2007	
"A02436152"	2013	
"B31829195"	2010	
"A79492104"	2011	
"B57423519"	2011	
"A43029339"	2012	
"A29030715"	2011	
"B84443480"	2009	
"A08653115"	2015	
"B12026183"	2009	
"B31798929"	2016	
"A08248502"	2016	
"B63533095"	2009	
"A12001418"	2017	
"A46019204"	2016	
"A08539553"	2017	
"A28283794"	2016	
"A30009815"	2012	
"B33920141"	2009	
"A08242992"	2011	
"A07216948"	2014	
"A28285765"	2017	
"A92954130"	2008	
"G38004297"	2016	
"A36002830"	2010	
"A20018610"	2013	
"A08120859"	2011	
"A46017919"	2012	
"B03077039"	2015	
"A53817359"	2007	
"A36010676"	2010	
"B12008660"	2014	
"A48059943"	2015	
"A08241267"	2011	
"A08241267"	2007	
"A02436152"	2012	
"A07028210"	2007	
"A08072209"	2016	
"C08164253"	2009	
"B84822832"	2007	
"A48071369"	2009	
"V30558738"	2007	
"A81256661"	2011	
"A08375545"	2015	
"A07256100"	2013	
"B46103131"	2017	
"A28295806"	2008	
"A08409369"	2017	
"F95073748"	2014	
"B36008555"	2017	
"A30006308"	2007	
"A28487460"	2012	
"A80632573"	2013	
"A36002830"	2017	
"A17034794"	2017	
"A60651783"	2007	
"B97861843"	2012	
"A03010568"	2007	
"A08132565"	2017	
"F49006554"	2013	
"A08227928"	2014	
"B24014292"	2007	
"B03077039"	2016	
"A28667244"	2015	
"A28119121"	2014	
"A08493306"	2016	
"B46167078"	2012	
"B61252185"	2007	
"A48403927"	2010	
"B62785357"	2017	
"B35021831"	2017	
"A97789861"	2012	
"B10317188"	2008	
"A28505402"	2012	
"A39014477"	2015	
"A08699720"	2010	
"A12013496"	2016	
"A03021409"	2016	
"A28647758"	2007	
"A31071913"	2011	
"B83826230"	2008	
"B84570803"	2011	
"A28505337"	2007	
"A28419778"	2016	
"A36610590"	2009	
"B96199807"	2009	
"V03315637"	2007	
"B31829195"	2009	
"V11317633"	2010	
"B84443480"	2011	
"A08677700"	2016	
"B07031149"	2017	
"A48049928"	2013	
"A29008174"	2015	
"A20055380"	2017	
"A03010170"	2017	
"A10294585"	2009	
"A39022660"	2012	
"A03021409"	2013	
"A28341055"	2014	
"A48050124"	2017	
"A28399186"	2012	
"B84227461"	2008	
"A28345148"	2016	
"A35047778"	2012	
"B46090874"	2011	
"B83495101"	2009	
"A79203568"	2007	
"A31009665"	2016	
"F04005344"	2014	
"A10301240"	2007	
"A28530699"	2017	
"A11010469"	2007	
"A28306868"	2017	
"A45005790"	2011	
"A35016658"	2011	
"A20061131"	2017	
"A08012676"	2008	
"A28725455"	2017	
"A21391917"	2010	
"A43042324"	2012	
"A08631848"	2010	
"A25005331"	2013	
"A08426249"	2016	
"B96906375"	2011	
"B85160976"	2011	
"B85036887"	2012	
"A48981641"	2008	
"A48081061"	2017	
"A20806329"	2008	
"A35735083"	2007	
"A07070584"	2014	
"B46155271"	2007	
"A28368280"	2015	
"B84527704"	2008	
"A48061345"	2009	
"A46019204"	2017	
"A08576068"	2017	
"A35036599"	2016	
"A28372803"	2010	
"A35019637"	2011	
"B97705990"	2009	
"A28156776"	2010	
"B46133617"	2015	
"A28372803"	2013	
"A46078556"	2016	
"A46016374"	2016	
"A46022117"	2016	
"A08573370"	2017	
"B01376615"	2008	
"A08426249"	2013	
"A48094486"	2012	
"G07065709"	2017	
"B28692309"	2011	
"V95239604"	2007	
"A08552622"	2015	
"F38004289"	2011	
"B12008660"	2016	
"B30025449"	2012	
"A28586626"	2014	
"V04509865"	2011	
"B15015712"	2009	
"A28647758"	2009	
"A29057833"	2012	
"A02005122"	2015	
"B03028784"	2015	
"B84603935"	2011	
"A07019698"	2010	
"A28603611"	2007	
"A14023139"	2017	
"A08260507"	2015	
"A07019698"	2009	
"A08646143"	2017	
"A46002184"	2016	
"A38842316"	2010	
"A08552622"	2008	
"A20063038"	2012	
"B08013963"	2017	
"A46098521"	2017	
"A08533119"	2011	
"B74114182"	2010	
"A38485827"	2016	
"A11301645"	2017	
"A24009086"	2010	
"A35500800"	2008	
"V43129667"	2013	
"A01020809"	2013	
"A08211112"	2009	
"B33876459"	2007	
"A50042191"	2015	
"F01131978"	2013	
"A08499568"	2017	
"B83826230"	2016	
"B74148388"	2009	
"B31631062"	2012	
"A28225241"	2014	
"A28295806"	2007	
"A03097946"	2017	
"B63220917"	2015	
"A08441495"	2007	
"A08576068"	2010	
"B20759023"	2008	
"B46022513"	2017	
"A36610590"	2007	
"A35569102"	2007	
"B18018176"	2017	
"A45006459"	2012	
"A48000939"	2008	
"B83242248"	2008	
"A03062197"	2007	
"B84570803"	2007	
"B27321249"	2007	
"A29030848"	2014	
"B43907112"	2011	
"A08576068"	2014	
"B85294916"	2007	
"A08227928"	2017	
"A03010568"	2013	
"A28399186"	2010	
"A28087575"	2015	
"A31933088"	2009	
"B31083199"	2008	
"A35033604"	2016	
"A28399186"	2016	
"B31829195"	2011	
"B46108403"	2013	
"A03021409"	2015	
"A08209736"	2017	
"B82956517"	2009	
"A85450476"	2008	
"A20047726"	2017	
"A58583766"	2012	
"A08202582"	2017	
"B61175725"	2015	
"A08496473"	2014	
"A13010046"	2014	
"A08560823"	2007	
"A57277709"	2007	
"A08012676"	2012	
"A08201238"	2016	
"A08189615"	2014	
"A28617801"	2017	
"A28225241"	2007	
"A08201238"	2015	
"A28404614"	2015	
"A29018223"	2013	
"A28404614"	2016	
"A29018223"	2011	
"A81117798"	2007	
"A08201238"	2007	
"G38004297"	2015	
"A24009086"	2009	
"A18001412"	2013	
"B03020740"	2008	
"A28487460"	2013	
"B45493418"	2007	
"A45015765"	2017	
"B02419273"	2008	
"B83814251"	2009	
"B30029110"	2012	
"A08551590"	2017	
"A46145728"	2015	
"B64455447"	2016	
"B28975704"	2014	
"A28011716"	2016	
"A08200313"	2016	
"A25005331"	2015	
"A35115856"	2017	
"B28701340"	2015	
"B31798929"	2008	
"B46047817"	2007	
"A28487460"	2011	
"A32005746"	2014	
"A30031769"	2016	
"A08227928"	2012	
"B34226514"	2008	
"A12013496"	2015	
"A20036877"	2009	
"A08012676"	2011	
"A28472256"	2015	
"B15015712"	2016	
"A35098482"	2016	
"A11010469"	2015	
"A08201238"	2012	
"A17003757"	2016	
"B53548384"	2008	
"B28538874"	2013	
"B82841552"	2007	
"A28171445"	2014	
"A08441495"	2010	
"A43110337"	2017	
"A33019720"	2012	
"B97861843"	2007	
"A25017435"	2016	
"A20054854"	2009	
"A08197881"	2017	
"A08183485"	2017	
"A08573370"	2015	
"B84822832"	2014	
"A01376888"	2011	
"B11604493"	2017	
"B31631062"	2013	
"B64055445"	2011	
"A28429280"	2012	
"A28429280"	2013	
"A28429280"	2015	
"A12004131"	2013	
"B46148797"	2014	
"B73254898"	2008	
"A28145720"	2016	
"B08688301"	2017	
"A45562329"	2009	
"B20078598"	2017	
"A07025026"	2011	
"B84537315"	2007	
"B74246927"	2013	
"A20036877"	2011	
"A06011381"	2017	
"B57487159"	2012	
"B41031980"	2012	
"A08649741"	2015	
"A04006847"	2015	
"A85125078"	2013	
"B83616920"	2007	
"B28563476"	2017	
"A31001027"	2007	
"A74136060"	2008	
"B81771628"	2014	
"A08779407"	2008	
"B46095402"	2017	
"B96906375"	2014	
"B46105771"	2009	
"A81256661"	2012	
"B38425070"	2008	
"B18022988"	2014	
"A08033474"	2007	
"A08507741"	2017	
"B09394289"	2007	
"B57551350"	2010	
"A25017435"	2009	
"A33008111"	2017	
"A08241267"	2016	
"A32143588"	2014	
"A28465680"	2008	
"A28270452"	2017	
"A36606895"	2017	
"F01131978"	2016	
"A28013407"	2016	
"A43015338"	2017	
"B84599422"	2008	
"A31013543"	2017	
"A35012780"	2011	
"A35047778"	2011	
"A28476778"	2007	
"F27007608"	2010	
"A45562329"	2007	
"A28483691"	2017	
"A18017244"	2016	
"A08484925"	2015	
"B28692309"	2010	
"B62111018"	2007	
"B95422721"	2010	
"B92328129"	2017	
"B64555980"	2007	
"A45006459"	2010	
"A43016286"	2012	
"A46066825"	2017	
"B12662722"	2010	
"B03019601"	2016	
"B83654426"	2008	
"A28487460"	2014	
"F10109296"	2016	
"B84894377"	2012	
"F12039442"	2013	
"A45063039"	2017	
"B78077724"	2013	
"A18017244"	2014	
"A08120859"	2015	
"A29030715"	2015	
"A03042504"	2017	
"A08024317"	2015	
"A28491041"	2013	
"A08392938"	2016	
