nif	year	acreed_lp
"A33373622"	2009	
"A28368280"	2015	
"A08779407"	2008	
"A08042764"	2015	
"A08012676"	2014	
"A33202474"	2017	
"A48094486"	2012	
"A08042764"	2007	
"A12021366"	2010	
"A46463311"	2014	
"F08678054"	2011	
"A08033474"	2016	
"B83426387"	2015	
"A31001027"	2007	
"A08026635"	2016	
"A07019698"	2016	
"A08033474"	2013	
"A08033474"	2011	
"A36002830"	2014	
"A33126244"	2014	
"B12002457"	2015	
"F50561091"	2016	
"B82435371"	2016	
"V95239604"	2007	
"B35028281"	2012	
"A26001867"	2012	
"A73350399"	2007	
"B82956517"	2008	
"B30025449"	2017	
"A60651783"	2014	
"A12323408"	2010	
"A18026260"	2014	
"A08131153"	2017	
"A08441495"	2014	
"V48566475"	2017	
"A28046704"	2014	
"A08452500"	2014	
"A82843129"	2016	
"A48069991"	2010	
"A27005834"	2007	
"B83741835"	2014	
"B12681060"	2011	
"A31096233"	2014	
"A08463481"	2010	
"B25436122"	2016	
"A28554624"	2015	
"A08463481"	2017	
"A08195927"	2008	
"A17045972"	2015	
"B23219009"	2015	
"A03003530"	2010	
"B18022087"	2017	
"A50055532"	2016	
"B83495101"	2015	
"B83766485"	2007	
"A08294787"	2017	
"B63122253"	2007	
"A50004860"	2015	
"A78879079"	2014	
"B41063355"	2015	
"F10026128"	2009	
"A28487460"	2013	
"A28372803"	2015	
"A08481632"	2013	
"A13010004"	2017	
"A08183485"	2015	
"B46166013"	2016	
"A28515567"	2009	
"A07019698"	2008	
"A08737249"	2016	
"A12014346"	2017	
"A97789861"	2012	
"B47506811"	2015	
"A83956136"	2016	
"A06337331"	2017	
"B78069259"	2007	
"A40004210"	2013	
"F06402697"	2009	
"A08493306"	2017	
"A25022369"	2017	
"B97623938"	2008	
"A43355403"	2012	
"A81487027"	2009	
"A33601899"	2014	
"B31798929"	2008	
"A08737249"	2014	
"A31737455"	2008	
"A20038907"	2007	
"A38031233"	2008	
"B41063355"	2017	
"B63533095"	2014	
"A01004993"	2014	
"B03034501"	2017	
"A31180060"	2007	
"A08552622"	2008	
"A40163909"	2014	
"B84309616"	2011	
"F01131978"	2009	
"F28698488"	2016	
"B14518773"	2014	
"B31027097"	2009	
"A08280323"	2017	
"A35811272"	2017	
"B30025449"	2008	
"B85294916"	2008	
"A08646101"	2017	
"B12024873"	2014	
"B46022513"	2017	
"A28191088"	2015	
"A28670636"	2011	
"B37012069"	2015	
"B03072576"	2016	
"B92554765"	2017	
"A08513541"	2016	
"A46002184"	2016	
"F08203663"	2017	
"B63677223"	2008	
"A48071369"	2008	
"A12323408"	2017	
"B15782550"	2007	
"A26021527"	2014	
"B84603935"	2011	
"A20054854"	2011	
"A08201238"	2007	
"A30013627"	2008	
"A07042088"	2016	
"A31180060"	2010	
"B99029365"	2007	
"B62916077"	2007	
"A28012656"	2016	
"A08514986"	2009	
"B03044641"	2015	
"A12018354"	2016	
"A57346926"	2014	
"A08270357"	2016	
"A08515116"	2013	
"A08515116"	2014	
"A70063383"	2012	
"A23012305"	2017	
"A28085520"	2017	
"B50051705"	2016	
"A11005840"	2009	
"F27016591"	2017	
"A03010568"	2007	
"A31065816"	2017	
"B36018265"	2017	
"B60653466"	2014	
"A35047778"	2012	
"A20063038"	2013	
"V83443390"	2008	
"A09281999"	2017	
"A09028184"	2010	
"B03091527"	2012	
"B35022425"	2008	
"B64555980"	2007	
"A36002830"	2013	
"B03101748"	2014	
"B85225282"	2007	
"B24028011"	2012	
"A38666897"	2008	
"A08689796"	2015	
"A08533945"	2009	
"A97398317"	2008	
"A08539553"	2008	
"A41010257"	2014	
"A36602381"	2014	
"B47506811"	2007	
"A30021414"	2017	
"B46167078"	2017	
"A08203887"	2016	
"A41010257"	2012	
"A78521168"	2017	
"F20025441"	2015	
"F35006451"	2015	
"B82956517"	2009	
"A28444388"	2017	
"B31829195"	2008	
"B47009840"	2015	
"A07067713"	2015	
"A28603611"	2007	
"A28225241"	2017	
"A24056319"	2014	
"A38645214"	2007	
"A08556896"	2016	
"B37016607"	2013	
"A28273241"	2007	
"A81722712"	2014	
"A08426249"	2016	
"B37012069"	2016	
"A48040232"	2015	
"A08560823"	2008	
"B36002970"	2012	
"B26451849"	2012	
"A36602381"	2017	
"B64555980"	2010	
"A28429280"	2011	
"A19011626"	2013	
"A06419220"	2009	
"A30016687"	2011	
"A06337331"	2007	
"B11018462"	2015	
"B99029365"	2011	
"A08098576"	2014	
"F04005344"	2015	
"B85010643"	2007	
"B11605862"	2016	
"B95388450"	2010	
"A45013620"	2016	
"A12524278"	2014	
"A06011381"	2017	
"A46141362"	2016	
"A49004484"	2008	
"A82667155"	2015	
"A08572430"	2014	
"B03039781"	2012	
"A08572430"	2017	
"A35115856"	2017	
"A39000187"	2015	
"B83588657"	2009	
"A08573370"	2013	
"A08573370"	2016	
"A20036083"	2014	
"B61428611"	2015	
"A43035435"	2016	
"A63736458"	2016	
"A01009414"	2015	
"B97623938"	2010	
"A08091894"	2007	
"B50039932"	2017	
"A28171601"	2015	
"A85450476"	2009	
"A30006308"	2015	
"A08576068"	2014	
"B84227461"	2011	
"B03039781"	2009	
"A01010701"	2015	
"A08576753"	2015	
"B06422877"	2010	
"A28650307"	2007	
"F27016591"	2011	
"A08576753"	2017	
"A28487601"	2016	
"B36684157"	2017	
"F20025441"	2011	
"B84768761"	2009	
"A08584062"	2016	
"A02436152"	2009	
"B85294916"	2012	
"A38842316"	2008	
"A24056319"	2016	
"A28505402"	2016	
"F95002150"	2017	
"A62704457"	2007	
"A28740397"	2015	
"B57551350"	2010	
"B74246927"	2014	
"B28270411"	2017	
"A30012645"	2008	
"A08146730"	2016	
"A31180060"	2017	
"B84309616"	2009	
"A28381234"	2016	
"B83045674"	2007	
"A15000227"	2017	
"A08616542"	2015	
"A08392938"	2012	
"A18024950"	2009	
"A28431161"	2015	
"B35642198"	2014	
"A30011282"	2013	
"A08552622"	2009	
"A78379989"	2016	
"A18291476"	2010	
"A30009815"	2012	
"A33606682"	2016	
"A28394633"	2015	
"B97751978"	2012	
"A08026635"	2009	
"A33606682"	2017	
"B15015712"	2012	
"B11606761"	2014	
"A03041183"	2017	
"F27016591"	2016	
"A08616542"	2011	
"A01000116"	2016	
"A28491041"	2009	
"A30007231"	2013	
"A08616542"	2017	
"A21006911"	2009	
"A08409948"	2016	
"A08466807"	2014	
"A85426971"	2013	
"B91372748"	2009	
"B91629634"	2017	
"B08258857"	2015	
"A41080144"	2016	
"A02436152"	2008	
"F30587919"	2014	
"B83045674"	2012	
"A48049928"	2011	
"B83826230"	2008	
"B84227461"	2009	
"A28029122"	2016	
"A43035435"	2015	
"B95422721"	2007	
"A31072325"	2010	
"A12001418"	2010	
"B84570803"	2008	
"B39026604"	2013	
"B17016569"	2014	
"A26011320"	2017	
"A08513541"	2017	
"B03158532"	2014	
"B46105771"	2014	
"B08704439"	2016	
"A85279107"	2014	
"B84894377"	2009	
"B08147696"	2016	
"A13010046"	2014	
"B33605031"	2010	
"A13010046"	2015	
"A22005797"	2013	
"A08633745"	2015	
"A28429280"	2015	
"A30001010"	2017	
"A08479933"	2015	
"A06016208"	2016	
"A28372803"	2008	
"B12008660"	2015	
"A46146551"	2016	
"B41072471"	2016	
"A18001412"	2012	
"B20793956"	2009	
"B97307086"	2007	
"A28411585"	2007	
"A08507741"	2016	
"B27321249"	2007	
"B08367948"	2016	
"A28386225"	2016	
"A41059445"	2014	
"A27009737"	2015	
"A48080147"	2013	
"A08640039"	2014	
"A08640039"	2015	
"A83826362"	2008	
"A08609281"	2017	
"A01016591"	2012	
"B50009349"	2015	
"A28225241"	2007	
"B39026604"	2015	
"A30014211"	2007	
"B28340388"	2016	
"A85426971"	2014	
"A14012819"	2013	
"A08224081"	2009	
"B82612904"	2010	
"A28225241"	2012	
"F41114141"	2009	
"A48032981"	2008	
"A08659302"	2017	
"A33024852"	2012	
"B97861843"	2010	
"A43016286"	2012	
"A28225241"	2014	
"B36606853"	2017	
"A28381267"	2017	
"B84603935"	2008	
"B84894377"	2008	
"A08659302"	2014	
"A08575672"	2016	
"A36615896"	2015	
"A82405788"	2015	
"A25017435"	2016	
"A58583766"	2015	
"A08633745"	2016	
"A29076759"	2014	
"A08539553"	2014	
"A08098949"	2014	
"B43952126"	2011	
"B08565988"	2017	
"F49006554"	2013	
"B12681060"	2009	
"A30038764"	2011	
"A08413403"	2014	
"V04509865"	2009	
"A14012819"	2014	
"A17035361"	2015	
"B57362105"	2011	
"A09000308"	2008	
"A08653685"	2017	
"A08484768"	2014	
"A29057833"	2015	
"B82424276"	2007	
"A28225241"	2010	
"B20690368"	2011	
"B01015221"	2007	
"F27016591"	2014	
"A08677700"	2016	
"A10010445"	2017	
"A08677700"	2017	
"B29901469"	2010	
"A48175699"	2016	
"A35036599"	2008	
"A48077184"	2010	
"A27009737"	2016	
"B25436122"	2015	
"A46098521"	2011	
"A29051067"	2014	
"B46063137"	2011	
"A83048363"	2008	
"A48037592"	2016	
"A28539013"	2009	
"A18001412"	2013	
"A38842316"	2011	
"A32006504"	2012	
"B35642198"	2007	
"B38001905"	2007	
"A28539013"	2007	
"A32006835"	2007	
"A46115101"	2017	
"A47008487"	2012	
"A30013627"	2016	
"A03063690"	2014	
"A48034110"	2016	
"A95249199"	2015	
"B28044204"	2015	
"B62111018"	2017	
"A08010779"	2008	
"B15015712"	2009	
"B11605862"	2014	
"A45006459"	2009	
"F27007608"	2010	
"A28485761"	2016	
"A41762386"	2017	
"A21011903"	2015	
"A29030848"	2015	
"A28650307"	2009	
"F04030672"	2014	
"F30587919"	2017	
"A20061131"	2007	
"B34224923"	2014	
"A29030715"	2015	
"A07046659"	2013	
"A46084984"	2017	
"A46002184"	2008	
"A06419220"	2008	
"B97389209"	2009	
"B30604565"	2017	
"B03077039"	2015	
"A08713869"	2010	
"A01015510"	2010	
"B28383362"	2017	
"A12083002"	2007	
"A08024317"	2012	
"B63218440"	2009	
"A08197881"	2015	
"A25017435"	2009	
"V43661891"	2014	
"B64455447"	2017	
"A11605409"	2008	
"B28465730"	2015	
"A58583766"	2009	
"A85280253"	2008	
"A50032325"	2016	
"B31798929"	2016	
"A23205289"	2010	
"A28695930"	2017	
"A29018223"	2011	
"A35515485"	2011	
"A18001412"	2016	
"F27016591"	2007	
"A28672921"	2017	
"A31062342"	2007	
"A45018926"	2014	
"A50029693"	2014	
"A08438194"	2014	
"A95444519"	2014	
"A20060075"	2016	
"B84150994"	2011	
"A12018354"	2012	
"B91629634"	2008	
"A07216948"	2014	
"A11301645"	2015	
"B38927463"	2012	
"B41042698"	2015	
"V43129667"	2010	
"B14819643"	2014	
"A46009023"	2017	
"F10026128"	2007	
"A45012226"	2011	
"B61175725"	2017	
"A48050124"	2014	
"A84534874"	2015	
"A28505402"	2015	
"A08414906"	2009	
"A28295806"	2007	
"A20024568"	2017	
"B76013721"	2010	
"A11005840"	2010	
"A08514986"	2007	
"A58132606"	2008	
"A18017244"	2012	
"F04005344"	2007	
"A28154029"	2015	
"A31009665"	2017	
"A34129635"	2014	
"A28159622"	2009	
"B97307086"	2009	
"B28218287"	2010	
"A28190973"	2017	
"A28155240"	2016	
"A42000471"	2008	
"B08660409"	2012	
"A09018862"	2012	
"B97623938"	2011	
"A08623191"	2011	
"V30558738"	2009	
"A28245355"	2015	
"A40163909"	2015	
"B97751978"	2010	
"B12008397"	2014	
"B43040310"	2017	
"A28101707"	2015	
"B28194926"	2017	
"V43129667"	2008	
"A28934735"	2017	
"A01009414"	2016	
"B85692374"	2013	
"A06017941"	2016	
"B47484290"	2014	
"A28923662"	2015	
"A09031089"	2014	
"A09031089"	2016	
"A08203887"	2015	
"B84871607"	2007	
"B83814251"	2008	
"A08061731"	2014	
"A24004426"	2014	
"A28101707"	2016	
"B39523956"	2008	
"A28011872"	2011	
"A41002841"	2008	
"B04001848"	2014	
"B74114182"	2008	
"A29030715"	2017	
"B57551350"	2012	
"B18022988"	2012	
"A46078556"	2017	
"A08575672"	2015	
"A97789861"	2009	
"A08397465"	2009	
"B83588657"	2010	
"V95436002"	2007	
"B28121036"	2009	
"A30006308"	2007	
"A28638542"	2014	
"A20806329"	2009	
"A28724219"	2017	
"B35110410"	2017	
"B63100150"	2008	
"V57525560"	2014	
"A10294585"	2009	
"A10294585"	2015	
"A33610106"	2016	
"A41001439"	2015	
"A10301240"	2009	
"A08228520"	2014	
"B63805295"	2009	
"A30604680"	2014	
"A08688095"	2013	
"A38013744"	2014	
"A63746275"	2007	
"A11012572"	2014	
"A28011872"	2017	
"A18024950"	2007	
"A59202853"	2017	
"A08551590"	2010	
"B74102872"	2016	
"B83495101"	2009	
"B14819643"	2016	
"A48061675"	2016	
"A21006911"	2014	
"A73127771"	2007	
"B08194276"	2015	
"A28029122"	2014	
"A11005840"	2017	
"B29212644"	2014	
"B03039609"	2015	
"A08539553"	2013	
"A25026733"	2015	
"A84534627"	2013	
"B03078391"	2014	
"A46035770"	2014	
"A07241656"	2014	
"A12014569"	2013	
"A08303869"	2009	
"A41762386"	2015	
"F27016591"	2015	
"A22005797"	2016	
"A03028552"	2017	
"A78521168"	2016	
"A08560823"	2011	
"A28724268"	2017	
"A38485827"	2013	
"A28724268"	2014	
"A33618257"	2011	
"A28087575"	2017	
"B46139143"	2015	
"V11317633"	2010	
"B39446315"	2014	
"A73350399"	2009	
"A11209749"	2017	
"B63533095"	2009	
"A11301645"	2012	
"B08599003"	2014	
"B41591165"	2014	
"A95444519"	2009	
"A11545795"	2007	
"A11545795"	2008	
"B18252338"	2017	
"A31825466"	2010	
"A63746275"	2011	
"A81256661"	2013	
"B46045993"	2011	
"B62725320"	2007	
"A85270965"	2012	
"B28218816"	2010	
"A57277709"	2009	
"B95422721"	2011	
"A08441495"	2012	
"A11010469"	2007	
"A30012959"	2014	
"A97617773"	2011	
"B08292054"	2009	
"A30603757"	2015	
"F38004289"	2012	
"A18291476"	2014	
"A28724219"	2016	
"A46078556"	2013	
"A48049928"	2012	
"A38762167"	2013	
"B35027143"	2014	
"A28709053"	2017	
"A36610590"	2011	
"A59382762"	2016	
"A22009492"	2015	
"B28563476"	2013	
"A25026733"	2016	
"A70063383"	2010	
"A11769502"	2007	
"A11769502"	2010	
"A79092573"	2016	
"A40004731"	2012	
"B63100150"	2014	
"B43907112"	2017	
"A20008579"	2017	
"A23012305"	2015	
"B35027143"	2017	
"A28200384"	2017	
"B12523601"	2012	
"A08463481"	2014	
"B28044204"	2007	
"A12004131"	2008	
"A12004131"	2010	
"A12004131"	2011	
"A08026635"	2017	
"A63736359"	2015	
"A17048752"	2014	
"B84886837"	2017	
"A28172476"	2017	
"A28656676"	2014	
"B20078598"	2015	
"A06008411"	2007	
"B03091527"	2016	
"A78100609"	2016	
"A12010914"	2015	
"A12010914"	2017	
"A91369819"	2017	
"A30014211"	2016	
"A08209736"	2014	
"A08639643"	2013	
"A26004978"	2008	
"A58583766"	2014	
"A12011672"	2011	
"A12011672"	2015	
"A12011672"	2017	
"A08091894"	2015	
"A62703806"	2008	
"B43907112"	2011	
"A08102410"	2017	
"A28168698"	2014	
"B33605031"	2016	
"B96695622"	2015	
"A12001418"	2015	
"A80959612"	2016	
"A31009665"	2014	
"B35980937"	2015	
"A15023856"	2017	
"A12014569"	2016	
"A48077184"	2014	
"A07016025"	2011	
"A43016286"	2014	
"A30031769"	2017	
"A28647758"	2011	
"A28392736"	2016	
"A41008640"	2017	
"B33605031"	2009	
"B38020020"	2007	
"A08093254"	2017	
"F32001976"	2011	
"A48403927"	2007	
"A28650307"	2014	
"A83048363"	2007	
"B45007671"	2010	
"A38017679"	2012	
"A12016143"	2012	
"F50561091"	2012	
"A28225241"	2016	
"A48000939"	2010	
"B83185140"	2017	
"A43029339"	2017	
"A12323408"	2015	
"A30047120"	2014	
"A28491041"	2008	
"A11005840"	2007	
"B08194276"	2014	
"B34007211"	2016	
"B06341333"	2007	
"A12017919"	2017	
"A08484925"	2015	
"A41010257"	2015	
"A20574372"	2017	
"A26011841"	2016	
"A45012531"	2016	
"B41086844"	2016	
"A36010676"	2012	
"A12018354"	2017	
"A28119121"	2014	
"A35031343"	2015	
"A28138386"	2009	
"A03035417"	2016	
"A08136806"	2016	
"A43110337"	2017	
"A31086598"	2015	
"A46081881"	2014	
"A28669851"	2009	
"B31777691"	2010	
"A12014569"	2010	
"B12023065"	2015	
"B03091527"	2009	
"B28337038"	2011	
"A46092094"	2015	
"B84537315"	2011	
"B28692309"	2017	
"A07066467"	2010	
"B31071178"	2015	
"A30006308"	2017	
"B08688301"	2015	
"B31083199"	2009	
"A28586550"	2016	
"A28399186"	2015	
"B08013963"	2016	
"B46167078"	2010	
"A29030715"	2013	
"B28455574"	2017	
"A31009665"	2013	
"B83852160"	2010	
"A28658177"	2017	
"A12025565"	2015	
"B20690368"	2012	
"B28489748"	2015	
"A31061385"	2014	
"A32006835"	2013	
"A30013627"	2009	
"A84451848"	2011	
"A48050439"	2012	
"B48124275"	2016	
"B28419703"	2016	
"B25015017"	2015	
"A08404212"	2014	
"A28651222"	2017	
"B83209015"	2014	
"A06008411"	2010	
"B63677223"	2009	
"A58356213"	2015	
"A36616746"	2017	
"A78400603"	2017	
"B02419273"	2012	
"A35018027"	2014	
"B08581951"	2015	
"A08139339"	2015	
"A08533119"	2013	
"B28059012"	2017	
"B08359705"	2017	
"A08560823"	2007	
"A45014776"	2017	
"A31001027"	2017	
"A46031761"	2014	
"B38022570"	2016	
"A28649747"	2014	
"B28692309"	2013	
"A28523066"	2016	
"A37010295"	2010	
"A07078116"	2016	
"A46022117"	2013	
"A08012676"	2008	
"A31076508"	2014	
"A20015368"	2007	
"B63100150"	2017	
"A12083002"	2016	
"A28647758"	2017	
"B08660409"	2017	
"A08711202"	2012	
"A28647758"	2014	
"A46017919"	2017	
"A82683434"	2015	
"A13010004"	2012	
"B92972066"	2008	
"A14012819"	2017	
"B60185352"	2014	
"A46008827"	2010	
"A11957792"	2010	
"A08271876"	2017	
"B45017613"	2010	
"B31777691"	2008	
"A28740397"	2012	
"A50459528"	2015	
"A45562329"	2008	
"A81117798"	2007	
"A11903044"	2017	
"A25011610"	2011	
"B83782169"	2007	
"A41010257"	2008	
"A03057221"	2014	
"A08418030"	2013	
"A81931214"	2016	
"A36604783"	2015	
"B92091404"	2017	
"A12323408"	2016	
"A31000441"	2014	
"B28028348"	2013	
"A31024458"	2010	
"A39000104"	2007	
"A38026605"	2015	
"A08347452"	2014	
"B08642324"	2014	
"B82274135"	2015	
"A36201259"	2017	
"A03167939"	2016	
"B30025449"	2010	
"B43952126"	2013	
"V30558738"	2010	
"B46045456"	2013	
"A97617773"	2007	
"A48050124"	2016	
"B92963628"	2010	
"B08367948"	2017	
"B31777691"	2007	
"A84911445"	2010	
"B43009091"	2010	
"A33606682"	2011	
"A12014569"	2014	
"A13001730"	2012	
"A59202853"	2015	
"A43042324"	2016	
"B43491356"	2016	
"A13005384"	2016	
"A13005384"	2017	
"B15021520"	2013	
"A13002134"	2009	
"B08488660"	2016	
"B73108755"	2007	
"B63220917"	2015	
"B08094237"	2013	
"B28579324"	2017	
"A08231250"	2017	
"B64055445"	2015	
"A32002107"	2014	
"B41076506"	2008	
"A14023139"	2014	
"A08072209"	2017	
"B08642324"	2015	
"A03076270"	2017	
"A28411585"	2012	
"A41010257"	2009	
"A28579191"	2015	
"A47007281"	2012	
"A83932475"	2008	
"B63149637"	2017	
"B58977497"	2012	
"A38842316"	2010	
"A08404212"	2015	
"A17004763"	2016	
"A47022058"	2007	
"A47024393"	2017	
"B45011269"	2017	
"A06244131"	2016	
"A28617801"	2017	
"A40004210"	2008	
"A28649747"	2012	
"A80352750"	2015	
"A85279107"	2010	
"A48403927"	2008	
"F08678054"	2016	
"B14819643"	2011	
"A08438061"	2008	
"A12105029"	2015	
"B46095402"	2017	
"A31062342"	2011	
"A48121826"	2014	
"A14015101"	2010	
"B83782169"	2009	
"A14015101"	2017	
"A08228124"	2017	
"A26001867"	2013	
"B03044641"	2014	
"A17035361"	2014	
"B57423519"	2012	
"B74148388"	2016	
"A03027919"	2015	
"B14819643"	2013	
"B28569127"	2017	
"B08195653"	2008	
"A28539013"	2015	
"A46081881"	2013	
"A14023139"	2010	
"A28686111"	2017	
"A28399186"	2017	
"A14023139"	2011	
"A14023139"	2015	
"A14023139"	2016	
"A20063038"	2011	
"A08463481"	2007	
"B73212417"	2008	
"A46022117"	2014	
"A08644932"	2017	
"B28295863"	2017	
"A08418030"	2014	
"A08514986"	2014	
"A28603611"	2013	
"B27321249"	2010	
"B31798929"	2017	
"A28193209"	2016	
"A07044530"	2016	
"A38348413"	2008	
"A91151431"	2007	
"A08377046"	2015	
"B12027843"	2017	
"A46021804"	2014	
"B36913960"	2008	
"A28245355"	2014	
"A23012305"	2007	
"B95486213"	2009	
"A41059445"	2017	
"B92403716"	2017	
"A14616031"	2007	
"B08619405"	2012	
"A08300774"	2013	
"A40004210"	2015	
"A36002830"	2011	
"A08572430"	2015	
"A08375545"	2017	
"A28582450"	2014	
"A28582450"	2011	
"B91235622"	2017	
"A12011672"	2014	
"A48059943"	2014	
"A28472256"	2017	
"A40005415"	2008	
"B07031149"	2016	
"A08110249"	2016	
"A25017435"	2011	
"A23010200"	2015	
"A28368280"	2010	
"A85270965"	2013	
"A28138386"	2015	
"A16010225"	2012	
"A31024458"	2007	
"A08631848"	2010	
"A30292569"	2015	
"A33202474"	2015	
"A29901386"	2012	
"A46081881"	2010	
"A31031545"	2017	
"V03315637"	2014	
"A32002107"	2017	
"B12008660"	2012	
"A28579191"	2016	
"A08573370"	2017	
"A40004210"	2009	
"A41010257"	2013	
"B15043961"	2008	
"B85225282"	2013	
"A74255282"	2015	
"B30000574"	2012	
"A20029104"	2015	
"A07009814"	2017	
"A84780055"	2007	
"A28372803"	2011	
"A08560823"	2012	
"A97617773"	2008	
"A30013627"	2013	
"B08459273"	2015	
"B02008084"	2017	
"A78379989"	2017	
"A24010217"	2016	
"B61567970"	2016	
"A12021366"	2009	
"V04509865"	2008	
"B96990015"	2015	
"A95249199"	2007	
"B20793956"	2007	
"A28128486"	2017	
"B28084168"	2016	
"B74246927"	2013	
"B85036887"	2008	
"A46099735"	2007	
"B02419273"	2011	
"A15017163"	2008	
"V04509865"	2011	
"A28562908"	2017	
"A08484925"	2007	
"A36002830"	2012	
"B42141176"	2016	
"B57175283"	2010	
"A28270452"	2007	
"A28648053"	2015	
"B03034006"	2014	
"A08688095"	2016	
"B28385110"	2017	
"A28011872"	2016	
"A28377331"	2015	
"A15033699"	2012	
"V83443390"	2007	
"B45007671"	2009	
"B26011627"	2017	
"A36010676"	2011	
"B76013721"	2012	
"B85225282"	2008	
"A80732142"	2014	
"A46089819"	2011	
"A50050236"	2015	
"A28112555"	2014	
"A20036877"	2010	
"A28108793"	2015	
"A12029195"	2014	
"A08562431"	2015	
"A08496473"	2015	
"A08105702"	2017	
"A08479933"	2017	
"A03027919"	2013	
"A46269155"	2017	
"A38027637"	2014	
"A28552404"	2016	
"A08008518"	2014	
"A18565705"	2007	
"A43020643"	2017	
"V11317633"	2015	
"A84451848"	2017	
"A15678162"	2007	
"A07012826"	2017	
"A15685324"	2014	
"A36610590"	2014	
"A79939112"	2014	
"A26297663"	2014	
"A08479933"	2014	
"A28547115"	2017	
"B28137594"	2014	
"A45018926"	2013	
"A84534874"	2009	
"B38828687"	2007	
"A16004665"	2009	
"A08075293"	2016	
"A03076270"	2015	
"A28649747"	2013	
"B21376942"	2008	
"A33373622"	2016	
"B46092755"	2007	
"A41001439"	2017	
"A50055532"	2013	
"B10317188"	2010	
"B14518773"	2017	
"A08699720"	2012	
"B16007551"	2008	
"A17001207"	2007	
"A78393840"	2014	
"A08201238"	2009	
"A01012921"	2017	
"B33920141"	2011	
"A28539013"	2014	
"B28218816"	2016	
"B36880003"	2007	
"A28539013"	2011	
"A20020277"	2012	
"A83932475"	2009	
"A63746275"	2014	
"A47007281"	2017	
"A38020905"	2011	
"B20815643"	2009	
"A08698862"	2015	
"A16010340"	2007	
"A04413340"	2008	
"A19163682"	2010	
"B14819643"	2008	
"B60031150"	2016	
"A74136060"	2009	
"B97861843"	2007	
"A84434224"	2008	
"A08257214"	2010	
"B31067168"	2014	
"A58583766"	2008	
"A11301645"	2011	
"A29057833"	2017	
"A78831369"	2015	
"A28111342"	2007	
"A03010568"	2010	
"A79047916"	2017	
"A17003757"	2014	
"A06148266"	2007	
"B60338290"	2013	
"B31072705"	2009	
"A97398317"	2007	
"A01016450"	2017	
"B83741835"	2009	
"A81256661"	2009	
"F21339106"	2017	
"A28013407"	2007	
"A28375913"	2015	
"B50997949"	2007	
"B99029365"	2009	
"A08539553"	2016	
"B64555980"	2016	
"A17006479"	2009	
"B50051705"	2015	
"A07013907"	2012	
"A08577215"	2017	
"A08681637"	2010	
"A09010125"	2016	
"A30005524"	2016	
"A28415487"	2014	
"B74148388"	2007	
"F35006451"	2010	
"A08250425"	2017	
"B74148388"	2010	
"A08464323"	2017	
"A09010661"	2015	
"A26000174"	2017	
"A08720708"	2012	
"A07032030"	2014	
"B41217761"	2007	
"A09022963"	2016	
"A17007014"	2015	
"B45013455"	2014	
"A31012636"	2015	
"A14023139"	2012	
"A28285765"	2016	
"A21006861"	2007	
"A28515567"	2007	
"A28511400"	2010	
"A08576068"	2010	
"A31031545"	2009	
"B30603229"	2014	
"A03021409"	2007	
"B46037446"	2016	
"A33013202"	2017	
"B06007074"	2017	
"A17012626"	2012	
"A35028570"	2015	
"V30558738"	2007	
"B83045674"	2016	
"A28505402"	2014	
"A08106031"	2007	
"A84534627"	2008	
"A28429280"	2012	
"B38380473"	2010	
"B84822832"	2017	
"A17013913"	2017	
"A28011872"	2012	
"A48049928"	2016	
"A33015454"	2015	
"A47021076"	2017	
"A63645220"	2008	
"A28505337"	2007	
"B47531462"	2008	
"A17014069"	2017	
"F01131978"	2012	
"B28483345"	2012	
"B83616920"	2009	
"A29051067"	2012	
"A46081881"	2015	
"B46105771"	2009	
"B73254898"	2008	
"A28494896"	2014	
"A82405788"	2016	
"B04001848"	2015	
"B84886837"	2012	
"A17003336"	2015	
"A46084984"	2010	
"A08146870"	2015	
"A28011872"	2014	
"A18017244"	2015	
"A08120859"	2015	
"A17018391"	2009	
"A08699720"	2016	
"B97861843"	2009	
"B28538874"	2016	
"A17013269"	2014	
"A30013627"	2017	
"A28490548"	2012	
"A23022783"	2015	
"A28491041"	2010	
"B62133384"	2013	
"A08640039"	2012	
"A28490548"	2015	
"B20815643"	2012	
"A24009086"	2016	
"B15015712"	2015	
"A28208825"	2016	
"A08010779"	2011	
"A08484925"	2008	
"B28341790"	2017	
"A28487460"	2012	
"A28487460"	2011	
"A08303869"	2007	
"A31933088"	2012	
"A28106979"	2016	
"A38485827"	2011	
"A28695930"	2016	
"A30038764"	2010	
"A03066909"	2016	
"A17034505"	2011	
"A28394633"	2014	
"A28485761"	2017	
"A08699720"	2008	
"A06023477"	2014	
"A28485761"	2014	
"A17034794"	2017	
"A46081881"	2011	
"A28485761"	2008	
"A12016143"	2017	
"A08539553"	2011	
"C08164253"	2008	
"B84822832"	2010	
"B38022570"	2017	
"B28545994"	2007	
"B96906375"	2007	
"F95073748"	2013	
"A08228520"	2012	
"A28554624"	2017	
"A29030848"	2017	
"A07070584"	2014	
"B08094237"	2009	
"A25017435"	2015	
"A95249199"	2014	
"A18008334"	2016	
"B05004999"	2015	
"A48092944"	2017	
"A78343977"	2012	
"A17044546"	2014	
"B41094459"	2015	
"B12026183"	2015	
"B11605862"	2015	
"A28465680"	2013	
"A17045972"	2014	
"A17045972"	2016	
"A28465680"	2010	
"A08510364"	2017	
"B08365215"	2012	
"A28431161"	2012	
"A48081061"	2008	
"A32225419"	2017	
