nif	year	pasivo_liq
"A46048815"	2008	33487.53
"B63100150"	2014	33506.59
"A50018837"	2010	33508.32
"B11050176"	2012	33526.72
"A38023925"	2017	33528.13
"A08766099"	2011	33547.52
"F03842671"	2007	33572.54
"A09021825"	2014	33576.29
"B28419703"	2013	33607.18
"B11050176"	2016	33633.87
"A08136806"	2010	33636
"B29682135"	2012	33654.25
"B23357700"	2014	33660.95
"A28025435"	2014	33667.25
"B82393778"	2009	33692.04
"B38005377"	2012	33713.74
"A08401184"	2008	33758.74
"A33605072"	2016	33786.88
"B08243693"	2011	33790
"B46151411"	2013	33817.55
"V82171133"	2014	33824.31
"B99029365"	2013	33862.71
"B38005377"	2008	33865.03
"A06014930"	2015	33886.98
"A39000450"	2013	33888
"A25529074"	2013	33905.95
"A28190973"	2015	33907.41
"A01007442"	2016	33916.13
"A28451649"	2010	33917.22
"A30603716"	2012	33976.15
"A08431090"	2008	34001
"B78077724"	2008	34032
"A30041719"	2017	34033.91
"F10027423"	2011	34039.1
"A38027637"	2016	34047.88
"B95087482"	2008	34052.75
"A28110971"	2017	34067.54
"B83393223"	2012	34078.49
"B83045674"	2017	34099
"A14023139"	2008	34119.29
"B17228081"	2016	34132.17
"A36226645"	2017	34135.66
"A28126274"	2010	34158.1
"A08384638"	2014	34183.16
"A17202375"	2013	34188
"B81762684"	2013	34194.4
"A28198661"	2009	34212.53
"A39000450"	2008	34216.36
"A08109365"	2011	34238.7
"B81231516"	2014	34258.25
"A20038915"	2011	34280.43
"A38666897"	2016	34280.82
"A38024345"	2011	34288.41
"A26004960"	2009	34305
"A08109365"	2013	34306.33
"A08109365"	2010	34322.64
"A41031303"	2016	34331
"A08014813"	2012	34332.37
"A41050113"	2010	34336.61
"A26004960"	2010	34370
"A48025845"	2008	34411.9
"A12512497"	2017	34414.16
"A24011165"	2011	34414.89
"A08078719"	2013	34425.79
"A28345148"	2013	34494.38
"B37014388"	2007	34498.36
"B35042092"	2011	34536
"A33008921"	2011	34540.92
"A48002984"	2017	34551.51
"A28491637"	2011	34575.64
"A23010705"	2011	34608.93
"A28033702"	2011	34628
"A08401184"	2013	34640.51
"A28283794"	2010	34659.26
"A43035542"	2011	34677.5
"A28025435"	2008	34681.04
"A96945530"	2008	34681.38
"A16004665"	2011	34688.66
"A04006417"	2011	34694
"A48057467"	2014	34696.86
"B08243693"	2013	34704
"A30603716"	2011	34721.06
"A15007750"	2010	34742.92
"B60024353"	2012	34778.99
"A28359073"	2017	34799.26
"A17013657"	2016	34811.3
"B95087482"	2013	34816
"A84434224"	2017	34841
"A14020713"	2013	34842.84
"A32006413"	2013	34851.66
"A81408817"	2012	34852.98
"B28419703"	2014	34867.63
"A21006911"	2017	34888.5
"A28491637"	2010	34889.28
"B46020541"	2015	34889.36
"A30041719"	2014	34891.48
"A06017941"	2014	34899.51
"B78077724"	2012	34901
"B46140885"	2017	34914.15
"A28435931"	2010	34917.21
"A50018837"	2011	34918.82
"A58816554"	2010	34962.82
"A14023139"	2009	34974.12
"A17005968"	2016	34977.39
"A28456119"	2014	35016.06
"B36007904"	2013	35028.05
"A14020713"	2016	35030.86
"A06014930"	2014	35051.74
"A80959612"	2013	35058
"A03681186"	2009	35073.31
"A26004960"	2011	35081
"B91235622"	2013	35117.28
"A12011946"	2016	35118.94
"A41461856"	2012	35143.05
"A28292084"	2009	35189.11
"A28695856"	2014	35189.58
"B28419703"	2012	35190.24
"A08136806"	2009	35343
"A41050113"	2007	35364.84
"A08136806"	2011	35368
"A46048815"	2007	35397.27
"B48948830"	2015	35414.94
"A14020713"	2007	35420.25
"B15032485"	2011	35424.77
"B97389209"	2013	35449.62
"A38024345"	2010	35466.25
"A31072325"	2014	35478.82
"B82612904"	2008	35484.66
"A78092764"	2015	35563.14
"B46071080"	2014	35583.68
"A14020713"	2011	35593.09
"A20029104"	2009	35595.46
"A15685324"	2017	35610.4
"A10011641"	2008	35611.31
"A47010095"	2013	35630.9
"A28345148"	2014	35681.77
"A28117026"	2015	35732.93
"A31138761"	2015	35745.52
"A28357093"	2016	35750.54
"A80200868"	2015	35795.77
"A08489007"	2017	35825.38
"A08136806"	2008	35829
"A06017941"	2008	35850.22
"B19001551"	2016	35855.93
"B62916077"	2016	35870
"V82171133"	2009	35870.61
"A01013077"	2012	35891.38
"A08026197"	2011	35901
"A03057221"	2010	35902.58
"A28695856"	2013	35911.59
"A30041719"	2012	35922.39
"A15016595"	2012	35951.49
"G38004297"	2008	35966.93
"A28025435"	2009	35972.41
"A31071913"	2014	36010.52
"A35091057"	2017	36013.22
"A78092764"	2011	36047.05
"A28352656"	2017	36064.63
"A41008640"	2017	36155
"A08026197"	2012	36162
"A28923662"	2009	36162
"A08026197"	2014	36180
"A28407484"	2016	36190.98
"A46045936"	2015	36193.98
"A46048815"	2009	36233.41
"B15032485"	2013	36243.59
"A43035542"	2015	36247.49
"A08401184"	2012	36251.2
"A28025435"	2012	36267.27
"B23357700"	2013	36276.44
"B11050176"	2014	36304.07
"A28357093"	2010	36329.27
"A48020200"	2014	36464.2
"V82171133"	2017	36521.61
"A28273241"	2010	36527.62
"A38023925"	2016	36531.28
"A33026105"	2015	36537.34
"B48948830"	2014	36539.89
"A80959612"	2014	36546
"A08148991"	2009	36558.22
"A03057221"	2008	36575.64
"B48841282"	2015	36597.93
"A12095295"	2017	36630.6
"A23016157"	2013	36652.86
"A08026197"	2013	36657
"A08192965"	2010	36657.62
"B14819643"	2016	36662.04
"A08109365"	2014	36676.73
"A15009665"	2012	36682.01
"A42000901"	2012	36726.94
"A28145498"	2011	36727.7
"B23357700"	2011	36743.34
"A28125920"	2007	36743.61
"A97789861"	2016	36748
"A21006911"	2016	36751.2
"A46023255"	2011	36764.93
"B95087482"	2010	36765
"A12015673"	2011	36775.58
"A96646880"	2016	36778.29
"A08999088"	2015	36783.07
"A41050113"	2011	36788.09
"A28283067"	2011	36809.25
"A38666897"	2010	36825
"B30009039"	2009	36835.61
"A08131153"	2009	36841
"A36632875"	2009	36851.51
"A12095295"	2015	36901.22
"B57175283"	2014	36973.98
"A35091057"	2012	36974.57
"A48025571"	2017	37043
"A13010004"	2009	37103.94
"A83150060"	2015	37150
"A50057322"	2016	37158.52
"A08401184"	2007	37177.2
"A78320736"	2016	37182
"A14020713"	2009	37191.14
"A39000849"	2014	37193.27
"A46043154"	2015	37201.22
"A78389608"	2010	37209.88
"A81593808"	2017	37214.05
"A30603716"	2009	37222.54
"A31138761"	2014	37225.64
"A63414486"	2016	37229
"A45015872"	2016	37229.59
"A28292084"	2016	37237.97
"A30033898"	2014	37259.77
"A14020713"	2008	37267
"A97789861"	2015	37274
"A08439291"	2016	37282.84
"A28200384"	2008	37296.77
"A04006417"	2010	37300.19
"A41035742"	2011	37301.48
"A28077709"	2013	37310
"B58836321"	2016	37338
"A80959612"	2016	37344.14
"A46134250"	2014	37353.84
"A08192965"	2011	37356.45
"A36226645"	2011	37369.87
"A36226645"	2008	37371.37
"A22013072"	2017	37374.58
"A83048363"	2014	37408.65
"A28125920"	2009	37420
"V82171133"	2008	37427.63
"B35110410"	2016	37437.63
"A83150060"	2010	37440
"A48025571"	2011	37452
"A91291435"	2016	37455.96
"B50031749"	2017	37457.63
"A14022099"	2014	37459.8
"A01007442"	2009	37469.37
"A12461802"	2014	37470.52
"B15032485"	2017	37481.26
"B62409065"	2015	37491.02
"B92217975"	2013	37500
"A03057221"	2007	37512.66
"A31069321"	2014	37526.65
"A33117995"	2010	37529.39
"A28200384"	2007	37548.52
"B28557064"	2007	37548.63
"A12021556"	2008	37562.98
"B14030720"	2014	37622.36
"A28451649"	2011	37644.68
"A36632875"	2012	37657.43
"A03057221"	2011	37670.73
"A41461856"	2014	37673.16
"A78521168"	2017	37680.46
"A33055138"	2012	37686.53
"A82335746"	2017	37692.16
"A28449569"	2015	37706.71
"V82171133"	2016	37722.93
"A08182206"	2017	37753.03
"A08014813"	2015	37759.36
"F03842671"	2008	37767.73
"A43035542"	2017	37781.07
"B36007904"	2014	37791.05
"A78389608"	2011	37793.67
"A83150060"	2016	37794
"F03842671"	2016	37797.46
"A30009146"	2008	37799.68
"B46071080"	2015	37803.84
"B62409065"	2016	37873.09
"A39000450"	2014	37878
"A47002878"	2013	37908
"A08384638"	2013	37915.1
"A28002640"	2009	37964.63
"B95388450"	2013	38050
"B22004113"	2007	38058.19
"A41461856"	2013	38058.88
"A29003951"	2012	38120.06
"A28126274"	2009	38161.17
"B28354355"	2013	38162.5
"A33018425"	2011	38172.14
"A08105702"	2017	38186.59
"A80245129"	2009	38202.19
"B07883457"	2017	38210.73
"A36226645"	2010	38210.97
"A23010705"	2012	38299.56
"A43035542"	2013	38311.05
"A81408817"	2011	38321.43
"A46099776"	2009	38329.74
"A47002878"	2012	38338
"A35091057"	2014	38342.93
"B48969877"	2008	38348.38
"A30021877"	2010	38374.32
"A33117995"	2017	38404.33
"A28491637"	2012	38410.87
"A28700383"	2011	38411.34
"B27015965"	2011	38420.41
"A28077709"	2009	38429
"A08131153"	2007	38434.32
"B46151411"	2015	38442.17
"A14012819"	2012	38442.63
"A08136806"	2014	38454
"A04047700"	2010	38493.2
"A28190973"	2016	38505
"A39000849"	2015	38534.14
"A08014813"	2017	38550.81
"F10027423"	2016	38571.93
"A28404614"	2011	38574.55
"A28357093"	2012	38599.85
"A28292084"	2014	38612.11
"A17011297"	2017	38634.53
"A28033702"	2008	38647
"V82171133"	2011	38691.15
"A28273241"	2016	38752.81
"A47010095"	2015	38763.45
"B48948830"	2016	38782.42
"A15009665"	2014	38822.71
"A30009146"	2007	38832.68
"A46336152"	2011	38839.68
"A53283511"	2012	38858.98
"B82612904"	2009	38870.04
"A26004960"	2012	38884
"A15016595"	2010	38891.45
"A46045936"	2013	38898.11
"A83150060"	2017	38922
"A28190973"	2008	38937.72
"B22004113"	2017	38941.72
"A46023255"	2012	38943.07
"A78320736"	2017	38949
"A28362127"	2008	38964.38
"A28033702"	2017	38976.8
"A03057221"	2009	38990.51
"A12011946"	2017	39034.93
"B08243693"	2012	39097
"A28456119"	2013	39113.03
"A08766099"	2012	39133.21
"A28362127"	2009	39136.66
"A26023606"	2014	39139.27
"A36226645"	2013	39173.99
"A28435931"	2009	39183.29
"A12015673"	2013	39199.74
"B48714133"	2017	39204.91
"B81231516"	2017	39213.18
"B48969885"	2012	39221.86
"A28125920"	2008	39262
"A28025435"	2010	39279.46
"A60045903"	2011	39301
"A08131153"	2008	39312.14
"A63776306"	2016	39317
"B17228081"	2017	39347.63
"B28227866"	2010	39390.75
"A12461802"	2015	39405.01
"B84150994"	2017	39431
"A29003951"	2017	39441.98
"A06003800"	2017	39444.99
"B15032485"	2016	39445.77
"A47010095"	2012	39461
"B83257295"	2011	39469.34
"B61428611"	2007	39565.22
"A28077709"	2014	39572
"A81408817"	2017	39572.43
"A46104485"	2013	39580.39
"A29008174"	2014	39612.91
"B23357700"	2012	39629.64
"B37014388"	2017	39638.62
"A08148991"	2013	39639.38
"A81408817"	2016	39639.7
"B60171162"	2013	39642
"F10027423"	2015	39662.23
"A83932475"	2013	39667.31
"A28025435"	2015	39671.73
"B96246350"	2014	39772.5
"A79939112"	2015	39795
"B63220917"	2016	39820.04
"A12095295"	2013	39820.97
"A42000802"	2013	39823
"B15032485"	2014	39845.71
"B28557064"	2008	39868.57
"A28198356"	2007	39872.41
"B59162701"	2009	39880.36
"B07883457"	2008	39898.32
"A46336152"	2010	39898.96
"A47002878"	2010	39962
"B08988149"	2017	39976.19
"A28283794"	2011	39985.92
"A33117995"	2015	39992.13
"A08384190"	2015	40024.46
"B15032485"	2009	40029.99
"B38005377"	2014	40067.61
"A28077709"	2007	40109.97
"B35007376"	2009	40139
"V82171133"	2013	40149.5
"B62409065"	2011	40172.91
"A33018425"	2009	40178.28
"V82171133"	2010	40183.64
"A33117995"	2016	40188.15
"B48472500"	2010	40234.49
"A78018421"	2011	40337
"A15685324"	2016	40360.43
"A38024345"	2013	40362.19
"A20806329"	2011	40371.36
"A81593808"	2013	40375.13
"A40006371"	2016	40420.58
"A08026197"	2009	40501
"A46035770"	2012	40510.54
"A82405788"	2017	40514
"A12017919"	2009	40538.43
"A41461856"	2015	40580.27
"A08397002"	2010	40581
"B83782169"	2017	40585.71
"B62059498"	2007	40673.54
"B15032485"	2010	40697.6
"A28362127"	2010	40706.79
"A08332363"	2014	40718.3
"A35091057"	2013	40761.39
"A17005968"	2017	40770.64
"A06003800"	2016	40928.09
"B08988149"	2015	40956.43
"A81487027"	2010	40971.92
"F10027423"	2009	40979.07
"A20029104"	2010	40997.91
"A57277709"	2011	41015.59
"A46066791"	2013	41030
"A28126274"	2008	41036.55
"A81408817"	2013	41052.39
"B91235622"	2012	41072.02
"A46336152"	2009	41081.34
"A28085686"	2017	41087.64
"B48472500"	2009	41087.94
"B62173604"	2017	41116
"A20031076"	2011	41129
"B48969885"	2013	41151.61
"A36632875"	2014	41188.08
"A12017919"	2014	41219.65
"A08192965"	2014	41253.06
"A45002219"	2008	41254.55
"A28451649"	2016	41266.8
"A82198847"	2008	41278.13
"A35004571"	2008	41308.34
"A08332363"	2012	41323.89
"A28077709"	2008	41339
"B28250090"	2017	41365.01
"A08026197"	2010	41367
"A61351540"	2009	41369
"A08766099"	2013	41396.58
"A15685324"	2010	41420.45
"B28757730"	2016	41454.96
"A10011641"	2009	41473.44
"A08192965"	2012	41510.63
"A81487027"	2013	41514.27
"A43035542"	2016	41518.27
"B60171162"	2014	41601
"A46111654"	2012	41601.95
"A61713301"	2010	41651
"A45015872"	2017	41698.59
"B81762684"	2014	41700.33
"A78320736"	2007	41831
"A81408817"	2015	41839.23
"A53283511"	2017	41875.76
"A41050113"	2009	41920.04
"A48547558"	2009	41954.38
"A33018425"	2007	41976.7
"A79939112"	2012	41987.76
"B83603746"	2012	42014.49
"A28451649"	2017	42128.49
"A83150060"	2014	42134
"B83588657"	2012	42135.21
"A38023925"	2015	42145.27
"A15007750"	2011	42157.73
"B28569127"	2007	42159.45
"A82307117"	2010	42176
"A12021556"	2007	42189.99
"A78320736"	2008	42200
"B27007897"	2013	42206.61
"A08489007"	2014	42219.76
"A28033702"	2012	42252
"B58875048"	2016	42253.73
"A33013202"	2012	42268
"B38005377"	2013	42286.48
"B28557064"	2009	42411.48
"A83048363"	2015	42468.96
"A28200384"	2009	42495.91
"B78459815"	2014	42499.02
"V82171133"	2015	42505.23
"A48002984"	2014	42533.58
"A08192965"	2013	42562.57
"A28487007"	2016	42585.81
"B37014388"	2009	42587.88
"A35091057"	2016	42596.55
"A12015673"	2017	42609.8
"A28125920"	2011	42613
"V82171133"	2012	42619.46
"F03842671"	2009	42620.61
"A12023693"	2016	42621.75
"A12512497"	2016	42621.98
"A08397002"	2017	42626.77
"A39000849"	2016	42629.36
"A15685324"	2014	42650.32
"A48002984"	2016	42685.95
"A50049519"	2007	42699.89
"A02003754"	2010	42724.23
"B31881055"	2013	42763
"A57277709"	2012	42768.45
"A36226645"	2012	42853.83
"A61713301"	2014	42858
"B81907776"	2016	42882.79
"A07061161"	2014	42911.62
"A17013657"	2017	42915.74
"A28404614"	2013	42936.34
"B59162701"	2010	42957.95
"A42000802"	2016	42978
"A32002644"	2017	42986.84
"A33117995"	2009	43009.73
"A08016255"	2007	43017.59
"A22013072"	2007	43041.22
"A11000288"	2015	43066.11
"B19001551"	2017	43074.45
"A28451649"	2015	43142.19
"B64055445"	2013	43154
"A81408817"	2014	43158.26
"A46003265"	2013	43158.66
"A62332580"	2016	43223.2
"F03842671"	2015	43250.83
"B57175283"	2015	43277.73
"B31881055"	2014	43290
"A20029104"	2011	43333.55
"A78092764"	2014	43335.75
"A46336152"	2014	43375.95
"F10027423"	2013	43392.56
"B62409065"	2014	43418.65
"A20038915"	2012	43430.74
"A39000849"	2017	43432.78
"A48025571"	2014	43433
"F10027423"	2010	43442.86
"A28456820"	2016	43450.88
"A12512497"	2015	43451.9
"A08397002"	2013	43460
"B28557064"	2010	43473.42
"A10011641"	2015	43487.12
"A47002878"	2011	43491
"A30005920"	2014	43518.65
"A08016255"	2009	43544
"A46003265"	2011	43548.07
"A38666897"	2015	43564
"G38004297"	2009	43590.07
"A15685324"	2012	43595.09
"B08988149"	2016	43597.85
"A46048815"	2011	43601.78
"A11000288"	2014	43606.44
"A48025571"	2008	43621
"A61351540"	2007	43640
"A28283794"	2015	43689.5
"A32002644"	2016	43719.56
"B31684020"	2015	43783.11
"B08100380"	2011	43786
"A28283067"	2012	43788.38
"B08265183"	2012	43807
"A79939112"	2011	43889.73
"A08439291"	2014	43939.79
"B58836321"	2015	44022
"B83045674"	2012	44061.14
"A46066791"	2014	44074
"A85125078"	2015	44075
"A96966049"	2015	44092
"B83045674"	2016	44094
"A41050113"	2012	44101.12
"B03002441"	2016	44109.06
"A80245129"	2008	44117.86
"B07883457"	2010	44148.46
"A46035770"	2015	44164.59
"B84372051"	2012	44245
"B03002441"	2014	44252.11
"B08100380"	2012	44255
"B78496759"	2014	44330
"B28250090"	2016	44334.77
"A08431090"	2009	44347
"A08507741"	2012	44389.91
"A58538414"	2009	44406
"B31684020"	2017	44473.31
"A29003951"	2016	44500.86
"B03002441"	2015	44507.08
"B08100380"	2013	44516
"A58538414"	2010	44570
"B82207275"	2008	44574
"A06017941"	2007	44608.42
"A09028184"	2011	44650.73
"F41114141"	2017	44670.93
"B09417932"	2017	44686.83
"B81009151"	2017	44705.52
"A85279107"	2017	44724.52
"A28404614"	2009	44800.11
"A28167443"	2017	44817
"A38232526"	2009	44887.35
"B78077724"	2011	44905
"A12023693"	2009	44927.95
"A28627446"	2008	44938.65
"A08016255"	2008	44944
"B83045674"	2011	44955.06
"A08014813"	2013	44960.51
"A29003951"	2011	44990.21
"B03002441"	2013	44992.12
"A20038915"	2010	45030.69
"A01013077"	2015	45044.61
"A38666897"	2011	45086.96
"A61713301"	2016	45115
"A25529074"	2015	45162.23
"A46111654"	2013	45178.48
"A28404614"	2008	45217.25
"A38666897"	2017	45316.68
"A08439291"	2015	45362.06
"A48547558"	2012	45407.13
"A82198847"	2013	45507.22
"A33013202"	2014	45509
"B35042092"	2009	45597
"B64455447"	2014	45633
"A96966049"	2014	45641
"A12023693"	2010	45681.84
"A04012258"	2011	45743.61
"B95087482"	2009	45755
"A45445210"	2008	45766
"A58538414"	2007	45771.69
"A82198847"	2017	45784.95
"A02003754"	2011	45801.24
"A28085686"	2015	45810.69
"A33018425"	2008	45826.1
"A08332363"	2013	45857.64
"A46105532"	2010	45857.82
"A48025845"	2010	45873.74
"A12023693"	2013	45874.62
"F10027423"	2014	45889.11
"B48948830"	2012	45889.15
"A46066791"	2015	45900
"B48969877"	2010	45905.57
"B46020541"	2014	45912.64
"A04012258"	2009	45913.07
"A38232526"	2010	45920.91
"B29006574"	2016	45932.37
"A35091057"	2015	45960.86
"B78077724"	2010	46011
"B78459815"	2015	46051.15
"A50066562"	2016	46115.99
"A43035542"	2012	46141.61
"A01007442"	2015	46190.05
"A28827335"	2007	46225.3
"A08397002"	2008	46236.6
"A28485571"	2008	46274.38
"B83603746"	2016	46298.02
"A60045903"	2013	46323
"A03681186"	2010	46331.5
"A78092764"	2013	46355.07
"A78879079"	2008	46363.75
"A35004571"	2011	46390
"A58538414"	2008	46431.4
"A28294718"	2008	46440
"A28627446"	2010	46472.52
"A08148991"	2014	46490.59
"A10011641"	2012	46492.88
"A12017919"	2010	46505.89
"A38015459"	2015	46509.24
"A02003754"	2012	46531.93
"A16009870"	2007	46544.7
"G38004297"	2012	46546.05
"A12023693"	2012	46548.63
"A46066791"	2017	46564
"A04006417"	2014	46567.39
"B81231516"	2013	46572.05
"B27015965"	2016	46612.25
"A12023693"	2008	46619.21
"A15007750"	2017	46632.59
"A38015459"	2016	46694.34
"B07883457"	2015	46745.21
"A01013077"	2013	46790.45
"B07883457"	2011	46863.75
"A28357093"	2013	46897.38
"A28077709"	2012	46899
"A29005782"	2007	46914.2
"A28627446"	2007	46932.18
"A96773940"	2012	46944
"B22004113"	2008	46945.86
"A41035742"	2013	46955.07
"A78092764"	2012	46977.87
"A28627446"	2009	46988.7
"G38004297"	2010	46997.14
"A12015673"	2014	47017.11
"A28283067"	2015	47019.43
"B63031660"	2017	47029
"A30603716"	2010	47042.96
"A28002640"	2008	47051.95
"A20031076"	2012	47074
"A12023693"	2011	47118.56
"A28404614"	2014	47128.16
"A46066791"	2016	47136
"A30033898"	2013	47148.63
"A46023255"	2013	47149.86
"A12023693"	2007	47150.46
"A08999088"	2017	47156.27
"B48969885"	2009	47210.4
"A82198847"	2012	47323.48
"A80316672"	2010	47328
"B03002441"	2017	47371.68
"A46048815"	2016	47409.27
"A60045903"	2012	47436
"A12017919"	2011	47460.08
"A47002878"	2014	47468
"A28190973"	2011	47558.9
"A46035770"	2011	47567.52
"G38004297"	2014	47614.82
"A46336152"	2013	47626.29
"A28292084"	2013	47665.59
"B07883457"	2009	47669.03
"A08397002"	2009	47685
"A08766099"	2014	47698.58
"B29006574"	2015	47741.91
"A33018425"	2012	47768.11
"B31684020"	2011	47778.36
"A40006371"	2014	47780.84
"B28569127"	2008	47798.67
"A28145498"	2012	47811.5
"A61351540"	2010	47860
"B82612904"	2017	47866.36
"A12015673"	2016	47869.29
"A50018837"	2012	47894.02
"A46336152"	2012	47904.9
"A82485335"	2012	47942.61
"A46023255"	2014	47947.43
"A28695021"	2017	47947.91
"A28695021"	2012	47951.91
"A28451649"	2014	47974.68
"A96966049"	2017	47992
"A28273241"	2013	48006.5
"A82198847"	2011	48030.5
"A83048363"	2016	48075.41
"A28407484"	2014	48093.68
"A35004571"	2009	48116
"A38027637"	2014	48119.47
"A28283794"	2013	48138.82
"A58538414"	2017	48151
"A12021556"	2015	48172.28
"A20029104"	2012	48193.14
"B35042092"	2010	48224
"A85125078"	2014	48266
"B83481002"	2012	48330.39
"A28146579"	2013	48358.71
"A08014813"	2014	48363.55
"A61351540"	2008	48374
"A32002644"	2014	48413.2
"B08100380"	2010	48447
"A14020713"	2012	48474.29
"B62725320"	2017	48476.21
"A48002984"	2015	48515.59
"A10011641"	2011	48517.11
"B27015965"	2015	48533.31
"A38015459"	2017	48558.25
"A83048363"	2017	48626.32
"B50031749"	2015	48661.02
"A41031303"	2015	48676
"B64055445"	2014	48680
"A04047700"	2014	48770.83
"A91291435"	2015	48825.77
"A41050113"	2013	48830.71
"G38004297"	2013	48877.73
"A46048815"	2017	48922.89
"A28695021"	2013	49042.98
"A28627446"	2014	49058.52
"B37012069"	2012	49072.72
"A48547558"	2013	49120.03
"A38232526"	2008	49125.94
"A08489007"	2016	49130.02
"B38005377"	2009	49139.04
"A46035770"	2013	49152.78
"A53283511"	2013	49196.39
"A20038915"	2009	49206.18
"A41461856"	2010	49207.81
"A33013202"	2013	49231
"A46035770"	2016	49256.31
"A45002219"	2009	49289.16
"V82171133"	2007	49289.18
"B27015965"	2012	49297.86
"F03842671"	2014	49305.82
"B31684020"	2016	49339.97
"A82335746"	2012	49370.55
"A08503005"	2007	49376
"B09417932"	2015	49402.04
"A10011641"	2010	49407.17
"B41008970"	2017	49432.39
"A28827335"	2010	49453.54
"A06003800"	2015	49516.34
"A46048815"	2010	49554.9
"A46111654"	2014	49595.46
"B84537315"	2013	49606.73
"A46045936"	2012	49636.88
"A28025435"	2011	49739.52
"A09028184"	2012	49749.63
"A41035742"	2012	49793.73
"G38004297"	2011	49861.8
"B28255016"	2017	49956.61
"A28190973"	2007	49992.11
"B29006574"	2017	49992.57
"A48037592"	2014	49998
"B61425682"	2017	50008.36
"B28376184"	2009	50076
"A48025571"	2007	50107.11
"A28451649"	2012	50122.69
"F03842671"	2013	50144.56
"A32002644"	2015	50172.34
"B82435371"	2011	50232
"B30009039"	2008	50248.2
"B62916077"	2014	50264
"A04012258"	2012	50264.8
"A48025845"	2011	50285.08
"A46045936"	2014	50294.88
"A12015673"	2015	50296.21
"A82335746"	2011	50310.49
"A28827335"	2008	50312.4
"A08016255"	2010	50327
"A46035770"	2014	50349.69
"A28627446"	2012	50471.55
"A38232526"	2007	50490.15
"A46070777"	2008	50525.25
"B58875048"	2017	50534.03
"A28077709"	2016	50585
"A13010004"	2014	50592.98
"A28491637"	2014	50664.53
"A08384190"	2016	50694.68
"A14020713"	2014	50717.88
"B01218932"	2013	50821
"A79201075"	2014	50852.97
"A28002640"	2017	50897.63
"A57277709"	2013	50966.41
"A01019702"	2014	50985.08
"B37014388"	2010	51033.23
"A08503005"	2009	51058
"B61428611"	2008	51076.63
"A28985992"	2010	51086.89
"A61713301"	2013	51167
"A12021556"	2010	51199.38
"A79049797"	2009	51239.15
"A23010705"	2013	51268.8
"A04047700"	2012	51332.72
"A38666897"	2014	51730
"A46003265"	2010	51840.12
"B37012069"	2013	51842.73
"A28627446"	2011	51847.08
"A33117995"	2011	51852.2
"A28396042"	2013	51866
"B83211318"	2012	51872
"A28220606"	2007	51896.42
"A81593808"	2016	51946.34
"A12021556"	2009	51967.86
"A81593808"	2015	51970.03
"A48037592"	2011	51977
"A15007750"	2012	52010.64
"B96683347"	2009	52011.97
"B78496759"	2012	52034.34
"A28407484"	2015	52092.58
"A28491637"	2013	52104.95
"A50049519"	2008	52209.66
"A28125920"	2010	52270
"F03842671"	2011	52295.51
"A38232526"	2015	52315.19
"A15016595"	2009	52366.13
"B31684020"	2012	52370.09
"F10027423"	2012	52398.85
"A48025845"	2007	52407.92
"A78389608"	2012	52489.78
"A48037592"	2008	52512
"B81762684"	2012	52544.75
"A28220606"	2008	52558
"B28255016"	2007	52567.74
"B78459815"	2013	52641.96
"B81762684"	2011	52703.78
"A81487027"	2012	52779.78
"B14008999"	2007	52780.03
"A48037592"	2010	52878
"B08100380"	2014	52879
"B83826230"	2017	52896
"A78389608"	2013	52913.31
"A81200511"	2015	52926.9
"A79049797"	2008	52954.38
"A13010004"	2013	53025.46
"A28422335"	2007	53034.97
"B29006574"	2009	53035.93
"A80245129"	2011	53058
"A79201075"	2013	53127.71
"A28033702"	2016	53139
"A04047700"	2011	53226.32
"A08105702"	2015	53254.07
"A28273241"	2015	53270.8
"A08503005"	2010	53282
"A08182206"	2013	53290.49
"A12011946"	2015	53369.32
"A28627446"	2013	53400.21
"A04202008"	2007	53416.4
"A31007743"	2007	53445.37
"B37012069"	2015	53468.81
"A28627446"	2015	53492.43
"A41035742"	2014	53520.52
"A28085686"	2007	53540.83
"A46035770"	2017	53544.06
"B37012069"	2014	53549.77
"B48969885"	2011	53562.97
"A28814135"	2014	53588.09
"A15010564"	2007	53595.68
"B78077724"	2009	53599
"B48714133"	2011	53612.14
"A96773940"	2011	53710.65
"A07061161"	2016	53770.73
"A28451649"	2013	53803.54
"A09028184"	2014	53858.08
"B91235622"	2016	53996.56
"A38666897"	2012	54000
"B81907776"	2017	54014.51
"A28190973"	2014	54026.82
"B08265183"	2014	54045
"A48037592"	2013	54112
"A28700383"	2012	54137.98
"B78459815"	2016	54219.43
"A83150060"	2013	54258
"A07427081"	2014	54277.85
"A36632875"	2013	54307.13
"A36632875"	2008	54341.34
"A38232526"	2014	54369.07
"A28283794"	2014	54382.43
"A04006417"	2015	54456.66
"B08265183"	2013	54529
"A28985992"	2009	54546.7
"B01218932"	2012	54591
"A08397002"	2012	54741
"A28827335"	2009	54752.85
"A28627446"	2017	54786.04
"A46003265"	2014	54816.1
"A28627446"	2016	54904.5
"F03842671"	2012	54952.01
"B84372051"	2013	55013
"A08503005"	2008	55050
"A28396042"	2010	55053
"B35007376"	2010	55128.86
"A10011641"	2017	55221.02
"A82335746"	2013	55351.51
"A04202008"	2017	55396.34
"A31138761"	2016	55398.86
"A46070777"	2009	55407.11
"A48547558"	2010	55429.68
"A08401184"	2014	55472.54
"A33117995"	2013	55472.88
"F03842671"	2010	55574.43
