nif	year	total_activo
"A46007548"	2014	47291.88
"A30017438"	2015	47320.43
"A15007750"	2009	47338.8
"A28491637"	2009	47374.85
"A78343977"	2015	47381.72
"A38013744"	2011	47412.15
"A07035934"	2016	47448.7
"A31138761"	2009	47458.48
"A28571750"	2016	47474.75
"A08257529"	2017	47479.36
"A43035542"	2011	47506.08
"A12323408"	2014	47515.83
"A50018837"	2008	47521.05
"A48062418"	2014	47534.96
"A35397884"	2011	47539.55
"A01013077"	2012	47544.8
"A42000901"	2011	47548.77
"B29014826"	2015	47557.21
"A28133023"	2012	47569.77
"A82683434"	2009	47587.46
"A28623379"	2013	47591.48
"B61729737"	2010	47595.4
"A46111654"	2011	47614.14
"A79939112"	2017	47623
"A25529074"	2013	47629.08
"A11000288"	2011	47640.23
"A30034441"	2015	47643.64
"A36632875"	2010	47646.49
"A03681186"	2008	47661.84
"A78092764"	2014	47679.41
"A07035934"	2017	47691.01
"B07029465"	2015	47691.07
"A08257529"	2009	47691.17
"B84309616"	2016	47712.11
"A08257529"	2012	47729.47
"B84227461"	2015	47736
"A08612061"	2012	47752.14
"A01019702"	2009	47763.48
"A48037592"	2016	47765
"A08620056"	2015	47792.09
"B61914883"	2010	47808.17
"A45015872"	2013	47841.74
"B28120012"	2013	47845.56
"A48031686"	2007	47873.22
"A07084940"	2010	47883.92
"A46036380"	2008	47903.89
"B36853935"	2016	47948.08
"A08291924"	2010	47969.59
"A08224545"	2017	48015.9
"A48062418"	2015	48016.94
"B38005377"	2010	48026.8
"B43110113"	2009	48026.96
"A45017241"	2016	48052.63
"A28259141"	2016	48055.04
"B23357700"	2014	48055.63
"A09028184"	2011	48069.53
"B17023995"	2016	48073
"A39000849"	2015	48093.16
"A12010948"	2012	48118.28
"B50067586"	2014	48123.6
"B38828687"	2017	48138.85
"B23357700"	2016	48155.16
"B45006616"	2013	48158.35
"A07016256"	2014	48160
"B73070914"	2013	48207.59
"A28133023"	2013	48226.32
"B08988149"	2015	48322.76
"A47010095"	2010	48327.85
"A28126274"	2011	48328.39
"A08358442"	2011	48336.28
"A38014114"	2007	48338.21
"A46003265"	2008	48339.95
"A30017438"	2010	48341.75
"A28049492"	2016	48352.42
"B27013713"	2014	48365.6
"A08513178"	2012	48379.21
"A06244131"	2010	48392.44
"A28485761"	2014	48394.9
"B82207275"	2008	48402
"A81487027"	2016	48424.55
"A28016947"	2017	48432.8
"A41080144"	2012	48452.51
"A08224545"	2012	48464.39
"A38027637"	2013	48471.29
"A12021390"	2013	48496.22
"A06003800"	2009	48518
"A08136806"	2008	48524
"A28117398"	2011	48551
"A08257529"	2010	48551.43
"A81408817"	2007	48572.15
"A30034441"	2016	48614.94
"A28357093"	2010	48616.62
"A48020200"	2014	48618.22
"A08620056"	2013	48643.26
"B36010098"	2008	48652.88
"B28354355"	2014	48660
"A79939112"	2016	48662
"A14018634"	2013	48662.67
"A11000288"	2017	48674.65
"B48714133"	2015	48717.96
"B35504059"	2012	48744
"A33026105"	2017	48749
"A01010164"	2017	48763.92
"A12524278"	2011	48764.53
"A08131153"	2009	48791
"A48062418"	2016	48792.7
"A14023139"	2008	48794.77
"A28167443"	2017	48796
"A33605072"	2017	48800.45
"A46066791"	2013	48803
"A28117398"	2012	48803.46
"A46035770"	2011	48804.85
"A28292084"	2012	48814.54
"A30017438"	2014	48841.93
"A12081790"	2013	48858.36
"B12541496"	2011	48862.07
"B18551226"	2014	48868.13
"A01010164"	2014	48874.3
"A12021390"	2014	48882.91
"A08257529"	2013	48890.65
"A35517671"	2013	48897.45
"A12018354"	2010	48930.16
"A08405490"	2016	48946.32
"A01007442"	2016	48976.46
"A46086773"	2016	48980
"B43361724"	2016	48990.96
"A48037592"	2017	49021
"A48057467"	2017	49034.87
"A08620056"	2014	49034.91
"A36226645"	2014	49044.17
"A28133023"	2011	49046.01
"A08276438"	2008	49063.47
"B82852831"	2008	49073.27
"B27321249"	2016	49091.92
"A38473724"	2010	49093.28
"A30021877"	2010	49115.98
"A46055992"	2013	49117.37
"A01061373"	2015	49124.11
"A45017241"	2012	49136.73
"A23010705"	2009	49138.18
"B17229675"	2016	49165.26
"A28075968"	2015	49165.73
"B03002441"	2010	49179.05
"A07084940"	2011	49182.38
"A73350399"	2015	49182.86
"B12019485"	2017	49251.59
"B92217975"	2016	49257.65
"A14023139"	2009	49275.31
"B23357700"	2011	49292.08
"B38005377"	2012	49303.41
"B12019485"	2016	49304.99
"A48057467"	2014	49306.11
"V82171133"	2007	49313.21
"A10011641"	2009	49331.14
"A28155240"	2007	49332.15
"A17023813"	2017	49332.34
"A78389608"	2011	49360.59
"A47010095"	2011	49388.54
"A12081790"	2015	49392.35
"A08136806"	2013	49401
"A07035934"	2015	49414.2
"B08988149"	2017	49419.6
"A07016025"	2016	49436.72
"A33055138"	2009	49439.3
"A28456820"	2007	49441.66
"B41031980"	2015	49477.72
"B29682135"	2013	49481.44
"A28283794"	2011	49489.93
"A81487027"	2015	49504.25
"A28117398"	2013	49559.48
"A11000288"	2016	49580.45
"B45006616"	2017	49589.01
"B41008970"	2007	49636.94
"A08128910"	2014	49637.2
"B38318572"	2014	49647.54
"A28126274"	2016	49653.36
"B36853935"	2010	49715.2
"A28695856"	2016	49731.62
"B23357700"	2017	49740.02
"A36602381"	2016	49754.42
"A26004960"	2015	49755
"B73070914"	2016	49755
"A36632875"	2012	49756.02
"B23357700"	2013	49764.73
"A57277709"	2011	49765.59
"A17023813"	2015	49769.61
"A46036380"	2007	49770.22
"B58875048"	2007	49771.18
"B38484796"	2015	49786.21
"A03057221"	2009	49829.07
"A82683434"	2016	49837.93
"A36632875"	2014	49855.06
"A28814135"	2010	49865.52
"A35397884"	2012	49870.13
"A13002134"	2014	49873.16
"A46035770"	2013	49874.04
"A13002134"	2015	49902.2
"A43020643"	2009	49921.35
"A01007442"	2014	49927.63
"A33026105"	2016	49970.42
"A07061161"	2014	50012.94
"A07427081"	2015	50013.52
"A28025435"	2017	50066
"A46055992"	2014	50071.74
"B36010098"	2011	50082.28
"A78389608"	2013	50105.97
"A46045936"	2015	50137.72
"A09021825"	2012	50142.13
"A08026197"	2016	50177
"B17229675"	2017	50180.39
"A02003754"	2011	50193.95
"B46071080"	2014	50236.54
"B47572367"	2016	50245.72
"B84822832"	2016	50253.65
"A33778739"	2009	50254
"A07052244"	2016	50267.66
"A17202375"	2012	50272
"A38014114"	2008	50278.32
"B35110410"	2012	50292.47
"A30021877"	2012	50319.39
"B29682135"	2017	50322.04
"A08148991"	2012	50323.87
"A08128910"	2017	50335.89
"A33026105"	2015	50337.54
"A08128910"	2016	50346.78
"A08182206"	2011	50351.42
"B07029465"	2016	50358.57
"B12019485"	2015	50368.37
"A28049492"	2017	50381.14
"B28557064"	2008	50395.65
"B31083199"	2015	50398.01
"A46035770"	2016	50409.53
"A28164374"	2014	50415.24
"A08148991"	2011	50458.6
"A46336152"	2013	50463.48
"A12029039"	2016	50464.34
"A28025435"	2007	50468.99
"A08012270"	2007	50477.89
"F14016729"	2007	50493.51
"A12524278"	2016	50497.86
"A01010164"	2013	50502.96
"B27013556"	2013	50513.43
"B28120012"	2014	50522.75
"B31083199"	2016	50528.29
"A46336152"	2012	50548.96
"B45006616"	2015	50554.77
"A28133023"	2010	50596.71
"A08274805"	2013	50604.59
"A28362127"	2007	50604.79
"A28117398"	2014	50606.92
"A78092764"	2013	50616.22
"A31449002"	2013	50616.63
"A28146579"	2010	50679.59
"A36226645"	2015	50697.29
"A30603716"	2007	50697.42
"B15032485"	2011	50698.16
"B82424276"	2014	50719.19
"B73070914"	2017	50746.77
"A12018354"	2009	50782.55
"B57551350"	2017	50830.75
"A38485827"	2008	50843.37
"A41035742"	2015	50849.76
"B41031980"	2013	50857.2
"B30558290"	2017	50876.07
"A33605072"	2016	50876.58
"A08014813"	2011	50877.59
"A12081790"	2014	50883.41
"A15016595"	2016	50918.66
"A08604316"	2011	50928.38
"A12018354"	2008	50966.89
"A28379816"	2014	50970.25
"A02003754"	2012	50972.21
"A12011672"	2007	50983.57
"B28227866"	2008	50993.76
"A14020713"	2007	51014.19
"B08988149"	2016	51032.45
"B36853935"	2011	51040.95
"A58415779"	2017	51044.4
"A12011672"	2015	51047.17
"A28117398"	2016	51049.77
"A35091057"	2014	51080.49
"A38485827"	2007	51106.7
"A28487007"	2016	51110.39
"A38473724"	2008	51158.9
"A08012270"	2008	51159
"A46052809"	2008	51162
"A04006417"	2009	51165.61
"A08136806"	2010	51166
"A78092764"	2012	51173.63
"A96646880"	2014	51174.25
"A46003265"	2009	51175.12
"B41031980"	2014	51182.3
"A78389608"	2010	51202.02
"B17023995"	2017	51213
"B61729737"	2017	51214.46
"A46035770"	2014	51216.55
"A23016157"	2010	51219.03
"B83393223"	2013	51219.46
"A43028588"	2015	51249.12
"B28250090"	2012	51257.27
"B17023995"	2014	51281.07
"A79049797"	2015	51291.43
"A07084940"	2012	51299.52
"B38828687"	2016	51340.79
"A26023606"	2012	51365.88
"A15016595"	2011	51370.35
"A08224545"	2016	51376.4
"A28155240"	2008	51379.04
"B17023995"	2015	51391
"A46023255"	2011	51401.35
"B92116979"	2017	51409.2
"A08291924"	2011	51424.37
"A12323408"	2013	51432.24
"A28352656"	2017	51459.86
"B11050176"	2012	51465.25
"B11050176"	2013	51517.93
"A28290799"	2010	51524.35
"A28695856"	2015	51530.59
"A08061590"	2014	51534.69
"A35091057"	2013	51595.9
"A01019702"	2016	51599.5
"A15685373"	2008	51605.12
"A01007442"	2009	51627.14
"A78879079"	2008	51726.24
"A46066791"	2014	51743.4
"B36007904"	2015	51776.16
"B38005377"	2014	51781.73
"A46077053"	2009	51812.18
"A46045936"	2013	51830.71
"A28404614"	2010	51832.91
"A79049797"	2013	51857.57
"A08431090"	2007	51860
"B27015965"	2008	51860.45
"A39000849"	2016	51864.1
"A79049797"	2014	51874.82
"A08106031"	2007	51909.64
"A47005095"	2015	51922.45
"A48037592"	2015	51924
"B08271694"	2011	51929.87
"A08224545"	2013	51933.95
"A46269155"	2012	51974.04
"A45445210"	2008	52024
"B73070914"	2012	52034.57
"B38828687"	2015	52056.83
"A08148991"	2010	52090.4
"B58875048"	2008	52101.9
"A28357093"	2016	52120.41
"B35504059"	2011	52133
"B82393778"	2011	52203.18
"B37014388"	2007	52231.88
"A08109365"	2007	52254.39
"A28404614"	2007	52256.17
"B62725320"	2015	52296.57
"A38645214"	2012	52304.5
"B27321249"	2015	52324.96
"B28617256"	2017	52334.2
"A26004960"	2014	52349
"B27013556"	2014	52355.89
"A30023204"	2017	52361.6
"A08405490"	2017	52369.71
"B84227461"	2017	52373
"A12003950"	2011	52398.42
"A45002219"	2008	52399.93
"B57208878"	2012	52408.89
"A28111342"	2014	52423.56
"B28120012"	2015	52452.23
"A78990603"	2007	52511.29
"A46077053"	2010	52518.26
"A28164374"	2015	52521.5
"B83481002"	2011	52535.03
"A28058725"	2007	52540.18
"B78496759"	2016	52594.68
"B12541496"	2012	52603.21
"A39000849"	2017	52642.7
"B23357700"	2012	52650.92
"B61729737"	2016	52662.79
"B46140885"	2008	52686.29
"A08148991"	2009	52700.89
"A28164374"	2017	52702.8
"A07035934"	2014	52707.63
"A36226645"	2011	52755.2
"B78496759"	2015	52766.56
"B36010098"	2012	52779.38
"A28485761"	2015	52791.48
"B38005377"	2013	52827.62
"A46086773"	2015	52862.8
"A08136806"	2012	52884
"A36632875"	2009	52893.5
"A43035542"	2015	52895.96
"A36226645"	2008	52897.37
"A46036380"	2013	52917.2
"A12015673"	2017	52984.11
"B38484796"	2014	52994.55
"A09021825"	2013	53006.09
"A07052244"	2017	53026.86
"A08182206"	2016	53052.25
"B48714133"	2016	53074.54
"A08026197"	2015	53124
"B43241769"	2012	53137.74
"A12011672"	2016	53146.18
"A33778739"	2008	53150.87
"A38485827"	2009	53213.04
"G38004297"	2009	53232.57
"A46077053"	2011	53241.56
"A07084940"	2013	53270.89
"A45017241"	2015	53291.9
"A28290799"	2011	53296.82
"B82393778"	2014	53320.75
"A33055138"	2007	53330.08
"A40006371"	2017	53351.01
"A26004960"	2013	53357
"A08012270"	2009	53358
"A28283067"	2007	53386.93
"A46066791"	2016	53396
"B83045674"	2014	53415.68
"A78521168"	2017	53420.35
"A08128910"	2015	53422.93
"A46269155"	2014	53435.91
"B36853935"	2012	53452.32
"A17023813"	2016	53514.05
"B03002441"	2011	53517.74
"B46151411"	2007	53524.01
"A33055138"	2010	53526.74
"A08192965"	2008	53558.69
"A28456820"	2008	53572.51
"B08373250"	2010	53574.28
"A28357093"	2012	53576.4
"A33117995"	2010	53578.98
"A07161821"	2007	53579.41
"A08031544"	2008	53657.6
"A12461802"	2011	53665.6
"B27321249"	2014	53669.87
"A46055992"	2015	53676.41
"B61425682"	2017	53682.75
"A21006507"	2007	53689.6
"A39012638"	2013	53706.62
"A41035742"	2011	53749.28
"A28293884"	2011	53785.71
"A46023255"	2012	53794.82
"A12017919"	2011	53800.74
"A46077053"	2017	53810.07
"A09028184"	2012	53824.02
"A28700383"	2011	53829.17
"B29682135"	2014	53848.11
"A28985992"	2007	53855.06
"B18551226"	2012	53867.73
"A38473724"	2009	53891.31
"A01061373"	2016	53930.4
"A28164374"	2016	53936.41
"B38828687"	2014	53950.73
"B84537315"	2013	53964.55
"A15016595"	2017	54001.1
"A28016947"	2015	54016.08
"A53283511"	2013	54019.46
"A06003800"	2013	54021.54
"B38927463"	2017	54052.11
"A31449002"	2011	54052.73
"B04348579"	2012	54058.33
"A38010997"	2016	54059.91
"A08136806"	2011	54104
"B46140885"	2013	54150.32
"A50018837"	2009	54150.37
"B11050176"	2014	54187.06
"B28193340"	2010	54190.67
"A53283511"	2017	54245.03
"A36226645"	2013	54261.19
"A28273241"	2008	54275
"A08224545"	2015	54277.23
"F10027423"	2009	54283.23
"B78496759"	2013	54298.02
"A46066791"	2017	54300
"A28259141"	2013	54307.79
"B18551226"	2013	54311.16
"B84309616"	2013	54325.27
"A50027929"	2013	54328.17
"A28451649"	2011	54331.46
"B60171162"	2009	54336.88
"A38348413"	2010	54339.9
"A12010948"	2015	54342.51
"B27013556"	2016	54345.74
"A17011297"	2017	54350
"B82393778"	2012	54353.15
"A06244131"	2012	54374.13
"B12541496"	2010	54377.99
"A46066791"	2015	54411
"A08513178"	2013	54411.37
"A08106031"	2010	54429
"A08106031"	2009	54444
"A08106031"	2008	54444.67
"C28863686"	2012	54489.5
"A08136806"	2009	54502
"B48841282"	2015	54535.76
"B45006616"	2014	54541.02
"A08106031"	2013	54548
"B38484796"	2012	54548.75
"A45017241"	2013	54550.41
"B46140885"	2016	54560.52
"B81335473"	2008	54575.37
"A58538414"	2007	54584.21
"A38348413"	2012	54588.13
"A15685373"	2007	54589.03
"A28623379"	2014	54611.93
"A33689530"	2013	54615.96
"A43020643"	2010	54618.09
"A08384190"	2011	54621.12
"A14020713"	2008	54654.89
"A08026197"	2017	54655
"A46269155"	2007	54661.27
"B46140885"	2015	54662.85
"B47009626"	2017	54675.52
"F10027423"	2011	54685.91
"A08106031"	2011	54700
"A46269155"	2008	54700.38
"B27015965"	2009	54709.25
"B27007897"	2013	54715.73
"B30009039"	2008	54723.68
"A08106031"	2012	54732
"A08148991"	2016	54734.21
"B83481002"	2014	54737.2
"B38484796"	2013	54741.44
"A28259141"	2017	54745.77
"A38010997"	2015	54752.1
"B57175283"	2014	54754.57
"A38010997"	2012	54758.57
"A35397884"	2013	54772.18
"A21006507"	2008	54773.27
"B27013713"	2015	54811.07
"A08439291"	2007	54812.77
"A46035770"	2017	54817.83
"B07029465"	2017	54821.41
"A22008106"	2014	54821.81
"A28164374"	2013	54833.1
"A47005095"	2013	54851.3
"A26004960"	2008	54884
"A28359073"	2014	54898
"A43035542"	2016	54899.32
"B15032485"	2010	54932.13
"A50066562"	2016	54932.41
"B96683347"	2009	54937.53
"A23016157"	2017	54950.21
"A79939112"	2012	54959.75
"A17202375"	2014	54967
"A46077053"	2016	54967.16
"A35610666"	2012	54969.29
"A33689530"	2016	55024.37
"A29003951"	2017	55035.53
"A08192965"	2007	55048.37
"A08224545"	2014	55068.95
"A08766099"	2017	55071.38
"A38024345"	2010	55081.74
"B83481002"	2015	55107
"A41017161"	2013	55107.9
"A08276438"	2009	55114.81
"A81487027"	2013	55122.16
"B15032485"	2013	55158.52
"B78496759"	2017	55162.64
"A28164374"	2012	55177.16
"A08078719"	2013	55191.54
"A28137255"	2014	55213.12
"A06003800"	2014	55235.28
"B46102364"	2017	55245.25
"A08031544"	2011	55253.69
"B62173604"	2012	55264
"A30034441"	2017	55323.87
"B28193340"	2011	55351.07
"A08332363"	2009	55354.66
"A08358442"	2015	55371.3
"A08136806"	2014	55383
"A78389608"	2012	55399.39
"A35091057"	2017	55454.05
"A06003800"	2010	55482.32
"A48002984"	2013	55496.96
"A36226645"	2010	55513.57
"B28376184"	2016	55514.53
"B47009626"	2016	55525.81
"A08489007"	2016	55531.63
"A28198356"	2007	55535.96
"A08026197"	2014	55562
"B82424276"	2013	55566.89
"A08766099"	2016	55596.53
"A04047700"	2009	55611.23
"B57175283"	2015	55646.78
"A33055138"	2011	55649.41
"A28456119"	2010	55651.94
"B28120012"	2016	55685.21
"C28863686"	2010	55686.12
"B28557064"	2009	55717.5
"B92217975"	2013	55724.7
"A33018425"	2010	55776.98
"A07052244"	2015	55785.8
"A82683434"	2010	55814.33
"B43110113"	2008	55828.96
"A08384638"	2008	55845.13
"B35110410"	2014	55854.12
"A12029039"	2017	55854.56
"B35504059"	2010	55878
"B61729737"	2015	55912
"A08109365"	2008	55913.78
"A28033702"	2012	55921
"A08012270"	2010	55923.18
"A28117398"	2015	55927.8
"B29682135"	2016	55968.8
"A08031544"	2009	56006.04
"A28283794"	2015	56030.55
"A28025435"	2009	56031.63
"A12015673"	2014	56039.59
"A12524278"	2015	56048.57
"B82393778"	2010	56069.85
"A12017919"	2010	56094.74
"A28283067"	2008	56125.43
"A36602381"	2017	56126.33
"A28023422"	2010	56140.47
"A14000533"	2014	56143.21
"A38485827"	2017	56143.94
"A38348413"	2011	56150.55
"A28025435"	2016	56151
"A28110971"	2007	56151.51
"A08766099"	2010	56173.8
"B46140885"	2014	56176.64
"A28025435"	2008	56193.34
"A15016595"	2013	56195.46
"A17013657"	2015	56197.55
"B38484796"	2010	56214.86
"B38005377"	2009	56258.16
"A08274805"	2014	56284.85
"A01019702"	2014	56291.07
"A30023238"	2015	56312.71
"A28485761"	2016	56336.01
"A33016403"	2013	56354.69
"A46048815"	2008	56386.41
"B09417932"	2017	56387.71
"A50027929"	2012	56424.39
"B84150994"	2016	56428
"B81231516"	2008	56447.06
"A21006507"	2016	56485.27
"A48031686"	2012	56492
"B48714133"	2012	56494.64
"A46077053"	2015	56522.58
"A30041719"	2017	56605.05
"B36853935"	2013	56624.18
"B84150994"	2015	56658
"A50027929"	2014	56673.34
"A33689530"	2014	56684.78
"B46140885"	2017	56693.8
"A48084909"	2010	56698.49
"A32002644"	2016	56717.73
"A28627446"	2008	56784.26
"B36010098"	2014	56805.37
"A28293884"	2012	56898.29
"B81231516"	2009	56907.28
"B28354355"	2016	56910.83
"A08031544"	2016	56934.16
"A08274805"	2015	56974.06
"A08031544"	2010	56974.15
"A30603716"	2008	56975.91
"B28227866"	2009	56979.93
"A29003951"	2010	56984.23
"A20029104"	2009	56985.38
"B64055445"	2014	56997
"A48025845"	2010	57066.43
"A46052809"	2009	57086
"A28695856"	2013	57090.66
"A06244131"	2011	57109.27
"A38010997"	2017	57136.31
"B46071080"	2015	57154.45
"B38484796"	2011	57160.73
"B38927463"	2015	57200.54
"A21006507"	2009	57215.95
"A58538414"	2008	57220.27
"B37014388"	2008	57223.48
"B83782169"	2012	57266.05
"A03681186"	2009	57295.93
"B08271694"	2012	57296.3
"A38023925"	2008	57304.81
"A46048815"	2007	57327.98
"A15012305"	2016	57369.02
"A12015673"	2016	57373.91
"A28126274"	2010	57377.52
"A35005743"	2015	57379.18
"A38348413"	2014	57399.5
"A58538414"	2009	57417
"A15007750"	2010	57440.29
"A33689530"	2015	57466.07
"A08014813"	2012	57473.58
"A08031544"	2017	57478.56
"A63796395"	2014	57481.33
"B12541496"	2009	57552.02
"A08384638"	2007	57562.07
"A28145498"	2013	57566.82
"A30023238"	2016	57578.66
"A08026197"	2013	57601
"B36853935"	2014	57613.68
"B36007904"	2012	57625.25
"A14020713"	2009	57632.93
"A15012305"	2014	57643.59
"B38927463"	2016	57650.92
"B46151411"	2008	57664.45
"A28290799"	2015	57664.75
"A38348413"	2015	57692.93
"B81762684"	2008	57710.08
"A23016157"	2016	57746.82
"F20025441"	2007	57751.22
"A21006507"	2017	57762.3
"A46086773"	2014	57773.17
"B82424276"	2012	57780.26
"A08148991"	2013	57812.63
"A36226645"	2012	57842.78
"B28120012"	2017	57868.43
"A26004960"	2011	57882
"B62385067"	2017	57882.34
"A08031544"	2015	57899.23
"B81762684"	2007	57926.39
"A28058725"	2008	57952
"A07161821"	2009	57959.11
"B83481002"	2013	57960.49
"B41591165"	2017	57974.84
"A50018837"	2010	57981.32
"A41031303"	2015	57988
"A08109365"	2009	57992.3
"A07084940"	2014	58017.72
"B82424276"	2015	58028.14
"A36632875"	2008	58028.44
"A48031686"	2011	58070
"A28451649"	2016	58077.6
"A21006507"	2011	58116.47
"A35091057"	2016	58118.5
"B35110410"	2013	58131.48
"A14020713"	2010	58150.15
"C28863686"	2013	58159.05
"B81335473"	2017	58166.82
"A01061373"	2017	58196.47
"A31069321"	2014	58227.11
"A28110971"	2009	58230.1
"B43241769"	2017	58238.97
"A21006507"	2015	58248.65
"A80959612"	2011	58264
"B27013556"	2015	58274.29
"A12017919"	2009	58292.26
"B28354355"	2015	58301.54
"B03002441"	2012	58309.47
"A28259141"	2015	58313.17
"B12541496"	2008	58334.46
"B60420692"	2007	58336.57
"A28290799"	2016	58340.29
"A12524278"	2012	58350.94
"B73070914"	2015	58360.24
"B82393778"	2009	58378.7
"B28757730"	2009	58427.3
"A08031544"	2007	58484.95
"B41008970"	2008	58487.07
"A63796395"	2017	58494.59
"A42000901"	2012	58505.03
"A80245129"	2009	58505.35
"A32002644"	2014	58509.21
"A26004960"	2012	58510
"A28025435"	2015	58512.22
"B83045674"	2013	58517.96
"A46077053"	2014	58519.86
"A28200384"	2007	58530.16
"A06244131"	2013	58544.12
"B35504059"	2008	58554
"B35504059"	2009	58615
"A46086773"	2011	58619.74
"A28695856"	2014	58630.14
"F20025441"	2008	58632
"A08274805"	2016	58673.88
"A46052809"	2010	58677
"B46140885"	2009	58722.42
"B83393223"	2010	58730.94
"B81231516"	2010	58733.33
"A38348413"	2013	58733.43
"A26004960"	2010	58738
"A28627446"	2007	58741.82
"A08012270"	2011	58746.63
"B61729737"	2011	58752.68
"A28623379"	2015	58810.8
"A28283794"	2013	58837.31
"A46104485"	2014	58933.95
"A28485761"	2017	58939.96
"B48472500"	2008	58941.47
"A82683434"	2017	58967.92
"A10011641"	2011	58985.57
"A32002644"	2017	59022.22
"A12015673"	2015	59037.02
"B96246350"	2014	59051.95
"A48002984"	2017	59053.82
"A08612061"	2013	59098.1
"A12011672"	2017	59131.48
"A85270965"	2016	59161.72
"A31071913"	2008	59191.54
"A31449002"	2015	59193.82
"A21006507"	2010	59259.64
"A15685324"	2010	59269.56
"A07161821"	2008	59275.98
"A28033702"	2017	59307.88
"B41008970"	2010	59345.89
"A82501545"	2008	59415.75
"B41031980"	2011	59417.57
"A12003950"	2012	59439.33
"A28290799"	2013	59443.34
"A28435931"	2009	59444.69
"A28627446"	2009	59455.27
"A28146579"	2011	59486.63
"B50031749"	2008	59505.91
"A33117995"	2017	59518.84
"A38485827"	2015	59520.53
"A81200511"	2015	59563.73
"A38027637"	2017	59601.45
"A35397884"	2014	59603.27
"A48031686"	2013	59604
"A31071913"	2007	59616.27
"A28016947"	2011	59627.94
"A46055992"	2016	59654.14
"A35091057"	2015	59663
"A79939112"	2015	59665
"A28025435"	2013	59700.27
"B14008999"	2007	59730.37
"A28404614"	2017	59744.43
"A01013077"	2013	59771.7
"A08012270"	2012	59809.41
"A11000288"	2012	59813.93
"A46077053"	2013	59827.59
"A28290799"	2017	59852.15
"A12461802"	2017	59857.16
"B43361724"	2014	59860.2
"B46140885"	2010	59870
"B43241769"	2013	59871.26
"B60420692"	2012	59930.09
"B28354355"	2013	59932.29
"A33689530"	2017	59946.08
"A28627446"	2010	59984.23
"B92217975"	2015	60014.32
"A12029039"	2015	60014.43
"A59119917"	2017	60029.93
"B30041115"	2012	60041.01
"A26004960"	2009	60042
"A38014114"	2009	60044.88
"A78990603"	2012	60057.76
"A78990603"	2011	60071.11
"F10027423"	2010	60108.25
"A10011641"	2010	60124.15
"B62850094"	2013	60160.66
"A48031686"	2010	60163.33
"A04202008"	2007	60181.54
"B28557064"	2011	60187.95
"B08265183"	2012	60216
"A28357093"	2013	60220.82
"B91372748"	2017	60224.96
"A78990603"	2015	60225.7
"A58538414"	2010	60246
"A46043154"	2015	60255.77
"A38485827"	2010	60311.53
"B46132387"	2015	60314.49
"B62385067"	2016	60323.42
"G38004297"	2010	60335.38
"A28923662"	2009	60344
"A38014114"	2017	60384.45
"A36226645"	2016	60410.92
"B41008970"	2009	60465.21
"B27013713"	2016	60472.59
"A28023422"	2009	60494
"B96246350"	2015	60499.9
"B27321249"	2013	60548.22
"A47002878"	2009	60551
"B60420692"	2008	60554.45
"A35005743"	2012	60597
"B08373250"	2011	60630.26
"A31449002"	2014	60644.62
"A15012305"	2015	60649.11
"B60171162"	2010	60666.41
"A08031544"	2012	60668.36
"A28023422"	2008	60674.98
"A78990603"	2013	60692.82
"F20025441"	2009	60697
"A15016595"	2012	60716.11
"A08507741"	2012	60744.94
"A08274987"	2009	60756.68
"A28695021"	2017	60769.43
"B78496759"	2012	60779.71
"A82485335"	2012	60824.48
"A46111654"	2012	60858.12
"A08182206"	2012	60931.07
"A82683434"	2013	60941.93
"A08384638"	2009	60948.71
"A08014813"	2016	60989.45
"A28126274"	2009	61005.35
"A33117995"	2016	61006.07
"B91372748"	2013	61086.02
"C28863686"	2014	61094.21
"B91372748"	2016	61139.05
"B31881055"	2016	61176.47
"B36007904"	2013	61176.82
"A08358442"	2013	61197.67
"B29682135"	2015	61238.43
"A33016403"	2014	61241.42
"A35005743"	2016	61282.9
"A82335746"	2008	61286.65
"B61914883"	2012	61291.13
"B28250090"	2013	61291.36
"A15016595"	2010	61312.76
"A47002878"	2008	61316
"B81009151"	2017	61325.13
"A60045903"	2007	61380
"A28695021"	2012	61388.68
"A28292084"	2016	61401.58
"A12011672"	2008	61410.32
"A81931214"	2015	61413.2
"A28155240"	2009	61420.71
"A41080144"	2011	61441.66
"A33013202"	2007	61525
"A41031303"	2016	61531
"A38024907"	2014	61539.92
"A28200384"	2008	61554.93
"A28451649"	2017	61563.05
"B27015965"	2010	61565.28
"A28025435"	2014	61613.39
"A46055992"	2017	61628.75
"A28259141"	2014	61645.87
"B46140885"	2012	61665.67
"A06003800"	2012	61668.09
"A08513178"	2016	61676.31
"A06003800"	2011	61726.23
"A28396042"	2007	61740
"B60420692"	2011	61768.22
"A17202375"	2013	61773
"A08358442"	2012	61773.34
"A28016947"	2012	61787.11
"A33117995"	2015	61793.43
"A28074078"	2010	61803.27
"A28126274"	2008	61808.74
"A82275306"	2011	61818
"A28110971"	2008	61862.2
"C28863686"	2011	61872.61
"B83588657"	2014	61876.34
"A81408817"	2008	61896.2
"A46077053"	2012	61897.72
"A07036569"	2013	61904.78
"B28557064"	2012	61926.67
"B31083199"	2017	61938.59
"A32002644"	2015	61939.36
"A48025845"	2011	61949.13
"B78459815"	2016	61956.95
"B61914883"	2011	61958.7
"A78990603"	2016	61967
"A28148898"	2017	61980
"A46269155"	2010	62032.07
