nif	year	deudores
"A23010200"	2013	11052.58
"A35028208"	2011	11053.13
"A12018354"	2009	11054.03
"A11355526"	2010	11055.31
"A08026197"	2014	11060
"A08630063"	2016	11060.26
"A28720795"	2013	11061.12
"A35499318"	2015	11061.31
"A78320736"	2010	11066
"B28361350"	2012	11066.25
"A48108484"	2009	11068.44
"A13002134"	2010	11072.82
"A31003304"	2012	11077.18
"A33016403"	2017	11077.22
"A28011872"	2010	11077.54
"B28270411"	2009	11082.48
"A73093734"	2015	11083.57
"A28117026"	2017	11084.38
"A08138042"	2013	11084.45
"B08642324"	2013	11085.97
"A28720795"	2011	11086.49
"A36643450"	2007	11087.75
"A12010948"	2007	11094.85
"A03066933"	2009	11095.22
"A08105256"	2011	11096.22
"A79049797"	2014	11099.93
"A28012359"	2010	11100.46
"B46069654"	2014	11102.43
"B33119983"	2010	11103.7
"A08200313"	2012	11106
"A39000450"	2016	11108
"A18431064"	2011	11110.17
"A23010705"	2007	11113.38
"B82435371"	2009	11113.54
"B46160842"	2011	11115.02
"A28642122"	2014	11116.99
"A04012258"	2016	11117.5
"A28202075"	2015	11118.48
"A59320143"	2008	11119.12
"B83071928"	2017	11119.22
"A08154650"	2016	11122.83
"A12018354"	2011	11123.22
"A29008174"	2012	11131.88
"A48020358"	2012	11133.47
"A08304933"	2013	11134.15
"B28118800"	2014	11135.2
"A08194284"	2008	11138.18
"B30041115"	2011	11140.51
"B28757730"	2015	11142.96
"A08132805"	2007	11143.03
"A48093538"	2014	11147
"B08359093"	2017	11147.14
"A38023925"	2014	11148.51
"A32006413"	2012	11150.82
"A28720795"	2012	11153.46
"A32006215"	2012	11158.92
"A30032130"	2013	11160.74
"A08606378"	2015	11164.63
"A46075206"	2008	11166.38
"A28494896"	2017	11167.08
"A36614691"	2013	11170.34
"A06419220"	2016	11171.13
"A42004598"	2011	11171.38
"A17020561"	2013	11171.86
"B36684157"	2009	11172.56
"A08604316"	2007	11175.1
"B48948830"	2014	11181.18
"A58393778"	2009	11182.05
"A30013791"	2013	11189.54
"A35005743"	2016	11189.62
"A80245129"	2009	11190.63
"A01061373"	2009	11199
"B82424276"	2014	11201.07
"B46020541"	2012	11203.43
"B03002441"	2012	11203.53
"A43702745"	2015	11205.22
"A28410850"	2011	11206.29
"A08560179"	2017	11208.74
"B17019373"	2016	11210.83
"A43621416"	2015	11212
"A48175699"	2009	11212.45
"A01013077"	2014	11212.79
"A41035742"	2010	11213.5
"A12323408"	2011	11215.91
"B82852831"	2008	11223.16
"A12018354"	2014	11233.37
"B30000574"	2013	11236.5
"A31007743"	2007	11240.59
"A29049509"	2013	11242.37
"A12329223"	2016	11244.89
"A30017438"	2014	11247.95
"A46269155"	2007	11248.79
"A35251727"	2011	11249.19
"B12004818"	2016	11250.22
"A33689530"	2008	11251.76
"B28118800"	2008	11255.06
"A28668127"	2013	11261.64
"B37012069"	2013	11263.21
"B46023677"	2015	11263.24
"A11209749"	2012	11263.35
"A28900975"	2013	11265.59
"B30032445"	2015	11266.27
"A17023813"	2008	11270.14
"B36853935"	2008	11278.38
"B80146517"	2008	11290
"A08194284"	2007	11291.11
"B46149555"	2017	11294
"A08238578"	2007	11297.9
"B84309616"	2015	11299.91
"A14022099"	2013	11299.95
"A35028208"	2012	11307.72
"A12095295"	2007	11312.03
"A08199168"	2007	11317.33
"A38023925"	2010	11318.71
"B92116979"	2017	11321.67
"A04325494"	2015	11322.67
"A28294718"	2015	11323
"B30034573"	2014	11324.58
"A32006413"	2010	11324.89
"A41050980"	2013	11326.55
"A50057322"	2012	11326.84
"A46036380"	2010	11327.28
"A38018404"	2017	11331.15
"A28333490"	2014	11332.03
"A29018207"	2013	11334.91
"A33126244"	2013	11337.41
"A47002878"	2007	11338.35
"B38004966"	2013	11340.33
"A53283511"	2011	11341.16
"A26023606"	2012	11342.21
"A58393778"	2012	11343
"A28518090"	2007	11344.63
"A28145191"	2014	11346.94
"A07026701"	2013	11347.72
"A38024907"	2010	11348.07
"A07061161"	2010	11350.91
"A46036380"	2009	11351.36
"A38010997"	2012	11351.54
"A33608563"	2008	11354.77
"B78077724"	2008	11357
"B30032445"	2013	11361.06
"A08361016"	2009	11362.68
"A38015459"	2007	11363.62
"A28187672"	2014	11364.46
"A08132805"	2010	11364.7
"A79290565"	2007	11365.13
"A28228690"	2011	11366.41
"B48969885"	2016	11369.57
"B30000574"	2012	11372.26
"A78393840"	2008	11373.53
"A28410850"	2010	11375.37
"A96569207"	2008	11377.11
"A08288490"	2010	11377.95
"A08606378"	2012	11384.3
"B46023677"	2014	11386.53
"A31076508"	2011	11386.8
"A08126492"	2008	11391.11
"A08361016"	2008	11393.11
"A17011297"	2008	11396.36
"B36010098"	2009	11397.5
"A09021833"	2014	11397.59
"A08564502"	2017	11403.48
"A08358442"	2007	11406.68
"A28400323"	2017	11408.91
"A08304933"	2015	11415.93
"A08031544"	2016	11418.25
"A20039426"	2012	11419
"A28184661"	2017	11424.85
"A35098482"	2012	11425.98
"A06008361"	2017	11426.78
"A28427516"	2013	11428.91
"B18012831"	2011	11429.08
"A28058758"	2013	11433.69
"A38023925"	2012	11435.93
"B12541496"	2011	11445.05
"B27008390"	2008	11445.81
"A38024907"	2017	11446.39
"A31038839"	2013	11447
"A03040854"	2013	11448.01
"A36602381"	2008	11449.41
"B12662722"	2017	11450.95
"A08489007"	2011	11453.51
"B08136905"	2011	11458.36
"A12010948"	2009	11460
"B60241437"	2013	11461.09
"B59737882"	2012	11461.42
"A32002644"	2011	11462.28
"A12017919"	2014	11465.66
"A08220014"	2016	11465.92
"A01013077"	2013	11475.97
"A59320143"	2010	11476.67
"B46069654"	2015	11476.96
"A08688095"	2015	11479.05
"A08620056"	2008	11486.44
"B28270411"	2017	11488.14
"A20806329"	2017	11488.29
"A08138042"	2014	11488.32
"B08284002"	2013	11488.53
"A07052244"	2012	11492.28
"A18431064"	2016	11492.95
"A39000849"	2008	11496.17
"A20039426"	2007	11497.41
"A28410850"	2015	11500.52
"A48057467"	2009	11503.12
"A35028208"	2007	11506.97
"A12021390"	2012	11509.9
"A28167443"	2016	11512
"B82424276"	2015	11512.33
"A01012103"	2012	11513.72
"B59737882"	2013	11524.54
"A28900975"	2012	11525.22
"A48084909"	2010	11526.89
"A09028184"	2014	11529.16
"B73456147"	2013	11531.24
"A28724219"	2013	11531.31
"A82275306"	2009	11532.03
"B10005932"	2016	11533.58
"B84309616"	2016	11535.01
"A41008640"	2014	11536
"A35098482"	2013	11538.03
"A08078719"	2015	11540.54
"A40006371"	2017	11541.18
"A15017163"	2016	11541.92
"A08657017"	2010	11542.57
"A48047377"	2013	11544.27
"A12021390"	2011	11549.16
"B62293113"	2014	11549.16
"A41035742"	2014	11550.97
"A08154650"	2014	11552.68
"B30365712"	2017	11553.52
"A03063583"	2010	11557.42
"A08132805"	2011	11557.92
"A33025719"	2013	11562.63
"A28137255"	2017	11567.18
"A28117398"	2016	11570.79
"A08334906"	2016	11572.43
"A08612103"	2013	11574.43
"A36621522"	2013	11575.1
"A31069321"	2012	11583.32
"A48080881"	2015	11583.61
"A28167443"	2017	11585
"A33778739"	2010	11586.48
"A36008886"	2007	11587.5
"A48020200"	2008	11591.03
"A01010164"	2007	11597.87
"A08520629"	2013	11598.19
"B31083199"	2014	11599.36
"B73070914"	2013	11601.42
"A80959612"	2013	11604
"F03842671"	2007	11605.24
"A07016991"	2015	11609.58
"A28842003"	2011	11614.57
"A08445983"	2013	11614.72
"A08016255"	2009	11615
"A08126492"	2009	11615.04
"A38030680"	2009	11615.31
"A07052244"	2014	11617.13
"A28025435"	2016	11619
"B48472500"	2008	11620.03
"A24020828"	2014	11621.18
"A35028208"	2008	11623.13
"A06008361"	2009	11625.5
"A28184661"	2011	11625.53
"A08576753"	2016	11625.84
"A35251727"	2015	11625.88
"A48547558"	2017	11627.83
"A08257529"	2014	11629.91
"A36643450"	2009	11632.86
"A26010413"	2009	11633.37
"A31069321"	2017	11634.12
"A32006413"	2013	11636.67
"A08288490"	2011	11643.08
"A28749976"	2014	11648.07
"B12004818"	2014	11649.04
"A38003844"	2013	11650.48
"A26010413"	2015	11651.05
"A28145191"	2016	11651.73
"A82843129"	2010	11652.42
"A33606534"	2015	11654.72
"A12018354"	2007	11658.38
"A12512497"	2017	11659.07
"B50067586"	2007	11659.82
"A21144498"	2015	11660.18
"A08331472"	2009	11660.77
"A08148991"	2007	11664.41
"A35005743"	2017	11666.46
"A08117806"	2012	11666.89
"A38024345"	2014	11672.41
"B50001874"	2014	11681.17
"A30418255"	2008	11681.23
"A12019295"	2016	11682.88
"A08851321"	2014	11683.23
"A11209749"	2011	11684.64
"A08224107"	2013	11690.35
"A31038839"	2017	11691.94
"A38023925"	2013	11693.64
"B28617256"	2008	11698.24
"A08291924"	2009	11699.88
"A46078556"	2008	11699.99
"A12081790"	2012	11704.32
"A08117806"	2011	11712.09
"A08199168"	2008	11715.46
"A20039426"	2008	11719
"A81931214"	2010	11719.58
"A22013072"	2009	11721
"A03017308"	2015	11721.39
"A08612061"	2010	11723.46
"A48108484"	2015	11729
"A14000533"	2009	11732.08
"A46078556"	2009	11733.12
"A28375467"	2007	11736.34
"A30005920"	2016	11736.66
"A59320143"	2015	11740.03
"A28749976"	2016	11740.95
"A58349929"	2016	11740.97
"A08952012"	2013	11743.51
"A08250425"	2007	11744.63
"A33608563"	2013	11748.82
"B80146517"	2007	11754
"A50043298"	2007	11754.24
"B46160842"	2012	11759.63
"A08551590"	2014	11760.62
"A12095295"	2008	11760.79
"B36684157"	2008	11761.35
"B82175001"	2012	11764.03
"B82207275"	2007	11769
"A41762386"	2013	11770.11
"A32006413"	2014	11773.31
"A08078719"	2017	11773.36
"B46164463"	2015	11781.99
"A01012103"	2011	11782.42
"A33615980"	2012	11785.19
"A26010413"	2016	11787.08
"A35115856"	2013	11789.52
"B61395497"	2014	11792.44
"A28410850"	2013	11793.42
"A28712479"	2011	11799.99
"A08105256"	2015	11803.44
"B30032445"	2016	11804.7
"A12323408"	2012	11805.85
"A79049797"	2013	11807.36
"A30418255"	2016	11808.49
"A09028184"	2013	11809.01
"A35028208"	2009	11811.19
"A08304933"	2007	11817.45
"A08291924"	2010	11825.54
"A28012359"	2013	11826.48
"A82494931"	2014	11826.98
"B08194359"	2008	11831
"A08026197"	2016	11833
"A28456119"	2008	11833.9
"B12662722"	2015	11835.53
"A03063583"	2009	11836.38
"A30017438"	2010	11841.52
"A36011385"	2012	11842.49
"B08136905"	2017	11848.74
"B96990015"	2014	11850
"A12081790"	2015	11850.18
"A59320143"	2016	11854.01
"A36011385"	2011	11856.93
"B36010098"	2008	11857.62
"A28720795"	2014	11858.29
"A73093734"	2013	11861.14
"A10011641"	2008	11861.87
"A48047377"	2011	11861.95
"B43004852"	2014	11862.42
"B82207275"	2011	11865
"B36853935"	2010	11867.75
"A15009665"	2007	11867.9
"A08250425"	2008	11867.98
"A08513178"	2008	11868.57
"B28250090"	2008	11871.9
"A35028208"	2014	11876.03
"A20037933"	2012	11883.79
"A28399434"	2014	11884.28
"B32001687"	2014	11887.62
"A48093868"	2012	11888.24
"A08513749"	2012	11892.26
"A33008921"	2011	11895.37
"A08507741"	2007	11896.87
"B15015274"	2017	11897.15
"A28198661"	2015	11898
"A17000993"	2010	11899.72
"B08013963"	2012	11899.85
"B27008390"	2007	11908.53
"A32006215"	2015	11909.22
"B28255016"	2007	11909.69
"A28842003"	2012	11913.86
"A28306868"	2009	11919.79
"A28228690"	2012	11922.22
"A12010948"	2008	11928
"A28228690"	2014	11930.83
"A28266989"	2017	11931
"A50068923"	2017	11932.33
"A42004598"	2010	11933.81
"A29008174"	2010	11935.16
"A03040854"	2017	11940.73
"B30041115"	2012	11946.98
"A23010705"	2008	11948.74
"A48108484"	2016	11949
"B59737882"	2014	11953.04
"A50068923"	2016	11954.13
"A08520629"	2015	11957.27
"A48084909"	2014	11961.42
"A07061161"	2009	11961.69
"A12019295"	2012	11963.24
"A43621416"	2014	11964.3
"A31072325"	2013	11965.82
"A06388052"	2011	11967.54
"A60016037"	2014	11972.77
"A29507456"	2013	11975.37
"A47005095"	2015	11976.33
"A48108484"	2012	11978.41
"A12011672"	2010	11980.58
"A31072325"	2017	11989.99
"A28013894"	2014	11991.24
"B28127447"	2013	11999.08
"B33602707"	2014	12004.51
"A28638542"	2013	12006.43
"A28198356"	2008	12009.86
"A28202075"	2009	12015.53
"A46035770"	2014	12020.82
"A48108484"	2008	12025.4
"A14022099"	2016	12029.14
"A31071913"	2007	12035.11
"A81957367"	2017	12035.5
"A33025719"	2014	12039.13
"A32006413"	2008	12039.21
"A15012305"	2015	12039.68
"A15000391"	2017	12044.2
"A08657017"	2012	12047.07
"A33608563"	2009	12047.41
"A08220014"	2012	12048.74
"A28842003"	2009	12048.82
"A50043298"	2016	12049.95
"B83782169"	2012	12054.16
"A46007548"	2008	12054.9
"A28712479"	2014	12055.22
"A59119917"	2014	12058.68
"A28449569"	2008	12060.11
"A29008174"	2013	12061.55
"A41050980"	2016	12066.69
"A08612103"	2012	12073.43
"A41017161"	2014	12073.49
"B27007897"	2007	12076.73
"A08105256"	2012	12076.86
"B09417932"	2014	12076.95
"A47002878"	2017	12077
"A28002640"	2010	12081.44
"A46068862"	2017	12086.73
"A46035770"	2016	12088.17
"B27007897"	2014	12092.42
"B03010634"	2013	12092.58
"A46111654"	2015	12093.2
"A28400323"	2014	12093.25
"B84309616"	2014	12105.46
"A28058758"	2012	12106.07
"B28270411"	2010	12108.31
"A39030200"	2014	12110.62
"A08304933"	2012	12110.9
"A36611903"	2011	12110.91
"B28249431"	2014	12113.73
"A32002644"	2009	12113.8
"A28030062"	2015	12113.88
"A08612103"	2016	12117.18
"A11209749"	2013	12117.3
"A28259141"	2010	12122.46
"B92116979"	2014	12125.53
"A14000533"	2011	12126.23
"A35115856"	2015	12128.54
"A46075206"	2010	12129.1
"F43393065"	2011	12132.41
"A46160701"	2015	12134.24
"A28337129"	2015	12134.28
"A08361016"	2014	12137.69
"A48175699"	2011	12138.03
"A41017161"	2017	12147.21
"B62725320"	2011	12148.06
"A36006021"	2015	12148.66
"A28693166"	2014	12151.36
"A12329223"	2015	12156.73
"A48062418"	2007	12156.77
"A38003844"	2014	12156.92
"A82275306"	2010	12158.6
"A30013791"	2014	12161.84
"A48114318"	2010	12165.92
"A26010413"	2017	12166.31
"A06244131"	2011	12171.36
"A15020795"	2014	12184.3
"B60031150"	2017	12184.86
"A08606378"	2016	12186.79
"A28283794"	2008	12190
"A28524726"	2014	12190.72
"A08361016"	2007	12196.68
"A12003950"	2012	12197.2
"A81957367"	2015	12197.73
"A08520629"	2014	12199.06
"A12021390"	2014	12202.3
"A29008174"	2011	12205.07
"B41008970"	2011	12205.72
"A28167443"	2015	12210
"A28842003"	2010	12213.81
"A53283511"	2009	12214.02
"B12003554"	2011	12214.42
"B30032445"	2017	12216.61
"B12004818"	2015	12219.68
"A31072325"	2016	12220.98
"A22013072"	2012	12221
"A36226645"	2015	12225.73
"A08659617"	2014	12230.44
"B46160842"	2015	12235.47
"B47572367"	2016	12236.09
"A28638542"	2009	12236.86
"B27007897"	2012	12237.62
"A53288478"	2013	12241.29
"A08224107"	2014	12243.34
"A62332580"	2014	12250.07
"A36121176"	2013	12253.72
"A28667244"	2014	12256.48
"A38018404"	2012	12259.48
"A08221582"	2013	12259.53
"A08331472"	2014	12262.28
"A22008106"	2015	12267.07
"A48062418"	2016	12268.7
"A46019063"	2013	12271.39
"F50561091"	2014	12273.75
"A82198847"	2017	12273.91
"A41002544"	2016	12276.47
"A48057467"	2010	12276.97
"A47002878"	2016	12283
"B59886531"	2012	12285
"A28013894"	2011	12286.16
"A28435931"	2008	12289.26
"A06003800"	2015	12290.82
"A46019063"	2012	12297.62
"A46336152"	2011	12301.67
"B46140885"	2013	12302.92
"A41080144"	2011	12304.66
"A20574380"	2008	12311.59
"A33036880"	2016	12311.82
"A03066933"	2010	12313.45
"B36008555"	2014	12313.77
"A11355526"	2015	12314.83
"A08576753"	2011	12316.45
"A30418255"	2012	12320.71
"A46151973"	2012	12324.37
"A28667244"	2017	12326.66
"A08220014"	2017	12329.65
"A08520629"	2016	12334.86
"A43029339"	2008	12339.39
"A82275306"	2008	12341.61
"A08154650"	2017	12344.86
"A41212572"	2012	12346.95
"A06014930"	2010	12347.04
"B50475839"	2012	12351.47
"B83603746"	2013	12355.65
"A17055153"	2007	12359.46
"B60171162"	2016	12363
"A28145498"	2009	12364.24
"A12021390"	2013	12366.79
"B46132387"	2010	12368.7
"A28167443"	2014	12369.23
"A28842003"	2013	12379.16
"A13002134"	2011	12380.17
"A24022196"	2012	12381.85
"A47438262"	2011	12382.13
"B30000574"	2014	12386.71
"B36010098"	2011	12387.52
"B36010098"	2010	12391.26
"A79939112"	2015	12395
"A26004093"	2012	12395.5
"A28266989"	2009	12395.68
"A28283794"	2007	12400
"A08288490"	2013	12401.05
"B60653466"	2010	12402.79
"A12011672"	2013	12403.26
"B36853935"	2009	12409.91
"A33778739"	2013	12415.11
"A29507456"	2015	12415.18
"A08154650"	2015	12416.26
"A46336152"	2009	12423.8
"A11355526"	2012	12424.84
"A30418255"	2010	12426.71
"A07013055"	2015	12427.5
"A28025435"	2015	12427.66
"V41812744"	2014	12428.19
"A58061383"	2009	12430.51
"A41002544"	2012	12430.92
"A28146579"	2014	12434.14
"A78521168"	2015	12436.01
"A12017919"	2007	12440.03
"A30418255"	2013	12441.66
"A32006413"	2007	12445.37
"A43621416"	2017	12446
"B28059012"	2016	12448.77
"A43035542"	2008	12450.93
"A29049509"	2014	12455.52
"A35499318"	2016	12458.29
"A46035770"	2017	12467.21
"A29003951"	2010	12469.03
"B12541496"	2010	12469.12
"B36010098"	2014	12470.84
"A39022124"	2012	12474.95
"A07036569"	2012	12478.6
"A50057322"	2015	12480.9
"A29035896"	2011	12481.77
"F04030672"	2009	12481.81
"A28184661"	2013	12483.09
"A28396042"	2015	12487
"A58346305"	2009	12490.82
"A46131520"	2014	12491.17
"A60045903"	2010	12494
"A22001721"	2017	12498.29
"B15015274"	2016	12501.9
"A31076508"	2009	12502.8
"A08384638"	2015	12504
"A12011672"	2014	12504.97
"A33689530"	2009	12507
"B28118800"	2007	12507.87
"A28375467"	2011	12509.23
"A84434224"	2014	12512
"B03010634"	2014	12518.27
"A15016595"	2011	12522.74
"B46140885"	2007	12524.28
"A38024345"	2010	12532.97
"A48062418"	2009	12541.38
"A28900975"	2010	12543.55
"A08238578"	2008	12544.74
"A46160701"	2010	12550.24
"A28259141"	2011	12557.36
"A08612103"	2015	12558.28
"A08361016"	2012	12561.26
"B74148388"	2014	12567.57
"A41035742"	2013	12567.73
"B03158532"	2012	12568.7
"A28505402"	2015	12569.76
"A28724219"	2014	12572.68
"B28270411"	2015	12574.78
"B48969885"	2013	12575.1
"A36006021"	2016	12583.99
"A59320143"	2014	12584.23
"A08126492"	2007	12584.43
"A50027929"	2014	12587.42
"A07084940"	2009	12591.84
"A36614691"	2015	12594.81
"A10011641"	2013	12597.02
"A59119917"	2012	12602
"A15000391"	2012	12608.24
"B28059012"	2015	12612.7
"A39012638"	2010	12615
"A38024345"	2008	12617.7
"A18291476"	2016	12617.84
"A59320143"	2011	12624.29
"A38030680"	2012	12627.12
"A28294718"	2016	12632
"A08576753"	2015	12634.8
"A08576753"	2010	12635.18
"A36621522"	2016	12636.38
"A08199168"	2009	12638.67
"A81957367"	2014	12639.78
"A82275306"	2014	12646
"A08361016"	2016	12652.31
"A46035770"	2013	12653.98
"A78320736"	2007	12656
"A82307117"	2008	12657
"A28313351"	2017	12657.2
"A78400603"	2009	12657.27
"A08031544"	2017	12657.63
"A46019063"	2009	12658.9
"A28184661"	2012	12665.92
"A08304933"	2014	12667.67
"A28667244"	2016	12669.88
"A46160701"	2017	12672.99
"A01013077"	2011	12678.98
"A50005156"	2014	12680.84
"A33608563"	2017	12682.27
"A28337129"	2016	12686.49
"B96199807"	2011	12690.43
"A28193209"	2015	12700.8
"A17000993"	2009	12701.02
"A33016403"	2016	12703.88
"B30034573"	2013	12706.24
"A48020358"	2015	12711.25
"B38004966"	2014	12712.63
"A28013894"	2013	12714.92
"A28137255"	2007	12718.8
"A28399434"	2013	12720.49
"A08224081"	2017	12724.76
"A12512497"	2012	12724.88
"A41010521"	2013	12724.9
"A50057322"	2009	12729.58
"A06014930"	2017	12732.63
"A38473724"	2009	12734.93
"A28202075"	2014	12737.17
"B50475839"	2014	12737.27
"A06003800"	2017	12739.54
"A26004093"	2011	12740.49
"A03033164"	2016	12740.88
"A12081790"	2013	12742.95
"B73456147"	2015	12745.98
"B45006616"	2012	12747.56
"B12003554"	2014	12747.67
"B12003554"	2012	12748.81
"A36014595"	2013	12749.12
"A50027929"	2013	12749.78
"B46071080"	2012	12754.92
"B38028692"	2013	12757.47
"A33778739"	2007	12759.15
"B27008390"	2009	12759.23
"B17228081"	2012	12760.14
"A28487601"	2014	12764.29
"A07061161"	2011	12769.25
"A46019063"	2007	12769.7
"A23016157"	2011	12772.37
"B27007897"	2011	12776.25
"B11469491"	2015	12781.55
"A45015872"	2013	12785.18
"A08612103"	2014	12785.63
"A11355526"	2016	12786.36
"A46077053"	2015	12786.64
"B73456147"	2016	12789.53
"A59320143"	2017	12792.12
"A29008174"	2017	12792.81
"B62173604"	2013	12793
"A35028208"	2010	12795.49
"A35005743"	2015	12802.16
"A12461802"	2015	12808.53
"A12011672"	2007	12809.92
"B03158532"	2014	12813.41
"B31009715"	2014	12814.26
"B74148388"	2015	12816.97
"A33605072"	2008	12821.49
"B03158532"	2013	12824.6
"A36602381"	2017	12825.83
"B82435371"	2012	12835
"A03063583"	2011	12836.07
"A46075206"	2011	12840.6
"A20029104"	2007	12842
"A39000450"	2015	12845
"A50066562"	2009	12847.89
"A08612103"	2017	12852.42
"A32002644"	2008	12853.7
"A28724219"	2012	12862.2
"A28030062"	2017	12870.14
"A33689530"	2010	12879.33
"B36007904"	2016	12881.57
"A08657017"	2011	12881.7
"A35028208"	2013	12881.96
"A35251727"	2012	12882.65
"A38024907"	2016	12886.85
"A41031303"	2016	12887
"A03066933"	2011	12888.28
"A30029862"	2012	12889.09
"A26004093"	2015	12889.91
"A08334906"	2015	12893.12
"A07036569"	2015	12893.14
"B36853935"	2014	12893.38
"A17202375"	2010	12895
"A31069321"	2016	12900.82
"B17019373"	2015	12906.91
"B01218932"	2014	12907.8
"A46336152"	2010	12915.39
"A46019063"	2011	12916.78
"B63100150"	2013	12916.98
"B35007376"	2007	12917.06
"B12002457"	2010	12917.68
"A31038839"	2009	12918
"B23289580"	2017	12918.83
"A35251727"	2013	12919.48
"A41010521"	2015	12925.71
"A46126686"	2010	12928.5
"B84348622"	2013	12929.87
"B48969885"	2010	12932.63
"B46069654"	2017	12935.23
"A46077053"	2016	12938.21
"A48020200"	2011	12950.67
"A50043298"	2015	12952.45
"A46160701"	2014	12952.76
"A48093868"	2013	12956.31
"A28049492"	2015	12960.77
"A39000849"	2009	12969.65
"A20031126"	2017	12970.95
"A28273043"	2011	12971.3
"B31744709"	2012	12977
"A21102157"	2012	12977.78
"A33016403"	2012	12991.53
"A07052244"	2011	12992.77
"A28292084"	2014	12993.68
"A28025435"	2014	12999.48
"B12003554"	2013	12999.84
"A08906208"	2010	13001.22
"A28058758"	2014	13001.93
"A18291476"	2017	13005.22
"A17055153"	2008	13006.55
"A50057322"	2016	13007.98
"A28494896"	2012	13010.84
"A08154650"	2013	13012.13
"A07905573"	2008	13013.7
"A28266989"	2007	13014.52
"A07016256"	2009	13015
"B83393223"	2013	13017.07
"A46052809"	2009	13018
"A48020200"	2009	13019.11
"A08507741"	2008	13020.28
"A46075206"	2009	13022.08
"A28749976"	2017	13031.98
"A15017163"	2012	13032.11
"A50005156"	2013	13035.27
"A81487027"	2008	13044.69
"A14000533"	2010	13048.24
"B03002441"	2016	13049.23
"A38030680"	2015	13053.32
"A28184661"	2014	13054.69
"A04012258"	2008	13054.85
"B36853935"	2013	13055.39
"A30418255"	2009	13057.5
"A48093868"	2009	13058.57
"A08576753"	2009	13063.68
"B31744709"	2009	13068.09
"A12018354"	2008	13073.13
"A33778739"	2015	13073.29
"A28441269"	2015	13079.97
"A46068862"	2010	13084.43
"A08105256"	2013	13084.62
"B11050176"	2009	13088.1
"B29682135"	2011	13089.25
"B80470628"	2012	13093.51
"B28270411"	2014	13094.95
"A46003265"	2008	13099.17
"A01012103"	2015	13099.48
"A08005761"	2007	13100.52
"A03066933"	2012	13102.43
"A29005782"	2014	13120.69
"A41010521"	2016	13120.98
"A28012656"	2017	13122.63
"B48969885"	2015	13126.44
"A33008921"	2013	13131.29
"A28266989"	2008	13131.89
"A32226037"	2014	13133.41
"A28049492"	2016	13134.28
"A96945530"	2013	13137.88
"B11469491"	2014	13140.1
"A30418255"	2014	13144.89
"A08288490"	2014	13153.04
"A28190973"	2011	13156.54
"B99029365"	2012	13160.15
"A59119917"	2015	13160.58
"A08606378"	2011	13165.53
"A50005156"	2012	13169.59
"A08274987"	2015	13171.46
"A26297663"	2014	13176.35
"B50067586"	2008	13177.04
"A39022124"	2015	13177.12
"A07161821"	2013	13177.14
"B95388450"	2015	13183.79
"B83782169"	2017	13188.36
"A26297663"	2013	13189.61
"B24013799"	2012	13190.18
"A81408817"	2011	13191.6
"A28449569"	2009	13197.25
"A46019063"	2008	13200.14
"A46019063"	2010	13203.63
"B36010098"	2012	13207.65
"A12323408"	2013	13213.21
"A01012830"	2008	13216.57
"B59162701"	2017	13216.81
"A61401857"	2017	13217.35
"F43393065"	2013	13218.15
"B63100150"	2014	13218.72
"A28475770"	2012	13223.83
"A28013894"	2012	13224.52
"A31003304"	2015	13227.66
"A43028588"	2013	13228.38
"A48114318"	2011	13228.58
"A08606378"	2017	13235.05
"A28505402"	2014	13235.55
"A08288490"	2012	13236.35
"A12323408"	2014	13240.34
"B32362410"	2015	13247.07
"A81487027"	2012	13248.96
"B48969885"	2017	13250.96
"A20039426"	2014	13253
"A08154650"	2012	13254.91
"A08224081"	2015	13256.66
"A59320143"	2012	13257.72
"V82171133"	2014	13264.29
"B47572367"	2015	13275.2
"A08031544"	2015	13275.39
"A28842003"	2007	13280.54
"B08243693"	2010	13284
"A81824047"	2015	13285.63
"A78320736"	2017	13287
"B61967774"	2014	13287.03
"A28266989"	2016	13289
"A11355526"	2014	13289.22
"B22003099"	2017	13289.74
"A78320736"	2008	13290
"A24022196"	2011	13292.87
"B58875048"	2013	13293.86
"A47005095"	2016	13295.25
"A28143782"	2013	13301.52
"A28202075"	2010	13302.32
"A38027637"	2011	13304.91
"A21391917"	2012	13305.95
"A30034441"	2011	13307.69
"A36621522"	2015	13308.75
"A28143782"	2015	13308.81
"A12095295"	2009	13312.09
"A28198356"	2016	13315.95
"A81957367"	2016	13316.07
"A12010948"	2015	13316.51
"A38666897"	2009	13321.87
"A21102157"	2010	13323.55
"A15020480"	2007	13330.1
"A45015872"	2015	13336.46
"A31003304"	2013	13343.93
"B41008970"	2012	13350.8
"B30020226"	2011	13353.62
"A28668127"	2014	13354.33
"A28712479"	2009	13363.87
"A53288478"	2015	13365.87
"A45015872"	2014	13371.86
"A14020713"	2016	13375.72
"A28012359"	2017	13376.24
"A12512497"	2016	13377.43
"A28016947"	2011	13379.08
"A33605072"	2007	13381.5
"A08136806"	2010	13382
"A12524278"	2011	13383.04
"A59320143"	2013	13386.93
"A01010164"	2009	13387.43
"A96945530"	2009	13388.45
"A46068862"	2015	13388.79
"A07044530"	2014	13389.56
"A48020358"	2017	13399.58
"B82175001"	2011	13406.02
"A28137255"	2011	13413.19
"A82275306"	2015	13418
"A07013055"	2011	13428.71
"A46099776"	2013	13429.33
"A01061373"	2008	13429.43
"A08132656"	2008	13430.2
