nif	year	bai
"A46055992"	2017	3662.394
"A20056248"	2015	3665.736
"A78400603"	2010	3666.057
"A96569207"	2010	3666.138
"A33606534"	2014	3666.694
"B60171162"	2010	3671.791
"A08154650"	2014	3672.229
"A35397884"	2012	3673.739
"A08363400"	2013	3675.16
"A08276438"	2014	3675.86
"A28555563"	2016	3676.153
"B31009715"	2014	3676.38
"B22004113"	2014	3678.263
"B36007904"	2008	3680.286
"A15017163"	2012	3680.547
"B36853935"	2007	3682.871
"A38024907"	2012	3684.914
"B15596331"	2015	3691.865
"A28259141"	2016	3693.1
"B08359093"	2010	3694.252
"A28002640"	2012	3694.493
"B45006616"	2017	3695.747
"A35028208"	2012	3701.008
"A13002134"	2015	3701.574
"A08197022"	2014	3703.66
"B28193340"	2014	3703.869
"A35397884"	2011	3705.538
"A28164374"	2008	3706.749
"A47005095"	2016	3707.681
"A33601899"	2010	3708
"B96199807"	2014	3709.963
"A28086858"	2014	3710.135
"A28399715"	2008	3711.519
"A08116147"	2016	3712
"A28259141"	2017	3714.208
"A23016157"	2007	3718.173
"A82198847"	2009	3718.34
"A28487601"	2013	3719.252
"A28171601"	2013	3719.346
"A33618257"	2015	3719.858
"A08851321"	2011	3722.907
"A33014176"	2016	3724.569
"A03167939"	2009	3724.698
"A39030200"	2012	3725.116
"A28386225"	2007	3727.91
"A08157737"	2008	3728.413
"A46074647"	2013	3729.015
"A96569207"	2009	3730.272
"A41089368"	2013	3730.544
"A28220606"	2008	3734
"A28085520"	2014	3735.669
"A08479933"	2013	3736.57
"A12329223"	2007	3736.94
"A81041147"	2007	3738.3
"A17023813"	2008	3739.617
"A79939112"	2008	3740.175
"A12095295"	2009	3743.927
"B04028734"	2013	3744.37
"B28545994"	2017	3745.154
"A33608563"	2012	3745.168
"B36007904"	2011	3746.771
"A43025618"	2014	3748.865
"A07265465"	2011	3749.86
"B43110113"	2011	3750.176
"A08514986"	2007	3751.522
"A32015844"	2008	3751.54
"A38348413"	2015	3752.658
"B12023065"	2013	3753.221
"A46463311"	2010	3754.377
"B36853935"	2011	3756.629
"A28293884"	2012	3759.76
"B99029365"	2016	3760
"B43110113"	2008	3762.814
"A14018634"	2011	3763.502
"A28399715"	2009	3763.948
"A81047375"	2012	3764
"A15169535"	2013	3764.805
"A33606534"	2008	3765.462
"A30023238"	2012	3765.702
"B31027097"	2008	3767.497
"A08418030"	2014	3768.227
"A59119917"	2015	3769.833
"A33605072"	2016	3770.027
"B31027097"	2016	3771.808
"A50057322"	2009	3771.945
"A78400603"	2008	3775.897
"A96646880"	2010	3777.124
"A08224107"	2011	3779.108
"B46039061"	2013	3779.244
"A41050980"	2016	3780.06
"B43110113"	2014	3781.107
"A08093254"	2011	3781.436
"B28555001"	2013	3782.754
"A28294718"	2017	3784
"A38014114"	2010	3785.106
"A04006417"	2008	3785.984
"A12016143"	2012	3786.737
"A07016256"	2013	3787
"A01012103"	2013	3788.215
"A28171601"	2014	3790.093
"F20025441"	2007	3791.17
"B60420692"	2012	3792.06
"B60171162"	2012	3794
"B08194359"	2016	3795
"A46226122"	2013	3797.033
"A08026197"	2008	3798
"A04017497"	2017	3800.112
"A17019316"	2013	3802
"A48084909"	2008	3802.14
"A28375467"	2010	3802.244
"B96199807"	2017	3803
"A12329223"	2011	3803.996
"B36880003"	2011	3804.647
"A36600518"	2016	3804.692
"A21006911"	2011	3805.286
"A78400603"	2007	3806.459
"A45012259"	2007	3806.597
"A01010164"	2013	3806.64
"A40004731"	2010	3806.781
"B15862667"	2016	3808.664
"A14020713"	2007	3809.27
"A33608563"	2010	3809.961
"A03167939"	2011	3812.767
"A33689530"	2008	3814.13
"A38348413"	2014	3815.188
"A20024832"	2015	3816.689
"A80959612"	2007	3820
"A30041834"	2015	3821.305
"A08116147"	2012	3822
"A46055992"	2011	3826.44
"A30009146"	2015	3827.539
"A45010204"	2015	3829.65
"B08147696"	2009	3829.787
"B31027097"	2012	3830.103
"A81864498"	2014	3831.579
"A08626103"	2009	3834
"B12008397"	2007	3836.029
"B03044641"	2015	3842.229
"A28440576"	2010	3842.496
"A08404253"	2011	3843.494
"B46164463"	2010	3845.279
"B43241769"	2012	3847.081
"A03040854"	2012	3847.477
"A17013269"	2016	3847.638
"A50066562"	2017	3848.135
"A31071913"	2016	3848.315
"A46045936"	2012	3848.623
"A47010095"	2012	3851
"A28523066"	2013	3851
"A61351540"	2009	3851
"A35046911"	2007	3853
"A28404614"	2013	3854.379
"B78077724"	2009	3856
"A30047120"	2015	3857.171
"B08271694"	2008	3858.889
"A04202008"	2015	3859.554
"A08620056"	2011	3859.645
"A60850500"	2014	3860.306
"B41094459"	2013	3860.981
"A30023238"	2015	3861.799
"A35005743"	2008	3862.025
"A28451649"	2010	3867.128
"A08145385"	2016	3868.606
"A60963287"	2013	3868.796
"B62409065"	2015	3870.748
"A36615037"	2014	3871.252
"A28668127"	2012	3871.261
"A06008361"	2010	3871.631
"B12023065"	2016	3872.673
"A23010705"	2014	3873.765
"A34003624"	2011	3880.039
"B08407322"	2010	3882.915
"A30603716"	2009	3882.978
"A25418401"	2016	3883
"A15010564"	2016	3884.43
"A12081790"	2007	3884.64
"A28505402"	2014	3887.149
"B31009715"	2017	3887.788
"B11050176"	2014	3891.721
"A08713869"	2014	3892.022
"A15169535"	2012	3892.166
"B37020179"	2011	3892.821
"B39026604"	2015	3894
"A15010564"	2015	3894.554
"A08301475"	2013	3897.221
"A12083002"	2008	3897.76
"A81864498"	2015	3898.204
"B96199807"	2015	3901
"A48084909"	2009	3903.239
"A18012930"	2012	3903.523
"B78459815"	2014	3904.116
"A26023606"	2012	3904.439
"A28487601"	2014	3904.803
"B48714133"	2009	3905.821
"A17013269"	2014	3908.047
"A28200384"	2007	3908.53
"A28134534"	2010	3909.114
"A03040854"	2013	3910.209
"A08657017"	2007	3910.84
"A03040854"	2011	3914.371
"A28362127"	2010	3916.715
"B28250090"	2007	3916.753
"A08438194"	2013	3916.852
"A08626103"	2008	3921
"B46164463"	2012	3923.282
"B46151411"	2015	3923.806
"A28271914"	2015	3924.529
"A46023255"	2013	3925.307
"A28668127"	2011	3925.965
"A08604316"	2009	3926.878
"A28106003"	2016	3927.897
"B10005932"	2010	3928.357
"A07016991"	2010	3929.173
"B83393223"	2014	3929.552
"A45002219"	2013	3929.85
"A08393571"	2016	3931
"B46164463"	2016	3931.467
"A81487027"	2012	3932.43
"A20031076"	2010	3933
"B08100380"	2012	3935
"A12021556"	2012	3935.306
"A26004093"	2008	3936
"A79259362"	2007	3936.54
"A45010543"	2007	3936.585
"A12081790"	2013	3937.156
"B12008397"	2008	3939.357
"A28171601"	2017	3939.854
"A28487601"	2017	3940.125
"A15016595"	2013	3941.424
"A08766099"	2011	3942.259
"B03002441"	2008	3942.676
"B08147696"	2012	3943.466
"A07084940"	2010	3943.74
"A78990603"	2015	3943.856
"A28985992"	2016	3945.906
"B12008397"	2012	3948.737
"A96862933"	2016	3950.498
"A28002640"	2016	3950.908
"A06003800"	2009	3951.343
"A08595324"	2009	3952.946
"A08209538"	2012	3953.019
"A36011385"	2007	3954.05
"A50057322"	2008	3954.157
"A78355278"	2015	3954.355
"A03066933"	2014	3959.349
"B39026604"	2013	3960.255
"A28220606"	2007	3962.71
"A28374148"	2014	3963.853
"A28396042"	2007	3965
"A12329223"	2009	3965.551
"A50043298"	2007	3969.529
"A17019316"	2014	3971
"A15169535"	2016	3971.552
"A07084940"	2016	3972.209
"A28900975"	2017	3975.743
"A28012342"	2009	3976
"A15010564"	2017	3978.717
"A48037592"	2008	3979
"A46131769"	2013	3979.687
"A03024809"	2007	3980.525
"B28193340"	2009	3981.447
"A28523470"	2010	3982.841
"B62725320"	2013	3984.33
"A08012270"	2010	3985.08
"A08192965"	2015	3986.408
"B37012069"	2013	3986.701
"A50043298"	2011	3987.406
"A78320736"	2007	3988
"A28362127"	2009	3988.843
"A28283067"	2010	3989.214
"B20056255"	2016	3992.345
"A08106031"	2017	3993
"A12016143"	2011	3996.519
"B08136905"	2013	3997.229
"A14000533"	2015	3997.798
"A28494896"	2017	4000.687
"A28164374"	2009	4003.985
"A12016549"	2017	4004.489
"A08145385"	2015	4005.576
"A33608563"	2017	4007.316
"A07018112"	2014	4009.511
"A82683459"	2017	4010.137
"A45010543"	2011	4010.734
"B36853935"	2013	4011.309
"A24010381"	2015	4014.322
"A35023746"	2016	4018
"A28112555"	2014	4020.193
"A48062418"	2008	4021.073
"A11000288"	2011	4022.187
"B04348579"	2017	4022.993
"A08131153"	2014	4024
"A26004093"	2009	4025.125
"A79047916"	2010	4027.557
"A33778739"	2010	4028.461
"A11606134"	2010	4030.446
"A35251727"	2013	4030.733
"A28485761"	2010	4032.379
"A03167939"	2016	4032.48
"B03002441"	2007	4036.529
"B60024353"	2013	4036.663
"A15000227"	2017	4041.653
"A46111654"	2015	4042.959
"A48547558"	2013	4043.548
"A08514986"	2008	4043.68
"A46055992"	2008	4043.88
"A08397002"	2013	4044
"A33618257"	2008	4044.484
"A09021825"	2013	4045.293
"A41762386"	2011	4046.556
"A08507741"	2013	4047.524
"B28270411"	2008	4048.896
"B27015965"	2017	4051.312
"A43015338"	2012	4052.51
"A17023813"	2010	4054.697
"A28485761"	2017	4055.47
"A43029339"	2011	4055.555
"A29012044"	2008	4056.091
"A28220606"	2009	4058
"V82171133"	2016	4058.788
"A80732142"	2017	4059.795
"A24014227"	2013	4060.323
"A06017941"	2017	4061.439
"A82501545"	2016	4062.546
"A20031126"	2017	4062.688
"A79092573"	2017	4064
"A18024919"	2010	4064.665
"A26004093"	2007	4065.27
"A03028552"	2016	4065.633
"B28250090"	2009	4067.581
"A06008361"	2017	4068.245
"A28985992"	2009	4071.129
"B15032485"	2013	4072.341
"A47002878"	2013	4074
"A08438194"	2007	4074.01
"A28485761"	2011	4074.11
"A12329223"	2008	4076.28
"A01061373"	2014	4076.41
"B15862667"	2013	4077.83
"A14018634"	2014	4078.039
"A07326473"	2009	4078.061
"B58222548"	2012	4078.822
"A12329223"	2012	4079.741
"B18751461"	2017	4080.025
"A08851321"	2013	4081.999
"A08109365"	2017	4082.257
"A35046911"	2014	4084.578
"A28125920"	2007	4087.02
"A08626103"	2012	4090
"A46066791"	2010	4090
"A39007729"	2016	4090.006
"A28485761"	2008	4094.365
"A46066791"	2011	4096
"A46098521"	2010	4096.764
"A07084940"	2008	4098.78
"A81041147"	2009	4099
"A28164374"	2010	4099.658
"A29507456"	2014	4100.911
"A30034441"	2014	4101.491
"A41010521"	2009	4102.099
"A81496382"	2015	4105.92
"A38485827"	2009	4105.985
"A22013072"	2011	4106
"A12029039"	2012	4107.56
"A15169535"	2011	4111.527
"A12095295"	2010	4118.146
"A36602381"	2010	4118.671
"A28138386"	2008	4120.685
"A08274805"	2011	4120.733
"A46019063"	2009	4120.954
"A08404253"	2013	4122.425
"A38015459"	2012	4124
"A28019461"	2013	4126
"A26023606"	2015	4133.138
"B31027097"	2013	4138.611
"A28023422"	2017	4139.15
"B46131371"	2007	4139.689
"B31027097"	2014	4139.898
"A08703803"	2014	4140.209
"A46165304"	2015	4140.869
"B31027097"	2015	4141.109
"A03040854"	2015	4148.427
"B11630886"	2016	4149.04
"A08405490"	2017	4149.358
"A12019295"	2015	4149.99
"A28024172"	2013	4154
"A45010543"	2012	4154.307
"A28086858"	2013	4159.877
"A28923662"	2011	4160
"A08363400"	2017	4160.481
"A46077053"	2008	4161.702
"A46463311"	2011	4163.942
"B23289580"	2016	4164.991
"B48714133"	2017	4165.262
"A12512497"	2013	4166.094
"B04028734"	2012	4166.2
"A22009492"	2014	4170.144
"B20023982"	2016	4174.679
"A08014813"	2016	4177.617
"A12010948"	2007	4178.39
"B62059498"	2011	4181
"B62236781"	2016	4181
"A03066933"	2013	4185.589
"A12329223"	2013	4186.219
"A50049519"	2008	4186.79
"A78097656"	2014	4187.535
"A50066562"	2015	4189.299
"A08851321"	2017	4191.573
"A28623379"	2008	4192.857
"A08520629"	2007	4194.96
"A09021825"	2012	4195.292
"A08209538"	2011	4197.577
"A39030200"	2015	4200.377
"A29003951"	2008	4201.33
"A08431090"	2011	4203
"B28193340"	2013	4205.105
"B12008397"	2009	4205.931
"A08604316"	2015	4205.939
"A26023606"	2017	4208.456
"A33006404"	2007	4209.66
"A33689530"	2007	4209.71
"A35397884"	2009	4211.648
"A36602381"	2009	4213.442
"A01061373"	2009	4215
"A08170151"	2007	4216.7
"A07326473"	2008	4217.742
"A39023759"	2015	4219.158
"A15169535"	2010	4221.323
"A14015101"	2015	4222.199
"A41010521"	2010	4222.263
"A82501545"	2015	4226.015
"A08630063"	2017	4226.459
"A35046911"	2013	4230
"A79047916"	2015	4230.207
"A32002644"	2016	4231.353
"A08132656"	2010	4235.501
"A08604316"	2010	4237.254
"B46151411"	2007	4237.414
"F32001976"	2009	4239.76
"B28120012"	2014	4241.016
"A08276867"	2017	4241.918
"B08194359"	2017	4242
"B15596331"	2013	4243.015
"A06017941"	2015	4247.37
"A80352750"	2014	4248
"A15017163"	2013	4248.45
"A82275306"	2016	4249
"A31031545"	2010	4261.786
"A46055992"	2015	4261.875
"A46019063"	2010	4262.087
"B28120012"	2009	4262.553
"B58875048"	2008	4265.333
"A46111654"	2012	4269.666
"B12023065"	2015	4269.813
"A30009146"	2007	4270.93
"A28259141"	2013	4272.18
"A48016877"	2013	4272.552
"B39026604"	2014	4274
"A26018119"	2014	4274.343
"A06008361"	2012	4275.629
"A15169535"	2017	4276.814
"A35397884"	2010	4277.677
"A79939112"	2012	4277.862
"B28255016"	2008	4278.774
"A08132656"	2011	4278.846
"B36007904"	2010	4279.18
"A28456119"	2009	4281.059
"B01218932"	2010	4282
"A28202075"	2014	4283.407
"A96862933"	2017	4283.644
"B36010098"	2012	4284.197
"A23016157"	2012	4285.535
"A14018634"	2009	4286.129
"A79047916"	2016	4286.577
"A08276438"	2013	4290.776
"B12008397"	2014	4293.231
"A80352750"	2016	4294
"A50043298"	2010	4295.154
"A13002134"	2012	4299.466
"A43028588"	2014	4299.821
"A28623379"	2010	4300.997
"B64055445"	2016	4303
"A07084940"	2011	4303.343
"A08637829"	2013	4307.332
"A07161821"	2014	4308.618
"A28404614"	2012	4313.326
"B30032445"	2017	4313.876
"B37020179"	2010	4315.343
"A41017161"	2013	4315.574
"A03066933"	2009	4316.223
"B11050176"	2010	4316.888
"A28245009"	2009	4317.167
"A08182206"	2013	4317.329
"A12021556"	2009	4319.082
"A12021390"	2011	4319.558
"A36600518"	2017	4322.213
"B36007904"	2013	4326.561
"A43020643"	2011	4327.808
"A07013055"	2015	4330.36
"A07161821"	2015	4331.851
"A41461856"	2014	4331.925
"A36602381"	2008	4334.56
"B28218816"	2012	4335.189
"A17023813"	2016	4335.893
"A28192532"	2012	4336.37
"A08851321"	2016	4337.876
"A14018634"	2013	4339.251
"A78521168"	2015	4339.986
"B22004113"	2007	4340.927
"A82275306"	2010	4341.31
"B28557064"	2014	4342.288
"A28220606"	2010	4351
"A07265465"	2015	4353.361
"A36611903"	2012	4354.06
"A46043154"	2013	4355.854
"A01019702"	2013	4356.052
"B24013799"	2013	4357.744
"B08100380"	2009	4360
"B15596331"	2012	4360.266
"A28046431"	2016	4361.32
"A33006404"	2015	4362.303
"A33006404"	2008	4363.755
"A07012826"	2016	4365.933
"A08358442"	2017	4366.311
"A78067188"	2015	4367
"B15862667"	2017	4368.044
"F32001976"	2010	4374.628
"A28456119"	2012	4375.203
"A33618257"	2013	4376.496
"A35023746"	2012	4376.843
"B97751978"	2015	4378.56
"A34003624"	2012	4379.467
"A07018112"	2011	4380.746
"A08002073"	2016	4380.972
"A33006404"	2014	4382.75
"A28485761"	2012	4385.353
"A33608563"	2009	4385.398
"A21102157"	2015	4390.258
"A33601899"	2007	4399.97
"A28695021"	2012	4401.074
"A15169535"	2014	4401.604
"B39008404"	2017	4402.04
"A35397884"	2008	4404.008
"A14000533"	2014	4404.051
"B31744709"	2010	4404.41
"A28131274"	2013	4405.422
"B12029153"	2017	4410.047
"A48062418"	2010	4410.64
"B27321249"	2014	4410.983
"B46164463"	2011	4412.941
"A46055992"	2010	4413.432
"B15032485"	2014	4414.595
"A41091927"	2015	4416.248
"A81041147"	2008	4417
"B12541496"	2008	4417.714
"B37012069"	2008	4418.73
"A08393571"	2015	4420
"A08192965"	2011	4420.215
"A23016157"	2010	4421.401
"B12023065"	2012	4425.538
"A08274805"	2015	4425.756
"A02013985"	2007	4427.639
"A07265465"	2012	4428.383
"B85294916"	2016	4428.441
"A10011641"	2009	4429.441
"A30047120"	2014	4430.275
"A18024919"	2011	4439.546
"A08023145"	2007	4442
"A12021556"	2010	4443.176
"B42001297"	2015	4444.389
"B73070914"	2011	4445.533
"A28164374"	2013	4445.93
"A08626103"	2007	4448
"A08301475"	2012	4449.358
"A28146579"	2009	4455.888
"A28505345"	2015	4462.398
"B57551350"	2016	4463.17
"B62409065"	2016	4463.728
"A46055992"	2016	4465.165
"A48062418"	2012	4469.356
"B08373250"	2010	4469.926
"B28120012"	2012	4470.995
"A28923662"	2008	4471
"A48062418"	2014	4472.422
"B12008397"	2010	4472.955
"A28259141"	2014	4474.291
"A78067188"	2017	4479
"A20031076"	2007	4479.14
"A12329223"	2014	4480.226
"A26023606"	2010	4481.587
"A04006417"	2009	4482.098
"A28396042"	2011	4486
"A50018837"	2016	4487.703
"A08436214"	2014	4488.455
"B36007904"	2009	4490.958
"A08520629"	2009	4491.01
"A36201259"	2017	4493.257
"A02013985"	2010	4494.404
"B46140885"	2007	4494.721
"A96773940"	2011	4497.885
"A59736686"	2015	4503.419
"A28362127"	2014	4505.647
"A46269155"	2015	4506.969
"A28290799"	2011	4508.176
"A50057322"	2011	4508.472
"A32002644"	2017	4513.169
"A21006911"	2013	4516.316
"A08182206"	2011	4517.575
"A03046125"	2017	4518.543
"A28058725"	2010	4519
"B12002457"	2011	4520.09
"B46020541"	2013	4522.302
"B28218816"	2011	4527.135
"A28245009"	2013	4527.621
"A06003800"	2011	4537.907
"A38348413"	2010	4538.328
"A82275306"	2009	4541.14
"A07013055"	2012	4542.145
"A12003950"	2012	4542.369
"B84603935"	2016	4542.691
"A28143782"	2012	4542.726
"A28106003"	2017	4543.093
"A22013072"	2008	4543.41
"A23016157"	2011	4544.114
"A80732142"	2015	4547.037
"A28362127"	2012	4547.154
"A28101020"	2017	4547.219
"A43015338"	2011	4548.01
"A28637304"	2008	4548.816
"A82275306"	2011	4552
"A08572729"	2015	4555.255
"B03002441"	2009	4555.588
"A17202375"	2012	4557
"A28108447"	2009	4557.075
"A28379816"	2011	4558.614
"A28524726"	2014	4559.027
"A81864498"	2016	4559.458
"A06003800"	2015	4560.675
"B41008970"	2012	4562.013
"A28187672"	2012	4563.172
"A28171601"	2016	4563.402
"A08438194"	2008	4567.11
"B46020541"	2017	4568.193
"A08257529"	2014	4570.726
"A28190973"	2009	4571.093
"A33601899"	2011	4572
"A08257529"	2013	4573.994
"A30009146"	2017	4576.264
"A79259339"	2017	4576.883
"A03046125"	2013	4578.097
"A79092573"	2009	4579
"A08507741"	2010	4583.892
"A78097656"	2016	4584.233
"A33778739"	2017	4585
"A31031545"	2013	4586.006
"B08912669"	2015	4591
"A08507741"	2012	4592.368
"A21006507"	2011	4593.412
"A41461856"	2011	4594.199
"A07036569"	2015	4594.268
"A31071913"	2012	4594.907
"A07326473"	2010	4596
"A28259141"	2015	4597.604
"A23010705"	2012	4598.682
"A39027917"	2014	4598.877
"A08431090"	2007	4600
"B03158532"	2007	4600.34
"A82335746"	2015	4602.815
"A12003950"	2011	4605.448
"B64055445"	2014	4607
"A28374148"	2009	4607.107
"A15016595"	2008	4608.382
"A79259362"	2008	4612.482
"A08384190"	2009	4613.408
"B43241769"	2011	4616.275
"A29033420"	2012	4617.375
"A28695021"	2017	4620.837
"A78521168"	2014	4621.401
"A36011385"	2011	4622.559
"A12029039"	2014	4624.211
"A39030200"	2013	4624.231
"A28623379"	2015	4625.131
"B45493707"	2013	4629.674
"B20056255"	2014	4631.626
"B36853935"	2010	4633.885
"A79259339"	2010	4637.21
"A81496382"	2010	4637.748
"A28357093"	2009	4642.158
"A31031545"	2014	4642.459
"A06003800"	2017	4642.498
"A20574372"	2011	4643.796
"A79047916"	2014	4646.443
"A78521168"	2016	4648.588
"A79259339"	2016	4648.651
"A17009093"	2014	4650.632
"A23016157"	2009	4650.966
"A28058725"	2009	4657
"A33006404"	2017	4657.197
"A28085686"	2016	4657.336
"A78097656"	2015	4658.783
"A08565285"	2007	4662.8
"B30032445"	2014	4664.657
"A28523066"	2012	4666
"A08514986"	2013	4670.559
"A08620056"	2010	4670.591
"A81496382"	2011	4675.878
"A28058725"	2007	4676.69
"B28376184"	2015	4676.942
"B46039061"	2014	4678.013
"A28357093"	2010	4680.609
"A30009146"	2008	4680.94
"A30022909"	2013	4681.564
"A46019063"	2013	4683.392
"B39026604"	2016	4689
"A48114318"	2007	4694.84
"A79259339"	2009	4695.896
"A28923662"	2009	4700
"A34003624"	2016	4700.531
"B38425070"	2009	4701.711
"A79939112"	2014	4703.039
"A50018837"	2012	4703.36
"A07427081"	2010	4705.299
"A28923662"	2010	4706
"B31027097"	2010	4711.747
"B96246350"	2011	4712.483
"A12019295"	2014	4713.583
"A78097656"	2017	4714.905
"A41008640"	2016	4716
"B60420692"	2014	4717.28
"A08099897"	2013	4718.35
"A09022963"	2014	4719.398
"A08145385"	2017	4720.678
"B83481002"	2011	4720.94
"A16010126"	2015	4733.662
"A28171601"	2015	4734.374
"A35397884"	2007	4746.228
"A28134534"	2011	4746.248
"B12008397"	2011	4752.8
"B08271694"	2015	4756.668
"A48062418"	2013	4761.243
"A46099776"	2012	4765.04
"A08192965"	2007	4766.87
"A08431090"	2013	4769
"B41042995"	2016	4770.821
"B46164463"	2015	4771.229
"A07084940"	2013	4772.385
"B27013713"	2017	4774.195
"A01061373"	2015	4775.04
"A81864498"	2017	4782.798
"A28623379"	2009	4788.945
"B29006574"	2009	4789.782
"A18024919"	2014	4791.317
"A80352750"	2017	4792
"A08572729"	2017	4792.621
"A30017883"	2011	4794.468
"A33006404"	2009	4796.783
"A28137255"	2010	4801.235
"A63776306"	2016	4802
"B31694912"	2016	4802.182
"A08106031"	2010	4804
"B46140885"	2011	4809.765
"A28058725"	2011	4810
"A31031545"	2016	4810.216
"A48049928"	2015	4811.452
"A08093015"	2009	4815.222
"A28074078"	2015	4815.657
"A81000028"	2017	4816.548
"B82956517"	2012	4822.746
"A43020643"	2009	4822.87
"A08270993"	2011	4825.437
"A38015459"	2015	4827.028
"A28101020"	2016	4833.073
"A28374148"	2007	4833.118
"B73070914"	2012	4834.487
"B07883457"	2009	4842.248
"A02013985"	2014	4844.47
"A46463311"	2012	4848.3
"A11000288"	2013	4849.256
"A07013907"	2007	4852.31
"A08026197"	2007	4853.61
"A08014813"	2010	4855.165
"A35023746"	2007	4856
"A28491637"	2016	4859.834
"B43110113"	2012	4861.333
"A45017241"	2007	4862.972
"B84504455"	2013	4863.762
"A08405490"	2016	4863.8
"A46269155"	2014	4869.033
"A40006371"	2014	4869.047
"A48062418"	2011	4870.915
"B12004818"	2014	4872.151
"B43361724"	2015	4873.628
"A08766099"	2013	4874.174
"A33006404"	2010	4879.726
"B28218816"	2010	4881.157
"A60963287"	2015	4882
"A28137255"	2009	4882.555
"B28545994"	2013	4882.707
"A07013055"	2011	4885.043
"B11630886"	2017	4888.071
"A15007750"	2011	4888.901
"A45019916"	2014	4892.827
"A38666897"	2009	4893.89
"A12095295"	2011	4894.985
"A20574372"	2017	4896.077
"B35046630"	2013	4896.324
"A14020713"	2016	4897.32
"A29350139"	2008	4898.744
"B07883457"	2012	4902.795
"B28120012"	2008	4903.953
"A96569207"	2011	4906.155
"B03158532"	2008	4907.939
"A09022963"	2015	4908.889
"A80732142"	2016	4910.431
"A08132656"	2012	4916.164
"B43009091"	2012	4916.619
"A26023606"	2016	4920.365
"A15169535"	2015	4921.274
"B01218932"	2009	4923
"A28362127"	2013	4924.623
"A28058725"	2012	4927
"A08851321"	2012	4934.627
"A17013269"	2015	4940.566
"B15032485"	2015	4941.682
"A46019063"	2016	4943.278
"A08363400"	2015	4946.655
"A48031686"	2011	4948
"A14020713"	2009	4949.313
"A08514986"	2012	4949.937
"A28058725"	2008	4955
"A33006404"	2016	4955.591
"A46066791"	2012	4958
"A60045903"	2007	4960
"A30009146"	2013	4960.14
"A28058725"	2016	4960.476
"A08031544"	2007	4963.931
"A08646200"	2016	4964.298
"A33689530"	2010	4965.394
"A28695021"	2016	4966.258
"A28085520"	2010	4966.676
"A28290799"	2017	4969.395
"A30034441"	2012	4970.049
"B58875048"	2009	4973.068
"B24008955"	2012	4974.447
"A29033420"	2013	4974.602
"A48108484"	2014	4980.03
"A41035742"	2011	4980.22
"B85294916"	2017	4990
"B30000574"	2012	4995.661
"A35023746"	2008	4998
"A28485571"	2009	4999.057
"A08663684"	2008	5002.37
"A28085520"	2011	5011.783
"A03066933"	2010	5012.036
"B07883457"	2010	5014.101
"B43241769"	2014	5017.773
"A06017941"	2008	5023.365
"A28198356"	2017	5024.17
"B26012013"	2009	5030.728
"A08514986"	2011	5031.477
"A81487027"	2011	5032.609
"A17013657"	2017	5033.629
"A48031686"	2013	5034
"B28341832"	2012	5034.496
"A31071913"	2013	5043.056
"A78355278"	2013	5045.328
"A47010095"	2015	5046.037
"A28085520"	2008	5046.12
"A48031686"	2015	5048
"A50057322"	2010	5057.172
"A02013985"	2008	5061.098
"A28200384"	2008	5061.541
"A28422335"	2012	5063.89
"B15862667"	2014	5070.858
"B43110113"	2010	5072.112
"A06008361"	2007	5072.963
"A12081790"	2012	5078.307
"A28485761"	2016	5078.482
"A08157737"	2009	5079.225
"A20779849"	2014	5079.799
"B48472500"	2009	5080.731
"A08228520"	2008	5088.251
"A33615980"	2012	5090.043
"A08626103"	2010	5091
"B19179662"	2011	5093.83
"A38015459"	2009	5095
"A28485761"	2013	5096.858
"B96246350"	2012	5100.91
"A38024345"	2009	5101.365
"A33018425"	2015	5104.103
"A28709053"	2011	5104.534
"A28200384"	2009	5108.394
"B84570803"	2017	5108.979
"A03066933"	2012	5111.815
"A48031686"	2008	5112.85
"A41017161"	2014	5116.125
"A03167939"	2015	5119.665
"B10005932"	2012	5121.075
"A28099356"	2017	5125.724
"A28374148"	2008	5131.034
"A12029039"	2013	5136.21
"A46086773"	2008	5138.882
"B07883457"	2011	5139.033
"A08513178"	2009	5145.037
"B27015965"	2010	5145.314
"A28427516"	2016	5149.461
"A06244131"	2017	5152.041
"B28555001"	2014	5155.708
"B03158532"	2011	5159.503
"B28376184"	2014	5160.13
"A81000028"	2015	5160.166
"A33689530"	2012	5160.303
"A08014813"	2015	5160.909
"A46019063"	2012	5163.844
"A61797536"	2008	5164
"A33126244"	2011	5165.062
"A79259339"	2015	5170.35
"B80470628"	2012	5171.402
"B81231516"	2014	5171.768
"A50049519"	2009	5174.271
"A08361016"	2016	5177.752
"A28329480"	2011	5180.479
"A35023746"	2014	5190
"A34003624"	2013	5190.638
"A22013072"	2010	5191
"B08136905"	2017	5192.865
"B38425070"	2012	5194.447
"A82275306"	2015	5196
"B31067697"	2013	5198.252
"A28002640"	2013	5200.311
"A28091262"	2014	5203.851
"A46066791"	2013	5204
"B19179662"	2012	5210.194
"A28404614"	2007	5211.155
"A08703803"	2010	5214
"B43009091"	2016	5216.675
"A46019063"	2008	5217.73
"A46089819"	2009	5217.879
"A62035282"	2013	5221.533
"A08276438"	2008	5222.396
"B08243693"	2010	5225
"A08438194"	2014	5229.412
"B27015965"	2011	5232.282
"A08657017"	2014	5234.273
"A28362127"	2011	5235.764
"A16004665"	2012	5238.439
"A17202375"	2009	5239
"A39030200"	2014	5241.883
"A07919087"	2017	5242.568
