nif	year	tesoreria
"A07265465"	2013	4273.596
"A84434224"	2012	4276
"A43019868"	2010	4277.313
"A11019767"	2012	4277.733
"A27005834"	2015	4282.322
"A45010204"	2017	4282.819
"A48110381"	2008	4283.686
"B46055943"	2013	4284.027
"A33606534"	2009	4284.361
"A29035896"	2010	4285.729
"A24022196"	2013	4286.011
"A50016930"	2013	4286.062
"A08384190"	2010	4286.895
"A12003950"	2017	4290.744
"A08273898"	2010	4290.902
"A47005095"	2007	4292.26
"A48117881"	2012	4293.543
"A07084940"	2012	4294.836
"A07265465"	2008	4295.422
"A14000939"	2016	4295.533
"A28368603"	2013	4297.133
"A36008886"	2016	4299.311
"A08304933"	2017	4299.335
"A48114151"	2015	4301.485
"A48081061"	2010	4303.057
"A82501545"	2017	4303.15
"A13002134"	2017	4305.791
"A48031686"	2007	4307.819
"A17013269"	2012	4312.41
"A08228520"	2007	4314.068
"A08078719"	2013	4314.289
"F10026128"	2017	4314.846
"A07061161"	2012	4317.922
"B11605862"	2007	4320.215
"A45002219"	2010	4321
"A28099356"	2013	4321.939
"B03078391"	2008	4323.208
"A08363400"	2013	4324.701
"B96990015"	2016	4325.149
"A35005743"	2016	4325.157
"A08361016"	2014	4326.412
"A61351540"	2012	4328
"B03072857"	2009	4328.991
"A53559530"	2014	4330.91
"B41072471"	2013	4332.824
"B48714133"	2010	4333.277
"B61967774"	2014	4333.326
"A81896375"	2007	4336.96
"A39007729"	2016	4338.245
"A08576753"	2011	4338.589
"A15016702"	2011	4340.29
"A08332363"	2009	4341.01
"A28126597"	2010	4344.744
"A20031076"	2011	4345
"A45019916"	2014	4345.549
"A15000227"	2017	4345.59
"A08703803"	2008	4347
"A43015965"	2015	4347.99
"B81542813"	2014	4350.081
"B28460681"	2013	4350.756
"A09028184"	2011	4351.636
"A81041147"	2008	4352
"A30041719"	2017	4353.489
"A62704457"	2010	4354.315
"A38027637"	2013	4355.645
"A50011980"	2015	4356.51
"A36615896"	2010	4357.91
"B30009039"	2017	4359.01
"B15596331"	2015	4359.348
"B28460681"	2012	4359.815
"B35027143"	2012	4360.25
"B08136905"	2009	4362.076
"A35004399"	2007	4365.03
"A28623379"	2007	4365.279
"B30365712"	2013	4365.74
"A09018862"	2012	4366.936
"A20008579"	2011	4367.499
"A14018634"	2015	4367.516
"B83588657"	2012	4369.458
"A41010521"	2015	4371.607
"A81047375"	2013	4373
"A17014119"	2013	4375.435
"A48031686"	2013	4376
"A46007548"	2012	4378.096
"A12012605"	2011	4380.076
"B81496515"	2014	4380.505
"B10005932"	2014	4380.544
"A35091057"	2011	4382.317
"B33029729"	2007	4385.436
"B43004852"	2017	4386.564
"A03001948"	2008	4388.947
"A31000441"	2011	4389.096
"A08703803"	2009	4391
"F10017804"	2011	4392.886
"A08409948"	2010	4393.586
"A08274987"	2015	4394.111
"B03158532"	2011	4395.298
"A28814135"	2011	4397.51
"A11019767"	2016	4397.839
"B31077514"	2008	4398.02
"A28211092"	2008	4398.847
"A08667370"	2010	4400.644
"A08270993"	2007	4400.749
"A08115578"	2011	4402.479
"B36880003"	2012	4403.82
"A08508418"	2011	4405.646
"B03044641"	2014	4406.423
"A79259404"	2014	4406.794
"A17013269"	2008	4407.57
"A20008579"	2009	4410.344
"A28080489"	2009	4410.593
"A08595324"	2012	4410.781
"A08431090"	2015	4414
"A28684512"	2012	4414.418
"B08271694"	2007	4414.639
"A28058758"	2014	4416.731
"A28245355"	2015	4417.948
"A81261430"	2011	4418.312
"B30020226"	2011	4419.71
"A62035282"	2011	4421.586
"A30418255"	2008	4422.136
"A28749976"	2010	4424.993
"A47024393"	2013	4425.576
"A48117881"	2010	4425.719
"A28193209"	2013	4427.912
"A41008301"	2013	4429.27
"A17000993"	2009	4429.767
"A28033702"	2013	4431
"A41049503"	2008	4431.197
"G38004297"	2008	4432.564
"F43393065"	2016	4433.754
"B01376615"	2014	4437.095
"B33614033"	2013	4437.903
"A28111342"	2017	4438
"A81117798"	2013	4438.668
"B80146517"	2007	4440
"A12003950"	2012	4440.092
"B46051116"	2013	4440.297
"A46043154"	2012	4441.171
"A15000227"	2010	4442.048
"B79863288"	2013	4442.821
"A23016157"	2008	4443.076
"A30040224"	2013	4443.311
"A45010543"	2007	4443.483
"A28171601"	2009	4444.371
"A13012869"	2011	4444.974
"A03018710"	2013	4445.802
"A17013657"	2016	4445.927
"B80146517"	2010	4446
"B50067586"	2014	4448.071
"B18751461"	2016	4449.545
"B38927463"	2016	4449.663
"A46051918"	2012	4451.129
"A46463311"	2011	4451.179
"A28074078"	2012	4451.707
"A28581247"	2007	4455.127
"B28205532"	2007	4456.663
"A28283794"	2007	4460
"F38008579"	2007	4463.15
"A33603317"	2011	4463.708
"B01218932"	2012	4465
"A46066791"	2016	4467
"B31027097"	2008	4476.196
"A81593808"	2009	4477.093
"B11050176"	2011	4477.565
"A28198661"	2008	4478.401
"B08284002"	2015	4480.483
"A28332914"	2015	4481.101
"A48110381"	2013	4486.534
"A29507456"	2011	4488.459
"B84348622"	2014	4488.611
"B35027143"	2010	4488.749
"A15685324"	2013	4490.771
"A28412724"	2012	4490.87
"A08138042"	2010	4490.89
"B91372748"	2015	4491.9
"A82405788"	2017	4492
"B46084695"	2015	4494.503
"A28456820"	2010	4494.605
"B96683347"	2011	4495.31
"A41008301"	2007	4496.053
"A30032619"	2014	4498.273
"A33126244"	2009	4500.855
"A28111342"	2009	4501.893
"B11605862"	2010	4505.904
"B12008397"	2009	4507.657
"A15010564"	2014	4507.88
"A38015459"	2015	4510.649
"A48062418"	2015	4514.522
"A30418255"	2012	4516.011
"A38023925"	2017	4516.839
"B43590272"	2012	4518.253
"B28205532"	2010	4518.361
"A41050980"	2017	4520.202
"A15017163"	2007	4522.31
"A82335746"	2010	4522.488
"B03101748"	2013	4522.682
"A28033702"	2011	4524
"A28487007"	2012	4525.254
"B35027143"	2013	4525.738
"B08292054"	2012	4526.009
"A48108484"	2011	4529.29
"A29005782"	2010	4531.368
"A08078719"	2014	4532.204
"B12008397"	2012	4535.811
"A30023204"	2007	4536.26
"A46111654"	2014	4536.901
"A08636177"	2013	4539.178
"A38015459"	2017	4540.475
"A43028588"	2010	4540.979
"A31082712"	2008	4541.025
"A35009992"	2012	4541.311
"F38008579"	2010	4542.961
"A41080144"	2013	4544.043
"A21102157"	2013	4547.814
"A43020759"	2017	4548.818
"A17045204"	2010	4550.424
"B07039514"	2009	4550.681
"A45012259"	2012	4552.419
"A46111654"	2011	4553.369
"A08304933"	2012	4554.056
"A08276867"	2012	4555.86
"B03158532"	2007	4556.15
"A08332363"	2017	4556.717
"A08361016"	2007	4556.79
"A11902814"	2011	4557.195
"B03002441"	2010	4558.917
"B81864894"	2013	4560
"A28557783"	2015	4560.528
"A16010126"	2014	4560.933
"A28923662"	2013	4562
"A28412724"	2013	4562.539
"A22013072"	2015	4563.073
"B84886837"	2017	4563.54
"B50068105"	2011	4564.234
"A28579191"	2015	4566.326
"A28386225"	2017	4568.463
"A46099776"	2007	4570.063
"B39008404"	2017	4570.56
"A35251727"	2014	4572.282
"A58534777"	2013	4573.89
"A28138386"	2015	4574.976
"A43110337"	2012	4575.807
"B36007904"	2013	4577.29
"A33605072"	2015	4579.502
"A43015338"	2010	4579.532
"A03057221"	2007	4579.907
"B03158532"	2014	4580.138
"B27008390"	2010	4582.676
"A11019767"	2017	4583.468
"A08276438"	2011	4584.237
"B43590272"	2008	4584.977
"B60420692"	2007	4585.27
"A01007137"	2011	4586.439
"A78100609"	2010	4588.232
"A03167939"	2008	4588.385
"A48025571"	2008	4590
"A32006579"	2010	4590.207
"A08513178"	2008	4592.124
"A08384190"	2017	4593.969
"B35018332"	2012	4594.532
"B50031749"	2013	4596.306
"A30034441"	2009	4596.863
"A81593808"	2007	4597.11
"A79259404"	2007	4597.93
"A08513749"	2017	4598.537
"A46070777"	2010	4600.015
"A09018862"	2007	4603.29
"A46035770"	2012	4603.29
"A12001418"	2013	4608.19
"A19011626"	2011	4608.7
"A48117881"	2017	4609.636
"B59737882"	2011	4611.896
"A50057322"	2009	4612.128
"A29035896"	2008	4616.349
"A28126597"	2008	4617.79
"A43019868"	2009	4618.428
"A38017844"	2014	4618.675
"A29035896"	2012	4619.296
"B28460681"	2011	4625.053
"A81864498"	2017	4626.828
"B31784895"	2015	4627.563
"A08224545"	2010	4628.567
"A41461856"	2012	4630.51
"A80245129"	2011	4630.843
"A08384190"	2013	4631.027
"B50021658"	2016	4631.042
"B31083199"	2010	4631.164
"B28193340"	2010	4631.834
"A85125078"	2014	4633
"A48034110"	2010	4633.411
"B46166013"	2014	4634.316
"A27005834"	2009	4635.152
"B36614816"	2013	4635.371
"A28292084"	2014	4638.274
"A28040418"	2012	4638.831
"A02013985"	2008	4639.667
"B62725320"	2016	4640.441
"B33607466"	2012	4640.929
"A41017161"	2014	4642.367
"B46054508"	2011	4644.698
"A20574372"	2010	4646.725
"B82207275"	2016	4647
"A31138761"	2016	4650.063
"B12008397"	2007	4650.445
"A46019063"	2016	4652.388
"B14030720"	2013	4653.509
"A28668127"	2010	4654.685
"A28399715"	2009	4656.159
"B30020226"	2012	4656.902
"A61351540"	2010	4657
"F25002338"	2009	4657.019
"A46043154"	2010	4660.205
"A08126492"	2011	4661.442
"A48047377"	2016	4664.249
"A48034110"	2012	4667.429
"A48108484"	2009	4667.89
"A28548220"	2017	4669.997
"A14015101"	2016	4671.283
"A08115578"	2009	4671.383
"A08334906"	2008	4671.763
"B28227866"	2014	4671.763
"B27321249"	2017	4672.854
"B84150994"	2015	4674
"A08126492"	2012	4675.229
"A08405490"	2012	4676.777
"B43587120"	2012	4677.005
"A08135139"	2016	4677.381
"A62035282"	2009	4677.422
"A12095295"	2013	4682.242
"B48841282"	2015	4685.138
"B08284002"	2016	4685.998
"A28374148"	2010	4686.473
"A09354176"	2015	4686.783
"A08851321"	2009	4687.429
"A43028588"	2008	4687.828
"A08224545"	2011	4688.96
"A08766099"	2013	4689.356
"A20557294"	2007	4689.37
"A12012605"	2012	4689.704
"A17202375"	2013	4691
"F10017804"	2012	4692.548
"A48093868"	2009	4692.774
"A21102157"	2016	4695.064
"A28171601"	2012	4695.611
"A28485571"	2014	4695.677
"B59162701"	2010	4697.02
"A07265465"	2009	4699.092
"A22174932"	2009	4703.257
"A36615896"	2015	4704.154
"A28586550"	2017	4705.834
"A15000227"	2013	4707.4
"A20031076"	2010	4708
"A28193209"	2011	4708.958
"A48073274"	2016	4709.038
"B28557064"	2010	4710.765
"A58538414"	2016	4711
"A08291924"	2008	4712.122
"A08713869"	2009	4714.049
"B59737882"	2017	4716.67
"A36605772"	2008	4717.78
"A46115101"	2010	4719.92
"F25002338"	2011	4720.227
"A11606134"	2010	4721.487
"A28399715"	2008	4721.662
"B43587120"	2007	4723.496
"B28757730"	2015	4724.026
"B38425070"	2010	4724.816
"A48119622"	2011	4725.236
"A78355278"	2013	4725.434
"A28491637"	2016	4725.48
"G38004297"	2009	4727.024
"A04001897"	2014	4728.208
"A08595324"	2013	4728.799
"A28440576"	2017	4729.026
"A28126597"	2012	4730.34
"A81896375"	2009	4732.11
"A48093868"	2017	4732.766
"A59119917"	2015	4733.702
"A38010997"	2017	4733.862
"A38023925"	2016	4734.577
"A81864498"	2011	4735.551
"A45015872"	2010	4737.73
"B37014388"	2010	4740.694
"A35023746"	2008	4741
"B09019548"	2017	4742.961
"A14023139"	2009	4742.989
"A48034110"	2009	4743.85
"A28695856"	2013	4744.297
"B78908605"	2017	4744.485
"A80245129"	2012	4745.816
"B50068105"	2015	4746.236
"B50068105"	2016	4747.447
"A48031686"	2009	4750
"A80245129"	2010	4750.246
"A17045204"	2009	4754.288
"B83495101"	2010	4756.908
"A81593808"	2017	4757.805
"B96990015"	2011	4757.868
"A08384190"	2014	4759.317
"A08396830"	2012	4761.554
"A08304933"	2010	4761.983
"B12023065"	2013	4763.86
"A28024172"	2009	4764.947
"A62520788"	2015	4765.452
"A46463311"	2010	4766.521
"A80359730"	2015	4768.01
"A01010164"	2014	4768.636
"A45013620"	2016	4770.703
"B46132387"	2014	4771.334
"A28695021"	2015	4771.75
"A17014523"	2010	4772.291
"B08373250"	2014	4772.358
"A38348413"	2007	4774.242
"B83393223"	2011	4779.038
"A28491637"	2011	4781.377
"A43028588"	2017	4782.753
"A15685324"	2016	4782.853
"B11606761"	2012	4784.074
"A28146579"	2012	4788.792
"A08713869"	2010	4789.709
"A35046572"	2014	4791.193
"A46019063"	2015	4794.029
"A08170151"	2007	4794.28
"B03051927"	2012	4794.4
"B31077514"	2009	4804.21
"A08274805"	2014	4805.212
"A41088493"	2007	4805.501
"A48073274"	2008	4806.624
"A48093868"	2010	4810.81
"B46164463"	2016	4810.924
"A80352750"	2011	4811
"A18012930"	2012	4812.109
"B15004849"	2017	4812.873
"A03681186"	2017	4813.621
"A45012226"	2011	4813.839
"A17019316"	2011	4814
"B28270411"	2015	4815.182
"A48031140"	2008	4815.79
"A48117881"	2011	4816.952
"B09019548"	2015	4818.664
"A30418255"	2014	4819.967
"A20008579"	2012	4820.745
"B83826230"	2011	4821
"A15685324"	2014	4821.82
"A39000187"	2017	4824.276
"A12003950"	2016	4825.95
"B28218816"	2010	4826.506
"B28255016"	2013	4829.821
"B38025920"	2013	4831.194
"A06017941"	2011	4832.982
"A08604316"	2007	4833.16
"A08228520"	2009	4833.899
"A27005834"	2017	4834.53
"A33055138"	2009	4836.312
"A32006579"	2008	4837.027
"A08663684"	2008	4838.91
"B30603229"	2012	4840.183
"B35027143"	2011	4840.379
"B28250090"	2012	4840.897
"A08276867"	2015	4842.588
"A09281999"	2008	4843.865
"A79259404"	2016	4844.055
"B50068105"	2017	4844.809
"A08572729"	2013	4845.639
"A08005761"	2014	4847.114
"F43393065"	2014	4849.969
"A28024172"	2008	4850.066
"B28250090"	2015	4851.927
"A12016143"	2012	4852.911
"B41063355"	2014	4853.039
"A46105508"	2012	4853.079
"A08575672"	2011	4854.396
"B03002441"	2012	4860.546
"A50057322"	2008	4862.535
"A21102157"	2012	4862.643
"B31067697"	2007	4863.41
"F03842671"	2014	4863.542
"A01007137"	2010	4864.2
"F25002338"	2013	4864.369
"A13005384"	2012	4872.79
"A45019916"	2008	4873.522
"B38318572"	2010	4873.826
"A06008361"	2011	4874.186
"A08274805"	2013	4874.856
"A28642122"	2010	4875.715
"A46044814"	2013	4876.229
"A50034024"	2011	4877.171
"B80146517"	2008	4881
"A27005834"	2014	4882.348
"B03072857"	2008	4883.571
"B28934081"	2013	4887.035
"A08182206"	2010	4887.298
"A31031545"	2011	4888.832
"A08061731"	2008	4890.935
"A28190973"	2011	4893.039
"B12008397"	2010	4894.888
"A17013269"	2016	4894.941
"A28058758"	2012	4897.121
"A08005761"	2017	4898.958
"A06008361"	2013	4900.067
"B58875048"	2009	4900.282
"A08508418"	2012	4902.966
"A08851321"	2012	4904.835
"A12512497"	2007	4906.18
"A38010997"	2012	4908.101
"A97617773"	2017	4909.024
"A28475770"	2010	4909.91
"A08721177"	2009	4910.95
"B36007904"	2012	4914.013
"B30604565"	2012	4915.45
"A33603317"	2013	4916.918
"A07256100"	2008	4919.002
"A46066791"	2013	4920
"A08138042"	2007	4920.966
"A10011641"	2008	4924.82
"A08522971"	2012	4926.06
"A31000441"	2012	4926.645
"A08363400"	2017	4927.652
"A29035896"	2009	4931.93
"A04012258"	2008	4932.199
"A12011672"	2015	4934.861
"A24022196"	2010	4937.554
"B43361724"	2009	4938.189
"B28205532"	2008	4939.277
"A41008301"	2008	4940.881
"A28053080"	2013	4942.155
"B31049273"	2010	4944.19
"A46048815"	2014	4944.832
"B11605862"	2012	4945.545
"B31684020"	2017	4945.846
"A48017974"	2007	4946.35
"A28126597"	2007	4948.97
"A28126597"	2009	4949.102
"B01013507"	2008	4950.53
"A08029951"	2015	4951.736
"B46043238"	2013	4953.166
"A78688934"	2013	4955
"B30009039"	2016	4955.542
"A81593808"	2010	4958.812
"A28111342"	2015	4959
"A08721177"	2010	4960.552
"A01006055"	2013	4960.745
"B83257295"	2009	4961.842
"A27005834"	2008	4962.839
"A13005384"	2008	4965.379
"A35046572"	2012	4967.217
"A48175699"	2011	4968.965
"A28893550"	2014	4969
"B07039514"	2010	4969.384
"B19179662"	2013	4971.504
"B41063355"	2015	4972.098
"A27005834"	2010	4972.171
"B62409065"	2008	4974.368
"A28487007"	2017	4980.922
"A82405788"	2016	4981.874
"A07012826"	2010	4982.986
"B73070914"	2011	4983.073
"A28273043"	2013	4983.71
"A33015454"	2014	4994.05
"A28040418"	2013	4996.826
"B43590272"	2011	4997.042
"B79863288"	2008	4997.25
"A35028208"	2013	5001.098
"A29507456"	2017	5002.351
"A46099776"	2011	5004.608
"A17020561"	2010	5004.992
"A28138386"	2017	5007.045
"A28494896"	2013	5010.699
"B03078391"	2010	5011.731
"A48110381"	2012	5013.614
"B03072857"	2010	5013.773
"A15000227"	2011	5014.84
"A78100609"	2011	5019.592
"B12023065"	2014	5019.88
"B63031660"	2010	5021
"A28374148"	2011	5021.121
"A81896375"	2011	5022.988
"A48093868"	2015	5023.874
"B46084695"	2013	5026.068
"A38014114"	2014	5026.219
"A12004180"	2007	5026.715
"A15017163"	2011	5027.098
"B08136905"	2014	5028.232
"A12001418"	2011	5030.315
"B28545994"	2016	5030.861
"B46164463"	2014	5031.656
"A09021825"	2014	5032.577
"A17013269"	2014	5032.58
"A46066791"	2017	5037
"A27005834"	2012	5037.378
"A19011626"	2013	5037.468
"A33014176"	2007	5038.6
"B08373250"	2013	5040.449
"A36605772"	2010	5044.414
"B28545994"	2012	5044.472
"A08999088"	2014	5046
"A46126686"	2012	5047.498
"B11605862"	2013	5049.17
"A18024919"	2010	5050.953
"A13008339"	2017	5051.835
"A38014114"	2016	5052.04
"A48108484"	2013	5054.88
"B09019548"	2013	5055.458
"A28058758"	2013	5057.092
"A09018862"	2009	5057.195
"A33606534"	2013	5058.441
"B27008390"	2007	5059.44
"A30032619"	2010	5061.963
"A08109365"	2015	5063.409
"A15000227"	2009	5070.188
"A43015338"	2015	5070.335
"B48124275"	2010	5070.472
"A78320736"	2007	5074
"B82956517"	2014	5076
"A08766099"	2014	5077.637
"B08373250"	2016	5077.861
"B48124275"	2011	5078.185
"B28059012"	2008	5079.642
"A28485761"	2016	5080.676
"B36880003"	2014	5083.938
"B08292054"	2013	5085.76
"B95087482"	2009	5091
"A08273898"	2011	5091.425
"A35610666"	2012	5093.75
"A01013077"	2007	5093.786
"B35044197"	2011	5096.545
"A62035282"	2016	5098.267
"A08170151"	2008	5098.39
"A08522971"	2015	5101.492
"A28220606"	2008	5104
"A36036739"	2012	5105.82
"B38484796"	2013	5106.96
"A08713869"	2012	5112.95
"B38005377"	2010	5114.291
"B08292054"	2015	5114.378
"A28623379"	2016	5115.673
"A08522971"	2014	5115.811
"F38008579"	2008	5116.617
"A19011626"	2012	5118.451
"A26004093"	2009	5124.449
"A08508418"	2014	5127.818
"A48865679"	2013	5133.397
"B35329077"	2015	5133.936
"A28352656"	2011	5139.016
"A08372351"	2009	5140.747
"A35610666"	2011	5148.356
"B03078391"	2011	5149.535
"A09021833"	2015	5149.796
"A14000533"	2011	5150.965
"A08595324"	2016	5151.915
"B11605862"	2011	5153.481
"A59990580"	2013	5157.427
"A08384190"	2007	5157.65
"B09019548"	2012	5159.88
"A08396830"	2007	5162.94
"A31024458"	2016	5165.699
"A81864498"	2012	5166.838
"B28205532"	2009	5167.939
"A82335746"	2013	5172.481
"A12083002"	2013	5172.721
"A08393571"	2014	5174.988
"A92030402"	2007	5176.769
"A28012359"	2011	5177.712
"A30033898"	2012	5181.583
"A46086773"	2016	5183.96
"F25002338"	2014	5184.787
"B07029465"	2011	5186.701
"A08713869"	2011	5195.249
"B03002441"	2008	5195.835
"A17010018"	2008	5202.16
"A28427516"	2016	5203.44
"B50068105"	2012	5204.647
"A26004093"	2008	5209
"B46140885"	2008	5210.563
"A07036569"	2013	5211.07
"A08110249"	2012	5212.09
"B61729737"	2007	5214.24
"A08135139"	2012	5214.356
"A33015454"	2007	5216.84
"A07052244"	2013	5217.147
"B95087482"	2014	5221
"A08393571"	2008	5222.675
"A35091057"	2017	5223.528
"A79259404"	2010	5225.913
"A17013269"	2017	5225.967
"B96324983"	2013	5228.636
"A46104485"	2013	5229.928
"A03046125"	2013	5230.618
"B20056255"	2015	5231.21
"A33778739"	2014	5233.565
"A39007729"	2017	5234.332
"A08657017"	2008	5236.363
"A29035896"	2011	5240.19
"A81200511"	2014	5246.864
"B31049273"	2009	5247.519
"A17018276"	2011	5248.537
"A28245355"	2017	5248.762
"B30020226"	2013	5253.923
"B08078396"	2008	5259.49
"B82852831"	2010	5260.99
"B28376184"	2011	5261
"B35018332"	2014	5262.013
"A17013269"	2015	5263.564
"A33026105"	2017	5264
"A17014523"	2012	5265.187
"A17020561"	2011	5268.223
"A29005782"	2011	5270.84
"A28122992"	2017	5271
"A03057221"	2010	5275.154
"A28435931"	2012	5276.635
"B62059498"	2007	5277.17
"A08023145"	2009	5278
"A28422335"	2014	5278.307
"F10017804"	2014	5279.823
"A46066791"	2012	5282
"B28205532"	2011	5283.457
"A82335746"	2009	5284.387
"A46051918"	2011	5289.884
"B32001687"	2008	5291.014
"A15506934"	2012	5293.72
"A27005834"	2011	5299.223
"A08278293"	2016	5299.247
"A30007231"	2013	5301.446
"F10017804"	2016	5309.096
"A28427516"	2013	5310.803
"B28376184"	2016	5313.038
"A12023693"	2010	5313.752
"A46003265"	2016	5319.101
"A48031140"	2009	5319.459
"A32006579"	2011	5319.561
"B27008390"	2017	5320.308
"B35042092"	2016	5322
"A08496473"	2011	5327.694
"B48124275"	2009	5328.519
"A08135139"	2014	5329.97
"A08657017"	2011	5331.722
"B92217975"	2014	5334.527
"B36880003"	2011	5336.226
"A28111342"	2016	5340
"A08396830"	2013	5340.235
"A35005743"	2017	5345.426
"A08503005"	2007	5348
"A08413403"	2015	5349.1
"A17000993"	2011	5353.073
"B31077514"	2012	5354.152
"A48031686"	2008	5354.63
"A48081061"	2011	5357.615
"A08278293"	2015	5360.275
"A46066791"	2014	5361
"A48062418"	2010	5361.551
"B22004113"	2010	5363.888
"B43009091"	2017	5364.199
"A48034110"	2013	5365.126
"A38024345"	2008	5365.366
"B08292054"	2014	5367.931
"B36614816"	2012	5369.354
"A01007137"	2012	5369.767
"A62332580"	2014	5369.822
"A08192965"	2011	5370.043
"A82198847"	2007	5372.18
"A36615896"	2011	5375.225
"A33006404"	2007	5376.16
"A46019063"	2013	5376.361
"A35018696"	2012	5383.38
"A48062418"	2017	5383.882
"A82307117"	2011	5384
"A12001418"	2009	5384.009
"A28374148"	2007	5384.958
"A08513749"	2010	5385.619
"A58538414"	2009	5386
"A35046572"	2011	5387.579
"A82501545"	2012	5388.965
"A08016255"	2015	5391
"A48114318"	2012	5396.298
"A28581247"	2008	5396.456
"B48948830"	2012	5397.889
"A78320736"	2014	5399
"B28498210"	2012	5400.322
"B11009917"	2007	5402.02
"A46051918"	2014	5403.545
"A12023693"	2007	5405.648
"B36614816"	2008	5407.402
"A04017497"	2010	5408.925
"A08126492"	2010	5411.892
"A36602381"	2010	5413.456
"A43035542"	2012	5414.382
"A12512497"	2014	5415.713
"A28386225"	2016	5416.446
"A28111342"	2010	5417.348
"A82501545"	2008	5419.95
"A13006903"	2013	5421.787
"A27005834"	2013	5425.804
"A28016947"	2014	5426.96
"A28448538"	2015	5427.685
"A43110337"	2014	5430.153
"A41049503"	2010	5432.884
"B03002441"	2007	5432.92
"A28164374"	2008	5435.831
"A31031545"	2013	5437.202
"A33006404"	2009	5438.28
"B08136905"	2011	5440.73
"A08141038"	2007	5440.763
"A78343977"	2010	5442.933
"A28668127"	2017	5443.104
"A29033420"	2013	5444.891
"A28600278"	2007	5446
"B28557064"	2017	5446.36
"A08273898"	2012	5452.728
"A28253656"	2010	5452.865
"B14030720"	2017	5454.465
"B50030964"	2013	5456.65
"A08012270"	2008	5458
"B83393223"	2009	5466.772
"A12021556"	2011	5468.966
"A79259339"	2012	5469.524
"A50011980"	2013	5470.756
"A45012226"	2009	5472.192
"A17045204"	2011	5472.702
"A28273241"	2017	5472.886
"F03842671"	2010	5473.09
"A08657017"	2014	5476.973
"B28361350"	2012	5478.104
"B28757730"	2017	5478.462
"A12004180"	2012	5486.48
"A14023139"	2008	5487.189
"B35042092"	2010	5489
"A46126686"	2013	5494.662
"A46115101"	2011	5496.694
"A48081061"	2009	5499.767
"A12011672"	2017	5501.422
"A47011721"	2013	5502.094
"B28072205"	2013	5504.44
"A28396042"	2008	5505
"B28569127"	2007	5505.89
"B28250090"	2016	5506.69
"A12012605"	2013	5512.414
"A09028184"	2012	5514.374
"A08224107"	2015	5516.407
"A81864498"	2013	5519.415
"B48472500"	2012	5521.934
"B57551350"	2016	5522.064
"A28091262"	2014	5525.108
"A28145498"	2015	5527.001
"A09018862"	2011	5529.72
"F46026829"	2014	5530.087
"B30032445"	2017	5534.113
"A58538414"	2015	5535
"G38004297"	2007	5535.092
"A08657017"	2007	5535.195
"A28192532"	2010	5536.81
"A28292084"	2013	5537.753
"A14018634"	2010	5543.115
"A17014523"	2011	5543.206
"A57277709"	2014	5546.51
"B45018017"	2013	5547.339
"A46105508"	2009	5556.932
"B03035854"	2007	5559.131
"A50018837"	2016	5559.348
"A46099776"	2017	5559.977
"A48093868"	2012	5561.947
"A48037592"	2010	5566
"A45012226"	2017	5567.667
"A07012826"	2011	5573.821
"B27015965"	2015	5575.831
"A36036739"	2014	5579.543
"A28581247"	2009	5582.007
"A21006911"	2011	5582.251
"A78067188"	2017	5583
"B12008397"	2013	5583.278
"B31027097"	2010	5584.466
"A81944324"	2009	5586
"B31784895"	2017	5591.523
"A33608563"	2012	5593.21
"A01007137"	2013	5593.786
"A28505402"	2015	5594.896
"A09018862"	2008	5595.1
"A14018634"	2013	5599.959
"A08612061"	2012	5600.276
"A28485571"	2015	5603.216
"B28205532"	2012	5606.455
"A79259404"	2009	5607.705
"A32002644"	2017	5608.225
"A28407484"	2016	5608.696
"A47010095"	2007	5615.96
"B15032485"	2016	5624.396
"A08604316"	2017	5628.584
"B27008390"	2008	5631.84
"B15004849"	2015	5632.85
"B14030720"	2012	5636.139
"A23022874"	2014	5637.367
"B73212417"	2012	5637.746
"A82275306"	2012	5639
"A28427516"	2007	5640.133
"A43019868"	2012	5641.868
"A48108484"	2010	5643.16
"A43110337"	2013	5643.619
"A48175699"	2012	5644.138
"A17019316"	2017	5649
"A07061161"	2013	5649.524
"B43241769"	2011	5651.758
"B30604565"	2011	5653.787
"A08626103"	2007	5656
"A35005743"	2014	5659
"A08604316"	2011	5662.104
"A28191088"	2015	5662.723
"A31007743"	2016	5663
"A15000227"	2012	5665.097
"B46070728"	2009	5666.684
"A08595324"	2015	5668.608
"A08273898"	2013	5670.069
"A82501545"	2011	5670.093
"A45019916"	2011	5670.979
"A46115101"	2013	5673.04
"B97389209"	2014	5673.503
"A08008450"	2013	5674
"A13006903"	2017	5675.101
"A08192965"	2010	5681.488
"A33013202"	2016	5682.782
"A28985992"	2010	5682.872
"A08851321"	2010	5691.215
"A41762386"	2017	5704.415
"B35042092"	2011	5706
"A06008361"	2010	5706.766
"A78320736"	2010	5708
"A82683434"	2017	5716.196
"A08713869"	2013	5718.042
"A96569207"	2015	5718.398
"A29005782"	2017	5718.545
"A17018276"	2007	5722.715
"A30418255"	2007	5722.94
"B28341790"	2015	5730
"A22013072"	2010	5732
"B18551226"	2013	5738.509
"A82198847"	2009	5739.97
"B11606761"	2013	5740.953
"A46115101"	2012	5742.003
"B35044197"	2012	5742.494
"B60653466"	2017	5742.664
"A28220606"	2007	5743.06
"A03027919"	2013	5743.601
"A28191088"	2016	5744.717
"B39021217"	2010	5746.734
