nif	year	ffpp
"B01292903"	2011	140199
"A08105702"	2012	140758.3
"A28046431"	2016	140786.5
"A16009870"	2017	140851.5
"A48025571"	2010	141011
"B28102556"	2012	141052.9
"B78908605"	2009	141326.1
"B82435371"	2007	141348
"A28273241"	2016	141356
"B82435371"	2008	141502.8
"B78908605"	2010	141536.8
"A38232526"	2016	141784.3
"B82435371"	2009	141966.5
"A09092305"	2015	142203.5
"B78908605"	2011	142238.7
"A15009665"	2014	142257.1
"A38232526"	2017	142318.1
"A15009665"	2015	142401.1
"A12011946"	2013	142516.2
"A08439291"	2017	142565.6
"A48025571"	2013	142848
"A46092094"	2017	142891.4
"B78908605"	2012	142956.6
"A82307117"	2017	143082
"A28046431"	2017	143459.5
"A48025571"	2014	143571.8
"B63031660"	2010	144083
"A38232526"	2015	144349.3
"A48025571"	2012	144483
"A48025571"	2009	144611
"A28122992"	2008	144837
"A28046431"	2010	145119.1
"A28396042"	2013	145145
"A09092305"	2007	145474
"A48025571"	2011	145574
"B78908605"	2013	145612.4
"A79201075"	2007	146230.9
"A28273043"	2013	146468.4
"B82956517"	2016	146571
"A33008921"	2011	146992.2
"A39003025"	2017	147203.2
"B78908605"	2014	147245.1
"A28046431"	2009	147584.9
"A35004571"	2017	147653
"A48025571"	2015	147704
"A28125920"	2013	148603
"A38232526"	2014	148632.2
"B28757730"	2015	148757.6
"A78320736"	2012	148817
"A08377046"	2008	149025.6
"A14027635"	2009	149766
"A28198661"	2010	149797.9
"A61351540"	2017	149868
"A63776306"	2017	150209
"A82307117"	2016	150401
"A61351540"	2015	150492
"A81593808"	2014	150767.2
"A78831369"	2012	150808
"A61797536"	2014	150869
"B82207275"	2017	151484
"A33008921"	2016	151869.5
"B61428611"	2007	152243.8
"A08401184"	2009	152557.6
"A08023145"	2011	152566
"A15009665"	2016	153082.4
"A33008921"	2015	153127.3
"A78320736"	2014	153231
"A28273043"	2015	153966
"A08202715"	2017	154095.5
"B35042092"	2012	154377
"A08377046"	2010	154707
"B82956517"	2017	154868
"A28046431"	2011	154919
"A42000802"	2012	155228
"A12011946"	2014	155804
"A28125920"	2014	155913
"A35004571"	2012	155928
"A08202715"	2016	155998
"A03402468"	2012	156255.2
"A78320736"	2013	157363
"A28198661"	2011	157567.6
"A48025571"	2008	157696
"A28294718"	2008	157898
"A09092305"	2014	158384.2
"A42000802"	2013	158411
"A08023145"	2012	158679
"A81041147"	2016	158836
"A09092305"	2009	159281
"A08023145"	2016	159559
"A28273043"	2014	159572
"A19122209"	2012	160253
"A28198661"	2014	160501
"A09092305"	2008	160674
"A33008921"	2013	161048.1
"A08377046"	2011	161579.9
"A08202715"	2014	161798.4
"B08100380"	2010	161819
"B14819643"	2015	161911.3
"B61441127"	2017	162903
"A78831369"	2013	163553
"A08377046"	2012	163582.6
"B81907776"	2011	163674.5
"B08100380"	2011	163721
"A28294718"	2015	164442
"A28198661"	2012	164580
"A79201075"	2008	165226.9
"A42000802"	2014	165234
"A28198661"	2013	165499
"B08100380"	2012	165681
"A48025571"	2007	165981.6
"A08202715"	2015	166227.3
"A08202715"	2011	167456.4
"A83048363"	2017	167785.6
"A15009665"	2017	168933.9
"B78908605"	2015	169358.4
"A33008921"	2012	170492.7
"A61351540"	2016	171108
"A33008921"	2014	171142.4
"A28046431"	2012	171654
"A29005782"	2017	172360.6
"B61428611"	2015	172663.6
"B08100380"	2013	173532
"B08100380"	2007	174196
"A28814135"	2015	175428
"B61428611"	2008	175428.3
"B62409065"	2012	175494
"A29005782"	2013	175660.2
"A08401184"	2010	175943.8
"A78831369"	2014	176188
"A09092305"	2010	176236
"A42000802"	2016	176425
"B62409065"	2013	176993.3
"A29005782"	2016	177743.4
"A28814135"	2017	177911
"A08023145"	2013	178040
"A45445210"	2017	179112
"A28273043"	2017	179164.7
"A08046799"	2007	179254
"A42000802"	2015	179799
"A35004571"	2016	179995
"A08046799"	2008	180621
"A28078202"	2013	180682
"A28273043"	2016	181443.5
"A29005782"	2015	181550.8
"B81907776"	2012	181697.5
"B28757730"	2017	182259.1
"B08100380"	2008	182505
"A08023145"	2017	183822
"B08100380"	2009	184110
"A35004571"	2013	184165
"A85450476"	2016	186097
"A78831369"	2015	186136
"A28294718"	2017	186715
"A08105702"	2014	186742.7
"A42000802"	2017	187211
"A85450476"	2017	187991
"A28294718"	2016	188022
"A08046799"	2017	188407
"A08046799"	2012	188713
"A28396042"	2016	189892
"A29005782"	2014	189992.2
"B08100380"	2014	190916.3
"A28814135"	2016	191101
"A08202715"	2012	191682.7
"B48969877"	2016	192376
"A28046431"	2013	192514
"B28757730"	2012	192630.1
"A35004571"	2015	192710
"A08105702"	2016	193285.4
"A28046431"	2014	193354
"A08046799"	2009	193627
"B61441127"	2016	193743
"A35004571"	2014	193898
"B04348579"	2014	194335.3
"B82435371"	2011	194342
"A13010004"	2013	195213.9
"A08105702"	2015	195289.8
"B28569127"	2014	196142.5
"A28057677"	2007	197100.4
"B61428611"	2009	198231.7
"B82435371"	2012	198490
"A78018421"	2017	199401
"A08046799"	2010	201262
"A19122209"	2013	201615
"A08008450"	2009	201970
"A61351540"	2007	202329
"B35042092"	2013	202673
"B01292903"	2012	202928
"A08023145"	2014	204005
"B61441127"	2015	205256
"A08046799"	2011	205904
"A08401184"	2011	206306.3
"B61252185"	2010	206328
"A08105702"	2017	206730.3
"B62409065"	2014	206786.4
"A03402468"	2013	207375.9
"A78831369"	2016	208457
"B61428611"	2016	209056.3
"B82435371"	2013	210048
"A08008450"	2010	210606
"A39003025"	2007	210607.2
"A85450476"	2015	210775
"B83211318"	2009	211015
"A08008450"	2008	213508
"B08100380"	2015	214498.4
"B84654201"	2013	214558.5
"B61252185"	2011	214691
"A08008450"	2007	216508.7
"B48969877"	2014	216590
"B48969877"	2017	216765.8
"A28057677"	2008	217525.4
"B48969877"	2015	217933.8
"A13010004"	2014	219116.1
"B61428611"	2010	220071.6
"B61428611"	2011	220071.6
"B83616920"	2014	220405.6
"A28600278"	2011	221371
"A03402468"	2017	223797.5
"B28102556"	2013	224000
"A03402468"	2016	224804.7
"A08503005"	2013	226320
"A19122209"	2017	226798
"A28396042"	2015	227460
"A28893550"	2013	227991
"B63031660"	2011	229226
"A39003025"	2008	229774.1
"A28893550"	2016	229951
"A28294718"	2013	229984
"A78831369"	2017	231316
"A28893550"	2014	232454
"B83616920"	2013	233448
"A28294718"	2014	233737
"A08008450"	2012	234915
"B61428611"	2017	235241.9
"A03402468"	2015	235404.7
"A08046799"	2013	237524
"B85692374"	2017	239579
"B83616920"	2015	239903
"A45445210"	2015	240782
"A28893550"	2017	242316
"A28122992"	2007	243460
"A61351540"	2008	245323
"B78908605"	2016	245438.9
"B84654201"	2017	246489.4
"B01292903"	2013	246639
"A08401184"	2012	246699.4
"B83616920"	2016	247043
"B28102556"	2014	247951.3
"B83616920"	2012	248155
"B61441127"	2014	248930
"A19122209"	2015	250492
"B82435371"	2014	250584
"A03402468"	2014	250632.9
"B84654201"	2016	252180.1
"A61351540"	2009	252266
"A91291435"	2014	252368.3
"A39003025"	2009	253874.5
"A28600278"	2012	255183
"B61252185"	2012	258767
"B78908605"	2017	259581.8
"A28893550"	2015	259893
"B01218932"	2017	260264
"A28893550"	2007	261428
"A28893550"	2012	264250
"A19122209"	2014	264981
"A09092305"	2011	265004
"B01292903"	2017	265482
"B61252185"	2013	265590
"B28102556"	2015	265911.7
"A14027635"	2010	266622
"A08046799"	2015	267225
"B61252185"	2014	267619
"B48969877"	2013	269421.3
"A08046799"	2014	269866
"A08008450"	2011	270408
"A79201075"	2009	271085.4
"A19122209"	2016	272454
"B82435371"	2015	274828
"A61351540"	2010	275355
"A79201075"	2010	275717.4
"A28078202"	2014	277254
"A79201075"	2011	278107.1
"A91291435"	2015	278138.1
"A39003025"	2010	278953
"B61428611"	2012	281671
"B01292903"	2016	282566
"A45445210"	2016	282930
"B62059498"	2012	283896
"B83616920"	2017	284033
"B78077724"	2012	284640
"B81907776"	2013	284900.2
"A08046799"	2016	287148
"A28138873"	2008	288633
"B62409065"	2015	288784.2
"B81907776"	2014	289811.5
"A09092305"	2013	290422
"B82435371"	2016	290450
"A79201075"	2012	293678.8
"B28102556"	2017	294200
"A39003025"	2011	295518
"A09092305"	2012	296462
"A28057677"	2009	296824.6
"B01292903"	2014	297546
"A08008450"	2013	297920
"B28241495"	2007	299163
"A08008450"	2014	299700.4
"A28600278"	2013	299873
"B28102556"	2016	300143
"A91291435"	2017	301084.7
"A39003025"	2013	302436.7
"B82435371"	2017	302476
"A08401184"	2013	302816.8
"A91291435"	2016	305475.7
"B62059498"	2013	307144
"A08008450"	2016	309440
"A39003025"	2012	311190.9
"B61428611"	2013	313434.8
"A39003025"	2014	313440
"A28396042"	2014	315642
"A79201075"	2013	315853.1
"B48969877"	2011	317210.4
"A61351540"	2011	319361
"B62059498"	2007	319675.9
"B01218932"	2016	322248
"A08008450"	2017	322371
"A78018421"	2015	322438
"B62059498"	2011	323527
"A28078202"	2008	323645
"B83211318"	2010	323780
"A28893550"	2008	326364
"B48969877"	2012	328345.7
"A61351540"	2012	331850
"B28241495"	2008	334122
"B01292903"	2015	334633
"A28893550"	2009	336285
"A08008450"	2015	336306
"A08401184"	2014	336538.5
"B61428611"	2014	342124.9
"A28600278"	2014	342716
"B62059498"	2014	345221.9
"A28078202"	2007	345365
"A79201075"	2014	346407.9
"A28057677"	2010	348686.8
"A28057677"	2011	367853.2
"A78018421"	2016	370028
"B84654201"	2014	375148.8
"A28600278"	2015	376294
"B62409065"	2016	381501.8
"B62059498"	2008	387937
"A61351540"	2014	389327
"A28057677"	2015	392182.1
"B28241495"	2009	394351
"A63414486"	2014	396504
"A28057677"	2012	397495.4
"A79201075"	2015	397784
"A28893550"	2010	412296
"A28600278"	2016	413299
"A28078202"	2009	414195
"B62059498"	2010	416951
"A28057677"	2013	419367.2
"A14027635"	2011	421029
"B62059498"	2009	421865
"B84654201"	2015	425514.8
"A28057677"	2016	426943.6
"B62059498"	2016	427994
"A14027635"	2017	429117
"A79201075"	2016	430395.6
"A14027635"	2016	433124
"B78077724"	2016	437581
"A63414486"	2015	439252
"A28057677"	2014	442176.1
"A81944324"	2011	442320
"A81944324"	2010	443027
"A61351540"	2013	443583
"B28241495"	2010	446551
"A28294718"	2007	450200
"A28600278"	2017	455205
"A28057677"	2017	460407.4
"A79201075"	2017	462495.5
"A28078202"	2010	466054
"B83211318"	2016	482568
"B62409065"	2017	485255.1
"A63414486"	2017	486231
"A63414486"	2016	487425
"A28893550"	2011	495378
"B01218932"	2014	504377.8
"A14027635"	2015	509092
"B62059498"	2015	515346
"B83211318"	2017	519330
"A28294718"	2009	519816
"B01218932"	2015	520677
"A14027635"	2012	527361
"A28138873"	2010	533715
"A28078202"	2011	534942
"A81944324"	2012	540387
"B61441127"	2013	544167
"A81944324"	2017	550546
"B63031660"	2012	552560
"B63031660"	2016	556709
"A28138873"	2011	557331
"A28294718"	2010	559477
"B63031660"	2017	566252
"B63031660"	2013	569800
"B63031660"	2015	572331
"B63031660"	2014	573651
"A28078202"	2015	573925
"A81944324"	2016	577736
"B28241495"	2012	591289
"B83211318"	2015	594479
"B78077724"	2014	604863
"A81944324"	2013	605841
"B61441127"	2007	607693
"A14027635"	2013	620050
"A81944324"	2015	641761
"B62059498"	2017	654603
"A08503005"	2016	656646
"A14027635"	2014	659141
"A81944324"	2014	659577
"A28078202"	2016	660857
"A28078202"	2012	669541
"A08503005"	2017	672154
"A28138873"	2009	680705
"B61441127"	2008	699193
"A28294718"	2011	699638
"A28125920"	2017	700930
"B28241495"	2013	705425
"B61441127"	2009	720247
"A08503005"	2015	746833
"A28078202"	2017	754447
"B61441127"	2012	754890
"B28241495"	2014	756479
"A08503005"	2014	778988
"B61441127"	2011	798005
"B61441127"	2010	855682
"B83211318"	2014	890366
"B83211318"	2011	892511
"B83211318"	2012	894004
"B83211318"	2013	906757
"A28294718"	2012	915492
"A28138873"	2012	924332
"A28138873"	2013	975243
"A28138873"	2015	1437145
"A28138873"	2017	1502372
"A28138873"	2016	1511990
"A28138873"	2014	1542071
"A85426971"	2015	2042917
"A85426971"	2017	2162787
"A85426971"	2016	2261297
"B36014975"	2015	
"B82852831"	2015	
"B83156745"	2015	
"A38842316"	2010	
"A92954130"	2007	
"A46023347"	2010	
"A41093733"	2016	
"A28556504"	2016	
"B28403194"	2017	
"A85279107"	2009	
"B02419273"	2010	
"A08609281"	2016	
"B45006277"	2011	
"B28465730"	2016	
"B46124434"	2008	
"A03035417"	2017	
"A12010914"	2017	
"A28576411"	2017	
"A23012305"	2007	
"A08263469"	2009	
"B42141176"	2015	
"B84069491"	2008	
"A84434224"	2007	
"A20063038"	2010	
"B27321249"	2009	
"A08303869"	2012	
"A31024458"	2012	
"A08117806"	2015	
"A28040996"	2011	
"A62400718"	2016	
"A28324630"	2017	
"B84822832"	2007	
"A84451848"	2010	
"A48069991"	2009	
"A38017679"	2013	
"A16004665"	2017	
"B46163655"	2016	
"A97617773"	2008	
"A01376888"	2013	
"A08369068"	2016	
"A08481632"	2015	
"A60651783"	2013	
"A08227928"	2013	
"A40004210"	2010	
"A28554707"	2014	
"B38071155"	2013	
"F30046411"	2008	
"A01000116"	2017	
"A16010225"	2013	
"A08681637"	2011	
"F46026829"	2015	
"A78355278"	2016	
"A08120859"	2016	
"A28669851"	2009	
"A84534874"	2012	
"A12016093"	2016	
"A28368280"	2014	
"A83578328"	2009	
"B85010643"	2007	
"B12008660"	2013	
"B38020020"	2012	
"B91629634"	2010	
"A45018926"	2017	
"A50011717"	2017	
"B14028732"	2011	
"A28121820"	2017	
"B35980937"	2011	
"B63122253"	2011	
"B84871607"	2011	
"A31001027"	2015	
"B73108755"	2007	
"B30558290"	2012	
"A84911825"	2013	
"A43016286"	2012	
"A31037294"	2014	
"A31001027"	2017	
"A42000471"	2007	
"A03010568"	2016	
"B30028187"	2016	
"A95249199"	2009	
"A08126492"	2017	
"A53242152"	2017	
"A46023347"	2013	
"A36610590"	2007	
"B08565988"	2007	
"A38225041"	2016	
"A32006504"	2013	
"B06007314"	2016	
"B31744709"	2008	
"A63736359"	2007	
"B30025449"	2017	
"A48050439"	2009	
"B12027843"	2016	
"A18016709"	2015	
"A08513541"	2016	
"A03042504"	2011	
"A36606895"	2014	
"A08131914"	2017	
"A30040083"	2014	
"A08146870"	2017	
"B82988825"	2007	
"B31071178"	2013	
"A16010977"	2017	
"A10294585"	2015	
"A43042324"	2009	
"A29030715"	2011	
"A23205289"	2008	
"A92954130"	2008	
"A41010257"	2011	
"A08012676"	2013	
"A28656676"	2014	
"A30011282"	2017	
"A08699720"	2009	
"A03062619"	2017	
"B91629634"	2012	
"A28381234"	2016	
"A21391917"	2015	
"A31024458"	2009	
"B57487159"	2013	
"B46152211"	2008	
"A08218810"	2016	
"B84603935"	2007	
"A03063690"	2013	
"B83242248"	2014	
"A48175699"	2017	
"A28539013"	2009	
"A03076270"	2010	
"B38927463"	2011	
"A20018610"	2014	
"A28200384"	2017	
"A28145498"	2017	
"B28691350"	2016	
"A28483691"	2017	
"A36610590"	2014	
"B08690869"	2015	
"B31089071"	2007	
"A02005122"	2017	
"B63677223"	2010	
"A11005840"	2014	
"B37015526"	2015	
"A81256661"	2011	
"A23004369"	2016	
"A18001412"	2016	
"A31071913"	2010	
"A20049078"	2007	
"A08033474"	2007	
"B36002970"	2007	
"B61252185"	2008	
"A26011320"	2015	
"A08012676"	2008	
"B26018150"	2016	
"A79492104"	2011	
"A17003336"	2015	
"A36040442"	2015	
"B46095964"	2014	
"A03077898"	2014	
"A18565705"	2011	
"B12681060"	2009	
"A97617773"	2009	
"A12004131"	2009	
"A11903044"	2017	
"A08453219"	2017	
"F01131978"	2011	
"A85426971"	2013	
"B85133544"	2013	
"B12026183"	2009	
"A28012656"	2015	
"V03315637"	2014	
"A03167939"	2007	
"B28383362"	2012	
"B12008660"	2008	
"A20036877"	2009	
"A08033474"	2014	
"B54055140"	2011	
"A08515116"	2012	
"B08100380"	2016	
"B03020740"	2009	
"A28638542"	2015	
"A03010170"	2015	
"B84227461"	2008	
"A08584062"	2015	
"A08438061"	2017	
"A82854811"	2007	
"A28419778"	2016	
"V30405880"	2016	
"A28368280"	2015	
"A08218810"	2017	
"A08201238"	2017	
"A31189350"	2014	
"A28040996"	2014	
"A22005797"	2016	
"A24007072"	2016	
"V43129667"	2016	
"F20025441"	2012	
"A60651783"	2007	
"A50055532"	2015	
"A48032981"	2011	
"A15020480"	2013	
"A12014569"	2017	
"A37010295"	2014	
"A07013907"	2013	
"A36010676"	2013	
"B13008669"	2013	
"A08426249"	2009	
"A31394356"	2016	
"B74148388"	2009	
"B28569127"	2017	
"A58583766"	2017	
"B84504455"	2011	
"A08024317"	2015	
"A31406945"	2016	
"A31406945"	2017	
"B38022570"	2017	
"A08024317"	2014	
"A27009737"	2015	
"A01009075"	2010	
"A30036214"	2016	
"A46031761"	2016	
"A31449002"	2016	
"B21365630"	2010	
"A10005999"	2017	
"A97789861"	2011	
"A28648053"	2015	
"B18547281"	2014	
"A46056255"	2017	
"A08036709"	2017	
"B08488660"	2017	
"B46095402"	2010	
"A04006847"	2014	
"B31072705"	2017	
"A47024104"	2016	
"B28240075"	2016	
"A04006847"	2017	
"A31829203"	2010	
"A31829203"	2011	
"A31933088"	2008	
"B97751978"	2008	
"B46118717"	2016	
"A20032678"	2013	
"B12024873"	2012	
"A28465680"	2016	
"A32002107"	2013	
"A84780055"	2010	
"A32002107"	2015	
"A32002107"	2016	
"V95436002"	2007	
"B18022988"	2012	
"A08714602"	2015	
"A36002830"	2013	
"B30558290"	2010	
"B10317188"	2007	
"A34169144"	2017	
"A36002830"	2011	
"B82899550"	2007	
"A07038441"	2014	
"A11005840"	2010	
"B48605521"	2012	
"B97623938"	2011	
"B46167078"	2013	
"A40004210"	2011	
"A84451848"	2007	
"A48000939"	2009	
"B62725320"	2007	
"A20015368"	2016	
"A46031761"	2015	
"A08146870"	2012	
"A08623191"	2010	
"B12002457"	2015	
"B06368674"	2008	
"A58583766"	2015	
"B92091404"	2007	
"B83185140"	2007	
"A46115101"	2014	
"A28638542"	2014	
"A37018603"	2016	
"A97617773"	2011	
"A28687978"	2010	
"B47531462"	2007	
"A25529074"	2009	
"B13008669"	2017	
"A82667155"	2016	
"A35811272"	2010	
"A84050301"	2008	
"A83826362"	2009	
"A08024317"	2017	
"A32006504"	2007	
"A62520788"	2007	
"A32006504"	2009	
"A09013947"	2016	
"A08201238"	2013	
"A07019698"	2012	
"A08024317"	2007	
"A30037873"	2015	
"B18694349"	2009	
"A08033474"	2008	
"A08260507"	2015	
"A28368280"	2010	
"A22271209"	2007	
"A08241267"	2014	
"V57525560"	2012	
"B36014975"	2016	
"B35015262"	2007	
"A18008334"	2016	
"A45014776"	2017	
"A09010125"	2016	
"V43129667"	2012	
"A32006835"	2015	
"B28028348"	2013	
"A84534627"	2011	
"A08242513"	2017	
"A08120859"	2012	
"B91190173"	2007	
"B11018462"	2015	
"A03010568"	2014	
"A40005415"	2008	
"A30028559"	2017	
"B34226514"	2012	
"A01016591"	2012	
"A08560823"	2014	
"A30013627"	2008	
"A03010568"	2017	
"A08197881"	2012	
"B91629634"	2017	
"A31062342"	2011	
"A50889955"	2007	
"V30558738"	2007	
"A46009023"	2014	
"A08012676"	2014	
"A28372803"	2015	
"A28490548"	2012	
"B46135471"	2014	
"A81487027"	2014	
"B83209015"	2007	
"A85279107"	2012	
"A28123875"	2017	
"F49006554"	2010	
"A39025838"	2011	
"A08552622"	2017	
"A17007014"	2016	
"B34226514"	2010	
"A45063039"	2015	
"B74102872"	2007	
"F27016591"	2012	
"B28337038"	2008	
"A08010779"	2017	
"A74136060"	2010	
"A35515485"	2010	
"A33008111"	2017	
"A63414486"	2007	
"A08010779"	2016	
"A08441495"	2015	
"B31850977"	2008	
"B83654426"	2008	
"B08415424"	2008	
"B11576006"	2009	
"A17018391"	2017	
"A08010779"	2008	
"A08010779"	2007	
"B74246927"	2014	
"A28647758"	2011	
"A28429280"	2015	
"B82819681"	2007	
"A08584062"	2016	
"B11630886"	2015	
"A35735083"	2007	
"A28372803"	2014	
"A20054854"	2013	
"A24004426"	2016	
"A32006504"	2010	
"B24016693"	2017	
"A48077184"	2016	
"B92554765"	2017	
"B08058026"	2017	
"B73456147"	2008	
"A29018223"	2011	
"A45006939"	2016	
"A46008827"	2009	
"A28399186"	2009	
"B45006277"	2014	
"A06011381"	2013	
"A06011381"	2014	
"A43035971"	2014	
"B38828687"	2010	
"A08196701"	2016	
"B12024873"	2017	
"B18751461"	2011	
"B12662722"	2008	
"A08036709"	2016	
"A28208825"	2016	
"A50011717"	2011	
"B46105771"	2014	
"V43129667"	2011	
"A28465680"	2013	
"A08242992"	2013	
"A38005153"	2017	
"B83588657"	2010	
"A10301240"	2007	
"A46008827"	2017	
"A02005122"	2015	
"B83814251"	2007	
"A41081290"	2014	
"A08629107"	2016	
"B63218440"	2014	
"B28296283"	2015	
"A03011392"	2016	
"A26000174"	2015	
"A29008174"	2015	
"V95436002"	2010	
"A24015802"	2008	
"A33021809"	2016	
"F30046411"	2015	
"A84911445"	2011	
"A21009295"	2008	
"B63031660"	2008	
"A62415641"	2007	
"B20035424"	2017	
"A12025565"	2015	
"A28465680"	2007	
"A74136060"	2009	
"A08033474"	2011	
"B60241437"	2016	
"B33920141"	2017	
"B12043048"	2015	
"B83840900"	2010	
"B83211318"	2007	
"B28296283"	2017	
"A08033474"	2015	
"A35047778"	2012	
"A06244131"	2016	
"A36610590"	2015	
"A35019637"	2010	
"B63805295"	2007	
"B43952126"	2007	
"A31037294"	2013	
"B83814251"	2017	
"A06337331"	2016	
"A85280253"	2013	
"B31049273"	2016	
"A38017679"	2007	
"B35980937"	2012	
"A08481632"	2014	
"A33026907"	2016	
"A33026907"	2017	
"A06419220"	2009	
"A84534627"	2017	
"A11010469"	2007	
"A35046572"	2017	
"A04006847"	2013	
"A08533119"	2016	
"B60074663"	2008	
"A18077875"	2011	
"B38001905"	2007	
"B62785357"	2007	
"B27009794"	2015	
"B03020740"	2013	
"A11769502"	2010	
"B83680322"	2009	
"A11005840"	2017	
"A07256100"	2016	
"B08094237"	2010	
"A33036807"	2015	
"A28124311"	2017	
"A08248502"	2016	
"A08110249"	2015	
"V04509865"	2009	
"A38225041"	2014	
"B30025449"	2007	
"B35028281"	2014	
"A07241656"	2014	
"A48050439"	2012	
"A46081881"	2017	
"F04030672"	2016	
"A35036599"	2017	
"A48000939"	2012	
"A07009814"	2016	
"A29008174"	2016	
"F08678054"	2009	
"A08202582"	2017	
"A08033474"	2013	
"A08270357"	2017	
"A01004993"	2012	
"A08392938"	2009	
"A35033604"	2016	
"B57362105"	2008	
"B83541912"	2007	
"A06148266"	2007	
"A48117188"	2010	
"B62133384"	2011	
"A28449569"	2016	
"A08539553"	2015	
"B64555980"	2008	
"B50776657"	2016	
"A83578328"	2007	
"A08105371"	2016	
"A45005790"	2011	
"A79203568"	2008	
"B91372748"	2009	
"B08304610"	2015	
"A08194284"	2014	
"A29018223"	2008	
"A35026590"	2008	
"A12014346"	2016	
"A85280253"	2007	
"A28285765"	2016	
"A36561595"	2008	
"A08441495"	2007	
"A35753094"	2007	
"B83426387"	2009	
"A32006504"	2008	
"A28341055"	2017	
"A28429280"	2013	
"B18006668"	2014	
"B41021767"	2015	
"A57346926"	2009	
"A08463481"	2015	
"B08488660"	2012	
"A08493306"	2016	
"A31065816"	2017	
"A43110337"	2017	
"A41834748"	2011	
"A63776306"	2011	
"A31933088"	2011	
"B74114182"	2010	
"A08499568"	2017	
"B84311760"	2011	
"A60651783"	2014	
"B92972066"	2015	
"B08581951"	2017	
"B08375677"	2011	
"A01020809"	2012	
"A08539553"	2007	
"A28505337"	2008	
"A46075206"	2016	
"A42000471"	2017	
"A07067713"	2016	
"A81000028"	2012	
"B84537315"	2007	
"B83242248"	2007	
"B57175283"	2016	
"F50011139"	2007	
"A07061534"	2017	
"A27009737"	2008	
"A38348413"	2008	
"A01009075"	2017	
"A08466187"	2017	
"F27016591"	2010	
"A36561595"	2013	
"A01004993"	2013	
"A28603611"	2017	
"A08699720"	2013	
"B64455447"	2011	
"A43029339"	2014	
"B74246927"	2011	
"A35014414"	2007	
"B74114182"	2009	
"A08012676"	2010	
"A08231250"	2017	
"B35597020"	2008	
"A07058084"	2017	
"B47506811"	2008	
"B28455574"	2017	
"A11018736"	2016	
"A24015802"	2007	
"B48605521"	2011	
"A08072209"	2011	
"A07032030"	2014	
"B31007354"	2014	
"F49006554"	2015	
"A07018625"	2007	
"A15020480"	2015	
"A35753094"	2016	
"A07019698"	2007	
"A07046659"	2017	
"B34007211"	2017	
"A07046659"	2014	
"A08634438"	2014	
"A28127462"	2017	
"B43952126"	2014	
"B78496759"	2007	
"B36008415"	2016	
"A07046659"	2013	
"A07044530"	2016	
"A48069991"	2010	
"A07019698"	2015	
"A07019698"	2016	
"B11606647"	2016	
"A08576068"	2016	
"F01048735"	2007	
"B46166013"	2015	
"B37016607"	2017	
"A08463481"	2008	
"A03076270"	2015	
"A79203568"	2009	
"B28554608"	2015	
"F38004289"	2012	
"A08255374"	2017	
"B54055140"	2007	
"A33126244"	2007	
"A45063039"	2017	
"A84534627"	2007	
"B08565988"	2008	
"B85692374"	2015	
"B28701340"	2015	
"A28285765"	2017	
"A28449569"	2017	
"A28156776"	2011	
"A28649747"	2016	
"B85036887"	2008	
"B57487159"	2008	
"A08227928"	2014	
"A08303869"	2013	
"A07009814"	2014	
"A63736458"	2010	
"B35022425"	2007	
"B38380473"	2011	
"B03037736"	2015	
"A06388052"	2017	
"A08515116"	2007	
"A07028210"	2012	
"A07034036"	2015	
"A07027261"	2012	
"A48069991"	2016	
"F41114141"	2011	
"B81365181"	2017	
"A01016591"	2013	
"A24015802"	2012	
"B84598192"	2017	
"A38017679"	2012	
"A47024104"	2017	
"A73350399"	2007	
"A20032678"	2017	
"B46148797"	2014	
"A03021409"	2011	
"B62785357"	2014	
"A28505337"	2007	
"A07028210"	2010	
"A07028210"	2013	
"B85692374"	2009	
"B20035424"	2010	
"B03076197"	2015	
"A28145720"	2016	
"A28238723"	2015	
"B95486213"	2010	
"A03076270"	2013	
"A11769502"	2008	
"B08565988"	2010	
"A08290827"	2013	
"A46002184"	2016	
"B84654201"	2009	
"A46145728"	2014	
"A30604680"	2017	
"A11957792"	2009	
"A01000116"	2012	
"A08392938"	2013	
"A30603757"	2017	
"B31071178"	2016	
"B12008660"	2007	
"A17048752"	2014	
"B04348579"	2007	
"A46098521"	2011	
"B83852160"	2007	
"A79203568"	2010	
"B43952126"	2008	
"A28530699"	2010	
"B33920141"	2011	
"A28603611"	2011	
"B41094459"	2016	
"B95422721"	2011	
"A27009737"	2013	
"A08227928"	2015	
"B64455447"	2015	
"B47009840"	2010	
"A28368280"	2013	
"A08146870"	2014	
"B35022425"	2016	
"A03076270"	2011	
"A08036709"	2015	
"A47008487"	2011	
"A50011717"	2007	
"B13008669"	2016	
"A08147555"	2017	
"B84894377"	2012	
"B73456147"	2010	
"A08211112"	2009	
"A23004369"	2017	
"A07042237"	2015	
"B03077039"	2017	
"B16010464"	2007	
"A07016025"	2017	
"B28126886"	2013	
"A01009075"	2012	
"A08194284"	2013	
"B28934081"	2014	
"A35753094"	2008	
"B96906375"	2007	
"A28341055"	2012	
"A47009196"	2015	
"A31829203"	2008	
"B84570803"	2011	
"A31061385"	2013	
"B46124434"	2009	
"A28392736"	2016	
"A20065744"	2007	
"A12023693"	2017	
"B57175283"	2007	
"A28523066"	2016	
"B35980937"	2007	
"A30036214"	2014	
"B41033143"	2016	
"A36561595"	2011	
"B84363555"	2008	
"A48000939"	2010	
"B46055448"	2012	
