nif	year	rdo_ejercicio
"A08463481"	2015	
"B38022570"	2015	
"V83443390"	2016	
"A31829203"	2010	
"A36010676"	2012	
"A16010225"	2013	
"B28757730"	2007	
"B33605031"	2016	
"A45018926"	2015	
"A31829203"	2008	
"A13001730"	2013	
"A31001027"	2015	
"A24004426"	2017	
"A36040442"	2009	
"B36913960"	2009	
"A36040442"	2015	
"A03026523"	2017	
"A31829203"	2007	
"F50011139"	2008	
"B04018495"	2009	
"A03010568"	2016	
"A36615896"	2017	
"A28539013"	2009	
"A39005574"	2015	
"A28156776"	2013	
"A08270357"	2015	
"B53260998"	2015	
"A07256100"	2013	
"B18252338"	2017	
"A08481632"	2015	
"A95444519"	2011	
"A08533119"	2012	
"A29057833"	2016	
"A28554707"	2009	
"B28489748"	2016	
"A08640039"	2016	
"A08576068"	2011	
"A35047778"	2011	
"F08678054"	2016	
"A31406945"	2016	
"A08513541"	2016	
"A03028321"	2011	
"A04006847"	2014	
"A28667244"	2015	
"A28145720"	2016	
"A31394356"	2016	
"A37010295"	2017	
"A20015368"	2015	
"A63414486"	2015	
"B03020740"	2016	
"A08250425"	2017	
"B83156745"	2017	
"A07009814"	2017	
"A03021409"	2014	
"B26393637"	2008	
"B74102872"	2010	
"A03021409"	2016	
"A28638542"	2016	
"B28455574"	2016	
"A46145728"	2016	
"A01009075"	2015	
"B46167078"	2015	
"A46022117"	2016	
"A36002830"	2014	
"A81817900"	2007	
"A85280253"	2012	
"B31084874"	2016	
"B15043961"	2009	
"A40004210"	2009	
"A28586626"	2010	
"A28040996"	2014	
"A35036599"	2016	
"A13001730"	2015	
"A35036599"	2011	
"A35036599"	2007	
"B08704439"	2016	
"B41094459"	2015	
"B84227461"	2008	
"A01009075"	2009	
"A08539553"	2008	
"A28429280"	2011	
"B64555980"	2012	
"A46075206"	2014	
"B31007354"	2010	
"A28651222"	2017	
"A01009414"	2015	
"B82819681"	2007	
"A08481632"	2013	
"A92954130"	2013	
"A35031343"	2007	
"A35029107"	2017	
"B63122253"	2009	
"A03028321"	2017	
"B57362105"	2011	
"B27008408"	2015	
"B08094237"	2014	
"A31024458"	2008	
"B57362105"	2007	
"B50009349"	2015	
"B31881055"	2012	
"A13010046"	2015	
"A82843129"	2007	
"A08303869"	2014	
"V95239604"	2009	
"V30558738"	2008	
"F37014560"	2017	
"B08121931"	2014	
"A39022660"	2012	
"A08649741"	2015	
"A11005840"	2009	
"A29955093"	2015	
"B91629634"	2008	
"A18291476"	2014	
"B83826230"	2008	
"B35028281"	2014	
"A46021804"	2014	
"A32006504"	2009	
"A07070584"	2014	
"A32006504"	2010	
"A32006504"	2012	
"A46017919"	2017	
"A13010046"	2011	
"B48605521"	2014	
"A35026590"	2007	
"F41114141"	2010	
"A73127771"	2010	
"B76013721"	2010	
"A08464323"	2017	
"B36639060"	2016	
"A37018603"	2015	
"A23004369"	2012	
"A11000098"	2014	
"B28302305"	2016	
"A97398317"	2010	
"A28171445"	2008	
"A26053363"	2017	
"B91172221"	2008	
"B13008669"	2017	
"B46074829"	2014	
"B06320410"	2007	
"A08560823"	2013	
"A62415641"	2010	
"B45013455"	2012	
"B73254898"	2010	
"A08033474"	2016	
"A03042504"	2014	
"F49006554"	2016	
"B28296283"	2016	
"A32006504"	2017	
"A11957792"	2014	
"B11018462"	2015	
"B97623938"	2010	
"A31449002"	2017	
"B35980937"	2011	
"B28563476"	2017	
"B18006668"	2014	
"A07009814"	2016	
"B92403716"	2007	
"A08484768"	2014	
"A46075206"	2013	
"A78018421"	2010	
"A08560823"	2014	
"A31035413"	2012	
"B26451849"	2011	
"A28472256"	2014	
"A10301240"	2009	
"A97789861"	2012	
"A08616542"	2016	
"A08148991"	2017	
"A79492104"	2015	
"A43042324"	2009	
"A28219541"	2007	
"B24014292"	2014	
"A46002184"	2014	
"B35642198"	2007	
"A06337331"	2015	
"V48566475"	2012	
"A63746275"	2011	
"A32006835"	2014	
"A30038020"	2013	
"B74148388"	2010	
"A20055380"	2014	
"A28108793"	2017	
"A74255282"	2012	
"V83443390"	2014	
"B84822832"	2011	
"B08585101"	2016	
"A03057221"	2014	
"A41081886"	2014	
"A07046659"	2014	
"B35980937"	2007	
"A35004399"	2014	
"A50032325"	2014	
"A28647758"	2010	
"F08678054"	2017	
"B03067477"	2015	
"B31084874"	2017	
"A12524278"	2017	
"B97466981"	2009	
"A37021631"	2015	
"B54055140"	2012	
"B62850094"	2016	
"A41093733"	2016	
"A11000098"	2013	
"B16007551"	2009	
"A22005797"	2014	
"A27009737"	2010	
"B27009794"	2017	
"A08426249"	2014	
"B28455574"	2015	
"A31106701"	2014	
"A09010125"	2017	
"B83185140"	2008	
"A46086708"	2007	
"V82171133"	2011	
"A08010779"	2012	
"A29057833"	2012	
"A17006479"	2007	
"A03062619"	2017	
"B12043048"	2015	
"A43110337"	2015	
"A38356937"	2017	
"A36606895"	2017	
"A08183485"	2016	
"B31007354"	2014	
"A28399186"	2007	
"A80352750"	2012	
"A03063690"	2013	
"A03063690"	2017	
"A63736359"	2009	
"B37002854"	2014	
"B25015017"	2015	
"A08576068"	2014	
"A09010125"	2015	
"A36616746"	2017	
"A08242513"	2016	
"A28431161"	2011	
"B84768761"	2011	
"B31777691"	2007	
"B30029110"	2013	
"A31062342"	2011	
"B46135471"	2017	
"A46031761"	2016	
"A23012305"	2017	
"B84570803"	2008	
"B60031150"	2015	
"B83426387"	2009	
"B35597020"	2008	
"A20038915"	2017	
"A83956136"	2016	
"B31071178"	2012	
"B21376942"	2009	
"A80845050"	2015	
"A11903044"	2014	
"B15021520"	2012	
"A79492104"	2011	
"B38604112"	2007	
"A20054854"	2016	
"A23004369"	2007	
"A36002830"	2017	
"B32362410"	2007	
"A08466807"	2012	
"A03076270"	2010	
"B35022425"	2008	
"V43661891"	2007	
"A40004210"	2010	
"A28392736"	2011	
"B82393778"	2015	
"B33025123"	2017	
"B84894377"	2010	
"B62133384"	2011	
"B18694349"	2008	
"A84780055"	2012	
"A48050439"	2007	
"A30032130"	2015	
"A35515485"	2008	
"A24011165"	2016	
"A12014569"	2016	
"A24004426"	2015	
"B30028187"	2016	
"A27009737"	2012	
"B84768761"	2008	
"B12557773"	2007	
"B03020740"	2013	
"A31065816"	2017	
"F06402697"	2009	
"A08441495"	2008	
"A08687204"	2015	
"A06016208"	2016	
"B06338339"	2007	
"A08136806"	2007	
"B63805295"	2009	
"B30025449"	2012	
"A33036807"	2007	
"A30028559"	2017	
"A11769502"	2010	
"A28225241"	2015	
"A08121279"	2015	
"B97705990"	2011	
"A35115856"	2007	
"B50054154"	2017	
"B13008669"	2011	
"B84598192"	2007	
"B31881055"	2011	
"A62400718"	2014	
"B37016607"	2017	
"A53817359"	2012	
"A08631848"	2010	
"B33605031"	2008	
"A08117806"	2014	
"A78905908"	2007	
"A82843129"	2008	
"A35036599"	2008	
"A30013627"	2013	
"B50038033"	2015	
"A08552622"	2015	
"B31089071"	2015	
"B28538874"	2013	
"B46047817"	2007	
"A48061345"	2016	
"B28341832"	2016	
"A08033474"	2017	
"B84537315"	2009	
"A11301645"	2015	
"A03167939"	2014	
"A83062497"	2007	
"B31881055"	2010	
"A95444519"	2009	
"A43016286"	2011	
"A43042324"	2015	
"A83578328"	2007	
"A07067713"	2016	
"B91629634"	2007	
"B84504455"	2010	
"A07025026"	2015	
"A08024317"	2013	
"B31007354"	2012	
"A07042237"	2015	
"B85010643"	2007	
"B08375677"	2015	
"F28698488"	2016	
"B92403716"	2010	
"A28476778"	2007	
"B36002970"	2007	
"A12004131"	2010	
"A08033474"	2015	
"A18020271"	2016	
"A84534874"	2011	
"B20759023"	2017	
"A04413340"	2008	
"A18001412"	2013	
"B79959961"	2008	
"A41010257"	2014	
"B46167078"	2011	
"A28127462"	2015	
"B36002970"	2014	
"B02008084"	2015	
"B30604854"	2014	
"A11005840"	2012	
"B34226514"	2012	
"A04005302"	2017	
"A28306868"	2017	
"A46023347"	2014	
"A08438061"	2012	
"A84911445"	2009	
"B31829195"	2011	
"A48981641"	2014	
"B60241437"	2016	
"B84654201"	2011	
"B08147696"	2015	
"B95388450"	2007	
"A20018610"	2017	
"B14027346"	2014	
"A31180060"	2007	
"A04006847"	2016	
"A06419220"	2009	
"A06445746"	2011	
"A28650307"	2010	
"A57346926"	2007	
"B28302305"	2017	
"B60338290"	2007	
"B83814251"	2017	
"B83766485"	2007	
"A12013496"	2016	
"A35028570"	2015	
"A20070371"	2010	
"A45006459"	2017	
"A35019637"	2010	
"A46036380"	2016	
"A06388052"	2011	
"B26451849"	2012	
"F06402697"	2008	
"B46167078"	2012	
"G38004297"	2015	
"A28171445"	2017	
"B18022988"	2012	
"A97398317"	2009	
"A35811272"	2010	
"A06388052"	2008	
"A01376888"	2007	
"B91235622"	2007	
"B45006277"	2014	
"B84443480"	2008	
"A08120859"	2016	
"A08289902"	2016	
"A01008234"	2015	
"A07028210"	2015	
"A08515116"	2013	
"B08094237"	2016	
"B62133384"	2016	
"A39025838"	2011	
"B13008669"	2015	
"A83826362"	2009	
"A17035361"	2007	
"B74246927"	2014	
"A38485827"	2012	
"B31777691"	2015	
"B83826230"	2007	
"B10317188"	2010	
"F37014560"	2016	
"A50011717"	2010	
"B36002970"	2017	
"B36606853"	2017	
"A08010779"	2009	
"A30009815"	2017	
"B28489748"	2015	
"A57082570"	2007	
"A28159622"	2014	
"F37014560"	2012	
"A08010779"	2014	
"A08010779"	2015	
"A32143588"	2014	
"B02419273"	2007	
"F14016729"	2015	
"B53548384"	2017	
"A18016709"	2014	
"A33021809"	2016	
"A82831025"	2007	
"A08270357"	2013	
"A84780055"	2007	
"B84363555"	2008	
"A08369068"	2015	
"B57175283"	2010	
"B28084168"	2011	
"F08203663"	2008	
"A19012962"	2017	
"B78077724"	2017	
"A33015728"	2016	
"A08024317"	2017	
"A02005122"	2016	
"A28372803"	2012	
"A45014776"	2016	
"A31003304"	2016	
"B97466981"	2008	
"A35115856"	2015	
"A36040442"	2014	
"A08194284"	2014	
"A08257925"	2016	
"A30036214"	2014	
"B15015712"	2007	
"A08024317"	2012	
"A08024317"	2016	
"V11317633"	2008	
"B35044197"	2015	
"A85125078"	2011	
"A13001730"	2012	
"A08699720"	2012	
"A22003537"	2017	
"A08438061"	2009	
"A08033474"	2009	
"A08535288"	2017	
"F95002150"	2010	
"B15015712"	2014	
"A08646143"	2013	
"A63414486"	2016	
"A28554707"	2012	
"B11576006"	2008	
"A82667155"	2015	
"B64055445"	2009	
"A25011610"	2011	
"A28101707"	2016	
"A78753514"	2014	
"A08241267"	2009	
"A30032130"	2017	
"A41080144"	2014	
"B08488660"	2015	
"A08189615"	2014	
"A08640039"	2014	
"B18022988"	2016	
"A03167939"	2012	
"A08036709"	2014	
"A82843129"	2009	
"B18022988"	2014	
"A28472256"	2017	
"A30013627"	2011	
"A08698862"	2015	
"A30028559"	2012	
"A30031769"	2016	
"A30026363"	2011	
"A08257925"	2017	
"A24020828"	2015	
"A37010295"	2009	
"B73108755"	2007	
"A03062197"	2007	
"A07028210"	2014	
"A08211112"	2009	
"A06388052"	2017	
"A08197881"	2016	
"B08690869"	2015	
"A08453219"	2015	
"B35036540"	2009	
"F14016729"	2016	
"B84372051"	2010	
"A08575672"	2014	
"B11606647"	2016	
"B84311760"	2010	
"B08642324"	2015	
"B83495101"	2015	
"A08197881"	2012	
"A28586626"	2013	
"A20073169"	2007	
"A08072209"	2011	
"F32001976"	2014	
"A83741967"	2009	
"A28372803"	2009	
"B46166013"	2015	
"B03020740"	2017	
"B15862667"	2009	
"B63533095"	2007	
"A08075293"	2017	
"B97861843"	2007	
"A92152602"	2016	
"A01006055"	2011	
"B46074829"	2007	
"B08013963"	2015	
"A83578328"	2008	
"B13004924"	2017	
"B62785357"	2007	
"A08227928"	2012	
"A24009086"	2012	
"A32002107"	2009	
"B85294916"	2009	
"B46118303"	2016	
"A08699720"	2013	
"A46022117"	2010	
"B08688301"	2016	
"B46092755"	2015	
"A20049078"	2015	
"B84603935"	2010	
"F20025441"	2012	
"B30010797"	2014	
"A30006308"	2015	
"B45017613"	2014	
"A57277709"	2012	
"A20020277"	2009	
"B36002970"	2016	
"A33608563"	2015	
"B63031660"	2009	
"A08699720"	2011	
"B38071155"	2013	
"A48093983"	2012	
"A34011411"	2015	
"B84894377"	2008	
"A08194284"	2016	
"B84822832"	2009	
"A46032132"	2017	
"A08093254"	2017	
"A28399186"	2010	
"B06007314"	2015	
"A20063038"	2007	
"A17025404"	2017	
"F27007608"	2012	
"A18024950"	2008	
"B83426387"	2007	
"B78496759"	2007	
"B73212417"	2007	
"A08539553"	2011	
"B46139143"	2015	
"A30012645"	2008	
"B35980937"	2013	
"A08204851"	2017	
"A80632573"	2013	
"A38485827"	2013	
"A35569102"	2007	
"A30012009"	2015	
"A62332580"	2007	
"A31829203"	2011	
"A85426971"	2014	
"B31071178"	2011	
"A28711273"	2008	
"A60651783"	2010	
"A08552812"	2015	
"A53242152"	2017	
"A08082364"	2014	
"A41834748"	2011	
"B20815643"	2012	
"A17003757"	2016	
"B46161261"	2017	
"A30006308"	2010	
"A30006308"	2009	
"A30006308"	2008	
"A11005840"	2016	
"A84534874"	2010	
"A32006504"	2011	
"B47572367"	2008	
"F95073748"	2017	
"A01009075"	2016	
"A45018926"	2013	
"A29018223"	2015	
"V82171133"	2010	
"A28394633"	2014	
"A06244131"	2016	
"A08117806"	2013	
"B82899550"	2007	
"B84348622"	2013	
"B34224923"	2007	
"A31394356"	2017	
"A07033178"	2012	
"A08699720"	2014	
"A91369819"	2007	
"A08533119"	2011	
"A08120859"	2015	
"A28208825"	2016	
"A29955093"	2009	
"A08533119"	2009	
"B46074829"	2012	
"A29901386"	2012	
"A07015787"	2016	
"A48107809"	2008	
"A25005331"	2013	
"A18017244"	2013	
"B64455447"	2007	
"B97466981"	2010	
"A07256100"	2014	
"B50027846"	2016	
"B03039781"	2013	
"B33025123"	2015	
"A28613347"	2009	
"F01131978"	2012	
"A35098482"	2017	
"A28487460"	2014	
"A07019698"	2007	
"A29076759"	2014	
"B35044197"	2016	
"B46074829"	2013	
"B28757730"	2008	
"A84780055"	2009	
"A08132565"	2017	
"A28225241"	2012	
"B36610004"	2014	
"A28556504"	2016	
"A28399186"	2011	
"A62332580"	2015	
"A48069991"	2008	
"A13005384"	2016	
"A29018223"	2012	
"B46108403"	2014	
"A18291476"	2010	
"B46063137"	2010	
"A48050439"	2009	
"A28429280"	2010	
"F21339106"	2008	
"A60651783"	2011	
"B33876459"	2008	
"A82843129"	2013	
"A30011282"	2012	
"B47572367"	2009	
"B54055140"	2007	
"A30005524"	2012	
"B23219009"	2012	
"A46009023"	2014	
"B15015712"	2012	
"B83426387"	2016	
"A38348413"	2008	
"A46023347"	2008	
"A08513541"	2014	
"B45017613"	2017	
"A37010295"	2011	
"A48069991"	2014	
"B36006575"	2007	
"B85036887"	2008	
"A29030715"	2012	
"A36606895"	2014	
"A61939708"	2014	
"B35028281"	2013	
"V04509865"	2009	
"A45562329"	2007	
"B63031660"	2008	
"B35980937"	2012	
"A35115856"	2012	
"A29018223"	2016	
"B64055445"	2012	
"A29018223"	2013	
"B92709526"	2009	
"B46045456"	2012	
"F46024378"	2007	
"A08515116"	2009	
"A28505337"	2007	
"B47531462"	2007	
"F04030672"	2015	
"B28250090"	2011	
"B08304610"	2017	
"A08290975"	2010	
"A21391917"	2010	
"A50004860"	2015	
"B18022988"	2017	
"A08851321"	2015	
"B83603746"	2009	
"A35753094"	2017	
"A84451848"	2008	
"V11317633"	2012	
"B33605031"	2015	
"A23004369"	2015	
"A28123875"	2017	
"B46103131"	2017	
"A85450476"	2012	
"B36614816"	2015	
"A20036877"	2017	
"B84654201"	2010	
"A63776306"	2007	
"A12004131"	2008	
"A46002184"	2016	
"B97389209"	2009	
"B46124434"	2015	
"A28672921"	2017	
"A46023347"	2011	
"A63796395"	2009	
"A01000777"	2007	
"A08551590"	2017	
"A18026260"	2014	
"A48061345"	2009	
"A60362266"	2017	
"A39022660"	2010	
"A28040996"	2017	
"A31009665"	2012	
"B46167078"	2016	
"B91629634"	2013	
"B31007354"	2017	
"B08216053"	2014	
"B12024873"	2013	
"B30025449"	2011	
"A48403927"	2008	
"B07031149"	2015	
"A28171916"	2017	
"B82274135"	2015	
"B31089071"	2017	
"B30566194"	2007	
"A28087575"	2017	
"A28341055"	2016	
"B08565988"	2008	
"A48110381"	2007	
"A28656676"	2014	
"F04005344"	2009	
"A53242152"	2014	
"A84039338"	2010	
"B41021767"	2015	
"A58356213"	2014	
"B48081715"	2007	
"A28732774"	2017	
"A07026701"	2017	
"B85225282"	2013	
"B38828687"	2010	
"B34224923"	2008	
"V43129667"	2016	
"A50029800"	2017	
"A28554624"	2007	
"A23012305"	2014	
"A48049928"	2016	
"B36002970"	2011	
"B82988825"	2007	
"A08201238"	2014	
"A28040996"	2016	
"A28057495"	2017	
"A07035934"	2007	
"A26021527"	2017	
"B03061124"	2014	
"B28059012"	2017	
"B26451849"	2007	
"A38017679"	2012	
"B83071928"	2008	
"B64555980"	2010	
"F08203663"	2007	
"A20047726"	2016	
"B83495101"	2016	
"A31933088"	2013	
"F21339106"	2007	
"A48032981"	2017	
"B14518773"	2017	
"A20018610"	2015	
"B63218440"	2008	
"B39004981"	2007	
"A41080144"	2015	
"A08289902"	2015	
"A23012305"	2008	
"A07033178"	2007	
"A23205289"	2008	
"A47024393"	2017	
"B50002849"	2015	
"A40004210"	2008	
"A08201238"	2010	
"A08201238"	2016	
"A08202582"	2012	
"B29212644"	2014	
"A08202582"	2017	
"A08689796"	2017	
"A35012780"	2011	
"B37416575"	2008	
"A08623191"	2011	
"A08147555"	2010	
"A28687978"	2009	
"A28686111"	2017	
"B15015712"	2016	
"A39005095"	2008	
"B46167078"	2013	
"A28108793"	2015	
"A08206419"	2014	
"A12010914"	2013	
"A48061345"	2012	
"A85450476"	2009	
"A63414486"	2017	
"A21006861"	2007	
"A32006835"	2008	
"F35006451"	2011	
"A08209736"	2016	
"A35016658"	2013	
"A36561595"	2007	
"A08197881"	2013	
"A46002184"	2015	
"A29955093"	2011	
"B36606853"	2016	
"B46148797"	2014	
"A74255282"	2010	
"A28411577"	2011	
"A28672921"	2015	
"A85279107"	2007	
"B46105771"	2014	
"A17003336"	2011	
"A48093983"	2011	
"A08573370"	2014	
"B41088642"	2016	
"B85160976"	2008	
"A07078405"	2008	
"A08438061"	2017	
"A08578239"	2016	
"A28465680"	2016	
"A46141792"	2017	
"A38013744"	2015	
"A28658177"	2015	
"A28658177"	2014	
"B45013455"	2017	
"B81496515"	2017	
"A50055532"	2014	
"A08221582"	2014	
"B62785357"	2015	
"A07033178"	2014	
"A53817359"	2013	
"B32362410"	2013	
"A08158172"	2007	
"B18694349"	2009	
"A82501545"	2007	
"B85036887"	2012	
"A28649747"	2016	
"A20049078"	2008	
"A29030715"	2016	
"B63677223"	2007	
"A47018361"	2015	
"A28647758"	2017	
"A24025611"	2016	
"A28647758"	2013	
"A28647758"	2012	
"A28647758"	2011	
"A17018391"	2015	
"A31933088"	2008	
"B61425682"	2007	
"B62916077"	2007	
"B31798929"	2007	
"B84871607"	2011	
"A03076270"	2014	
"A28638542"	2015	
"V38081873"	2014	
"B57487159"	2008	
"B28340388"	2015	
"B15015712"	2008	
"A12027686"	2013	
"A07019698"	2009	
"A03010568"	2009	
"A08241267"	2011	
"B50009349"	2013	
"A27009737"	2017	
"B62133384"	2010	
"A08241267"	2016	
"B60074663"	2007	
"A28431161"	2017	
"A08422412"	2015	
"A08242992"	2012	
"A48049928"	2007	
"A28636025"	2007	
"A28630374"	2017	
"A31189350"	2009	
"A97789861"	2007	
"B03039609"	2017	
"A22005797"	2012	
"V48566475"	2011	
"F01131978"	2011	
"A08248502"	2017	
"B46118717"	2016	
"A09028184"	2016	
"A29955093"	2008	
"B11576006"	2009	
"A12021366"	2007	
"A08255374"	2016	
"A28111342"	2013	
"A63736458"	2009	
"B06422877"	2007	
"A28040996"	2015	
"A31189350"	2008	
"B18751461"	2009	
"A97617773"	2010	
"A12004131"	2014	
"B46076287"	2016	
"A07216948"	2014	
"A27006790"	2015	
"A30036214"	2016	
"A48094486"	2012	
"A08681637"	2011	
"B38071155"	2014	
"B08488660"	2016	
"B97751978"	2012	
"B84348622"	2016	
"B45011269"	2017	
"A92954130"	2011	
"A46075206"	2015	
"V95436002"	2007	
"C28863686"	2016	
"B91235622"	2008	
"B84822832"	2008	
"A29008174"	2016	
"B97861843"	2013	
"A08270357"	2016	
"A08270357"	2017	
"A12363529"	2016	
"B46124434"	2014	
"A47008487"	2012	
"B33920141"	2008	
"A28603611"	2009	
"A08699720"	2008	
"A83741967"	2008	
"A08441495"	2015	
"B37016607"	2013	
"A35047778"	2009	
"B18751461"	2007	
"B28295863"	2017	
"A83932475"	2010	
"A28586592"	2016	
"A28586592"	2015	
"B03039781"	2009	
"A91369819"	2014	
"A08009490"	2011	
"A35811272"	2009	
"B85160976"	2012	
"B31784895"	2007	
"A08802068"	2007	
"A43621416"	2007	
"A09028184"	2017	
"B28554608"	2015	
"F08203663"	2015	
"A28106979"	2015	
"B50997949"	2008	
"A08285157"	2017	
"B48045942"	2009	
"A41010257"	2012	
"B83156745"	2015	
"A57346926"	2011	
"A28603041"	2016	
"A41191313"	2017	
"A25005331"	2015	
"B18022988"	2015	
"A07019698"	2016	
"A36002830"	2013	
"A02005122"	2015	
"B24016693"	2017	
"A28562429"	2016	
"A08012676"	2014	
"V48566475"	2013	
"A07033178"	2009	
"A08147555"	2017	
"A08629107"	2016	
"A35047778"	2010	
"A08036709"	2017	
"A48092944"	2016	
"V48566475"	2016	
"A47007281"	2015	
"B28455574"	2017	
"A70063383"	2011	
"B23219009"	2010	
"A28554707"	2013	
"A47008487"	2010	
"A12004131"	2017	
"A08580268"	2017	
"A28552404"	2015	
"A25005331"	2008	
"A08290827"	2013	
"A28547115"	2017	
"A26011320"	2016	
"B46051116"	2015	
"B92554765"	2008	
"A24009086"	2011	
"B83393223"	2008	
"B54055140"	2009	
"A08556896"	2015	
"B46051116"	2017	
"A20020277"	2012	
"A46036380"	2014	
"A11301645"	2010	
"F95073748"	2013	
"A28539013"	2010	
"A28465680"	2007	
"B15021520"	2017	
"B12043048"	2017	
"A28530699"	2017	
"A28530699"	2016	
"A30032130"	2016	
"B53548384"	2016	
"A28530699"	2008	
"A46009023"	2017	
"B12026183"	2009	
"A15023856"	2013	
"F08678054"	2014	
"A28228690"	2016	
"B85692374"	2011	
"A14580385"	2009	
"B18018176"	2016	
"A41042904"	2015	
"B08488660"	2009	
"A28523066"	2017	
"A08299406"	2014	
"B41094459"	2016	
"A38017679"	2009	
"A20063038"	2017	
"A13010004"	2012	
"F37014560"	2015	
"V11317633"	2015	
"A28711273"	2007	
"B96199807"	2009	
"A20806329"	2007	
"A63746275"	2007	
"A08301475"	2015	
"A28190973"	2017	
"A08303869"	2010	
"A08303869"	2017	
"B01376615"	2010	
"B76013721"	2007	
"A08241267"	2017	
"A47024393"	2016	
"B63122253"	2007	
"B28460681"	2008	
"A35012012"	2016	
"B14028732"	2013	
"A28515567"	2007	
"A08321283"	2015	
"A30018147"	2017	
"A03009347"	2015	
"B30029110"	2014	
"A36561595"	2010	
"A12014569"	2010	
"A28505402"	2012	
"B29212644"	2016	
"B84443480"	2009	
"B31881055"	2017	
"A28505337"	2015	
"A28505337"	2014	
"A12021366"	2010	
"A08560823"	2011	
"A28672921"	2007	
"B48948830"	2010	
"A08330789"	2007	
"A50055532"	2015	
"B31631062"	2015	
"A28136711"	2016	
"A29030848"	2014	
"A08227928"	2013	
"A12010914"	2011	
"A16010225"	2016	
"V82171133"	2009	
"A58356213"	2016	
"A28491041"	2008	
"A29018223"	2010	
"A08426249"	2011	
"B57551350"	2009	
"B28538874"	2008	
"A41042904"	2017	
"A47008487"	2013	
"A08263469"	2009	
"A32002107"	2008	
"B84527704"	2008	
"A28017531"	2011	
"B39523956"	2007	
"A08192858"	2016	
"A20063038"	2016	
"A48059943"	2017	
"B41067414"	2017	
"A50042191"	2015	
"A24009086"	2015	
"A01009075"	2010	
"A20061131"	2016	
"B83071928"	2007	
"A08584062"	2015	
"V43661891"	2008	
"A28208825"	2017	
"A28465680"	2012	
"A16010225"	2015	
"A28472256"	2016	
"A92954130"	2009	
"B30025449"	2015	
"A08365413"	2014	
"B61567970"	2013	
"A01004993"	2012	
"A08369068"	2017	
"A53817359"	2007	
"B28115533"	2014	
"A36610590"	2017	
"A62415641"	2008	
"A57277709"	2007	
"A08033474"	2007	
"A08242992"	2014	
"B43952126"	2011	
"B83588657"	2010	
"B30010797"	2013	
"A25529074"	2007	
"A92152602"	2015	
"B34226514"	2008	
"A28159622"	2008	
"A60651783"	2008	
"A14023139"	2010	
"B08194276"	2013	
"A41010257"	2016	
"A28449569"	2017	
"A28449569"	2016	
"B12024873"	2011	
"A12105029"	2015	
"A28225241"	2016	
"A58494048"	2016	
"A26000174"	2016	
"A28740397"	2014	
"A07013907"	2012	
"B12024873"	2012	
"A41212572"	2017	
"A08196701"	2016	
"B11900602"	2007	
"A18017244"	2014	
"A11018736"	2016	
"A28537595"	2013	
"A18016709"	2015	
"A08250425"	2013	
"A28431161"	2013	
"A28431161"	2012	
"A74255282"	2007	
"B61540118"	2007	
"A08385395"	2015	
"A24015802"	2008	
"A32006504"	2007	
"B92709526"	2007	
"B84570803"	2010	
"A48175699"	2016	
"B50009349"	2014	
"A18565705"	2007	
"A83578328"	2009	
"B35018332"	2010	
"B38001905"	2007	
"A08392938"	2010	
"A47018361"	2017	
"A08392938"	2015	
"F27007608"	2014	
"B33920141"	2009	
"A37018603"	2014	
"C08164253"	2014	
"A46078556"	2015	
"A28013407"	2007	
"A08009490"	2008	
"F10026128"	2009	
"A07058084"	2017	
"A29057296"	2017	
"F38004289"	2014	
"B97861843"	2011	
"A07036569"	2017	
"B83185140"	2007	
"A28011872"	2013	
"A08552622"	2013	
"B92972066"	2007	
"A12021366"	2009	
"A28411585"	2012	
"F38004289"	2007	
"B12008660"	2014	
"A28411577"	2012	
"B82956517"	2007	
"A03076270"	2017	
"A83932475"	2009	
"B28403194"	2016	
"A84430107"	2008	
"A46055497"	2011	
"B15015712"	2015	
"B28255016"	2010	
"B18022988"	2013	
"A08392938"	2011	
"A79203568"	2010	
"A28080646"	2015	
"A08405490"	2015	
"B30025449"	2007	
"A30006308"	2013	
"A08409948"	2015	
"A62977186"	2015	
"B83541912"	2007	
"B45555489"	2008	
"A58583766"	2012	
"A57277709"	2010	
"B12662722"	2008	
"A41151093"	2017	
"B28091486"	2016	
"B12541496"	2007	
"A28399186"	2012	
"B06422877"	2010	
"A07032030"	2013	
"B31850977"	2008	
"A28396042"	2017	
"A48093983"	2016	
"B37015526"	2015	
"A08426249"	2008	
"A03076270"	2011	
"A47009196"	2015	
"A08426249"	2016	
"A28392736"	2016	
"A28392736"	2015	
"B84894377"	2012	
"B85294916"	2014	
"A08242992"	2016	
"A33778739"	2016	
"B43952126"	2012	
"A60362266"	2007	
"A32002107"	2015	
"B14819643"	2010	
"B45555489"	2007	
"A41043159"	2015	
"B28028348"	2016	
"B38927463"	2012	
"A08201238"	2008	
"A08438061"	2007	
"A08438061"	2013	
"A74136060"	2011	
"G07065709"	2016	
"B84363555"	2009	
"A28053080"	2017	
"A08577215"	2017	
"A48547558"	2009	
"B03028099"	2015	
"B33920141"	2017	
"A30038764"	2010	
"A32006835"	2012	
"A48094486"	2011	
"B28337038"	2010	
"A36010676"	2013	
"A50011717"	2011	
"A17018391"	2017	
"A08572430"	2017	
"A35026590"	2017	
"B08094237"	2015	
"B76013721"	2009	
"A08201238"	2013	
"A78267309"	2011	
"A28372803"	2015	
"A28372803"	2013	
"B03039781"	2012	
