nif	year	deudas_financ
"B41008970"	2017	36527.21
"A28146579"	2014	36635.15
"B14008999"	2014	36638.39
"A08503005"	2014	36731
"A40006371"	2014	36762.81
"A28046431"	2014	36816
"A15010564"	2007	37260.02
"B08194359"	2017	37267
"A15010564"	2008	37291.17
"A28200384"	2015	37312.34
"A08377046"	2007	37330.32
"A50018837"	2014	37535.48
"B57175283"	2015	37586.09
"A03402468"	2008	37598.04
"A12015673"	2014	37635.03
"B28569127"	2013	37756.29
"A28709053"	2013	37820.64
"A58538414"	2014	37902
"A08046799"	2011	37975
"A28146579"	2012	38007.06
"A28155240"	2013	38154.74
"B95087482"	2014	38583
"A50032002"	2012	38663.17
"A09092305"	2008	38702
"A28200384"	2013	38718.14
"A45002219"	2014	38779.71
"A15010564"	2009	38878.21
"B83211318"	2012	38948
"A61351540"	2011	38955
"A46048815"	2012	39003.28
"A80245129"	2016	39086.96
"A28329480"	2012	39107.09
"A07427081"	2014	39112.04
"A15010564"	2014	39114.05
"A36036739"	2017	39238.36
"A31007743"	2009	39255
"B28227866"	2014	39256.81
"A78389608"	2012	39404.18
"B83045674"	2012	39501.14
"A28190973"	2014	39501.16
"A28627446"	2017	39514.3
"A28893550"	2009	39515
"A35023746"	2007	39566.27
"A78389608"	2013	39572.5
"A28422335"	2012	39653.03
"A31007743"	2008	39701.25
"A46048815"	2015	39746.72
"A79201075"	2013	39862.69
"A74255282"	2017	39933.57
"A28893550"	2008	40104
"A28627446"	2016	40159.7
"A29003951"	2016	40186.16
"B22004113"	2010	40241.42
"A07326473"	2012	40365.62
"A04012258"	2010	40451.91
"A45002219"	2013	40502.15
"A03402468"	2011	40509.16
"B28250090"	2017	40664.58
"B83045674"	2011	40763.13
"B31684020"	2011	40766.38
"B31684020"	2012	40877
"B35007376"	2012	40918.2
"A28146579"	2015	40977.18
"B09417932"	2015	41026.3
"A53559530"	2016	41278.2
"A50032002"	2013	41367.24
"B07883457"	2012	41470
"A16009870"	2009	41540.07
"A46045936"	2014	41554.73
"A15007750"	2013	41606.09
"A12011946"	2012	41607.79
"A15010564"	2013	41674.23
"A15010564"	2016	41723.65
"A36036739"	2014	41738.38
"B35042092"	2017	41764
"A07326473"	2011	41822
"A12021556"	2012	41869.27
"B83826230"	2013	41889
"A19122209"	2008	41930
"B35042092"	2016	41975
"A79939112"	2013	42108.89
"B81907776"	2012	42264.41
"A28245009"	2014	42284.97
"A12015673"	2015	42285.43
"A31007743"	2016	42319
"A33006404"	2016	42359.11
"B35007376"	2013	42440.36
"B78496759"	2014	42475.08
"A29003951"	2014	42493.23
"A96966049"	2017	42542
"A28190973"	2009	42567.53
"A28329480"	2013	42590.96
"A82198847"	2017	42664.96
"A96966049"	2015	42804
"A08202715"	2009	42807.18
"B37014388"	2015	42858.79
"A46045936"	2012	42887.36
"B28250090"	2016	42909.84
"A08046799"	2008	42995
"B22004113"	2011	43094.79
"A04012258"	2013	43113.98
"A61351540"	2013	43119
"B83257295"	2012	43202.38
"F32001976"	2017	43279
"B27015965"	2014	43333.3
"B95087482"	2015	43400
"A53559530"	2015	43409.05
"A08023145"	2011	43675
"A29005782"	2009	43768.41
"A50049519"	2011	43928.93
"B28102556"	2009	43935.74
"A28893550"	2010	43971
"A79201075"	2012	43984.03
"A81041147"	2012	44043
"B91235622"	2016	44168.7
"A33006404"	2011	44176.79
"B01292903"	2017	44317
"A08046799"	2010	44340
"A41461856"	2008	44409.67
"F32001976"	2015	44648.89
"B29006574"	2011	44766.65
"A30009146"	2012	45060.98
"A15010564"	2011	45097.6
"B35042092"	2015	45292
"B28241495"	2017	45350.63
"A06003800"	2015	45430.48
"A08503005"	2015	45434
"B31684020"	2013	45481.81
"A33006404"	2012	45524.78
"A08663684"	2008	45651.88
"B37014388"	2014	45694.32
"B04348579"	2014	45738.34
"A31007743"	2010	46439
"A78389608"	2014	46522.7
"B28227866"	2015	46525.57
"A15010564"	2010	46662.24
"A35023746"	2008	46701.3
"A30009146"	2013	46790.62
"A22013072"	2012	46820
"B07883457"	2014	46831.32
"A28893550"	2011	46865
"A61351540"	2017	46989
"A79201075"	2007	47219
"A28283067"	2014	47369.26
"B28227866"	2012	47394.43
"A07427081"	2013	47396.7
"A33006404"	2010	47493.54
"A08503005"	2017	47498
"A28273043"	2013	47519.64
"A79201075"	2009	47530.5
"A08663684"	2009	47765.72
"A28893550"	2007	47929
"A28190973"	2013	47972.52
"A38015459"	2012	47987
"A15010564"	2012	48067.2
"A35004571"	2016	48130
"A35004571"	2014	48285
"A39003025"	2009	48497.61
"B28227866"	2013	48709.57
"A33006404"	2008	48785.4
"B31684020"	2014	48819.17
"A28273043"	2012	48920.03
"A12095295"	2016	49017.64
"A03402468"	2012	49020.16
"B61441127"	2014	49527
"A28125920"	2016	49596
"A36036739"	2015	49659
"A08518979"	2008	50085
"A04012258"	2016	50115.65
"A08008450"	2014	50187
"A28283067"	2013	50310.25
"A39003025"	2010	50324.25
"B29006574"	2012	50379.23
"B01292903"	2007	50460
"A33006404"	2017	50581.84
"A16009870"	2013	50703.68
"B58222548"	2013	50915.7
"A40006371"	2015	51004.25
"A08663684"	2007	51014.11
"A28085686"	2014	51332.08
"B28102556"	2015	51401.35
"A36036739"	2016	51762.27
"A35023746"	2015	51790
"A16009870"	2010	51967.8
"A30009146"	2014	52056.46
"A08999088"	2010	52215
"A08046799"	2007	52321.16
"A50049519"	2012	52362.24
"B62059498"	2011	52519
"B14008999"	2017	52635.16
"A30009146"	2016	52749.7
"B28241495"	2009	52859
"A08008450"	2016	52867
"B58222548"	2015	53075.89
"A33006404"	2015	53108.49
"A12023693"	2015	53447.02
"A12011946"	2013	53506.81
"B62059498"	2010	53512
"A79939112"	2014	53516.55
"A19122209"	2010	53559
"A28190973"	2012	53599.16
"A28273043"	2009	53691.27
"A39003025"	2008	53826.86
"B37012069"	2017	53973.63
"A78320736"	2013	53987
"A28190973"	2010	54256.95
"A08377046"	2012	54412.03
"B83826230"	2014	54766
"A29003951"	2015	54790.68
"B28241495"	2016	54968.02
"B48472500"	2017	55112.36
"A09092305"	2014	55268
"B22004113"	2014	55517.61
"A08002073"	2008	55531.69
"A08202715"	2007	55613.43
"B83603746"	2015	55680.17
"B01292903"	2008	56014
"A28146579"	2016	56079.8
"B28028348"	2010	56190.39
"A15007750"	2014	56252.14
"A30009146"	2017	56294.44
"A19122209"	2009	56306
"A28273043"	2011	56647.25
"B83257295"	2013	56887.25
"A08002073"	2007	56971.04
"A33006404"	2014	57146.04
"B28757730"	2013	57151.56
"A15010564"	2017	57173.38
"A28292084"	2015	57262.88
"A08503005"	2016	57594
"A28422335"	2013	57640.64
"A04012258"	2014	57751.74
"A15007750"	2015	57809.33
"B28028348"	2009	57891.8
"B28241495"	2010	58108
"B48472500"	2015	58465.23
"A81041147"	2014	58875
"A28077709"	2015	58970
"A28485571"	2013	59282.04
"A33006404"	2013	59624.64
"A35023746"	2009	59674.65
"A28485571"	2015	59909.73
"A16009870"	2017	60181.95
"A46048815"	2014	60482.37
"B29006574"	2013	60544.03
"A08377046"	2010	60558.6
"A08202715"	2008	60683.08
"B01218932"	2015	61057
"B63031660"	2012	61381
"A81041147"	2013	61815
"A08999088"	2008	62111
"A08377046"	2011	62236.77
"A28078202"	2008	62807
"A12021556"	2014	62887.32
"B01292903"	2009	62980
"A78320736"	2011	63903
"A12021556"	2013	63908.39
"A16009870"	2011	63942.12
"A08002073"	2009	64138.31
"B46151411"	2014	64268.13
"B95087482"	2016	64318
"A08202715"	2011	64438.82
"A28273043"	2010	64486.84
"A28814135"	2015	64614
"A15010564"	2015	64744.21
"A16009870"	2012	64890.63
"A16009870"	2014	65082.5
"A08663684"	2010	65265.7
"A35023746"	2012	65545.83
"A46070777"	2013	65601.93
"B81907776"	2013	65620.9
"B81907776"	2014	65690.59
"A39003025"	2013	66376.59
"A78320736"	2012	66451
"A29005782"	2010	66452.34
"A08663684"	2011	66566.38
"A28078202"	2016	66667
"A28078202"	2015	66667
"A08002073"	2010	66800.2
"A12011946"	2014	67389.39
"A28273043"	2007	67418.8
"A09092305"	2009	67459
"B28241495"	2015	67784.23
"A08377046"	2009	67899.31
"A79201075"	2011	67909.15
"A08518979"	2017	68178.32
"A04012258"	2015	68489.89
"B01292903"	2015	68831
"A63414486"	2015	69342
"A09092305"	2015	69529.96
"A35023746"	2011	69757.86
"B58222548"	2014	69973.48
"A08999088"	2014	69987
"A96966049"	2016	70130
"B95388450"	2016	70225.94
"A79201075"	2010	70537.2
"A53559530"	2014	70858.21
"A50049519"	2017	70950.39
"A39003025"	2011	70966.85
"A50049519"	2013	71503.31
"A78320736"	2014	71756
"A28078202"	2007	72359
"A35023746"	2013	72877
"A35023746"	2014	73642.45
"A29005782"	2011	73787.39
"A07326473"	2013	74311.13
"A28011286"	2017	74356
"A09092305"	2010	74429
"A53559530"	2012	74557.71
"A09092305"	2013	74599
"A08002073"	2011	74670.3
"A28125920"	2017	74784
"A35023746"	2010	75007.7
"A08202715"	2012	75028.84
"A39003025"	2012	75133.06
"A29005782"	2012	75200.11
"A39003025"	2007	75738.23
"A09092305"	2007	75772
"A08663684"	2016	75865.16
"B01292903"	2010	75887
"B62059498"	2009	76065
"A08663684"	2012	76104.01
"A16009870"	2016	76666.72
"A30009146"	2015	77523.78
"A28011286"	2016	77911
"A28422335"	2014	78146.84
"A28709053"	2014	78499.55
"A28709053"	2016	79185.61
"A08518979"	2007	79831
"A08377046"	2008	80440.28
"A50049519"	2016	80472.87
"A08663684"	2013	80685.01
"A28485571"	2014	80741.21
"B83603746"	2017	81106.09
"A48025845"	2016	81304.4
"A53559530"	2013	82309.48
"A29005782"	2013	82855.22
"A48025845"	2017	83031.46
"B35007376"	2014	83668
"A08663684"	2017	84534.81
"B28102556"	2012	84820.63
"A39003025"	2014	84878.29
"A16009870"	2015	85007.2
"A31007743"	2013	85578
"B95087482"	2017	85873
"A08002073"	2012	86524.4
"A28329480"	2014	86560.26
"B01292903"	2011	87590
"A09092305"	2017	88238.88
"A28422335"	2015	88282
"A22013072"	2013	88328.38
"B48472500"	2013	88662.33
"A08663684"	2014	88799.69
"A08663684"	2015	88979.55
"A28273043"	2014	89759.87
"A28011286"	2015	89878
"B22004113"	2015	91017.72
"B01218932"	2017	91350
"A03402468"	2013	91686.62
"B48472500"	2014	91962.77
"A08518979"	2009	92611
"B62059498"	2008	92753
"A50049519"	2015	93387.89
"A31007743"	2012	93393
"A28396042"	2014	93563
"A35004571"	2013	94573
"A04047700"	2013	94780.93
"A08002073"	2016	95049.73
"A08202715"	2014	96242.03
"B28102556"	2014	99400.76
"A08999088"	2013	99460
"A22013072"	2014	99963.67
"A09092305"	2016	100414.7
"A28125920"	2012	100839
"B28241495"	2008	101070
"A08202715"	2015	101565.9
"A31007743"	2015	102306
"A50049519"	2014	102403.4
"B63031660"	2014	102443
"B63031660"	2015	103066
"A08002073"	2015	103843.8
"A09092305"	2012	105045
"A28012342"	2008	105126
"A08002073"	2013	105229.3
"A31007743"	2011	105252
"A03402468"	2015	107754.5
"B35042092"	2012	108214
"A28273043"	2016	109037.9
"A08518979"	2010	111476
"B35042092"	2013	112147
"A08518979"	2016	112398.4
"A46070777"	2014	113104.2
"A29005782"	2014	113226.4
"B83603746"	2014	115284.7
"A28078202"	2013	116667
"A28211092"	2013	117165.6
"A28122992"	2014	117365
"A08999088"	2012	119016
"A08202715"	2013	121655.5
"A08002073"	2017	124203.3
"B28028348"	2012	124577
"A28125920"	2013	124617
"A28012342"	2009	124721
"B82956517"	2016	126147
"A28211092"	2010	126483.5
"A29005782"	2017	127515.7
"A28273043"	2017	128270
"B01218932"	2016	129134
"A28709053"	2015	129227.5
"B28241495"	2014	129339
"B28028348"	2011	130015.6
"A03402468"	2016	130311.2
"A81041147"	2016	130917
"A08002073"	2014	131800.1
"A28012342"	2011	131887
"B83211318"	2017	134795
"A08518979"	2015	135325.8
"A09092305"	2011	136180
"A61351540"	2014	138228
"A28211092"	2012	139161
"A28211092"	2014	140122.6
"B83211318"	2014	140162
"A14027635"	2007	141269
"A28273043"	2015	141950.6
"B61441127"	2007	142042
"A14027635"	2009	144163
"A03402468"	2017	149211.4
"A19122209"	2011	154778
"A29005782"	2016	155747.1
"A08518979"	2012	157592
"A28078202"	2014	160571
"B61441127"	2009	162563
"A14027635"	2008	163510
"A03402468"	2014	164166.6
"B61441127"	2008	165571
"B83211318"	2015	165649
"A31007743"	2014	168998
"A28893550"	2012	172208
"A81944324"	2011	175820
"A08518979"	2011	179184
"B61441127"	2012	181868
"B28102556"	2007	183099.9
"A28012342"	2010	184595
"A29005782"	2015	187738.9
"B83211318"	2016	189636
"B63031660"	2016	190472
"B28241495"	2012	192532
"B61441127"	2015	193983
"B61441127"	2011	194547
"B83211318"	2011	208204
"B83211318"	2010	208626
"A28294718"	2011	214181
"B61441127"	2010	216149
"B63031660"	2013	218420
"A28125920"	2014	225529
"A08023145"	2012	235124
"A28294718"	2007	238600
"B78077724"	2014	239453
"A35004571"	2017	250302
"A14027635"	2010	251824
"A08518979"	2013	262073
"A80316672"	2017	264000
"A19122209"	2012	266365
"A28125920"	2015	266950
"A80316672"	2014	269234
"A80316672"	2015	276000
"B28757730"	2014	282907
"A80316672"	2011	286797
"A28294718"	2010	289022
"A28122992"	2012	292950
"A08023145"	2013	296004
"B28241495"	2013	302962
"A80316672"	2013	305478
"A28122992"	2010	305892
"A80316672"	2009	309387
"A28294718"	2009	320833
"B61441127"	2013	327173
"A28893550"	2013	330331
"A28294718"	2012	334715
"A08518979"	2014	348507
"A08023145"	2010	350875
"A08023145"	2007	351551
"A80316672"	2007	360760
"A08023145"	2008	372437
"A08008450"	2017	378697
"B61441127"	2016	379229
"A28122992"	2011	381379
"A19122209"	2013	440561
"A14027635"	2011	443933
"A28122992"	2009	452587
"A19122209"	2014	454571
"A81944324"	2010	475875
"A08023145"	2009	493855
"A85125078"	2017	552548
"A08023145"	2014	560705
"A14027635"	2016	594826
"A28138873"	2010	635802
"A14027635"	2017	699568
"A14027635"	2012	720340
"A14027635"	2015	723728
"A28138873"	2009	764164
"A14027635"	2013	826257
"A19122209"	2017	875078
"A19122209"	2016	976975
"A19122209"	2015	1032898
"A14027635"	2014	1062869
"A41022237"	2017	
"A31825466"	2010	
"A38030680"	2007	
"B46022513"	2016	
"B61252185"	2016	
"A40163909"	2014	
"A33617218"	2015	
"A03063690"	2016	
"A30023238"	2008	
"V38081873"	2009	
"A79203568"	2012	
"A43355403"	2012	
"B50021658"	2009	
"A13010046"	2017	
"A28051597"	2011	
"B36684157"	2016	
"A01004993"	2012	
"B24016693"	2014	
"A39000104"	2011	
"B08284002"	2013	
"A28670636"	2012	
"A80352750"	2011	
"B34224923"	2012	
"A80632573"	2015	
"A03063583"	2009	
"B13008669"	2011	
"A81944324"	2013	
"A08426249"	2008	
"A08248502"	2017	
"A01000116"	2012	
"A32006579"	2007	
"A28341055"	2016	
"A28515567"	2007	
"A03057486"	2008	
"B60544046"	2011	
"B35980937"	2007	
"A30005920"	2017	
"A28012359"	2013	
"A28086858"	2010	
"B81864894"	2010	
"B62385067"	2008	
"A48032981"	2011	
"A29507456"	2015	
"A70063383"	2009	
"A08681637"	2011	
"A48073274"	2013	
"B31027097"	2011	
"A11957792"	2014	
"A08202582"	2014	
"B35028281"	2014	
"A28352656"	2014	
"V38081873"	2008	
"A41081886"	2017	
"A28431161"	2016	
"A78355278"	2011	
"A95249199"	2014	
"A08241267"	2007	
"A08242992"	2014	
"B97751978"	2008	
"A15506934"	2012	
"B62236781"	2012	
"A31737455"	2011	
"A07044530"	2016	
"A08460156"	2015	
"A37021631"	2016	
"A50040013"	2015	
"A08616542"	2015	
"B11606647"	2010	
"A45006459"	2017	
"A32006504"	2016	
"A28101020"	2014	
"F08678054"	2011	
"A37010295"	2016	
"A41081886"	2014	
"B03034501"	2017	
"A08576068"	2014	
"A08213936"	2010	
"B08156127"	2007	
"B57175283"	2016	
"A34129635"	2011	
"A28636025"	2007	
"B08660409"	2015	
"A28023422"	2009	
"A17020645"	2014	
"A41059445"	2007	
"A03010568"	2011	
"A26014035"	2008	
"B63100150"	2010	
"B38828687"	2014	
"A08453219"	2015	
"V11317633"	2012	
"B08488660"	2014	
"A31449002"	2007	
"B83426387"	2008	
"A84430107"	2013	
"B11606647"	2016	
"B50997949"	2013	
"A07038441"	2014	
"A12004131"	2013	
"A11605409"	2008	
"A08257925"	2015	
"B57551350"	2008	
"A01016591"	2015	
"A31737455"	2010	
"A28040996"	2017	
"A08365413"	2009	
"A07084940"	2016	
"B63122253"	2007	
"A48081061"	2008	
"A28554624"	2016	
"A46146551"	2010	
"A84534874"	2012	
"A08640039"	2009	
"A08699720"	2007	
"A50060011"	2009	
"A28934735"	2015	
"B84363555"	2015	
"A44003663"	2009	
"A28273241"	2007	
"B47472535"	2007	
"A08513749"	2013	
"A28658177"	2013	
"A57277709"	2007	
"A28494482"	2012	
"A08010779"	2012	
"A08273898"	2010	
"A28658177"	2016	
"B07031149"	2016	
"A80352750"	2015	
"B95271326"	2009	
"A35515485"	2010	
"A07123441"	2014	
"A08646101"	2011	
"B03061124"	2015	
"B81231516"	2010	
"A43355403"	2007	
"B08690869"	2016	
"A40004210"	2012	
"A81047375"	2017	
"A28283794"	2012	
"A84911825"	2008	
"A32002107"	2015	
"A32006579"	2012	
"B60544046"	2013	
"B61567970"	2011	
"A33618257"	2012	
"A37010295"	2014	
"A17006792"	2016	
"A36605772"	2016	
"B27009794"	2017	
"A31933088"	2007	
"A17035361"	2011	
"A78355278"	2009	
"B03077039"	2013	
"A32006835"	2012	
"B21015474"	2013	
"A08257925"	2016	
"B11018462"	2014	
"B45493707"	2007	
"A08128910"	2013	
"A46145728"	2017	
"A48031140"	2014	
"A28672921"	2015	
"A08270993"	2015	
"A07038441"	2007	
"A28159622"	2009	
"A28191088"	2016	
"A47008487"	2016	
"A35610666"	2007	
"A08033474"	2015	
"B83654426"	2007	
"B29369758"	2015	
"A14000939"	2016	
"B48045942"	2007	
"A38013272"	2012	
"B41063355"	2014	
"B38366225"	2009	
"A63776306"	2016	
"B59886531"	2013	
"A57346926"	2011	
"B46166013"	2016	
"A14336143"	2017	
"B30037204"	2008	
"A83401273"	2014	
"A08136806"	2015	
"A16010225"	2008	
"A06011381"	2014	
"A30038020"	2014	
"B31072705"	2015	
"A28658177"	2017	
"A28145498"	2007	
"A17001793"	2017	
"A33610106"	2015	
"A32226037"	2008	
"B30025449"	2008	
"A35753094"	2011	
"A08479933"	2016	
"A01000116"	2015	
"A41008640"	2010	
"B80146517"	2012	
"A28429280"	2010	
"A01000116"	2017	
"A97398317"	2009	
"A07256100"	2016	
"A08392938"	2015	
"B61914883"	2007	
"B28498210"	2008	
"A41014986"	2008	
"A33618257"	2009	
"A08294787"	2017	
"A31829203"	2009	
"A28372803"	2015	
"A08513541"	2014	
"A03167939"	2015	
"F49006554"	2010	
"B74148388"	2010	
"A97628242"	2014	
"B48969877"	2009	
"B47572367"	2011	
"B43952126"	2012	
"A46036380"	2017	
"A46336152"	2015	
"F28698488"	2016	
"A08242992"	2016	
"B35011675"	2016	
"B33876459"	2007	
"B20815643"	2007	
"A08699720"	2011	
"B12523601"	2008	
"B03077039"	2014	
"A08515116"	2017	
"A58356213"	2013	
"B18018176"	2011	
"B13008669"	2015	
"V43129667"	2007	
"B03101748"	2012	
"A48025571"	2017	
"A35515485"	2016	
"A62400718"	2015	
"B50997949"	2012	
"A36610590"	2016	
"A81487027"	2014	
"B76013721"	2007	
"A33608563"	2015	
"A28515567"	2012	
"A28638542"	2015	
"A11012572"	2017	
"A45005790"	2016	
"A26011841"	2007	
"B83588657"	2015	
"B31881055"	2010	
"A20063038"	2010	
"A08303869"	2013	
"A08436214"	2015	
"V48566475"	2012	
"B60653466"	2011	
"A27009737"	2010	
"A07265465"	2008	
"A46137352"	2016	
"A59202853"	2012	
"B08100380"	2017	
"V03315637"	2010	
"A43016757"	2008	
"A20008579"	2012	
"A46463311"	2016	
"B48969877"	2008	
"B84372051"	2010	
"A28711893"	2010	
"B48969877"	2013	
"A08301475"	2008	
"A28637502"	2015	
"A28683068"	2017	
"A36605772"	2011	
"B84150994"	2011	
"A28650307"	2007	
"A01008234"	2016	
"B46095402"	2016	
"B82852831"	2013	
"A28669851"	2010	
"B46045456"	2014	
"A20017604"	2014	
"A41762386"	2017	
"A31009665"	2014	
"A30034441"	2014	
"A45012226"	2010	
"A32225419"	2014	
"A28283067"	2007	
"A03050572"	2017	
"A20061131"	2015	
"A32006504"	2009	
"A46036380"	2015	
"A32143588"	2009	
"A78400603"	2014	
"A28505402"	2014	
"A35031343"	2012	
"A28171445"	2014	
"B03028099"	2016	
"A08375537"	2014	
"A63796395"	2016	
"B73254898"	2007	
"B84537315"	2012	
"A36561595"	2009	
"A35510650"	2010	
"F06402697"	2012	
"B83616920"	2008	
"A08586133"	2015	
"A32006835"	2016	
"B46163655"	2016	
"A02436152"	2011	
"A31000441"	2017	
"A48121826"	2014	
"A28586626"	2010	
"B28975704"	2014	
"A61713301"	2009	
"A32006504"	2013	
"A97617773"	2008	
"A40163909"	2011	
"B46166013"	2009	
"A28562908"	2010	
"A10010445"	2014	
"A85450476"	2009	
"B50021658"	2016	
"B84871607"	2007	
"A32005746"	2013	
"B74148388"	2008	
"B03077039"	2016	
"B45013455"	2016	
"A31096233"	2017	
"A03066909"	2008	
"A34003624"	2015	
"A08426249"	2012	
"B74114182"	2009	
"A28485761"	2009	
"A28729424"	2016	
"V04509865"	2013	
"B46148086"	2016	
"A38348413"	2008	
"A08270357"	2014	
"A26270322"	2008	
"B83603746"	2011	
"A34003624"	2017	
"A08299406"	2015	
"B50938489"	2007	
"B06320410"	2007	
"B35980937"	2009	
"B62409065"	2009	
"B92217975"	2011	
"A01004993"	2011	
"A10010445"	2016	
"A28637304"	2017	
"A07033178"	2007	
"A48114318"	2008	
"B81335473"	2013	
"B28193340"	2013	
"B08367948"	2016	
"A40163909"	2012	
"A28119121"	2015	
"A28219202"	2015	
"A06419220"	2013	
"B28670602"	2013	
"B91629634"	2010	
"F14016729"	2012	
"A06445746"	2008	
"A48080147"	2008	
"A35499318"	2007	
"B91372748"	2009	
"A79092573"	2010	
"A08303869"	2014	
"B41008970"	2013	
"A20024832"	2012	
"F27016591"	2009	
"F10026128"	2012	
"B63078075"	2009	
"A08196446"	2013	
"B91235622"	2017	
"A47024393"	2016	
"A08539553"	2008	
"A08242992"	2013	
"B83495101"	2007	
"B34226514"	2009	
"A36016350"	2015	
"A06008411"	2011	
"A14037832"	2014	
"A11957792"	2007	
"A48093983"	2016	
"A33603317"	2013	
"A63047922"	2016	
"A46023347"	2015	
"A28505402"	2008	
"A07028210"	2008	
"A78521168"	2011	
"B39446315"	2012	
"A31009665"	2016	
"A97617773"	2011	
"B73456147"	2015	
"A33008921"	2010	
"B15015712"	2011	
"A37018603"	2015	
"A28695021"	2015	
"B17002049"	2013	
"A28695021"	2016	
"A33603317"	2012	
"A07021256"	2017	
"A28669851"	2009	
"A01005594"	2009	
"A47091632"	2013	
"A17019316"	2017	
"A28283794"	2017	
"A08132565"	2017	
"B03037736"	2015	
"A20063038"	2015	
"A28630374"	2017	
"F95073748"	2008	
"A28695856"	2012	
"A48050728"	2016	
"A58356213"	2017	
"B41067414"	2016	
"A79047916"	2017	
"B83325076"	2009	
"A81200511"	2017	
"A08183485"	2017	
"A28709053"	2017	
"A95249199"	2011	
"A28695930"	2015	
"B83616920"	2012	
"A31394356"	2016	
"B08292054"	2016	
"B84894377"	2007	
"A46078556"	2011	
"B59886531"	2015	
"B12027843"	2016	
"A97789861"	2011	
"A29507456"	2017	
"A34011411"	2016	
"A34011411"	2017	
"B06013841"	2012	
"B14461032"	2017	
"A84911825"	2015	
"B50054154"	2017	
"A25017435"	2012	
"B18022988"	2017	
"B57423519"	2012	
"A28729424"	2012	
"A48073274"	2016	
"B20078598"	2014	
"B46715934"	2017	
"B92709526"	2007	
"A08552622"	2009	
"A83826362"	2007	
"A08496473"	2015	
"B57208878"	2012	
"A28053080"	2012	
"A08556896"	2015	
"A28577864"	2016	
"A28012359"	2012	
"B08375677"	2012	
"A08556896"	2016	
"A29955093"	2013	
"A28510246"	2013	
"A30604680"	2017	
"A16010225"	2015	
"A20054854"	2007	
"A26004754"	2008	
"B83495101"	2011	
"A43035435"	2016	
"A07038441"	2017	
"B29053808"	2012	
"B03020740"	2013	
"A08061590"	2012	
"A02436152"	2013	
"A82026840"	2009	
"B61252185"	2008	
"A38027637"	2011	
"F08678054"	2014	
"A28711893"	2012	
"A28729424"	2011	
"A58394941"	2013	
"A30013627"	2012	
"B03028099"	2013	
"A28143782"	2008	
"A03063690"	2015	
"A08401184"	2017	
"A02005122"	2016	
"A46036380"	2014	
"B28757730"	2016	
"B85133544"	2011	
"A35014414"	2007	
"F30046411"	2008	
"F04005344"	2016	
"A09018862"	2013	
"B37416575"	2008	
"B63458004"	2015	
"A46081881"	2012	
"B82852831"	2011	
"B80146517"	2010	
"A11606134"	2017	
"A03030350"	2011	
"A30418255"	2015	
"A12018354"	2016	
"A41028820"	2014	
"A28394633"	2015	
"B15021520"	2013	
"B61729737"	2016	
"A41151093"	2017	
"A31082712"	2008	
"A31082712"	2007	
"A28623155"	2012	
"A30016687"	2017	
"B08195653"	2016	
"A15590904"	2013	
"B28126886"	2017	
"B28757730"	2010	
"V03315637"	2017	
"A33014176"	2013	
"A48110381"	2017	
"F46026829"	2015	
"B26231191"	2010	
"A36010676"	2014	
"B57487159"	2011	
"B41063355"	2015	
"A36010676"	2010	
"A36010676"	2009	
"A81896375"	2011	
"A17035361"	2017	
"B95422721"	2012	
"B97526008"	2013	
"B35642198"	2012	
"B36008415"	2017	
"B08258857"	2012	
"B38005377"	2016	
"A18017244"	2012	
"B85294916"	2012	
"A09281999"	2008	
"A23010200"	2017	
"A35004399"	2014	
"A08698862"	2013	
"B38071155"	2009	
"A01004548"	2016	
"A83048363"	2011	
"A28011872"	2015	
"B28563476"	2016	
"B83211318"	2008	
"A85426971"	2008	
"A45005477"	2017	
"A48547558"	2012	
"B96199807"	2009	
"A48032981"	2007	
"A35004399"	2017	
"A74255282"	2008	
"F50561091"	2007	
"B62409065"	2015	
"A78097656"	2015	
"B35329077"	2014	
"B61967774"	2010	
"A28399186"	2011	
"A58356213"	2015	
"A28552404"	2016	
"A03076270"	2014	
"A24025611"	2016	
"A28732774"	2017	
"A22007314"	2009	
"A08413403"	2014	
"A46022117"	2010	
"A20054854"	2012	
"A60963287"	2014	
"A28368280"	2010	
"B78077724"	2017	
"A91369819"	2008	
"A31071913"	2015	
"A36605038"	2017	
"A53559530"	2008	
"B24013856"	2011	
"A17004763"	2014	
"A48094486"	2012	
"A33015728"	2016	
"A41061771"	2014	
"B81542813"	2015	
"A24004103"	2012	
"A41080144"	2017	
"B50027846"	2017	
"A38017679"	2017	
"B20013983"	2008	
"B28569127"	2016	
"A78753514"	2017	
"A24009086"	2017	
"A03057486"	2009	
"B30000574"	2015	
"B85225282"	2010	
"A03011392"	2016	
"A41191313"	2010	
"B30566194"	2017	
"B32001687"	2011	
"B30566194"	2010	
"A30013627"	2017	
"A30013627"	2016	
"A79235891"	2012	
"A36002830"	2017	
"A47002340"	2017	
"A78020732"	2010	
"B84894377"	2010	
"B83603746"	2013	
"A09014804"	2015	
"B31071178"	2011	
"A31009665"	2012	
"B14819643"	2013	
"A59954487"	2017	
"B57175283"	2009	
"A30013627"	2010	
"B28120012"	2009	
"A96945530"	2009	
"A08280430"	2011	
"A28539013"	2015	
"B63031660"	2010	
"A58394941"	2015	
"B03101748"	2014	
"A08024317"	2017	
"A12014346"	2017	
"A73350399"	2007	
"A30029862"	2017	
"A01017557"	2007	
