nif	year	inmovilizado_inm
"A59736686"	2008	3999.064
"B62263272"	2016	4005.357
"B08584989"	2013	4005.39
"B48969885"	2010	4006.076
"A28379816"	2012	4008.923
"A25043704"	2015	4011.774
"A08401184"	2012	4012.044
"A82854811"	2014	4014.275
"B62263272"	2015	4015.136
"B46039061"	2009	4018.176
"V48566475"	2007	4020.16
"A28077709"	2011	4021
"B28623213"	2012	4021.516
"A28057677"	2007	4025.22
"A08116147"	2015	4026
"B82612904"	2017	4030.366
"B48948830"	2011	4031.831
"A08360844"	2010	4033.834
"A79259404"	2009	4034.292
"A08360844"	2009	4036.065
"A08439291"	2013	4036.473
"A12000071"	2008	4039.129
"B01292903"	2011	4040
"A30032619"	2017	4046.281
"A30032619"	2016	4046.953
"A30032619"	2015	4047.625
"B60024353"	2011	4050.441
"B38380473"	2013	4051.821
"A28451649"	2010	4053.234
"A08609281"	2012	4056.418
"B08584989"	2015	4063.957
"A08136806"	2016	4064
"B08584989"	2016	4065.497
"A28362127"	2014	4067.11
"A31138761"	2016	4068.872
"A08291924"	2009	4069.586
"A37043015"	2014	4070.271
"B24399305"	2008	4075.1
"A18291476"	2017	4075.263
"A12003950"	2011	4075.28
"A04006417"	2011	4079.634
"A28025435"	2012	4080.15
"A50032002"	2012	4080.898
"A47002878"	2011	4081
"B08584989"	2017	4085.503
"A32015844"	2014	4087.403
"B12541496"	2010	4092.432
"B24399305"	2009	4095.089
"A39000450"	2008	4095.42
"B12541496"	2017	4097.901
"B12541496"	2011	4098.607
"A81410227"	2013	4103.364
"B28644441"	2013	4103.606
"A33016403"	2009	4104.259
"A48083927"	2011	4104.751
"A33016403"	2011	4105.788
"A45019916"	2015	4107.676
"A81957367"	2008	4109
"B15031560"	2013	4112.832
"B11630886"	2017	4115.155
"A23010705"	2014	4115.615
"B45006616"	2014	4116.505
"A08213936"	2014	4117.017
"A32015844"	2012	4120.278
"A48084909"	2016	4133
"B29006574"	2012	4133.101
"A28313542"	2014	4139.367
"B24399305"	2010	4143.374
"A96862933"	2017	4147.285
"B91139717"	2009	4149.901
"A08182206"	2012	4150.973
"A30017636"	2013	4156.83
"A46047965"	2014	4157.316
"A48175699"	2011	4159.101
"A28155240"	2014	4159.339
"A17033473"	2009	4159.575
"A28456820"	2016	4165.254
"B50561968"	2015	4165.482
"A08518979"	2010	4168
"A28352656"	2010	4169.168
"A28362127"	2017	4171.269
"A04006417"	2012	4174.582
"A28138873"	2012	4175
"A28085686"	2007	4178.867
"A12000071"	2011	4181.041
"A08439291"	2008	4181.433
"B30020226"	2008	4183.235
"A08663684"	2011	4184.506
"A26004978"	2009	4186.265
"B12541496"	2014	4187.326
"A30032619"	2014	4190.946
"B08125940"	2011	4192.744
"A08703803"	2007	4199.133
"B24399305"	2007	4199.68
"A08906208"	2013	4209.004
"A25041146"	2013	4211.62
"A28374148"	2009	4213.562
"A08291924"	2010	4214.078
"F95073748"	2011	4235.112
"B12541496"	2016	4241.87
"A96785225"	2015	4243.261
"B62916077"	2013	4245.061
"A62520788"	2014	4245.286
"A28523066"	2011	4248.603
"A58415779"	2011	4248.802
"A83401273"	2012	4249.059
"A25041146"	2014	4252.723
"A28523066"	2012	4259
"A28374148"	2011	4260.376
"A08291924"	2011	4264.077
"A47002878"	2010	4280
"B08359093"	2014	4282.993
"A48865679"	2011	4283.487
"B11024262"	2013	4285.51
"A08116147"	2014	4286
"A08659617"	2014	4290.806
"A43020486"	2009	4291.168
"A62035282"	2016	4292.962
"A28187672"	2017	4294
"A43028588"	2007	4294.063
"A28131274"	2010	4294.946
"A06008361"	2007	4300.973
"A12000071"	2009	4304.974
"B46102364"	2013	4305.146
"A79290565"	2011	4310.632
"A79259388"	2008	4311.663
"A08116147"	2012	4315
"A12000071"	2007	4321.199
"A09021825"	2013	4322.262
"A13008461"	2011	4324.341
"A04006417"	2013	4325.189
"A08136806"	2012	4329
"B28617256"	2008	4331.463
"F95073748"	2010	4332.928
"A28684512"	2011	4336.915
"A08222465"	2008	4339.463
"B28127447"	2009	4340.717
"B99029365"	2016	4343
"B18012831"	2017	4346.303
"A62035282"	2017	4346.377
"A08291924"	2015	4346.974
"A12000071"	2012	4348.489
"B46160842"	2013	4350.313
"B12541496"	2009	4352.624
"A28187672"	2016	4355
"A17447061"	2013	4356.491
"A28893550"	2015	4361
"A37043015"	2013	4361.689
"A08509937"	2014	4363.092
"A13029962"	2014	4370.031
"B50561968"	2017	4370.089
"A48084909"	2015	4372.317
"A14530497"	2012	4380.077
"A25041146"	2015	4380.777
"A28273241"	2014	4382.11
"A41087404"	2013	4386.188
"A08331472"	2009	4387.081
"A58415779"	2014	4389.866
"A36008886"	2012	4394.432
"A28085686"	2011	4396.301
"B46160842"	2014	4397.436
"B91139717"	2010	4400.159
"A08222465"	2009	4412.267
"B28644441"	2011	4416.099
"A28586592"	2011	4418.086
"B62263272"	2013	4418.251
"A24022196"	2008	4431.48
"A81496382"	2009	4434.366
"A96945530"	2011	4437.944
"A18291476"	2016	4438.552
"A28228690"	2014	4441.414
"A17447061"	2014	4445.621
"A30017636"	2014	4451.478
"A08104994"	2012	4451.993
"A28684512"	2012	4452.95
"A28374148"	2010	4458.525
"A81933772"	2009	4459.973
"B82207275"	2017	4462
"A09021825"	2014	4463.871
"B45006616"	2013	4463.902
"B50997949"	2014	4464.726
"A48083927"	2010	4465.801
"A32015844"	2010	4466.518
"A38015459"	2010	4469
"A28407484"	2012	4470.213
"A26004978"	2010	4470.969
"A08116147"	2013	4471
"A08031544"	2010	4471.726
"A38015459"	2008	4473
"B07883457"	2009	4484.772
"B63220917"	2011	4485.267
"A96862933"	2016	4492.892
"B18012831"	2016	4505.368
"F95073748"	2008	4505.45
"B07029465"	2010	4507.174
"F95073748"	2009	4507.291
"A82854811"	2013	4508.84
"A08703803"	2014	4509.201
"B35054006"	2011	4511.614
"A13029962"	2013	4513.078
"A46078267"	2011	4520.417
"B07883457"	2008	4521.145
"A06007637"	2014	4525.351
"A28456820"	2017	4528.222
"A28374148"	2014	4528.742
"A79259404"	2008	4530.128
"B50561968"	2008	4532.743
"A08148991"	2011	4533.809
"A60362266"	2013	4534.193
"A25041146"	2017	4534.327
"A28407484"	2010	4543.956
"A81933772"	2011	4556.922
"A41087404"	2007	4561.15
"A08439291"	2012	4561.986
"B50561968"	2016	4563.015
"B83603746"	2011	4563.201
"A48865679"	2009	4568.685
"A13008461"	2010	4572.801
"B12541496"	2008	4574.212
"A96785225"	2014	4578.237
"A48865679"	2008	4581.066
"A08016255"	2017	4584
"A25041146"	2016	4589.514
"A30032619"	2013	4591.293
"A59736686"	2012	4603.272
"A07016256"	2012	4610
"A12524278"	2012	4618.5
"B28617256"	2007	4630.18
"A79290565"	2010	4643.522
"A79259404"	2014	4645.27
"A15169535"	2017	4659.286
"B18012831"	2015	4664.472
"A12000071"	2010	4676.934
"B28644441"	2012	4688.948
"A08148991"	2010	4692.842
"A41087404"	2009	4695.086
"A08291924"	2012	4699.191
"A58415779"	2010	4699.222
"V41812744"	2015	4701.514
"B28127447"	2008	4703.326
"A12363529"	2008	4707.295
"A97789861"	2015	4708
"A50057322"	2012	4708.563
"A13010004"	2009	4709.786
"A60362266"	2012	4715.605
"B07029465"	2011	4727.228
"B01218932"	2009	4729
"B11012820"	2014	4730.059
"B03002441"	2013	4734.406
"V41812744"	2014	4749.69
"A17033473"	2008	4752.36
"A50049519"	2010	4755.16
"A28025435"	2009	4760.707
"A08609281"	2011	4761.403
"B41031980"	2011	4762.025
"A08026197"	2014	4766
"A46070777"	2010	4766.844
"B24399305"	2014	4767.684
"B81335473"	2017	4768.539
"B81335473"	2016	4771.008
"B81335473"	2015	4773.542
"B81335473"	2014	4776.136
"A83102426"	2011	4777.989
"V82171133"	2015	4778.678
"B46102364"	2014	4781.254
"A07190309"	2013	4784.833
"A43028588"	2008	4789.324
"B24399305"	2013	4789.502
"A30009146"	2010	4791.347
"B96246350"	2014	4793.629
"B81335473"	2009	4795.182
"A79290565"	2016	4802.402
"A28374148"	2012	4802.902
"B81335473"	2008	4804.599
"A15169535"	2016	4810.405
"B59162701"	2010	4813.446
"A59736686"	2015	4816.064
"A62520788"	2015	4820.392
"B81308439"	2017	4823.6
"B18012831"	2014	4823.655
"A41087404"	2010	4826.274
"B81335473"	2013	4829.51
"A18291476"	2015	4831.785
"A28396042"	2014	4838
"A96862933"	2015	4838.5
"A83102426"	2013	4840.398
"B62263272"	2012	4841.1
"A43020486"	2008	4851.77
"A13008461"	2013	4856.773
"A08626103"	2015	4858.744
"A47002878"	2014	4861
"B81335473"	2012	4861.212
"A08148991"	2009	4882.814
"A32015844"	2011	4885.447
"B81335473"	2011	4893.117
"A37043015"	2011	4896.496
"A96785225"	2013	4897.136
"B27014398"	2012	4897.888
"B08584989"	2014	4899.26
"A08031544"	2009	4899.264
"A96966049"	2009	4901
"A28352656"	2009	4901.539
"A28131274"	2009	4909.327
"B50997949"	2013	4915.604
"B18573931"	2014	4916.592
"A59736686"	2014	4917.789
"V48566475"	2008	4918.429
"A28077709"	2009	4919
"A48083927"	2009	4924.176
"B81335473"	2010	4925.024
"A46070777"	2008	4928.777
"B21376942"	2014	4934.333
"A83150060"	2015	4938
"A26004960"	2012	4940
"A07919087"	2012	4944.4
"B07029465"	2014	4945.108
"B21376942"	2013	4950.667
"A08031544"	2008	4952.194
"B82424276"	2015	4959.678
"B60024353"	2012	4960.434
"A82198847"	2017	4962.62
"B07883457"	2007	4963.204
"A78267309"	2012	4965.737
"B92116979"	2016	4967.003
"B03002441"	2012	4972.801
"A38015459"	2009	4979
"B18012831"	2013	4983.717
"A83102426"	2012	4990.308
"A28091262"	2007	4993.867
"A28407484"	2011	5010.67
"B83654426"	2017	5014.266
"A03681186"	2009	5023.767
"A08222465"	2010	5028.416
"A06007637"	2012	5030.896
"A08274987"	2007	5031.33
"A08157737"	2012	5037.057
"A28693166"	2008	5038.292
"A06008361"	2009	5040.568
"A15169535"	2015	5043.771
"A39000450"	2017	5055
"A28693166"	2009	5063.619
"A41087404"	2014	5072.084
"A08031544"	2013	5081.597
"A28131274"	2011	5089.266
"A06007637"	2013	5098.17
"A58415779"	2009	5101.158
"A14027635"	2007	5109
"A08016255"	2013	5111
"A08439291"	2011	5116.985
"B11469491"	2014	5127.041
"B35042092"	2014	5133
"A08213936"	2013	5134.399
"B01292903"	2016	5136
"C28863686"	2015	5140.833
"A46086773"	2008	5162.811
"A26004960"	2011	5163
"A28586592"	2010	5166.217
"B18012831"	2012	5180.738
"A96862933"	2014	5184.107
"A26004960"	2010	5190
"A06008361"	2013	5195.164
"B07029465"	2012	5196.523
"B62916077"	2015	5200
"A08595324"	2016	5205.494
"A28057677"	2014	5215.416
"A08157737"	2011	5215.719
"A28374148"	2013	5227.321
"A28078202"	2010	5232
"B50561968"	2007	5243.46
"A32225419"	2013	5251.402
"A08157737"	2010	5253.139
"A28085686"	2010	5256.015
"B84311760"	2013	5260.429
"A48865679"	2010	5269.049
"B46039061"	2010	5271.87
"A08016255"	2011	5273
"A48083927"	2007	5275.157
"A58415779"	2007	5277.05
"B18573931"	2013	5280.931
"A07190309"	2012	5282.91
"A62520788"	2017	5284.347
"B99029365"	2014	5287.214
"B99029365"	2015	5288
"B84311760"	2014	5290.796
"B62263272"	2011	5293.253
"A35811272"	2014	5307.799
"A48547558"	2007	5308.43
"A28259141"	2014	5309.056
"A58415779"	2015	5319.819
"A43020486"	2007	5328.074
"A58415779"	2016	5333.588
"A47002878"	2013	5339
"B48948830"	2015	5343.822
"A39000450"	2014	5344
"A28396042"	2013	5345
"B83616920"	2015	5348
"A08008450"	2007	5348.33
"B03002441"	2015	5349.277
"A28684512"	2014	5366.53
"A28362127"	2013	5367.53
"A13010004"	2008	5369.21
"B61967774"	2014	5378.165
"B84372051"	2013	5379
"B12541496"	2015	5379.41
"A46406930"	2010	5379.684
"A28091262"	2011	5381.226
"A81931214"	2007	5386.03
"A28091262"	2008	5387.954
"B18012831"	2011	5388.585
"A43028588"	2009	5390.034
"B12541496"	2012	5406.191
"B46039061"	2014	5406.729
"A20031076"	2007	5408.17
"A08148991"	2012	5408.995
"B59162701"	2009	5410.428
"A08136806"	2013	5413
"B60024353"	2013	5417.175
"A48865679"	2007	5417.598
"A81487027"	2012	5420.131
"B43110113"	2013	5426.553
"A28684512"	2013	5434.02
"A43035542"	2013	5444.303
"B82424276"	2013	5444.975
"B61395497"	2017	5448.476
"A33016403"	2012	5452.75
"A81496382"	2008	5454.978
"A26004960"	2009	5457
"A81933772"	2010	5465.794
"A58415779"	2008	5469.65
"A06388052"	2013	5477.099
"A15010564"	2009	5477.516
"A58415779"	2017	5477.983
"B28091486"	2014	5478.98
"A08518979"	2011	5481
"A28658177"	2011	5504.464
"A28259141"	2017	5507.748
"A08250425"	2008	5508.44
"A28893550"	2012	5514
"A08518979"	2012	5517
"A96862933"	2013	5532.234
"A08222465"	2012	5534.485
"B46020541"	2014	5536.318
"B59886531"	2010	5545
"V82171133"	2014	5549.005
"A96966049"	2010	5552
"B03002441"	2014	5552.293
"A08031544"	2007	5559.491
"A43035542"	2014	5560.516
"B46039061"	2012	5568.835
"A08222465"	2011	5569.649
"A46086773"	2012	5570.859
"A43020486"	2013	5577.779
"B28091486"	2013	5578.027
"B15516933"	2014	5578.656
"A48083927"	2008	5579.863
"A08016255"	2016	5587
"B01292903"	2013	5600
"B01292903"	2010	5601
"A60362266"	2011	5603.169
"A08439291"	2010	5615.239
"A08202715"	2014	5616.829
"B81308439"	2016	5628.483
"A28352656"	2008	5633.909
"V83443390"	2014	5637.597
"A33026105"	2013	5649.175
"A41087404"	2008	5650.07
"B61395497"	2016	5658.464
"B60024353"	2014	5658.675
"A28131274"	2008	5659.62
"A08250425"	2007	5663.08
"A08136806"	2014	5668
"A28057677"	2012	5678.425
"A07016256"	2011	5679
"A12000071"	2013	5679.061
"B08423246"	2014	5684.597
"A03681186"	2008	5687.257
"A28329480"	2009	5689.073
"B11024262"	2012	5692.365
"B60552619"	2015	5693.129
"A43028588"	2011	5701.147
"A07190309"	2011	5715.346
"A08016255"	2010	5720
"B28059012"	2008	5720
"B82424276"	2012	5720.564
"A26004960"	2008	5722
"B60552619"	2016	5724.085
"B60552619"	2017	5729.634
"B62263272"	2010	5733.657
"A60531688"	2015	5742
"B60552619"	2014	5742.583
"A28700383"	2011	5742.835
"A08136806"	2015	5751
"A28091262"	2010	5769.33
"A07016256"	2008	5775
"A37043015"	2010	5777
"A28057677"	2008	5796.7
"A15010564"	2014	5798.974
"A28259141"	2016	5799.487
"B28059012"	2007	5800.75
"A28138873"	2014	5805
"A28379816"	2013	5807.86
"A48547558"	2012	5819.512
"A08604316"	2010	5820.17
"A38666897"	2015	5844
"A79290565"	2015	5847.644
"B59886531"	2007	5848.41
"A43028588"	2010	5859.316
"A50032002"	2013	5865.827
"A96862933"	2012	5882.88
"V82171133"	2013	5893.148
"A14530497"	2013	5901.165
"B61395497"	2015	5904.246
"A15010564"	2011	5907.467
"A57346926"	2014	5914.194
"V82171133"	2012	5915.162
"A46070777"	2009	5919.374
"A08016255"	2012	5921
"A08331472"	2014	5922.869
"B84372051"	2012	5931
"A28002640"	2014	5946.574
"A81593808"	2009	5948.713
"A79259404"	2013	5959.46
"A30009146"	2011	5960.616
"A48002984"	2015	5962.725
"B82424276"	2014	5964.599
"A28013894"	2014	5970.124
"B58875048"	2017	5972.73
"A48002984"	2016	5973.736
"A28893550"	2014	5975
"B83325076"	2017	5976
"A37043015"	2008	5977.2
"A62520788"	2016	5991.429
"A60531688"	2011	5992
"B83616920"	2016	6010
"A60531688"	2014	6031
"A85280253"	2016	6040
"A08182206"	2014	6041.567
"A26004960"	2007	6045.5
"A07919087"	2011	6059.381
"A15010564"	2013	6071.274
"B95271326"	2014	6074.797
"A46078267"	2007	6078.169
"A81593808"	2010	6078.423
"A41087404"	2012	6086.488
"A08157737"	2009	6087.896
"A08620056"	2010	6101.228
"A28057677"	2013	6103.923
"A46086773"	2007	6114.435
"A28259141"	2015	6116.511
"A08016255"	2009	6129
"V82171133"	2011	6145.183
"A28046431"	2007	6160
"A36036739"	2011	6162.894
"A48002984"	2017	6170.017
"A33016403"	2014	6174.075
"B58875048"	2016	6185.759
"B99029365"	2013	6196.709
"A08439291"	2009	6199.976
"A48547558"	2008	6204.849
"A28362127"	2012	6204.918
"B30558290"	2017	6212.12
"B96952635"	2009	6216.145
"A85280253"	2017	6225
"B46039061"	2011	6229.397
"B59886531"	2008	6230
"A96862933"	2011	6233.526
"A28025435"	2016	6239
"A06008361"	2010	6253.998
"B17019373"	2012	6255.542
"A07016256"	2010	6257
"A28893550"	2013	6276
"A08999088"	2012	6276
"A28077709"	2008	6282
"A60531688"	2013	6285
"B12541496"	2013	6285.188
"B81308439"	2015	6295.281
"A37043015"	2009	6297.028
"A78267309"	2013	6313.586
"A28085686"	2009	6318.083
"A78428596"	2014	6320.922
"A96966049"	2011	6330
"A32225419"	2014	6345.641
"B60552619"	2013	6348.378
"B83654426"	2012	6365.091
"A83150060"	2014	6394
"A24020562"	2011	6394.827
"A28091262"	2009	6394.955
"B58875048"	2015	6398.787
"A18291476"	2013	6408.413
"A08291924"	2014	6432.954
"A15010564"	2008	6457.605
"A58538414"	2014	6458
"B46039061"	2013	6459.055
"A81496382"	2007	6467.61
"A41017161"	2012	6482.865
"A28077709"	2007	6489.8
"A46003265"	2012	6494.728
"A06008361"	2012	6501.111
"B62263272"	2009	6501.504
"A60362266"	2010	6506.71
"A28329480"	2014	6512.465
"B62850094"	2011	6527.319
"A15010564"	2012	6534.466
"A08703803"	2013	6541.021
"A60531688"	2012	6542
"A08213936"	2015	6547.732
"A08046799"	2009	6548
"B15017908"	2017	6548.314
"B15017908"	2016	6548.443
"B59886531"	2009	6554
"B17593633"	2014	6567.719
"A60531688"	2010	6576
"B28557064"	2012	6582.221
"A07052244"	2008	6582.968
"A96862933"	2010	6584.157
"A28074078"	2015	6589.528
"A46070777"	2013	6597.361
"B62916077"	2016	6624
"A28046431"	2008	6630
"A28658177"	2010	6671
"A23016157"	2014	6673.879
"A06388052"	2012	6675.594
"B03002441"	2016	6689.764
"A79259404"	2012	6698.181
"B96324983"	2014	6704.146
"A48547558"	2017	6723.495
"A08182206"	2013	6724.675
"B99029365"	2012	6728.075
"A23016157"	2010	6732.397
"B82207275"	2014	6753
"A28013894"	2013	6756.974
"A07190309"	2010	6758.033
"A07052244"	2009	6776.902
"B96324983"	2012	6777.472
"V82171133"	2010	6779.646
"B82612904"	2016	6779.94
"A20038915"	2010	6780.915
"A43028588"	2012	6787.604
"A03681186"	2007	6793.26
"B96324983"	2011	6793.293
"A12524278"	2009	6802.691
"A28057677"	2010	6809.211
"A28571750"	2012	6821.724
"A60531688"	2009	6839
"B58875048"	2013	6847.161
"B15017908"	2015	6848.904
"A81000028"	2014	6853.688
"A33373622"	2007	6858.464
"B83654426"	2011	6874.007
"A79290565"	2014	6892.885
"A12000071"	2014	6904.773
"B17593633"	2013	6918.931
"A08626103"	2016	6928.535
"A46086773"	2009	6929.315
"A96862933"	2009	6934.787
"B82207275"	2016	6943
"B82207275"	2013	6948
"A46070777"	2014	6951.427
"A28658177"	2009	6952
"A07052244"	2014	6956.623
"A32225419"	2015	6963.938
"B82207275"	2008	6964
"B17593633"	2012	6975.813
"B37014388"	2010	6995.107
"A08274987"	2014	6997.242
"B17019373"	2013	6997.674
"A08016255"	2015	7017
"A28658177"	2008	7020.653
"A78428596"	2013	7024.063
"A35499318"	2017	7025.318
"A28057677"	2009	7025.411
"A17020561"	2013	7026.772
"B15017908"	2014	7035.279
"A33016403"	2013	7045.843
"B46201158"	2017	7048
"A14027635"	2008	7056
"B27014398"	2013	7056.575
"A50049519"	2011	7062.484
"A07016256"	2009	7065
"B60552619"	2012	7092.716
"B58875048"	2014	7094.541
"B43110113"	2012	7094.545
"A18291476"	2012	7098.816
"A12524278"	2011	7103.5
"B27014398"	2014	7110.595
"A20038915"	2007	7111.81
"B46201158"	2016	7115
"A28329480"	2008	7123.97
"A39000450"	2016	7131
"A78428596"	2012	7136.009
"A28341055"	2010	7139.536
"A12524278"	2010	7147.862
"B82612904"	2015	7156.392
"A28057677"	2011	7163.181
"B58875048"	2012	7172.038
"B47572367"	2015	7183.592
"A46078267"	2010	7190.802
"A81487027"	2011	7191.424
"B01292903"	2017	7194
"A48547558"	2009	7205.833
"A82716010"	2015	7215.611
"A15010564"	2007	7221.85
"B01292903"	2008	7222
"B27015965"	2011	7223.78
"V48566475"	2009	7223.905
"A08291924"	2013	7230.521
"B46132387"	2014	7233.025
"A35499318"	2016	7235.406
"B37014388"	2009	7237.258
"A08721177"	2007	7257.82
"A28658177"	2007	7261.119
"A28085686"	2008	7265.068
"A06008361"	2011	7297.271
"A57346926"	2015	7299.808
"A28451649"	2013	7308.182
"B62263272"	2008	7313.254
"A28025435"	2013	7317.961
"A79259362"	2007	7324.28
"B08125940"	2013	7328.698
"A20031076"	2008	7333
"B96324983"	2013	7338.787
"A30009146"	2014	7338.893
"A46078267"	2008	7345.643
"B27013713"	2014	7347.388
"A28074078"	2014	7367.051
"A07190309"	2008	7367.388
"V82171133"	2009	7376.882
"A07919087"	2010	7377.11
"B58875048"	2011	7386.668
"A28053080"	2012	7393.67
"A81593808"	2011	7406.295
"A48002984"	2012	7416.026
"B61967774"	2013	7420.394
"A35499318"	2015	7430.146
"B17593633"	2011	7438.342
"A20031076"	2009	7447
"A46078267"	2009	7475.983
"A08703803"	2012	7482.341
"A08331472"	2013	7484.391
"B92116979"	2017	7489.539
"A46086773"	2011	7493.756
"A96945530"	2010	7495.537
"A08703803"	2008	7506.143
"A28078202"	2009	7510
"A28329480"	2010	7515.461
"B82612904"	2014	7519.866
"B08373250"	2014	7521.667
"A28712479"	2012	7542.065
"B08373250"	2013	7542.36
"A79259388"	2017	7547.206
"A12363529"	2009	7551.896
"B82207275"	2015	7558
"B37014388"	2011	7566.264
"A28700383"	2012	7575.485
"A28451649"	2012	7577.683
"A35499318"	2008	7598.779
"A82716010"	2016	7608.736
"A35499318"	2014	7614.398
"B63100150"	2017	7618.341
"A28329480"	2013	7636.218
"B28757730"	2014	7643.47
"A08626103"	2017	7653.154
"A28700383"	2013	7671.091
"B58875048"	2010	7676.481
"A28131274"	2012	7683.315
"A83401273"	2013	7707.227
"B11024262"	2014	7731.044
"B08373250"	2012	7750.251
"A35499318"	2007	7762.08
"B96952635"	2010	7767.58
"A17020561"	2012	7770.587
"A36036739"	2010	7773.956
"A07190309"	2007	7775.5
"A43030626"	2014	7777.605
"B04348579"	2009	7787.036
"A08046799"	2008	7789
"A28451649"	2014	7808.788
"A35499318"	2013	7819.552
"A35811272"	2013	7825.278
"A07190309"	2009	7841.394
"B08243693"	2008	7846
"A61587358"	2017	7850.562
"A24011165"	2012	7886.719
"B08243693"	2009	7891
"A28053080"	2013	7909.045
"A28013894"	2012	7916.215
"A08620056"	2009	7916.484
"A08703803"	2009	7916.72
"A28985992"	2007	7916.84
"A28329480"	2012	7917.851
"A24022196"	2010	7937.902
"B84372051"	2014	7953
"B46132387"	2013	7984.072
"A28046431"	2013	7987
"B48948830"	2014	7987.686
"B07029465"	2009	7990.782
"V82171133"	2008	8005.849
"V48566475"	2010	8009.517
"B58875048"	2009	8011.471
"A46003265"	2013	8022.739
"A35499318"	2012	8033.651
"B04348579"	2010	8055.907
"A24011165"	2011	8060.187
"A28025435"	2015	8096.459
"A43020486"	2014	8126.641
"A82716010"	2017	8158.64
"B35042092"	2012	8161
"B62263272"	2007	8164.16
"A08157737"	2007	8176.043
"A28106003"	2013	8181.151
"A08046799"	2007	8186
"A81041147"	2010	8188
"A08106031"	2016	8197
"A08106031"	2014	8197
"A08106031"	2015	8197
"A08106031"	2017	8197
"B82612904"	2013	8226.479
"A46070777"	2011	8240.852
"A35499318"	2011	8246.903
"A96966049"	2012	8270.393
"A28106003"	2012	8302.52
"A08016255"	2014	8314
"A17020561"	2014	8326.562
"B01213032"	2014	8342.434
"A29661394"	2017	8345.914
"B81907776"	2012	8347.572
"B37014388"	2008	8364.561
"B01292903"	2015	8369
"B28757730"	2013	8386.763
"A28693166"	2007	8388.048
"A08703803"	2011	8393.354
"B62850094"	2012	8402.052
"V48566475"	2013	8402.289
"A35499318"	2010	8402.314
"A08703803"	2017	8409.071
"B83654426"	2014	8412.957
"B08243693"	2007	8413.35
"A28013894"	2011	8430.64
"A28078202"	2008	8433
"A97789861"	2017	8435
"A28329480"	2011	8437.892
"B58875048"	2008	8438.431
"B04028734"	2014	8461.859
"B01292903"	2009	8472
"A28074078"	2013	8476.567
"A28341055"	2009	8495.33
"A36036739"	2008	8496.313
"B62916077"	2012	8518.775
"A61587358"	2016	8538.492
"A46036380"	2010	8549.821
"B62850094"	2013	8565.682
"B63100150"	2016	8578.412
"A08157737"	2008	8613.127
"A39000450"	2012	8631
"A35499318"	2009	8637.221
"A07919087"	2009	8686.752
"A81487027"	2008	8702.97
"A23016157"	2013	8733.876
"B43110113"	2009	8748.395
"A91291435"	2017	8771.966
"B58875048"	2007	8774.653
"A07016256"	2013	8797
"A96966049"	2013	8801.974
"A30009146"	2012	8803.348
"V48566475"	2012	8808.329
"A28700383"	2014	8826.019
"A46003265"	2014	8826.064
"B83840900"	2016	8833.352
"A28617801"	2016	8842.723
"A79290565"	2013	8845.309
"B61914883"	2014	8847.748
"A28617801"	2015	8848.392
"B62916077"	2014	8849
"A28025435"	2014	8863.131
"B62916077"	2017	8883
"B96324983"	2010	8886.252
"V82171133"	2007	8903.187
"V48566475"	2011	8914.872
"B48948830"	2016	8919.222
"A29661394"	2016	8926.877
"B08584989"	2012	8927.205
"B82612904"	2012	8934.195
"A82307117"	2009	8936
"B83654426"	2013	8941.286
"B01218932"	2008	8952
"A82307117"	2010	8968
"A97789861"	2016	8978
"A46070777"	2012	8983.28
"A14530497"	2014	9002.544
"A48547558"	2010	9005.201
"A08703803"	2016	9008.639
"B83840900"	2017	9034.502
"A36036739"	2009	9049.144
"B31881055"	2014	9054
"B47572367"	2016	9056.997
"B15031560"	2014	9070.058
"A48002984"	2013	9073.002
"A07016256"	2014	9076
"A28122992"	2014	9103
"A28074078"	2016	9103.861
"B83616920"	2017	9114
"B29006574"	2013	9114.682
"A28106003"	2014	9136.709
"B30020226"	2014	9141.622
"A83932475"	2011	9147.519
"A83932475"	2012	9173.652
"A53559530"	2010	9194.21
"A61587358"	2015	9208.292
"A08604316"	2011	9219.627
"A46086773"	2013	9235.956
"A81041147"	2011	9260
"B96324983"	2009	9284.156
"A28341055"	2007	9284.328
"A08046799"	2010	9290
"B63100150"	2014	9366.41
"A38024907"	2014	9370.542
"B07029465"	2007	9389.805
"A79259388"	2009	9408.869
"A79290565"	2012	9441.521
"A28024172"	2014	9464
"B17019373"	2014	9473.103
"B83603746"	2014	9492.514
"A28046431"	2014	9496
"A29661394"	2015	9507.392
"B63100150"	2015	9507.658
"A83048363"	2017	9511.813
"A43028588"	2013	9524.591
"B95271326"	2013	9560.908
"B07029465"	2008	9567.219
"A36036739"	2007	9573.69
"B48969877"	2014	9576.252
"A24011165"	2013	9576.316
"B82612904"	2011	9592.021
"A12512497"	2014	9602.339
"A28106003"	2007	9614.81
"B61914883"	2013	9666.537
"A83150060"	2013	9691
"A08224107"	2014	9712.905
"A97789861"	2014	9732.547
"A82307117"	2011	9733
"A46086773"	2014	9761.918
"B43110113"	2011	9775.325
"A07919087"	2008	9777.529
"A08224107"	2013	9783.555
"A28422335"	2017	9800.273
"A28693166"	2010	9824.699
"A08703803"	2010	9879.997
"A79259362"	2017	9880.802
"A28422335"	2016	9890.969
"A08224107"	2012	9923.71
"A20031076"	2010	9928
"A79259388"	2016	9959.642
