nif	year	inmovilizado
"A35517671"	2008	32352.37
"A28074078"	2010	32355.2
"A30033898"	2016	32357.22
"A28491637"	2017	32376.45
"A28085520"	2010	32378.02
"A08106031"	2012	32395
"A35005743"	2015	32432.84
"A35510650"	2013	32441.99
"A35005743"	2017	32448
"A28290799"	2013	32472.55
"B50031749"	2015	32474.64
"A13008339"	2007	32489.31
"A08182206"	2015	32522.22
"B08245805"	2013	32523.73
"A46036380"	2013	32531.71
"A08031544"	2012	32562.59
"A08148991"	2016	32588.63
"B58875048"	2007	32592.47
"A30009146"	2008	32596.93
"A28025435"	2015	32604.94
"B82988825"	2016	32619.83
"A08766099"	2017	32620.78
"A35735083"	2015	32635.49
"B58875048"	2009	32638.94
"A38473724"	2015	32644.15
"A08257529"	2007	32669.52
"B62173604"	2011	32673
"A08384638"	2008	32699.34
"A12010948"	2014	32709.72
"B54055140"	2014	32719.75
"A12003950"	2012	32720.81
"B41008970"	2009	32722.05
"B08125940"	2016	32729.63
"A07084940"	2011	32761.33
"B36853935"	2013	32770.71
"B83325076"	2016	32778
"B78459815"	2014	32783.77
"F10027423"	2012	32794.57
"A28011286"	2007	32801.18
"A28012342"	2014	32802
"B84309616"	2015	32829.23
"A35046572"	2011	32873.47
"B58875048"	2012	32881.65
"A08301475"	2016	32888.68
"A07256100"	2009	32892.71
"A21006507"	2009	32897.51
"A08026197"	2015	32912
"A06244131"	2008	32958.19
"A78990603"	2013	32961.09
"B28419703"	2014	32962.7
"A35005743"	2016	32965.68
"A15010564"	2013	32966.21
"A33689530"	2015	32978.08
"A28362127"	2014	33010.07
"A08031544"	2007	33049.85
"B83481002"	2012	33081.46
"B11630886"	2011	33107.89
"A07052244"	2008	33109.18
"A08031544"	2014	33147.51
"A53817359"	2013	33169.95
"A38010997"	2016	33178.75
"F10027423"	2014	33192.61
"A28329480"	2012	33194.68
"A47002878"	2011	33207
"A28012342"	2016	33208
"A08002073"	2008	33208.05
"A15010564"	2011	33209.2
"B28028348"	2009	33212.06
"B12541496"	2008	33219.46
"A35735083"	2012	33220.36
"A80245129"	2009	33233.77
"A08766099"	2016	33267.77
"B08245805"	2012	33268.32
"A07256100"	2010	33344.6
"A08128910"	2013	33351
"A83048363"	2008	33396.93
"A29453768"	2017	33401.48
"A28290799"	2014	33440.46
"A46052809"	2012	33449
"A78343977"	2015	33449.82
"B07985609"	2011	33456.55
"B62385067"	2008	33485.73
"A78343977"	2013	33532.78
"A04012258"	2016	33537.64
"B83045674"	2010	33556.8
"B29014826"	2017	33563.27
"A08276438"	2016	33564.06
"A50027929"	2014	33576.57
"A21006507"	2007	33581.8
"A03681186"	2010	33602.2
"B28250090"	2009	33610.58
"A35005743"	2014	33612.48
"B84309616"	2013	33635.31
"A46048815"	2014	33643.3
"A08384638"	2007	33652.48
"A35397884"	2010	33671.18
"A38473724"	2014	33696.86
"F03842671"	2008	33705.29
"A33689530"	2017	33709.89
"A08192965"	2009	33718.34
"B82988825"	2017	33754.52
"A07035934"	2013	33764.32
"A28485571"	2017	33768.67
"B15596331"	2010	33780.93
"A46099776"	2017	33851.89
"B83782169"	2013	33855.67
"B96199807"	2015	33868
"A08257529"	2013	33876.42
"B83045674"	2012	33878.17
"A28012342"	2017	33916
"B46140885"	2012	33917.12
"B38484796"	2009	33925.23
"A46099776"	2013	33933.22
"A78990603"	2014	33933.62
"B08245805"	2011	33958.96
"A28049492"	2016	33973.05
"A35735083"	2014	34027
"A33016403"	2013	34031.13
"A35005743"	2013	34053.93
"A15010564"	2012	34053.93
"B12541496"	2017	34088.57
"A28167443"	2017	34115
"A28074078"	2011	34121.12
"B36853935"	2014	34135.79
"A06388052"	2013	34142.41
"A28011286"	2008	34167
"A29453768"	2016	34169.14
"B84309616"	2016	34173.19
"A82335746"	2007	34177.09
"A48031686"	2007	34191.46
"A04202008"	2015	34217.1
"A28074078"	2012	34224.84
"A08106031"	2017	34230
"A08026197"	2014	34230
"B37014388"	2014	34235.56
"A32015844"	2013	34239.83
"B58875048"	2011	34251.91
"A08257529"	2008	34267.2
"A08031544"	2013	34273.96
"A06388052"	2012	34296.49
"B83045674"	2011	34301.55
"B41070020"	2016	34303.92
"A15010564"	2016	34318.09
"A12021556"	2017	34340.06
"A15010564"	2014	34357.81
"B83481002"	2016	34361
"A08202715"	2013	34378.68
"B83588657"	2012	34383.36
"A78343977"	2016	34403.32
"A35510650"	2012	34432.7
"A57346926"	2017	34470.59
"B91235622"	2010	34483.71
"A45017241"	2016	34488.42
"B37416575"	2017	34511.07
"A12021556"	2016	34543.45
"A08224545"	2010	34631.43
"A38010997"	2017	34650.77
"A08766099"	2015	34655.67
"A45017241"	2015	34681.8
"A08031544"	2017	34682.5
"A28049492"	2017	34714.04
"A33013202"	2015	34733.61
"A08002073"	2009	34742.41
"A38348413"	2010	34744.59
"B84309616"	2017	34753.9
"A46099776"	2012	34779.99
"A28198661"	2010	34781.89
"A46086773"	2017	34803.87
"B60171162"	2010	34804.94
"A28025435"	2016	34814
"A08116147"	2014	34825
"A12010948"	2013	34826.37
"B46151411"	2015	34836.04
"A41017161"	2013	34839.18
"B96683347"	2017	34849.39
"B28419703"	2015	34856.18
"B83045674"	2016	34873
"A07256100"	2012	34874.07
"A08766099"	2012	34883.02
"B35504059"	2017	34916
"B83257295"	2017	34925.39
"A48080147"	2015	34941.49
"A21006507"	2008	34990.3
"A38014114"	2013	34990.89
"B83782169"	2016	35020.13
"B35504059"	2015	35033
"A46048815"	2012	35046.86
"A62035282"	2016	35089.94
"A38348413"	2012	35092.75
"A28134534"	2016	35099.85
"A12021556"	2012	35114.9
"B03002441"	2012	35123.49
"A38473724"	2013	35137.88
"A15685373"	2011	35149.07
"A23016157"	2017	35183.14
"A38013744"	2013	35185.98
"B61914883"	2008	35215.53
"B43110113"	2007	35219.57
"A07052244"	2015	35229.94
"A38014114"	2015	35242.84
"A59119917"	2017	35253.45
"B92963628"	2017	35258.91
"A03681186"	2011	35265.68
"A13010004"	2011	35269.96
"B07029465"	2013	35294.03
"A08002073"	2010	35297.78
"A28456820"	2010	35307.96
"A33689530"	2016	35317.02
"A15010564"	2015	35323.18
"A97617773"	2014	35331.74
"A20038915"	2008	35335.36
"B37014388"	2016	35393.57
"B38828687"	2014	35400.53
"A28198661"	2011	35420.18
"B37416575"	2016	35437.89
"A11000288"	2013	35451.36
"G38004297"	2009	35478.64
"B83045674"	2015	35481
"A35735083"	2013	35493.38
"A07052244"	2016	35500.37
"A12461802"	2009	35510.36
"B96683347"	2016	35545.43
"B92963628"	2016	35551.14
"B36853935"	2015	35567.84
"A28025435"	2014	35601.36
"A85279107"	2016	35610.05
"A28134534"	2015	35621.37
"B29006574"	2009	35621.79
"A33055138"	2008	35622.43
"A33013202"	2009	35630
"A46048815"	2013	35682.48
"B83782169"	2017	35718.01
"A33016403"	2014	35728.98
"A28623379"	2015	35742.27
"A35046572"	2012	35765.73
"B82393778"	2012	35779.57
"A28422335"	2015	35844.98
"A28012342"	2015	35850
"B27321249"	2017	35873.45
"B35504059"	2016	35888
"B35007376"	2010	35923.84
"A48031686"	2013	35929
"A28145498"	2013	35951.04
"A08128910"	2017	35962.8
"A78990603"	2009	36006.79
"B28250090"	2012	36036.06
"A38348413"	2013	36039.95
"B37416575"	2015	36060.49
"A04202008"	2017	36069.8
"B96683347"	2015	36104.88
"A20038915"	2015	36116.73
"A08518979"	2008	36183.3
"B96199807"	2017	36201
"A07084940"	2010	36211.12
"A28658177"	2007	36280.86
"A45002219"	2012	36303.29
"A08106031"	2016	36312
"A38348413"	2011	36323.12
"A12461802"	2008	36333.7
"A12461802"	2010	36342.43
"B99029365"	2017	36379
"B08245805"	2010	36413.45
"A30033898"	2014	36421.26
"A46055992"	2013	36422.18
"B97389209"	2011	36437.11
"A78990603"	2008	36439.58
"A33013202"	2010	36452
"A28273043"	2008	36457.13
"A08604316"	2014	36471.76
"B60171162"	2011	36476.8
"B15596331"	2009	36508.59
"A21006507"	2010	36511.46
"A08031544"	2016	36535.25
"A08257529"	2012	36544.95
"A46048815"	2015	36557.64
"A07161821"	2008	36575.58
"A47002878"	2010	36585
"B46140885"	2009	36585.4
"A38473724"	2012	36590.51
"A08604316"	2013	36608.7
"A45015872"	2017	36615.05
"A07161821"	2007	36615.14
"A04012258"	2015	36617.11
"B62850094"	2013	36618.26
"B60171162"	2013	36654
"B38425070"	2010	36665.23
"A28023422"	2007	36674.95
"A28485571"	2016	36720.34
"A12011672"	2012	36733.56
"A46052809"	2013	36740
"B81335473"	2007	36740.09
"B96683347"	2014	36755.32
"A31071913"	2007	36784.31
"A28491637"	2016	36799.76
"A38013744"	2008	36820.48
"A28814135"	2007	36911.73
"A15010564"	2017	36933.45
"A35046572"	2013	36977.62
"B81762684"	2017	37022.4
"B31744709"	2014	37025
"A28422335"	2017	37033.92
"A07052244"	2014	37037.16
"A45017241"	2014	37116.18
"B08359093"	2010	37117.77
"B48969877"	2007	37121.31
"B47572367"	2016	37130.07
"A41080144"	2012	37172.31
"A46086773"	2016	37180.77
"A08384638"	2017	37205.86
"A28600278"	2007	37215
"B03002441"	2013	37247.55
"A08257529"	2011	37248.54
"A08384638"	2009	37263.51
"A20038915"	2016	37270.9
"B37014388"	2015	37279.75
"A08128910"	2014	37280.52
"A81593808"	2011	37307.94
"A06244131"	2009	37316.85
"A07084940"	2015	37351.56
"B96683347"	2013	37372.61
"A38023925"	2007	37401.65
"A12003950"	2013	37426.8
"A38014114"	2012	37427.23
"B60171162"	2012	37428
"B58875048"	2010	37450.42
"B35504059"	2014	37461
"A62035282"	2017	37468.97
"A28422335"	2016	37494.11
"B41008970"	2010	37507.06
"A08128910"	2016	37524.98
"A07161821"	2009	37525.26
"B37014388"	2012	37525.45
"A28487007"	2013	37529.65
"B62409065"	2009	37533.55
"A28085686"	2010	37535.5
"A08276438"	2017	37553.92
"A28487007"	2015	37564.76
"A38013744"	2012	37598.55
"B46140885"	2014	37617.16
"A46086773"	2011	37619.96
"A35517671"	2017	37631.9
"B41070020"	2017	37685.46
"A78343977"	2014	37690.93
"B96952635"	2010	37702.88
"B38318572"	2014	37712.33
"A08604316"	2016	37717.34
"B18551226"	2017	37730.25
"A35046572"	2014	37759.57
"B38484796"	2017	37764.76
"B78459815"	2015	37824
"A38473724"	2011	37873.52
"A46099776"	2011	37918.15
"A08612061"	2014	37936.58
"B18551226"	2016	37939.88
"B37014388"	2013	37945.43
"B18551226"	2015	37946.83
"A28211092"	2012	37969.5
"B60171162"	2014	37976
"A08192965"	2016	37976.35
"A12461802"	2011	38010.62
"A45017241"	2017	38022.94
"A35046572"	2015	38034.36
"A41031303"	2016	38040
"A46036380"	2009	38166.41
"B28241495"	2011	38167.48
"A28273043"	2009	38178.41
"A28709053"	2014	38178.67
"B12541496"	2014	38178.94
"B83481002"	2017	38193
"A38014114"	2014	38194.19
"B60420692"	2017	38202.73
"A38013744"	2011	38209.28
"A08224545"	2011	38288.37
"A08332363"	2012	38288.45
"B78077724"	2007	38301
"B46140885"	2013	38303
"A15685373"	2010	38309.28
"A08766099"	2013	38338.79
"B38484796"	2016	38375.78
"A08604316"	2015	38380.77
"A08106031"	2015	38418
"B41031980"	2017	38425.73
"B96683347"	2012	38437.57
"B28376184"	2015	38460.09
"A28085520"	2007	38559.22
"A48031686"	2012	38564
"A08192965"	2017	38608.84
"A82683434"	2013	38635.49
"A22013072"	2014	38638.55
"A28600278"	2008	38643
"B95087482"	2009	38652
"A31071913"	2013	38692.02
"A35046572"	2016	38696.52
"A08604316"	2017	38709.44
"A07035934"	2014	38766.48
"B46140885"	2010	38806.08
"B36853935"	2017	38810.79
"B48472500"	2014	38815.86
"A38013744"	2010	38858.38
"A28623379"	2017	38873.46
"B82393778"	2016	38888.17
"A15685373"	2009	38890.43
"A28329480"	2013	38898.86
"A08128910"	2015	38923.26
"A23016157"	2016	39049.02
"B12019485"	2014	39051.96
"A28623379"	2016	39052.16
"B11630886"	2012	39083.9
"B99029365"	2016	39121
"A28700383"	2013	39125.86
"A07052244"	2017	39129.1
"A46055992"	2014	39132.53
"A08106031"	2014	39137
"B30558290"	2017	39170.09
"A38473724"	2010	39189.77
"A08384638"	2010	39194.05
"B83045674"	2014	39242.11
"A81408817"	2016	39247.52
"A13008339"	2008	39252.21
"A28485571"	2015	39275.87
"A46086773"	2012	39283.1
"B36010098"	2013	39288.72
"A81487027"	2007	39288.79
"B31744709"	2013	39302
"A53559530"	2015	39320
"B84822832"	2015	39373.96
"A35517671"	2016	39443.41
"A81931214"	2015	39447.11
"A33055138"	2012	39450.8
"B46132387"	2014	39481.15
"A46086773"	2015	39538.35
"B27321249"	2016	39623.8
"A31071913"	2012	39636.71
"B12541496"	2016	39680.65
"A28145498"	2011	39708.22
"A31071913"	2008	39744
"A13010004"	2010	39765.64
"A07084940"	2014	39769.23
"A28085520"	2011	39792.5
"B03002441"	2014	39816.62
"A28600278"	2010	39834
"A28600278"	2009	39838
"A28011286"	2009	39851
"A58253816"	2013	39861.34
"B57175283"	2015	39862.97
"B31744709"	2012	39867
"A33013202"	2017	39894.61
"A28985992"	2007	39897.82
"B35504059"	2013	39902
"A38013744"	2009	39928.81
"A23016157"	2010	39984.77
"A04012258"	2014	39990.01
"A12021556"	2015	39990.46
"B38828687"	2016	39999.76
"A78990603"	2007	40002.68
"B27013713"	2015	40113.26
"A46070777"	2008	40149.37
"A08612061"	2015	40160.02
"A81931214"	2017	40163.42
"A33013202"	2011	40174
"A08224545"	2012	40193.12
"A06244131"	2010	40201.43
"A28379816"	2014	40212.14
"B35042092"	2009	40224
"A08257529"	2010	40241.05
"A58253816"	2012	40273.95
"A08257529"	2017	40285.98
"A81931214"	2016	40308.74
"A45015872"	2015	40316.26
"B96246350"	2017	40320.42
"B61914883"	2009	40320.81
"A35397884"	2012	40364.19
"A57277709"	2011	40369.68
"B36853935"	2016	40436.18
"F41114141"	2012	40437.5
"A46048815"	2017	40475.72
"A45015872"	2016	40488.21
"A38645214"	2013	40491.07
"A38473724"	2009	40493.22
"B57175283"	2014	40513
"F03842671"	2017	40524.77
"B41031980"	2016	40606.14
"A07035934"	2017	40640.02
"B38484796"	2015	40667.8
"B28120012"	2012	40680.36
"B96952635"	2011	40703.9
"B82393778"	2014	40761.07
"B46140885"	2015	40768.93
"B28102556"	2008	40783.07
"A32015844"	2014	40800.03
"B38828687"	2015	40822.1
"B62173604"	2012	40874
"A46086773"	2013	40877.41
"A28273241"	2008	40879.14
"A58253816"	2011	40932.57
"A12461802"	2012	40941.77
"A08116147"	2013	40947
"A45015872"	2014	40994.86
"A35397884"	2011	41016.42
"B83325076"	2013	41021
"A35517671"	2015	41023.24
"A08384638"	2016	41061.02
"A25041146"	2017	41074.4
"A28074078"	2015	41115.75
"A07161821"	2010	41119.14
"A28814135"	2008	41146.66
"A28011286"	2010	41160
"A81487027"	2017	41165.61
"A48031686"	2011	41182
"A81593808"	2012	41218.85
"A46048815"	2016	41263.54
"A08202715"	2016	41266.91
"B28120012"	2011	41281.66
"A33013202"	2016	41333.62
"B83045674"	2013	41336.9
"B81762684"	2013	41360.63
"A33055138"	2011	41392.07
"B28028348"	2010	41413.59
"A46086773"	2014	41423.47
"A28148898"	2016	41432
"A38473724"	2008	41433.7
"A28145498"	2014	41459.82
"A46092094"	2016	41507.14
"B28255016"	2009	41510.02
"A35517671"	2011	41517.47
"A48031686"	2010	41562.41
"B18551226"	2014	41572.01
"B37014388"	2017	41601.43
"A08202715"	2017	41621.48
"A31007743"	2010	41650
"B18551226"	2013	41682.95
"B60420692"	2016	41725.46
"A48084909"	2010	41743.84
"B83325076"	2015	41756
"A28827335"	2010	41778.02
"B18551226"	2012	41785.09
"A07084940"	2013	41802.9
"B27321249"	2015	41806.21
"A61427183"	2012	41836.37
"A35397884"	2013	41841.88
"A28422335"	2014	41857.53
"A06017941"	2009	41859
"F41114141"	2017	41860.45
"B38828687"	2017	41866.02
"A35517671"	2010	41888.98
"B95087482"	2010	41891
"A41050113"	2015	41897.63
"A50018837"	2012	41920.7
"A04202008"	2016	41962.55
"B28250090"	2013	42003.19
"A28485571"	2011	42016.54
"A35517671"	2009	42114.43
"B28115533"	2012	42123.59
"A33055138"	2009	42199.11
"B82393778"	2013	42209.54
"A08291924"	2017	42211.8
"B60420692"	2013	42233.58
"A23016157"	2015	42253.77
"A12003950"	2017	42265.04
"A08257529"	2009	42312.23
"B60420692"	2012	42324.72
"A08224545"	2017	42340.77
"A38473724"	2007	42419.55
"A81487027"	2016	42498.2
"A38232526"	2008	42516.95
"B08407322"	2013	42524.19
"A06017941"	2008	42562.6
"A28155240"	2008	42571.45
"A35004571"	2008	42688.64
"A13010004"	2009	42703.07
"A08182206"	2016	42720.34
"B28102556"	2009	42736.16
"A35517671"	2014	42744.68
"A08431090"	2008	42766
"A82683434"	2014	42827.77
"A08274987"	2009	42837.01
"A35517671"	2012	42857.59
"B81762684"	2014	42860.82
"A28362127"	2015	42875.06
"B99029365"	2015	42884
"B38484796"	2014	42970.56
"B60420692"	2014	43027.23
"G38004297"	2010	43036.24
"A07084940"	2012	43095.93
"A32015844"	2015	43098.57
"A33055138"	2013	43137.14
"A33055138"	2010	43146.14
"B46020541"	2015	43146.48
"A28814135"	2009	43163.62
"A41050113"	2016	43168.02
"A07035934"	2016	43190.31
"B41031980"	2015	43194.02
"A41050113"	2017	43194.92
"A81487027"	2015	43234.61
"A15685373"	2008	43247.72
"B35504059"	2012	43256
"A08002073"	2011	43266.4
"B99029365"	2014	43348.47
"B57208878"	2012	43459.33
"A12095295"	2013	43492.74
"A16009870"	2009	43540.9
"B61914883"	2010	43655.38
"A38232526"	2010	43750.37
"B57208878"	2017	43770.63
"A12003950"	2016	43807.57
"A31449002"	2012	43897.16
"B60420692"	2011	44003.69
"F41114141"	2013	44005.59
"A12461802"	2017	44054.53
"B60420692"	2015	44071.99
"B28241495"	2017	44095.22
"A08766099"	2014	44095.64
"A11000288"	2015	44112.06
"A12461802"	2013	44138.14
"A04006417"	2014	44162.73
"B27321249"	2014	44188.55
"A48031686"	2008	44219.48
"A38348413"	2014	44246.13
"A35517671"	2013	44251.6
"B46140885"	2011	44276.94
"A38485827"	2009	44313.5
"A08224545"	2013	44316.11
"A46055992"	2015	44358.61
"A04012258"	2017	44387.54
"A08224545"	2016	44441.29
"B95388450"	2015	44516.39
"B35504059"	2011	44541
"B03002441"	2015	44566.1
"A08431090"	2009	44573
"A07035934"	2015	44594.09
"A08116147"	2015	44611
"A43030626"	2017	44618
"A11000288"	2014	44623.62
"A23016157"	2011	44694.81
"A12461802"	2014	44742.16
"B43361724"	2017	44759.71
"A06244131"	2011	44773.23
"B43110113"	2009	44859.84
"B28102556"	2010	44871.72
"A80245129"	2010	44902.87
"A08503005"	2007	44933
"A12011672"	2011	44978.02
"A82683434"	2017	44978.54
"B08359093"	2011	44996.68
"B35110410"	2012	45004.08
"B27321249"	2013	45037.09
"B07883457"	2007	45072.9
"B28241495"	2016	45122.24
"B43110113"	2008	45147.89
"A38023925"	2008	45259.34
"A45445210"	2008	45264
"A28146579"	2013	45270.32
"A14018634"	2014	45277.42
"A28023422"	2008	45284.2
"B31744709"	2011	45369
"A31071913"	2009	45372.29
"B35110410"	2011	45399.51
"B46020541"	2014	45408.58
"A08116147"	2017	45423
"B28376184"	2016	45446.11
"B38484796"	2013	45462.59
"B81762684"	2012	45508.16
"B28376184"	2017	45517.75
"A12011672"	2010	45545.45
"A43030626"	2016	45565
"B28120012"	2013	45600.32
"A23016157"	2012	45663.37
"B07029465"	2015	45686.48
"A08384638"	2015	45788.44
"A38232526"	2009	45797.02
"A08384638"	2011	45845.86
"B95087482"	2008	45878.15
"B91235622"	2011	45887.01
"B12019485"	2017	45891.76
"B28102556"	2012	45911.07
"A33008921"	2009	45934.42
"A48031686"	2014	45977
"A28145498"	2015	46004.9
"B27013713"	2016	46026.58
"B12019485"	2016	46034.38
"A48031686"	2009	46049
"A04006417"	2015	46100.48
"A38485827"	2007	46114.41
"B41031980"	2014	46123.07
"A41080144"	2011	46137.48
"A38485827"	2008	46141.84
"A28148898"	2017	46156
"A31071913"	2014	46280.17
"A22174932"	2007	46293.44
"F03842671"	2009	46312.82
"A08116147"	2016	46347
"A08224545"	2015	46383.04
"B41591165"	2017	46403.43
"A28024172"	2012	46407
"B83782169"	2015	46429.52
"B28102556"	2011	46433.33
"B30041115"	2012	46481.04
"A38666897"	2010	46512
"B08407322"	2014	46518.6
"A82275306"	2011	46538
"A08612061"	2016	46546.86
"A12095295"	2017	46569.66
"A78389608"	2013	46569.83
"B60420692"	2010	46619.95
"A80245129"	2011	46667.46
"A38485827"	2010	46735.02
"B31881055"	2015	46751.59
"A46092094"	2017	46764.81
"A46105532"	2010	46799.03
"A12003950"	2015	46804.32
"B83481002"	2014	46864.95
"B57208878"	2016	46877.93
"B46012324"	2013	46947.66
"B95087482"	2012	46948
"A08026197"	2009	46970
"B99029365"	2013	47033.81
"B12019485"	2015	47047.29
"A23016157"	2014	47151.93
"A38015459"	2007	47162
"A50057322"	2014	47181.31
"A12461802"	2016	47185.88
"A15685373"	2007	47187.24
"A46052809"	2017	47215.22
"A28658177"	2008	47242.82
"A46055992"	2016	47260.13
"A07161821"	2012	47277.27
"A03681186"	2012	47281.02
"A81487027"	2013	47332.78
"A82275306"	2015	47357
"B46151411"	2016	47374.43
"A28074078"	2016	47391.22
"A28145498"	2016	47442.03
"A28700383"	2015	47452.37
"A28487007"	2016	47495.3
"B95087482"	2011	47617
"B41031980"	2013	47661.87
"B78077724"	2008	47668
"A82501545"	2008	47670.83
"A82683434"	2016	47695.23
"B38484796"	2012	47699.57
"A32015844"	2016	47762.4
"A08224545"	2014	47786.33
"A08503005"	2008	47841
"A38024345"	2012	47849.65
"A31449002"	2013	47858.35
"B43361724"	2016	47871.27
"A12461802"	2015	47926.42
"B35504059"	2010	48043
"A78389608"	2011	48053.84
"A28814135"	2010	48070.04
"A06244131"	2012	48083.95
"A07161821"	2011	48124.51
"A11000288"	2017	48157.65
"A08663684"	2011	48182.65
"A78389608"	2010	48213.59
"B64455447"	2014	48249
"B07029465"	2016	48271.22
"B27015965"	2014	48286.92
"A28145498"	2012	48312.5
"A50049519"	2012	48364.08
"A28058725"	2007	48388.96
"A28456820"	2011	48389.06
"B41591165"	2015	48411.34
"B35007376"	2011	48422.41
"B28120012"	2014	48475.48
"B12541496"	2015	48495.85
"B83481002"	2015	48499
"B82612904"	2017	48501.07
"A28058725"	2017	48507.23
"A15009665"	2007	48561.11
"B46020541"	2017	48567.47
"B41008970"	2011	48658.6
"A82275306"	2012	48674
"A08274987"	2010	48677.75
"A08182206"	2017	48708.68
"A12095295"	2015	48713.23
"B31744709"	2015	48720
"B46020541"	2016	48744.06
"A33008921"	2007	48772.69
"A08202715"	2014	48772.93
"B43361724"	2015	48786.54
"A46036380"	2012	48875.16
"B29006574"	2010	48979.3
"A50057322"	2015	48981.35
"A46036380"	2011	49067.72
"A12095295"	2016	49069.83
"A11000288"	2016	49084.43
"A46070777"	2009	49100.08
"A46052809"	2016	49101.26
"B60420692"	2009	49138.2
"B31744709"	2009	49148.07
"A82683434"	2011	49169.85
"A82275306"	2010	49234.64
"B83481002"	2013	49240.78
"A12021556"	2013	49343.11
"A22008106"	2017	49348.24
"A28485571"	2012	49361.77
"B84822832"	2016	49369.61
"B30041115"	2016	49392.9
"A35610666"	2012	49486.52
"A22008106"	2015	49489.48
"A82275306"	2009	49493.39
"G38004297"	2011	49606.36
"A82275306"	2014	49686
"A28407484"	2014	49693.66
"A33008921"	2008	49740.11
"A08612061"	2017	49754.01
"B28120012"	2015	49770.45
"B57208878"	2015	49782.52
"A41017161"	2015	49806.66
"A38023925"	2009	49870.05
"B31744709"	2010	49895.7
"B35042092"	2010	49915
"B38484796"	2011	49956.97
"A28058725"	2016	50013.81
"B60420692"	2008	50034.83
"A50057322"	2013	50043.41
"A28700383"	2014	50062.91
"A28985992"	2008	50141.99
"A31449002"	2011	50232.39
"A15009665"	2008	50253.57
"A81487027"	2012	50285.89
"B27013713"	2017	50302
"B78496759"	2016	50345.05
"A81487027"	2010	50415.02
"B60420692"	2007	50480.07
"B03002441"	2016	50489.32
"A06017941"	2011	50497.38
"A33013202"	2012	50501
"A08002073"	2012	50522.37
"A28273241"	2009	50532.37
"B35504059"	2009	50638
"A28700383"	2016	50678.85
"B35110410"	2014	50697.98
"A38348413"	2015	50756
"A28362127"	2016	50759.39
"A33013202"	2013	50774
"A46105532"	2011	50774.48
"A41017161"	2014	50783.18
"A08274987"	2015	50784.48
"B28557064"	2017	50832.25
"B78496759"	2013	50856.55
"A12023693"	2014	50972.58
"B38927463"	2017	50980.23
"B01218932"	2013	51012
"A38485827"	2017	51146.2
"A46070777"	2010	51217.29
"A38015459"	2008	51233
"B78496759"	2015	51277.41
"B57208878"	2013	51278.13
"B78496759"	2012	51297.33
"B46151411"	2017	51339.28
"A28273043"	2010	51396.34
"B27015965"	2012	51439.48
"A28827335"	2011	51442.6
"A22008106"	2016	51476.66
"B38425070"	2014	51588.63
"A28155240"	2009	51608.5
"A13008339"	2009	51608.92
"B35504059"	2008	51622
"A28085686"	2015	51676.82
"A30009146"	2010	51717.39
"B07029465"	2017	51728.35
"B62850094"	2014	51747.76
"A28985992"	2010	51750.57
"B38484796"	2010	51755.86
"A06244131"	2013	51770.2
"B78496759"	2017	51771.11
"A82275306"	2013	51794
"A50057322"	2016	51794.88
"B41031980"	2011	51829.48
"A08026197"	2011	51833
"A38023925"	2010	51837.74
"B46012324"	2009	51848.43
"A28900975"	2017	51849.2
"B35110410"	2013	51887.72
"A82683434"	2012	51925.45
"A62415641"	2008	51943.75
"A33013202"	2014	51957
"A78389608"	2012	51962.16
"A08663684"	2012	51984.37
"A81487027"	2008	52014.2
"A23016157"	2013	52016.14
"B38927463"	2016	52021.35
"B38927463"	2015	52076.68
"A08016255"	2007	52084.45
"A28024172"	2014	52135
"B28557064"	2016	52136.34
"A12003950"	2014	52160.33
"B43361724"	2014	52216.5
"A28058725"	2015	52235.12
"A06017941"	2012	52245.61
"F32001976"	2007	52358.82
"A08274987"	2017	52367.34
"A38666897"	2009	52429.88
"B30041115"	2017	52431.82
"B28250090"	2014	52434.34
"A41017161"	2017	52459.32
"B31684020"	2011	52549.45
"B95087482"	2013	52572
"A28198661"	2012	52585
"A60045903"	2007	52600
"A38485827"	2015	52612.35
"A28085686"	2011	52646.92
"A08274987"	2014	52656
"B28557064"	2015	52660.39
"A08999088"	2009	52666.23
"A63796395"	2017	52785.09
"A28012342"	2013	52872
"A12021556"	2014	52929.23
"B81335473"	2008	52938.25
"A36036739"	2009	52945.48
"A36036739"	2011	53000.44
"A36036739"	2010	53014.92
"A28085686"	2012	53014.96
"B31744709"	2016	53068
"B28120012"	2016	53075.74
"A08274987"	2016	53093.6
"A28024172"	2013	53104
"A12014569"	2007	53215.44
"A28985992"	2009	53231.1
"A28407484"	2015	53246.57
"B20023982"	2015	53280.81
"A48031686"	2015	53356
"A46055992"	2017	53359.1
"A81593808"	2013	53370.8
"B29006574"	2016	53400.26
"A28407484"	2017	53432.07
"A28023422"	2010	53473.5
"A50018837"	2016	53487.79
"A63796395"	2014	53584.81
"B48472500"	2017	53850.32
"A46052809"	2015	53906.75
"A50057322"	2017	53988.08
"B28120012"	2017	54069.1
"A33055138"	2014	54120.07
"A28407484"	2016	54197.7
"A28900975"	2016	54332.02
"B62173604"	2014	54349
"A48084909"	2011	54352.84
"A50018837"	2015	54366.36
"B48472500"	2015	54400.47
"B30041115"	2015	54417.16
"A38232526"	2011	54496.04
"B28250090"	2015	54546.6
"B27015965"	2013	54629.94
"B01218932"	2012	54635
"B28557064"	2014	54679.89
"A06017941"	2010	54744.05
