nif	year	activo_circ
"A32225419"	2017	
"A31933088"	2013	
"B18751461"	2012	
"B85133544"	2013	
"A04000881"	2013	
"A30021877"	2017	
"B38366225"	2017	
"B79232096"	2007	
"B46130647"	2015	
"A28013407"	2015	
"B28563476"	2014	
"B84309616"	2011	
"B91139717"	2007	
"A03167939"	2013	
"A37018603"	2014	
"A74136060"	2009	
"B08690869"	2016	
"A03097946"	2017	
"A01009075"	2007	
"B31631062"	2015	
"B08365215"	2011	
"A45002839"	2013	
"A28058758"	2017	
"A01008234"	2017	
"B84309616"	2008	
"A37010295"	2017	
"A03076270"	2014	
"A08120859"	2013	
"A03076270"	2009	
"A03076270"	2007	
"A91151431"	2007	
"V11317633"	2015	
"F04005344"	2010	
"B08488660"	2011	
"A46021804"	2016	
"A03063690"	2016	
"B95486213"	2011	
"B48045942"	2007	
"A03062619"	2017	
"B85692374"	2011	
"B28091486"	2016	
"F28698488"	2016	
"F95073748"	2017	
"A46021804"	2015	
"B84069491"	2009	
"A08345233"	2015	
"B41094459"	2015	
"A48093983"	2011	
"A08533119"	2017	
"A08260507"	2017	
"B15015712"	2013	
"A03042504"	2017	
"A03042504"	2016	
"B63149637"	2008	
"A31009665"	2014	
"B08688301"	2016	
"B03039781"	2012	
"B28489748"	2015	
"A46098521"	2013	
"B22003099"	2011	
"A84050301"	2009	
"B12008660"	2010	
"A28511400"	2010	
"C08164253"	2007	
"B35022425"	2017	
"A30013627"	2015	
"A13001730"	2011	
"A20049078"	2011	
"B82841552"	2007	
"A08646200"	2017	
"A03026523"	2017	
"A46016374"	2014	
"B08365215"	2016	
"A31829203"	2007	
"B07031149"	2014	
"A03021409"	2015	
"A08616542"	2010	
"B31631062"	2014	
"A30005524"	2012	
"B08147696"	2016	
"B12054342"	2011	
"B92972066"	2012	
"A28283794"	2017	
"A85280253"	2012	
"A85426971"	2008	
"B30031694"	2017	
"A07256100"	2013	
"V57525560"	2008	
"A03011392"	2014	
"A03010568"	2016	
"A03010568"	2015	
"A78753514"	2017	
"A03010568"	2010	
"A07046659"	2013	
"A03010568"	2008	
"B36639060"	2007	
"A08426249"	2013	
"A02436152"	2013	
"B15015712"	2007	
"A08369068"	2017	
"A01009414"	2016	
"A28225241"	2011	
"A02006419"	2016	
"A08147555"	2009	
"B03077039"	2011	
"A41010257"	2015	
"A02005122"	2015	
"A30009815"	2017	
"A24020562"	2017	
"A01376888"	2008	
"B03077039"	2015	
"B48120810"	2009	
"A08640039"	2013	
"A32002107"	2015	
"A85125078"	2007	
"A08698862"	2012	
"A91369819"	2017	
"A37010295"	2011	
"B43952126"	2009	
"A30006308"	2008	
"A13010004"	2015	
"B95486213"	2010	
"B31049273"	2016	
"A07078116"	2016	
"A01016591"	2014	
"A08227928"	2016	
"A01016591"	2011	
"A08257925"	2015	
"A01015510"	2010	
"A08409369"	2010	
"A08010779"	2008	
"F49006554"	2012	
"A46008827"	2015	
"B29212644"	2013	
"B84599422"	2010	
"A18565705"	2007	
"B46124434"	2012	
"B38022570"	2017	
"B28538874"	2016	
"A01020809"	2014	
"B28072205"	2017	
"A28487460"	2015	
"A08024317"	2013	
"A28285765"	2017	
"A01009075"	2017	
"A01009075"	2009	
"B41591165"	2014	
"F18034686"	2015	
"A33126244"	2007	
"A28552404"	2015	
"A46008827"	2011	
"A17006479"	2009	
"A01007137"	2017	
"A08552622"	2008	
"A01006659"	2009	
"B39551973"	2007	
"A07032030"	2013	
"B18022988"	2016	
"A01005594"	2009	
"A18001412"	2012	
"A48032981"	2013	
"F32001976"	2011	
"B83654426"	2007	
"A46002184"	2017	
"A58664764"	2010	
"A46031845"	2017	
"A01000777"	2007	
"A27009737"	2015	
"A01000116"	2017	
"A01000116"	2015	
"A38017679"	2011	
"A28603611"	2014	
"B83141838"	2007	
"B82956517"	2009	
"A46036380"	2017	
"B82424276"	2016	
"B38002655"	2011	
"B79232096"	2008	
"A28586626"	2009	
"B84598192"	2012	
"B62409065"	2007	
"A46066825"	2015	
"A08250425"	2011	
"A36561595"	2009	
"B83766485"	2008	
"B31798929"	2008	
"A43015338"	2017	
"A53242152"	2017	
"A11301645"	2017	
"A07067713"	2017	
"B82849381"	2007	
"B82424276"	2017	
"B36614816"	2015	
"A08515116"	2011	
"A42000471"	2008	
"A35753094"	2017	
"A17035361"	2015	
"B31829195"	2007	
"A07067713"	2015	
"B84311760"	2011	
"B08690869"	2015	
"V04509865"	2007	
"B27009794"	2015	
"B03020740"	2014	
"B07031149"	2015	
"A08093015"	2014	
"B46167078"	2009	
"V43129667"	2010	
"A32006504"	2016	
"A11903044"	2014	
"A48061675"	2017	
"A12010914"	2008	
"A85426971"	2011	
"A37010295"	2008	
"A43702745"	2008	
"A28465680"	2015	
"B03039609"	2015	
"B97356471"	2008	
"B63100150"	2008	
"F95002150"	2016	
"A08551590"	2017	
"A45012226"	2014	
"A35036599"	2016	
"B20759023"	2016	
"F08678054"	2014	
"B46135364"	2017	
"A26001867"	2014	
"A62400718"	2011	
"A85426971"	2010	
"B28023679"	2014	
"F01131978"	2016	
"A36610590"	2011	
"B84822832"	2007	
"B12557773"	2008	
"B38927463"	2008	
"B57362105"	2007	
"A38348413"	2008	
"B28465730"	2013	
"A11012572"	2015	
"B15862667"	2008	
"A07009814"	2016	
"B46092755"	2015	
"B83325076"	2007	
"A08687204"	2017	
"A08426249"	2012	
"A28711273"	2008	
"A08426249"	2015	
"A14012819"	2014	
"A02006419"	2017	
"A08120859"	2015	
"B03037736"	2017	
"A84780055"	2011	
"B84598192"	2009	
"B43952126"	2012	
"A28238723"	2015	
"V03315637"	2009	
"A38017679"	2017	
"A24009086"	2016	
"A48403927"	2008	
"B35980937"	2012	
"B73254898"	2010	
"A60651783"	2007	
"B91235622"	2008	
"A32006835"	2009	
"A04006706"	2008	
"A08120859"	2017	
"B12027843"	2015	
"B63533095"	2009	
"B78069259"	2007	
"B18252338"	2012	
"A38017679"	2010	
"B50938489"	2007	
"A58664764"	2011	
"B84443480"	2007	
"A32006504"	2008	
"B36002970"	2015	
"B03035854"	2011	
"A38485827"	2013	
"B03077039"	2017	
"B08304610"	2017	
"B83393223"	2008	
"B83393223"	2007	
"A48000939"	2013	
"A41087354"	2016	
"A36561595"	2010	
"F08203663"	2007	
"A73350399"	2009	
"B15015712"	2016	
"B84570803"	2011	
"A48077184"	2013	
"A26011320"	2015	
"A32143588"	2009	
"A07033178"	2015	
"A81505752"	2016	
"B31072705"	2016	
"A85450476"	2012	
"B17005323"	2007	
"B60338290"	2013	
"A83741967"	2007	
"A33778739"	2016	
"A08033474"	2016	
"A31003304"	2016	
"A46016374"	2017	
"B36008415"	2016	
"B28028348"	2017	
"B02419273"	2010	
"A29008174"	2016	
"B27321249"	2009	
"V83443390"	2008	
"A48092944"	2017	
"B35980937"	2009	
"B83426387"	2007	
"B24016693"	2016	
"A85125078"	2012	
"A28523066"	2016	
"B30558290"	2009	
"B30010326"	2017	
"B30558290"	2012	
"B20815643"	2012	
"B84227461"	2010	
"A48094486"	2014	
"A03010568"	2007	
"V83443390"	2015	
"A46002184"	2008	
"B35665991"	2007	
"B03028099"	2014	
"B84570803"	2007	
"B20815643"	2009	
"A08438061"	2017	
"B46148797"	2016	
"A12004131"	2017	
"A43016286"	2012	
"A28672921"	2007	
"A08303869"	2013	
"B20815643"	2007	
"A28117398"	2017	
"B36614816"	2016	
"A20042933"	2015	
"A79203568"	2011	
"B03077039"	2016	
"A28515567"	2010	
"B46074829"	2017	
"A48077184"	2016	
"A46141792"	2015	
"A48050728"	2016	
"B36002970"	2014	
"B20078598"	2017	
"A84434224"	2011	
"A38666897"	2007	
"A48077184"	2014	
"B84537315"	2012	
"A50011717"	2010	
"B03034006"	2015	
"A84911445"	2007	
"A48067359"	2017	
"B95422721"	2008	
"A08539553"	2011	
"B97526008"	2009	
"A46022117"	2017	
"B29053808"	2016	
"B36002970"	2009	
"A43355403"	2012	
"B36002970"	2011	
"B82956517"	2008	
"A08009490"	2011	
"A84430107"	2011	
"B97861843"	2007	
"A48000939"	2011	
"V04509865"	2013	
"A21046578"	2008	
"A43016286"	2014	
"A24007072"	2016	
"B31027097"	2009	
"A28225241"	2007	
"A33019720"	2012	
"A01016450"	2017	
"A08170151"	2017	
"A83578328"	2007	
"A16010225"	2008	
"A28603611"	2010	
"A28649747"	2013	
"B92972066"	2010	
"B79959961"	2008	
"B83156745"	2007	
"A08072209"	2016	
"A32002107"	2012	
"B26018150"	2016	
"B36006575"	2007	
"A35014414"	2007	
"B33025123"	2017	
"B46131371"	2013	
"A95444519"	2012	
"B08365215"	2010	
"B26231191"	2007	
"B84227461"	2011	
"B12008660"	2008	
"A08202582"	2017	
"B30025449"	2007	
"A08560823"	2016	
"F49006554"	2011	
"B84227461"	2008	
"B84227461"	2007	
"B46045456"	2012	
"F27016591"	2015	
"F27007608"	2011	
"A31001027"	2017	
"F06402697"	2008	
"B08013963"	2015	
"A06419220"	2009	
"B03077039"	2014	
"B08359705"	2017	
"B83603746"	2009	
"B27008408"	2015	
"F27007608"	2014	
"B06368674"	2007	
"A08257925"	2016	
"A40004210"	2007	
"B32362410"	2012	
"B84822832"	2013	
"B63458004"	2009	
"A28494482"	2017	
"A08681637"	2010	
"B58075136"	2007	
"B31089071"	2016	
"B83852160"	2008	
"B30028187"	2016	
"F38008579"	2017	
"A47024393"	2017	
"A08241267"	2014	
"A43035971"	2014	
"B31089071"	2015	
"A10005999"	2017	
"B84363555"	2010	
"A08194284"	2016	
"A20054854"	2008	
"A48049928"	2008	
"B92972066"	2013	
"B64555980"	2015	
"A30604680"	2016	
"A38030680"	2017	
"B08375677"	2017	
"A85125078"	2013	
"B83211318"	2007	
"B83242248"	2008	
"B95388450"	2010	
"A08303869"	2007	
"A03042504"	2011	
"A29018223"	2012	
"B83840900"	2008	
"A03063690"	2012	
"A12029468"	2011	
"B83826230"	2016	
"A28649747"	2014	
"A06011381"	2015	
"B46047817"	2007	
"B41076506"	2008	
"A58583766"	2007	
"A20032678"	2012	
"A60362266"	2017	
"A22005797"	2016	
"A11957792"	2014	
"A41002841"	2011	
"B97389209"	2009	
"F21339106"	2014	
"B62785357"	2017	
"A28273241"	2007	
"A07033178"	2008	
"A28554707"	2014	
"A28554707"	2009	
"B27321249"	2010	
"B83743815"	2009	
"A31024458"	2012	
"F01131978"	2010	
"B35980937"	2014	
"B12008660"	2014	
"A23004369"	2017	
"V95436002"	2010	
"A20054854"	2010	
"A07033178"	2014	
"B04018495"	2010	
"B61967774"	2008	
"A49004484"	2008	
"B08704439"	2017	
"A23012305"	2015	
"B83814251"	2008	
"A41061771"	2014	
"A08463481"	2017	
"A40004210"	2013	
"A83826362"	2009	
"A32143588"	2014	
"A09031089"	2015	
"B84886837"	2008	
"B63533095"	2014	
"A08289902"	2017	
"A48094486"	2008	
"A30006308"	2015	
"B83588657"	2015	
"A28225241"	2012	
"B28563476"	2016	
"B32362410"	2010	
"B43952126"	2007	
"A01020809"	2012	
"A31009665"	2012	
"A07015787"	2016	
"B35980937"	2010	
"B46045993"	2017	
"B41094459"	2017	
"B83782169"	2010	
"A28127462"	2015	
"F08203663"	2013	
"B63805295"	2010	
"B30566194"	2010	
"A11012572"	2016	
"A40004731"	2012	
"B04348579"	2007	
"B28126886"	2013	
"B41006578"	2009	
"B03072493"	2017	
"A36040442"	2015	
"A07016025"	2017	
"B26451849"	2011	
"A43016286"	2015	
"A48071369"	2007	
"A28740397"	2014	
"A41080144"	2016	
"A58356213"	2012	
"A03021409"	2016	
"A08241267"	2008	
"A28547115"	2017	
"B46055448"	2013	
"B82852831"	2007	
"B02419273"	2009	
"B36002970"	2008	
"A81487027"	2009	
"B83766485"	2010	
"B23219009"	2016	
"A28080646"	2015	
"A34011411"	2015	
"B83766485"	2009	
"A36010676"	2012	
"B09417932"	2007	
"A97398317"	2010	
"A07019698"	2012	
"A85426971"	2007	
"A63736458"	2011	
"B35028281"	2015	
"A36561595"	2013	
"B28240075"	2007	
"A42000471"	2015	
"A08036709"	2015	
"A39000104"	2007	
"G07065709"	2015	
"B08147696"	2015	
"A06148266"	2007	
"F46026829"	2007	
"A85280253"	2013	
"B29369758"	2015	
"A12014346"	2015	
"B82819681"	2007	
"A08689796"	2015	
"B29369758"	2016	
"B60241437"	2016	
"A48069991"	2015	
"A03010170"	2016	
"A42000471"	2009	
"B08375677"	2011	
"B85133544"	2007	
"A37010295"	2015	
"A48071369"	2008	
"A43042324"	2009	
"A28537595"	2013	
"B83741835"	2007	
"A08677700"	2017	
"B20759023"	2017	
"A07034036"	2015	
"A07038441"	2014	
"A12018354"	2016	
"B20759023"	2008	
"B92217975"	2007	
"A48032981"	2015	
"A08633745"	2015	
"B84537315"	2008	
"A28465680"	2012	
"B20690368"	2011	
"B84603935"	2008	
"B84603935"	2009	
"B84603935"	2010	
"A07035934"	2008	
"B11018462"	2015	
"F10109296"	2017	
"A41834748"	2011	
"A07067713"	2016	
"B84654201"	2012	
"B57487159"	2007	
"B74148388"	2007	
"A18016709"	2017	
"A58356213"	2013	
"A08024317"	2017	
"B64455447"	2016	
"B84768761"	2009	
"B84768761"	2012	
"B47472535"	2007	
"A28603611"	2007	
"A28011872"	2013	
"B57362105"	2011	
"B84822832"	2011	
"B84822832"	2012	
"F10109296"	2016	
"A22005797"	2013	
"B20078598"	2015	
"A08633745"	2016	
"A31024458"	2008	
"B84871607"	2008	
"B84886837"	2007	
"B84871607"	2012	
"B84871607"	2013	
"A41080144"	2014	
"A08533119"	2009	
"B91629634"	2017	
"A11005840"	2011	
"F41114141"	2009	
"B83541912"	2007	
"F04030672"	2015	
"B84886837"	2011	
"A28372803"	2012	
"A29057833"	2013	
"B41067414"	2017	
"A46078556"	2016	
"A48032981"	2007	
"A08552622"	2007	
"A50012822"	2016	
"A41014457"	2012	
"A97163653"	2017	
"A46084984"	2016	
"F37014560"	2017	
"A37010295"	2010	
"B01376615"	2010	
"A32002107"	2014	
"B85010643"	2010	
"A08010779"	2012	
"B85010643"	2012	
"B79959961"	2014	
"A08560823"	2013	
"B74114182"	2010	
"B18018176"	2010	
"A12014569"	2010	
"A28523066"	2017	
"B64555980"	2014	
"A20003026"	2017	
"V83443390"	2007	
"A28669851"	2009	
"A08051526"	2016	
"B20057063"	2008	
"A46022117"	2016	
"B31798929"	2007	
"B08094237"	2011	
"A43016286"	2011	
"A84534874"	2010	
"F06312920"	2015	
"A28341055"	2013	
"B08094237"	2016	
"B85160976"	2009	
"B85160976"	2010	
"A28431161"	2016	
"B91190173"	2008	
"B91190173"	2007	
"A38017679"	2016	
"A28013407"	2009	
"A08255374"	2017	
"A28630374"	2017	
"B85225282"	2008	
"B08100380"	2016	
"A08010779"	2010	
"B11576006"	2010	
"B36002970"	2007	
"B53548384"	2007	
"A74136060"	2007	
"A38243986"	2016	
"A12027686"	2013	
"B57423519"	2012	
"B14028732"	2013	
"A08578239"	2016	
"B78077724"	2015	
"B15021520"	2014	
"A35515485"	2009	
"A83826362"	2007	
"A82854811"	2007	
"A31189350"	2008	
"B37416575"	2010	
"A17018391"	2014	
"V30405880"	2016	
"B85692374"	2013	
"B83840900"	2007	
"B64455447"	2007	
"A09028184"	2015	
"A80200868"	2017	
"B36639060"	2016	
"A38842316"	2012	
"B20035424"	2016	
"A08699720"	2007	
"A01020809"	2015	
"A30013627"	2017	
"B84150994"	2010	
"A08560823"	2015	
"B44181634"	2007	
"A21391917"	2015	
"B28538874"	2010	
"A48981641"	2008	
"A92954130"	2012	
"B63533095"	2007	
"A08513541"	2017	
"V61861548"	2014	
"A28505337"	2009	
"B92972066"	2007	
"B41067414"	2016	
"A48069991"	2011	
"V57525560"	2007	
"A28429280"	2012	
"A45014776"	2016	
"A47008487"	2014	
"B34224923"	2009	
"B91629634"	2008	
"A09021825"	2016	
"B83209015"	2007	
"A38030680"	2007	
"B84372051"	2011	
"A18024950"	2007	
"A24020828"	2017	
"A36010676"	2013	
"A50042191"	2015	
"B83495101"	2007	
"A20779849"	2008	
"A08560823"	2008	
"B08499410"	2016	
"F08203663"	2011	
"A03042504"	2014	
"A08681637"	2014	
"B50997949"	2007	
"A28040996"	2009	
"F21339106"	2008	
"A34169144"	2017	
"A08623191"	2010	
"B08415424"	2007	
"A08117806"	2015	
"A09010125"	2016	
"A28399186"	2009	
"B18751461"	2010	
"A08573370"	2016	
"A58356213"	2011	
"A03035417"	2017	
"A01012921"	2016	
"A41010257"	2013	
"B50997949"	2008	
"A08242992"	2014	
"B92403716"	2007	
"A84780055"	2009	
"B18694349"	2010	
"A41010257"	2009	
"A20061131"	2016	
"B18694349"	2007	
"B92554765"	2007	
"A46117792"	2017	
"B83743815"	2008	
"B31084874"	2016	
"A28411585"	2011	
"B46092300"	2015	
"A28650307"	2008	
"A63047922"	2016	
"B12024873"	2013	
"F95002150"	2013	
"A37010295"	2014	
"B48070155"	2017	
"B92709526"	2012	
"B45555489"	2007	
"A28283794"	2016	
"B46166013"	2016	
"A50011717"	2017	
"A35028570"	2016	
"B92963628"	2014	
"A46098521"	2012	
"B81496515"	2017	
"B84654201"	2009	
"A28040996"	2012	
"B28538874"	2015	
"B84363555"	2007	
"A46023347"	2016	
"B92972066"	2011	
"A28725455"	2017	
"B08216053"	2014	
"A85280253"	2007	
"B83426387"	2017	
"A16010977"	2017	
"A97398317"	2008	
"A08290975"	2010	
"A36616746"	2017	
"A08202582"	2012	
"A57346926"	2010	
"B12008660"	2009	
"B97861843"	2011	
"A28399186"	2011	
"A25007204"	2015	
"A08033474"	2009	
"B95388450"	2007	
"A46019204"	2016	
"B04011938"	2012	
"B95422721"	2007	
"A28647758"	2011	
"A08640039"	2016	
"B95422721"	2012	
"A14580385"	2009	
"A46008827"	2008	
"B95486213"	2007	
"A35098482"	2017	
"B47009840"	2010	
"B08258857"	2011	
"B64055445"	2008	
"A39022660"	2014	
"B95486213"	2013	
"B08258857"	2012	
"B08258857"	2015	
"B08258857"	2016	
"A28729424"	2014	
"A84534627"	2008	
"A97617773"	2009	
"B83588657"	2007	
"F06402697"	2010	
"A28087575"	2017	
"A25529074"	2008	
"A81256661"	2011	
"B46095964"	2014	
"B47531462"	2008	
"B31071178"	2013	
"B28483345"	2010	
"B54055140"	2008	
"A28638542"	2014	
"F04030672"	2014	
"A12023693"	2017	
"A48071369"	2009	
"A28381267"	2017	
"B85294916"	2013	
"B50051705"	2016	
"A40004210"	2014	
"B83481002"	2007	
"A03063690"	2015	
"A25017435"	2017	
"A03021409"	2014	
"A35515485"	2011	
"B46131371"	2014	
"A23012305"	2014	
"B41021767"	2016	
"A01376888"	2009	
"A35029107"	2017	
"B08195653"	2017	
"B96906375"	2014	
"B03067477"	2015	
"A24015802"	2007	
"B29053808"	2017	
"A25011610"	2007	
"A46002184"	2013	
"F25002338"	2017	
"B08488660"	2008	
"F38004289"	2016	
"A45018926"	2013	
"A20070371"	2010	
"A20032678"	2014	
"B08304610"	2014	
"A07028210"	2013	
"B43952126"	2008	
"B20793956"	2008	
"B26393637"	2009	
"B45011269"	2017	
"B97131155"	2007	
"V95436002"	2012	
"A07028210"	2007	
"B15015712"	2017	
"A08573370"	2014	
"B31084874"	2017	
"A30040083"	2014	
"A43030626"	2008	
"B63031660"	2007	
"A28476778"	2007	
"A31061385"	2013	
"A42000471"	2016	
"A46008827"	2012	
"B46118717"	2016	
"B08365215"	2009	
"A29057833"	2014	
"B97389209"	2010	
"A85270965"	2009	
"A08012676"	2016	
"A84911445"	2011	
"A41010257"	2011	
"A18291476"	2009	
"A28472256"	2017	
"B97466981"	2007	
"A39025838"	2011	
"A08533945"	2009	
"A60474376"	2013	
"A48093983"	2015	
"A27009737"	2009	
"A25017435"	2016	
"A08194284"	2012	
"A19012962"	2017	
"A08260507"	2015	
"A85279107"	2009	
"A28429280"	2017	
"B08375677"	2007	
"B97623938"	2007	
"A39022660"	2013	
"A84911445"	2009	
"B31071178"	2014	
"B38020020"	2007	
"A39022660"	2011	
"A35047778"	2008	
"A41022237"	2017	
"A16004665"	2007	
"B97705990"	2012	
"B99004541"	2009	
"B08581951"	2017	
"B85294916"	2007	
"A26011320"	2017	
"A08580268"	2016	
"A08713869"	2017	
"A26014035"	2017	
"B92403716"	2008	
"B97861843"	2008	
"A36610590"	2017	
"A18565705"	2017	
"B27321249"	2008	
"A28617801"	2017	
"B99004541"	2007	
"A28200384"	2017	
"B60653466"	2016	
"A31829203"	2009	
"A07033178"	2012	
"B46124434"	2007	
"B99029365"	2009	
"A41081290"	2014	
"B46108403"	2008	
"A08616542"	2011	
"F08678054"	2016	
"A08365413"	2015	
"A08572430"	2014	
"B08459273"	2017	
"B33605031"	2013	
"C08164253"	2009	
"A14015101"	2011	
"A36002830"	2011	
"B38005377"	2016	
"A01006055"	2016	
"A45012259"	2017	
"B36913960"	2007	
"B85692374"	2008	
"B12681060"	2009	
"A46089819"	2014	
"A40004210"	2016	
"A28011872"	2015	
"A10011641"	2016	
"A08699720"	2008	
"B08488660"	2013	
"B15862667"	2007	
"F01131978"	2009	
"V95436002"	2009	
"B08488660"	2016	
"A43042324"	2016	
"F01131978"	2015	
"V95436002"	2011	
"B12008660"	2012	
"B50057330"	2017	
"B31071178"	2012	
"F03290871"	2017	
"B08059636"	2015	
"A28156776"	2010	
"B46148797"	2013	
"A48049928"	2014	
"B41086844"	2016	
"B83616920"	2009	
"B20078598"	2016	
"B11018462"	2011	
"A28695930"	2015	
"F04005344"	2009	
"B41033267"	2015	
"A08699720"	2016	
"A23205289"	2008	
"F04005344"	2016	
"A28270452"	2017	
"B08565988"	2016	
"A28118040"	2015	
"A46008827"	2009	
"A04005302"	2017	
"A60651783"	2017	
"A30032130"	2016	
"B08581951"	2016	
"B28126886"	2014	
"B96906375"	2011	
"A36002830"	2015	
"A07070584"	2014	
"A18017244"	2015	
"A08438061"	2012	
"B63533095"	2008	
"A43042324"	2012	
"A12010914"	2015	
"B18006668"	2014	
"A07241656"	2014	
"F06402697"	2007	
"B12024873"	2012	
"B28563476"	2015	
"A24025611"	2017	
"F27007608"	2017	
"A17020645"	2014	
"A50032325"	2016	
"B83743815"	2007	
"B83616920"	2007	
"B58977497"	2012	
"B85294916"	2014	
"B35642198"	2011	
"B57175283"	2007	
"B35044197"	2015	
"A25017435"	2012	
"F08203663"	2012	
"B84504455"	2012	
"A42000471"	2017	
"F08203663"	2015	
"F08203663"	2016	
"B47506811"	2009	
"A48403927"	2010	
"B84150994"	2008	
"A60651783"	2012	
"A28372803"	2007	
"A21046578"	2007	
"B37002854"	2017	
"A20032678"	2010	
"A31180060"	2007	
"B36002970"	2013	
"B50002849"	2015	
"B29369758"	2017	
"A28110971"	2016	
"B15043961"	2007	
"A29057833"	2017	
"A50055532"	2016	
"A08072209"	2012	
"A31737455"	2007	
"F10026128"	2011	
"B85294916"	2009	
"B15015712"	2015	
"B33876459"	2007	
"B84598192"	2010	
"A08426249"	2016	
"A43702745"	2009	
"A07019698"	2010	
"B07031149"	2016	
"A20073169"	2016	
"A31189350"	2014	
"A43035435"	2015	
"B15010119"	2007	
"F10109296"	2011	
"A28381234"	2016	
"A20063038"	2012	
"B18018176"	2011	
"A08296790"	2017	
"F12039442"	2012	
"A16010225"	2015	
"B08688301"	2017	
"F12039442"	2015	
"A28515567"	2016	
"A38645214"	2007	
"A30029862"	2017	
"B03039781"	2009	
"A08290975"	2007	
"F14016729"	2010	
"F14016729"	2013	
"B25015017"	2015	
"A20005351"	2009	
"A45011103"	2016	
"B28126886"	2015	
"A08634438"	2013	
"B46166013"	2015	
"A53559530"	2017	
"A41080144"	2015	
"V48566475"	2017	
"A84911825"	2008	
"B63122253"	2008	
"A31065816"	2016	
"A80845050"	2015	
"A38356937"	2017	
"B14819643"	2010	
"A57346926"	2011	
"F21339106"	2013	
"B14819643"	2009	
"A38356937"	2016	
"A20073169"	2007	
"B43907112"	2008	
"A97789861"	2007	
"A63414486"	2009	
"B74102872"	2007	
"A08432114"	2007	
"A60963287"	2014	
"B03034501"	2017	
"A38243986"	2017	
"A38243986"	2015	
"B36606853"	2016	
"B91235622"	2017	
"F27007608"	2010	
"B14518773"	2015	
"A07013907"	2012	
"A85280253"	2008	
"A47018361"	2016	
"A48061345"	2015	
"A03021409"	2017	
"A28554624"	2007	
"A38225041"	2014	
"B83814251"	2017	
"A28603041"	2017	
"B26393637"	2010	
"A48094486"	2007	
"A43033117"	2015	
"A23014871"	2017	
"B95388450"	2008	
"B84894377"	2010	
"B91372748"	2009	
"B46715934"	2017	
"A30007231"	2016	
"A20036877"	2017	
"B85225282"	2007	
"A28539013"	2016	
"A35753094"	2008	
"A28647758"	2012	
"A28539013"	2015	
"A11010469"	2015	
"B30025449"	2009	
"B25015017"	2016	
"A28449569"	2017	
"A84430107"	2008	
"V61861548"	2007	
"A07036569"	2017	
"A45006939"	2016	
"A08227928"	2014	
"A03076270"	2015	
"F32001976"	2014	
"F32001976"	2016	
"A08409948"	2016	
"A30038764"	2011	
"F35006451"	2009	
"F35006451"	2010	
"A28013407"	2017	
"B03061124"	2016	
"A03076270"	2013	
"F35006451"	2016	
"A58356213"	2014	
"A37010295"	2009	
"B34224923"	2014	
"B28084168"	2011	
"A48093983"	2012	
"B15043961"	2008	
"B36002970"	2010	
"B83782169"	2007	
"F38004289"	2010	
"A28537595"	2014	
"F38004289"	2012	
"A43110337"	2016	
"F38004289"	2014	
"F38004289"	2015	
"B53548384"	2014	
"B84309616"	2009	
"B45013455"	2014	
"A28154029"	2014	
"A01009414"	2015	
"B84309616"	2010	
"B46148086"	2016	
"A31825466"	2009	
"B63220917"	2007	
"B34226514"	2009	
"A23004369"	2016	
"A03063690"	2017	
"A08009490"	2009	
"A46002184"	2012	
"B82612896"	2008	
"F30046411"	2015	
"A08463481"	2009	
"A83401273"	2008	
"B83541912"	2008	
"F12039442"	2013	
"A28108793"	2016	
"B06422877"	2007	
"A63746275"	2008	
"A25529074"	2007	
"A20036877"	2010	
"A09010661"	2015	
"A08438061"	2007	
"A11010469"	2017	
"B60085867"	2009	
"A30006308"	2014	
"A08463481"	2010	
"A20032678"	2013	
"A38017679"	2015	
"A38017679"	2014	
"A22271209"	2008	
"A41010257"	2014	
"A22005797"	2015	
"B46051116"	2017	
"A26001867"	2012	
"A85426971"	2012	
"A38017679"	2008	
"B45006277"	2011	
"A35033604"	2016	
"A48059943"	2015	
"A38017679"	2007	
"A30011282"	2012	
"B73456147"	2009	
"A41151093"	2017	
"A28431161"	2011	
"B38427845"	2008	
"B31881055"	2017	
"A28411585"	2015	
"B45555489"	2009	
"B30010797"	2014	
"B83826230"	2010	
"B31071178"	2009	
"A23011497"	2007	
"B84527704"	2010	
"A28011872"	2011	
"B97861843"	2012	
"A18017244"	2017	
"A43621416"	2007	
"F95002150"	2012	
"A28491041"	2010	
"B82956517"	2007	
"A03076270"	2016	
"A33036807"	2015	
"A03021409"	2011	
"A48059943"	2016	
"A91291435"	2009	
"B84871607"	2009	
"F95073748"	2014	
"A84911445"	2012	
"A17018391"	2009	
"A31106701"	2013	
"A08009490"	2010	
"B64555980"	2013	
"A28650307"	2007	
"B36614816"	2017	
"A31001027"	2008	
"A27009737"	2016	
"B18022087"	2017	
"A48081061"	2017	
"A24011330"	2014	
"B01376615"	2009	
"A29030848"	2017	
"B03019601"	2016	
"A38005153"	2017	
"A23012305"	2016	
"G38004297"	2015	
"A12021366"	2012	
"A15020480"	2017	
"V03315637"	2007	
"V03315637"	2008	
"V03315637"	2010	
"A08509937"	2016	
"A30028559"	2007	
"B08258857"	2010	
"A62704457"	2007	
"B14028732"	2011	
"B84822832"	2009	
"V04509865"	2008	
"A28449569"	2016	
"A08206419"	2014	
"A63796395"	2010	
"B82175001"	2014	
"B46074829"	2012	
"B99004541"	2008	
"V11317633"	2007	
