nif	year	pasivo_fijo
"A32015844"	2013	13520.9
"B37014388"	2014	13524.03
"A03063583"	2016	13527.29
"A34129635"	2016	13528.6
"A62035282"	2017	13544.65
"A08679060"	2015	13551.48
"A03021409"	2009	13554.04
"A58253816"	2016	13557.3
"A28057677"	2014	13557.87
"F03842671"	2010	13558.75
"A13008339"	2009	13559.19
"B62236781"	2013	13561.16
"F10027423"	2011	13574.24
"A39005574"	2014	13589.75
"A07052244"	2007	13597.76
"A42000901"	2017	13600.34
"A15506934"	2014	13600.41
"B96246350"	2017	13606.59
"A28259141"	2011	13608.49
"A12023693"	2013	13611.35
"B28241495"	2017	13614.3
"A01007442"	2009	13617.22
"B06013841"	2014	13618.31
"A43015338"	2016	13620.24
"A45015872"	2015	13620.6
"A96945530"	2011	13621.65
"A46105532"	2014	13626.85
"A28106003"	2015	13628.84
"A35115856"	2016	13644.8
"A28359073"	2013	13645
"A58253816"	2015	13655.78
"A15506934"	2015	13659.93
"A39000450"	2007	13661.02
"A38269270"	2016	13671.09
"A28627446"	2017	13674.82
"A80959612"	2012	13681
"A36040442"	2017	13687.48
"A28259141"	2013	13692.29
"A07190309"	2012	13725.25
"A24022196"	2012	13725.51
"A28190973"	2016	13729.3
"A08257529"	2017	13743.75
"A28359073"	2009	13747
"B31684020"	2016	13767.71
"A82275306"	2007	13773.19
"A29453768"	2007	13774.95
"A34129635"	2017	13783.25
"A43020486"	2017	13793.68
"A58253816"	2014	13796.25
"A11609682"	2015	13830.21
"A11902814"	2017	13851.56
"A30017438"	2015	13855.33
"A20557294"	2014	13858.43
"A12011946"	2009	13870.21
"A81438145"	2008	13873.48
"A12010948"	2016	13875.21
"B84227461"	2017	13882
"A28359073"	2012	13885
"A08663684"	2012	13891.68
"A41191313"	2015	13901.7
"B31067697"	2012	13903.13
"A73093734"	2014	13910.36
"B43579424"	2013	13912.12
"A15009665"	2015	13915.01
"A22008106"	2015	13917.6
"B92328129"	2013	13933.95
"A01019702"	2011	13938.01
"A81047375"	2014	13943
"A30011282"	2016	13959.15
"B07029465"	2013	13960.19
"A07084940"	2016	13963.33
"A29519220"	2017	13963.42
"A28456119"	2010	13963.85
"A17013657"	2017	13969.4
"A28475770"	2009	13978.3
"A59736686"	2017	13980.79
"A06388052"	2015	13982.99
"A33026105"	2016	13984.93
"B81335473"	2016	14000
"B81335473"	2015	14000
"B07029465"	2015	14000.52
"A07190309"	2011	14003.68
"A12105029"	2011	14011.86
"B48841282"	2015	14014.07
"A15010564"	2016	14014.41
"A39005574"	2013	14025.23
"A28407484"	2015	14042.44
"B43579424"	2012	14045.63
"B48969877"	2011	14046.24
"B95388450"	2015	14055.11
"A20029104"	2012	14061.98
"A78389608"	2015	14067.29
"A06008361"	2015	14070.73
"A15007750"	2015	14081.57
"A12512497"	2010	14099.54
"A08626103"	2016	14100.27
"A08630063"	2017	14113.24
"B30566194"	2016	14123.56
"A28013894"	2009	14134.55
"A41191313"	2014	14147.01
"B62236781"	2012	14153.12
"B20023982"	2011	14154.65
"A28198661"	2010	14161.54
"B61914883"	2010	14164.12
"B08245805"	2014	14170.11
"A79259388"	2012	14175.6
"A15010564"	2017	14183.85
"A28145498"	2009	14189.27
"B62916077"	2017	14201
"B07025315"	2016	14201.89
"A12363529"	2013	14208.37
"A08222465"	2016	14211.25
"A11609682"	2014	14211.85
"A12524278"	2011	14213.88
"B08100380"	2012	14232
"A11355526"	2016	14240.89
"A08148991"	2010	14242.23
"A08766099"	2016	14246.04
"B28354355"	2015	14252.97
"A08257529"	2008	14270.85
"A50615160"	2008	14278.68
"A12025565"	2017	14280
"A06419220"	2015	14293.06
"A35735083"	2017	14294.01
"B08195653"	2015	14299.49
"A73093734"	2012	14302.1
"A28027647"	2016	14303.6
"A33617218"	2016	14304.96
"A28574044"	2013	14324.19
"A41191313"	2012	14326.85
"A35517671"	2012	14349.81
"A48084909"	2016	14356
"A10011641"	2014	14370.15
"A06419220"	2013	14379.45
"A07035934"	2010	14381.65
"A28422335"	2014	14386.72
"A07035934"	2011	14393.39
"A01292846"	2011	14395.29
"A29453768"	2014	14395.56
"A08257529"	2012	14406.16
"A12512497"	2007	14408.42
"B99029365"	2016	14415
"B12457230"	2017	14415.98
"A85426971"	2016	14421
"A28362127"	2007	14429.87
"B92116979"	2016	14445.2
"A62035282"	2016	14461.11
"A26023606"	2013	14477.92
"A43020486"	2013	14481.68
"A29661394"	2010	14507.77
"A96646880"	2014	14510.01
"A16009870"	2012	14511.49
"A28341055"	2008	14516.63
"A29661394"	2013	14524.99
"B29682135"	2011	14525.83
"B06013841"	2015	14530.39
"A12081790"	2012	14530.77
"B04348579"	2011	14544.61
"B11630886"	2010	14556.5
"A38485827"	2017	14559.39
"B84227461"	2016	14566
"A15685373"	2016	14586.66
"A15007750"	2017	14586.96
"A36036739"	2015	14590.43
"A08301475"	2014	14594.61
"A29661394"	2008	14597.92
"A29661394"	2009	14603.44
"A12461802"	2015	14613.44
"B92217975"	2013	14614.87
"A62977186"	2016	14615.81
"A41191313"	2013	14620.2
"A07052244"	2008	14620.81
"B31684020"	2011	14629.54
"A33016403"	2013	14630.68
"A15009665"	2017	14653.82
"B31083199"	2017	14659.09
"B31684020"	2013	14679.77
"A30033898"	2014	14680
"A48031686"	2007	14690.82
"A28013894"	2008	14694.82
"A08274987"	2016	14697.39
"A08604316"	2016	14702.16
"A12023693"	2008	14703.61
"A28131274"	2017	14706.8
"A35517671"	2013	14726.11
"B43587120"	2009	14732.04
"A12461802"	2012	14738.71
"A25041146"	2016	14738.89
"B83495101"	2014	14747.66
"B08100380"	2010	14755
"B62173604"	2012	14766
"A46003265"	2010	14804.27
"A42000901"	2011	14823.27
"B62236781"	2011	14831.95
"A01007442"	2017	14833.34
"B11469491"	2015	14835.17
"B08100380"	2011	14859
"V61861548"	2015	14864.41
"B07985609"	2013	14865.92
"A32015844"	2014	14881.64
"A28134534"	2014	14897.82
"A81410227"	2016	14903
"A28985992"	2011	14905.65
"A07018112"	2013	14909.83
"A28404614"	2013	14918.24
"A36036739"	2016	14929.68
"A81438145"	2012	14931.05
"A08663684"	2011	14941.87
"A28016947"	2012	14950.47
"A23010705"	2016	14952.88
"B11050176"	2014	14958.81
"B14030720"	2015	14959.25
"B08359093"	2011	14961.69
"B92328129"	2012	14962.45
"A28985992"	2014	14965.26
"B07025315"	2015	14966.84
"A28173573"	2011	14982.5
"B48969877"	2012	14989.58
"B12541496"	2016	14993.38
"B31684020"	2017	14994
"A38020905"	2016	15006.26
"A96945530"	2012	15006.95
"B32362410"	2017	15021.31
"A23010705"	2017	15022.59
"A81487027"	2015	15024.75
"F41114141"	2012	15039.02
"B83814251"	2016	15051.27
"A73093734"	2013	15057.41
"A08332363"	2017	15075.99
"B41070020"	2015	15080.75
"A04202008"	2016	15083.39
"A08274987"	2015	15094.05
"B21376942"	2016	15100.56
"A58415779"	2017	15105.31
"B83814251"	2014	15113.15
"A81047375"	2013	15132
"A07427081"	2013	15153.73
"A74136060"	2016	15189.07
"A41191313"	2016	15204.15
"A03681186"	2007	15220.77
"A29003951"	2010	15231.07
"A28016947"	2014	15234.56
"B83393223"	2016	15244.98
"A28145498"	2013	15248.17
"A08431090"	2007	15250
"A81438145"	2007	15252.06
"B08245805"	2013	15265.63
"A29661394"	2011	15270.9
"A78990603"	2010	15280.83
"A28456820"	2010	15293.81
"A39000450"	2013	15294
"A28985992"	2009	15299.47
"B95087482"	2008	15299.95
"B38828687"	2016	15306.03
"A28013894"	2007	15316.61
"A08766099"	2012	15342.5
"A28627446"	2015	15357.39
"A07084940"	2015	15364.34
"A48084909"	2013	15377.71
"A85270965"	2015	15389.1
"A78343977"	2015	15395.06
"A06244131"	2013	15399.58
"A30009146"	2017	15400.78
"A21006911"	2010	15401.39
"A46048815"	2013	15409.97
"B97466981"	2017	15418.12
"A28046431"	2008	15420
"A11355526"	2013	15426.5
"B54055140"	2016	15427.72
"A46048815"	2012	15444.47
"A28627446"	2016	15453.96
"A97043772"	2008	15455.98
"B99029365"	2014	15457.11
"A07190309"	2009	15459.95
"B28419703"	2011	15462.51
"A07190309"	2010	15474.56
"B08271694"	2016	15476.11
"A15010564"	2015	15478.16
"B99029365"	2015	15481
"A35510650"	2015	15483.3
"A29661394"	2012	15495.99
"A20557294"	2016	15502.4
"B62385067"	2017	15502.79
"B82393778"	2009	15514.66
"B12457230"	2016	15544.24
"A11355526"	2015	15544.53
"A28027647"	2017	15558.02
"A32005746"	2017	15559.66
"A28700383"	2012	15559.76
"A35022987"	2017	15567.33
"A35735083"	2016	15575.6
"A36036739"	2013	15581.05
"A28134534"	2017	15582.91
"A35517671"	2011	15584
"B84598192"	2014	15611.07
"B63533095"	2015	15614.85
"A36036739"	2007	15621.54
"B35110410"	2012	15631.24
"B82852831"	2012	15645.39
"A28985992"	2012	15662.24
"A35022987"	2016	15666.56
"A36226645"	2015	15700.08
"B07025315"	2014	15700.66
"A28145498"	2007	15700.95
"A11609682"	2016	15703.63
"B48472500"	2007	15714.03
"A11609682"	2017	15726.73
"A28211092"	2011	15731.73
"A38348413"	2017	15732.41
"A81410227"	2015	15735
"B07985609"	2010	15745.41
"B41008970"	2008	15747.95
"A28456119"	2017	15761.48
"A15007750"	2016	15765.65
"A12025565"	2016	15774.8
"A01292846"	2015	15775.61
"A08148991"	2009	15784.88
"A29661394"	2007	15792.27
"B81762684"	2013	15803.34
"B43587120"	2008	15822.4
"B27013556"	2012	15834.36
"B28227866"	2009	15835.38
"A46023255"	2016	15838.49
"B07025315"	2017	15844.38
"B83393223"	2017	15846.09
"A45020450"	2011	15852.65
"A58415779"	2016	15858.14
"A78428596"	2014	15861.47
"A35735083"	2015	15875.49
"A28259141"	2016	15884.04
"A24022196"	2015	15922.96
"A47002878"	2010	15928
"A28292084"	2011	15933.66
"A30009146"	2016	15939.38
"A01292846"	2013	15948.09
"A24015406"	2017	15963.9
"A29661394"	2015	15974.33
"A23016157"	2012	15976.5
"A07256100"	2009	16000.64
"A78355278"	2012	16011.46
"F03842671"	2016	16011.84
"A28155240"	2007	16019.98
"A08721177"	2008	16040.35
"B43579424"	2011	16042.26
"B11050176"	2012	16059.5
"A28198661"	2009	16061.61
"B28354355"	2016	16066.26
"A28475770"	2008	16101.76
"A46074647"	2014	16108.19
"B58836321"	2016	16115
"A13008339"	2011	16156.41
"A28164374"	2011	16177.15
"B35504059"	2010	16194
"B28227866"	2011	16205.79
"A28571750"	2013	16208.72
"A82485335"	2012	16209.57
"B28419703"	2015	16218.2
"A01292846"	2010	16221.34
"A08274987"	2010	16232.53
"A08202715"	2015	16251.43
"B29006574"	2010	16259.57
"A08224545"	2011	16265.15
"A81047375"	2012	16275
"B60171162"	2009	16293.12
"B07985609"	2012	16309.12
"A28404614"	2014	16318.24
"B43241769"	2009	16319.44
"A28131274"	2015	16336.65
"A08604316"	2015	16338.94
"A41017161"	2012	16346.89
"A35735083"	2014	16351.84
"A29003423"	2015	16362.21
"A35510650"	2014	16374.55
"B28255016"	2007	16376.9
"A38473724"	2012	16422.26
"B08271694"	2015	16435.63
"A30033898"	2017	16448.44
"A08002073"	2013	16450.28
"A28013894"	2013	16450.56
"B08100380"	2009	16467
"A28709053"	2016	16467.95
"A08663684"	2013	16481.26
"A28057677"	2013	16498.19
"B38005377"	2010	16511.8
"A28362127"	2010	16517.05
"A08224545"	2012	16523.71
"A12017919"	2009	16530.26
"B83481002"	2012	16535.6
"A30603716"	2009	16563.34
"F41114141"	2013	16574.29
"A07035934"	2009	16575.53
"A43020486"	2016	16576.71
"A11000288"	2017	16581.3
"A08257529"	2011	16581.63
"B12541496"	2014	16594.79
"B11050176"	2013	16613.97
"A81041147"	2011	16620
"B30558290"	2017	16620.3
"B28193340"	2016	16621.39
"A28695856"	2012	16622.3
"A28164374"	2008	16637.65
"A28211092"	2012	16645.61
"B61914883"	2009	16654.44
"A28211092"	2014	16690.21
"B07029465"	2016	16703.56
"A12003950"	2017	16716.19
"A08332363"	2013	16724.35
"B84150994"	2014	16726
"B08125940"	2014	16740.08
"A26023606"	2012	16744.35
"A20031076"	2008	16753
"A12021556"	2014	16755.71
"A08301475"	2013	16763.84
"A35510650"	2013	16771.21
"A03681186"	2012	16785.16
"B08245805"	2012	16793.05
"A28571750"	2015	16796.74
"A73350399"	2015	16808.57
"A15685324"	2008	16822.51
"B61914883"	2013	16843.43
"A36226645"	2016	16852.46
"A28013894"	2012	16868.35
"A08766099"	2013	16880.69
"B60420692"	2012	16881.99
"A12011946"	2008	16914.04
"A20031076"	2009	16928
"A97043772"	2015	16934.44
"A25041146"	2017	16934.5
"A46086773"	2017	16947.63
"A35005743"	2014	16958
"B28419703"	2014	16958.41
"A28173573"	2008	16963.55
"B28193340"	2015	16965.66
"A80482334"	2008	16986.17
"B15596331"	2013	17004.41
"B83495101"	2013	17023.28
"A28211092"	2013	17038.09
"A08023145"	2014	17050
"A28016947"	2011	17050.1
"A45015872"	2014	17057.25
"A09021825"	2012	17068.54
"A12010948"	2014	17086.35
"A15009665"	2011	17090.05
"A43035542"	2013	17106.05
"B54055140"	2015	17128.66
"A28155240"	2008	17131.54
"A08224545"	2017	17181.94
"A15009665"	2012	17195.04
"A28700383"	2013	17210.58
"A12003950"	2013	17210.82
"A06008361"	2016	17212.11
"A82485335"	2011	17220.14
"B07029465"	2017	17236.79
"B21376942"	2017	17250.79
"F41114141"	2017	17258.77
"A28173573"	2010	17279.63
"A28362127"	2009	17318.16
"A06017941"	2007	17325.67
"B15596331"	2008	17329.92
"A82485335"	2015	17331.46
"A07256100"	2010	17381.61
"A96646880"	2015	17383.9
"A11000288"	2016	17384.36
"B29014826"	2013	17399.91
"A12081790"	2017	17400.55
"B60171162"	2011	17445.6
"A12105029"	2014	17450
"A11355526"	2012	17451.75
"A08721177"	2009	17466.42
"A28074078"	2014	17477.55
"B43587120"	2012	17488.96
"A50615160"	2007	17501.6
"A15010564"	2014	17512.06
"A28080489"	2014	17514.29
"B28193340"	2017	17522.52
"A38473724"	2011	17523.53
"B17229675"	2017	17530.35
"B43590272"	2012	17546.12
"V41812744"	2015	17565.21
"A13010004"	2009	17572.27
"A38473724"	2010	17574.85
"B21376942"	2015	17583.81
"B43579424"	2008	17593.35
"A08002073"	2014	17604.67
"A82275306"	2008	17628.99
"B73456147"	2014	17629.27
"B12019485"	2013	17665.14
"B15017908"	2014	17668.08
"B96683347"	2008	17703.92
"A28164374"	2014	17741.14
"B61914883"	2008	17741.65
"A33006404"	2008	17751.19
"A30033898"	2015	17761.02
"A16009870"	2008	17767.71
"A28085686"	2011	17786.88
"B20023982"	2010	17798.32
"A28016947"	2013	17798.93
"B57175283"	2015	17809.28
"A12524278"	2013	17817.28
"A12011946"	2007	17846.54
"A38645214"	2012	17850
"A46036380"	2010	17857.87
"B92217975"	2012	17868.09
"B35007376"	2017	17870.13
"A28013894"	2011	17870.92
"A81487027"	2010	17876.92
"A35510650"	2011	17881.38
"A31449002"	2010	17886.56
"A28292084"	2016	17889.24
"A25529074"	2017	17897.9
"A08301475"	2017	17900.91
"A28571750"	2017	17901.33
"B37014388"	2008	17911.52
"A28245009"	2010	17912.09
"A80959612"	2014	17930
"A08224545"	2013	17938.18
"A81944324"	2009	17946
"A43020486"	2014	17952.34
"A08332363"	2015	17955.36
"A17005968"	2017	17962.4
"A28085686"	2015	17984.48
"A78320736"	2015	17985
"A28134534"	2015	17995.61
"A01292846"	2017	17997.54
"B96683347"	2012	18000
"B35504059"	2009	18017
"A31449002"	2007	18023.88
"A60362266"	2007	18042.41
"B17229675"	2016	18048.57
"B08100380"	2008	18049
"A12018354"	2011	18052.39
"A08405490"	2017	18057.55
"A28085686"	2012	18067.28
"A32005746"	2016	18072.18
"A97043772"	2014	18073.65
"B43579424"	2010	18105.54
"A12512497"	2009	18109.27
"A06388052"	2012	18130.08
"A43020486"	2015	18140.14
"A36226645"	2017	18145.83
"A59736686"	2016	18166.77
"A12003950"	2012	18187.33
"A28259141"	2015	18203.95
"A31449002"	2008	18232.87
"A06388052"	2011	18239.73
"A26270322"	2007	18263.88
"B08245805"	2011	18280.93
"A03021409"	2008	18299.71
"A60401585"	2017	18325
"A08128910"	2011	18328.96
"B37014388"	2012	18335.89
"A01292846"	2012	18349.24
"B60420692"	2011	18354.74
"B14030720"	2014	18360.67
"A20031076"	2007	18370.26
"A38014098"	2015	18371.8
"B35007376"	2014	18381
"A15685373"	2015	18385.65
"A28283067"	2009	18388.24
"B41070020"	2016	18392.45
"A43035542"	2017	18416.24
"B84150994"	2017	18418
"B82424276"	2013	18429.77
"A82683434"	2015	18441.15
"A28985992"	2008	18458.68
"A08026197"	2015	18475
"A46089819"	2017	18484.31
"B84150994"	2015	18492
"A35023746"	2010	18492.71
"B83393223"	2014	18494.38
"A32015844"	2017	18514.36
"A20806329"	2015	18516.34
"A12461802"	2016	18543.53
"A61427183"	2010	18564.01
"A28379816"	2014	18566.06
"A28283067"	2010	18574.57
"A08250425"	2009	18597.4
"B08195653"	2016	18605
"A28695856"	2013	18640.09
"A08332363"	2016	18653.28
"A28259141"	2014	18659.93
"A08679060"	2017	18664.44
"B54055140"	2014	18668.57
"B99029365"	2013	18695.57
"A46089819"	2012	18701.43
"A28173573"	2007	18720.06
"B28091486"	2015	18726.13
"B84309616"	2012	18734.33
"A29661394"	2017	18758.29
"A28111342"	2015	18767
"A48031686"	2010	18778.66
"B50031749"	2007	18791.15
"A82683434"	2016	18797.19
"A81047375"	2007	18803.56
"B41591165"	2017	18811.66
"A35510650"	2012	18818.59
"A15009665"	2013	18844.58
"A38014114"	2011	18850.74
"A97043772"	2013	18864.25
"A22013072"	2008	18883.15
"B82612904"	2012	18890.94
"B27013556"	2011	18895.57
"B37014388"	2013	18898.9
"B35042092"	2009	18914
"A28080489"	2015	18925.44
"A03681186"	2009	18940.69
"B30558290"	2015	18948.31
"A28025435"	2016	18951
"A30033898"	2016	18955.48
"A78389608"	2014	18960.03
"A35005743"	2013	18992
"F03842671"	2014	19050.4
"A08274987"	2013	19052.82
"B35007376"	2012	19056.71
"A28306868"	2016	19056.88
"A28164374"	2017	19071.58
"B62385067"	2016	19086.63
"A28985992"	2007	19089.81
"B81335473"	2007	19100.16
"A08301475"	2016	19106.37
"B82435371"	2013	19109
"A13008339"	2010	19115.21
"A28407484"	2007	19132.38
"A06388052"	2014	19134.92
"A46086773"	2016	19144.8
"A28893550"	2009	19152
"A28080489"	2016	19156.79
"A97043772"	2016	19157.99
"B47009626"	2012	19170.46
"A12081790"	2016	19190.12
"A12095295"	2013	19190.39
"B62850094"	2011	19200
"A35005743"	2012	19208
"B43241769"	2017	19210.69
"A08384638"	2013	19221.09
"B91372748"	2016	19233.19
"A48084909"	2014	19237.24
"B12019485"	2012	19268.08
"A28134534"	2016	19281.91
"A97043772"	2012	19283.91
"B08125940"	2015	19284.57
"B12541496"	2015	19287.55
"A28074078"	2013	19311.09
"A31449002"	2009	19355.08
"A08031544"	2017	19368.89
"A28046431"	2007	19380
"B38484796"	2009	19381.72
"A08257529"	2010	19404.9
"A81047375"	2011	19417
"A08431090"	2008	19419
"A12461802"	2017	19425.06
"A29661394"	2016	19447.86
"A11355526"	2011	19451.25
"B38425070"	2017	19460.08
"B41008970"	2009	19465.35
"B19001551"	2017	19476.07
"A28146579"	2013	19476.29
"B43590272"	2011	19499.83
"B91372748"	2017	19501.75
"F10027423"	2016	19521.99
"B28419703"	2013	19528.85
"B41070020"	2017	19530.26
"B15596331"	2007	19534.52
"B29006574"	2011	19544.72
"B81231516"	2015	19551.58
"B81231516"	2013	19551.58
"A82485335"	2016	19554.44
"A28456820"	2011	19569.02
"A78990603"	2009	19586.66
"A38473724"	2009	19598.67
"A28074078"	2015	19599.12
"A12081790"	2013	19630.06
"A82683434"	2017	19635.52
"B46151411"	2007	19658.58
"A28058725"	2017	19660.1
"B84150994"	2016	19677
"A28074078"	2016	19683.72
"A46086773"	2015	19693.69
"A28057677"	2010	19697.43
"B96683347"	2016	19697.44
"B60171162"	2012	19700
"F10027423"	2015	19700.73
"A08128910"	2013	19737.34
"A08766099"	2015	19766.12
"B07985609"	2011	19776.15
"B59162701"	2009	19782.37
"A08301475"	2012	19806.36
"B30041115"	2011	19820.91
"B19001551"	2016	19827.45
"A23010705"	2011	19856.33
"A30009146"	2012	19860
"A48084909"	2012	19878.64
"A38014114"	2010	19925.31
"A08397002"	2007	19987
"A96966049"	2011	20000
"A28173573"	2015	20009.76
"A12461802"	2008	20012.93
"A08224545"	2015	20026.12
"A28085520"	2014	20073.61
"A08008450"	2010	20076
"A48084909"	2015	20098.34
"A08405490"	2016	20113.71
"B60420692"	2010	20119.41
"B06013841"	2016	20127.31
"A08401184"	2012	20138.35
"B81762684"	2014	20144.22
"A12081790"	2015	20152.26
"A07059058"	2013	20172.71
"A20557294"	2013	20184.61
"A08384638"	2014	20185.3
"B82612904"	2007	20198.51
"A12018354"	2010	20201.21
"A43030626"	2012	20214.08
"A35753094"	2012	20223.67
"B43579424"	2009	20235.46
"A46089819"	2016	20239.22
"A43030626"	2013	20248.15
"A23010705"	2012	20266.55
"B91235622"	2016	20268.13
"A10011641"	2017	20302.36
"B82612904"	2009	20307.27
"A42000901"	2012	20329.57
"A28456820"	2013	20334.08
"B48969885"	2007	20334.75
"B96683347"	2015	20342.32
"A96966049"	2012	20345.26
"A06008361"	2017	20349.17
"A28155240"	2009	20360.29
"A12095295"	2015	20377.82
"B29014826"	2015	20388.24
"B12019485"	2011	20389.41
"B83814251"	2015	20404.22
"B38318572"	2014	20404.24
"A28190973"	2011	20409.79
"A08148991"	2014	20417.62
"B48969877"	2015	20435.84
"A46099776"	2017	20444.75
"A23010705"	2010	20464.33
"B08100380"	2007	20467
"A08026197"	2016	20477
"A12524278"	2012	20482.43
"A16009870"	2010	20485.61
"A28085686"	2017	20503.15
"A81047375"	2010	20511
"A97043772"	2011	20513.94
"A46089819"	2015	20538
"A24015406"	2014	20541.5
"A08224545"	2016	20549.61
"B59162701"	2010	20549.97
"A43030626"	2015	20567
"A28571750"	2016	20581.19
"A31737455"	2012	20589.08
"B96683347"	2017	20601.96
"A35023746"	2007	20616
"B08243693"	2010	20632
"B35042092"	2008	20635.8
"A11355526"	2014	20638.58
"B43241769"	2008	20664.04
"F32001976"	2015	20666.01
"A28080489"	2011	20693.63
"A28695856"	2014	20715.69
"B83257295"	2012	20732.95
"A06388052"	2013	20751.77
"A16009870"	2007	20763.43
"A12021556"	2012	20773.27
"B15596331"	2012	20782.13
"B62385067"	2008	20789.34
"A08384638"	2012	20829.08
"A48031686"	2009	20849
"B28569127"	2011	20864.61
"A28057677"	2009	20870.35
"B35007376"	2013	20872.12
"B43361724"	2017	20887.74
"B82612904"	2011	20943.41
"A97043772"	2010	20945.47
"A04012258"	2009	20948.94
"B43361724"	2016	20953.94
"A38232526"	2012	20959.65
"A46086773"	2011	20985
"A28080489"	2013	21013.3
"A28122992"	2015	21018
"B47572367"	2015	21023.78
"A38645214"	2016	21040.72
"A28407484"	2008	21066.82
"B82612904"	2008	21071.01
"B08243693"	2009	21073
"B29014826"	2014	21082.55
"A28404614"	2017	21089.69
"B20023982"	2014	21100.33
"A53817359"	2013	21118.73
"A97617773"	2014	21121.36
"B47009626"	2013	21123.91
"A12105029"	2012	21150
"A11355526"	2017	21168.56
"A28085520"	2013	21176.27
"A81944324"	2008	21180
"A38348413"	2016	21195.64
"B35110410"	2011	21197.4
"B43587120"	2011	21202.46
"A04012258"	2013	21203.9
"A33778739"	2017	21225
"B01218932"	2012	21227
"A03681186"	2008	21238.97
"A08518979"	2016	21244.07
"A16009870"	2017	21244.64
"A08224545"	2014	21245
"A28080489"	2010	21245.1
"B29014826"	2016	21264.59
"A30603716"	2010	21268.76
"A41080144"	2013	21274.35
"A12081790"	2014	21295.5
"B46020541"	2014	21315.71
"A01007442"	2014	21323.45
"A30603716"	2012	21332.02
"A28111342"	2014	21345.98
"A46089819"	2013	21359.43
"B91372748"	2015	21392.98
"A06244131"	2017	21393.51
"A24014227"	2014	21395.36
"B18551226"	2012	21412.42
"A50049519"	2012	21418.31
"A81047375"	2009	21433
"B28250090"	2017	21441.57
"A11355526"	2010	21447.6
"B60420692"	2009	21450.11
"A28085686"	2013	21461.89
"A41080144"	2012	21474.37
"B35110410"	2013	21498.38
"A46070777"	2010	21512.68
"A14018634"	2014	21527.45
"B43590272"	2010	21528.59
"B41031980"	2017	21548.5
"B35110410"	2014	21586.72
"B47009626"	2017	21596.32
"B28419703"	2012	21597.33
"A16009870"	2015	21609.95
"A82335746"	2010	21652.14
"B28250090"	2016	21667.84
"A08663684"	2014	21690.38
"A16009870"	2011	21692.45
"A15685373"	2014	21701.09
"A28456820"	2014	21725.61
"A53559530"	2013	21730.95
"A15009665"	2014	21731.74
"A28148898"	2017	21753
"A28085686"	2016	21790.91
"A12010948"	2013	21806.26
"B08243693"	2008	21820
"A43030626"	2014	21830.36
"B35007376"	2015	21848
"A28057677"	2012	21854.84
"B60171162"	2014	21878
"B83393223"	2013	21900.07
"A41017161"	2013	21919.74
"B92116979"	2017	21938.62
"A06244131"	2014	21943.87
"B48969877"	2017	21972.66
"B57175283"	2014	21985.82
"A08604316"	2014	21999.4
"B62850094"	2012	22000
"A60045903"	2009	22000
"A33006404"	2007	22002.93
"A81047375"	2008	22006
"A28164374"	2013	22040.71
"A85280253"	2015	22054
"A38015459"	2013	22054.46
"A97043772"	2009	22113.01
"A46105532"	2015	22120.56
"A73350399"	2014	22120.61
"A28700383"	2015	22163.44
"A28164374"	2010	22168.76
"A08257529"	2009	22170.59
"A24014227"	2012	22241.72
"B27013713"	2013	22298.38
"A28190973"	2012	22310.2
"B37416575"	2015	22337.39
"B41591165"	2016	22377.19
"A08721177"	2010	22384.91
"B62385067"	2015	22385.57
"A24014227"	2013	22386.1
"A08766099"	2014	22404.84
"A78990603"	2008	22412.65
"B28227866"	2010	22430.06
"B82988825"	2015	22439.95
"B62173604"	2013	22457
"A28574044"	2015	22466.15
"A28283067"	2013	22472.06
"B38425070"	2011	22506.83
"A79049797"	2011	22509.07
"B20023982"	2013	22527.26
"A20029104"	2013	22529.9
"A28893550"	2008	22534
"B27013713"	2016	22539.67
"A08401184"	2008	22550.54
"A04012258"	2015	22562.38
"A28173573"	2014	22576.39
"B20023982"	2012	22583.43
"B83616920"	2014	22606
"A23010705"	2015	22609.86
"A12003950"	2016	22612.44
"A22013072"	2009	22629
"B08245805"	2010	22643.14
"B50031749"	2008	22649.96
"B60420692"	2008	22697.68
"B48472500"	2011	22698.82
"A78343977"	2014	22705.52
"A53559530"	2012	22722.08
"B82956517"	2016	22731
"A28058725"	2016	22734.71
"B96683347"	2013	22741.53
"A28057677"	2011	22775.92
"A35023746"	2011	22800.28
"A28080489"	2012	22820.93
"A04012258"	2014	22837.58
"A30009146"	2010	22851.99
"A46070777"	2009	22878.53
"A12017919"	2012	22908.47
"B08373250"	2010	22916.87
"A08332363"	2014	22931.19
"A12461802"	2007	22942.83
"B37416575"	2017	22942.92
"B95087482"	2011	22955
"A28571750"	2014	22958.73
"A38023925"	2011	22959.15
"A50018837"	2017	23023.68
"A28145498"	2011	23045.61
"A38013744"	2008	23049.93
"A28046431"	2011	23059
"A29018223"	2007	23094.06
"A29003951"	2012	23106.02
"A28456119"	2016	23130.9
"A28077709"	2012	23155
"A79049797"	2010	23166.79
"A53559530"	2015	23167.73
"B27013713"	2014	23178.02
"A38645214"	2015	23224.7
"A08401184"	2007	23237.37
"A29003951"	2013	23242.25
"B08359093"	2010	23273.69
"B62059498"	2014	23281.1
"F32001976"	2017	23293
"A48031686"	2008	23295.14
"B35504059"	2008	23311
"A80245129"	2015	23352.28
"A30603716"	2011	23360.67
"B41031980"	2016	23385.51
