nif	year	ig_explo
"B08366155"	2012	
"A17048752"	2014	
"A08072209"	2011	
"A91291435"	2009	
"B78077724"	2015	
"B48092084"	2017	
"V61861548"	2007	
"B37002854"	2017	
"A28429280"	2010	
"A46002184"	2009	
"A23014871"	2017	
"A46008827"	2017	
"A17035361"	2014	
"F12039442"	2015	
"A12027686"	2013	
"A48094486"	2014	
"B12557773"	2008	
"A08242513"	2016	
"A37010295"	2016	
"A23004369"	2011	
"B36606853"	2016	
"B08258857"	2011	
"A28394633"	2015	
"B08094237"	2013	
"A11005840"	2009	
"B84822832"	2008	
"B85010643"	2013	
"A30012959"	2016	
"A48040232"	2015	
"A48403927"	2012	
"A28027811"	2017	
"B76013721"	2007	
"B76013721"	2010	
"A30031769"	2016	
"A48069991"	2012	
"A28208825"	2016	
"A17007014"	2016	
"A11010469"	2015	
"A08653115"	2015	
"B31071178"	2009	
"A08463481"	2010	
"A47011051"	2007	
"A12363529"	2017	
"A03021409"	2014	
"B35015262"	2007	
"A13001730"	2013	
"F08678054"	2011	
"F12039442"	2016	
"B30028187"	2016	
"A08075293"	2016	
"A84534874"	2008	
"A06011381"	2013	
"A03021409"	2017	
"A97789861"	2008	
"A20073169"	2011	
"F38008579"	2017	
"A08539553"	2013	
"B28465730"	2013	
"A28530699"	2015	
"B50002849"	2016	
"A08033474"	2011	
"A08250425"	2015	
"A28399186"	2016	
"B92709526"	2012	
"A62977186"	2007	
"A36561595"	2007	
"A46075206"	2014	
"B08304610"	2014	
"A11957792"	2014	
"A28118040"	2015	
"A01020809"	2016	
"B42141176"	2015	
"B08599003"	2014	
"B74102872"	2008	
"B03034501"	2017	
"A17006479"	2009	
"A17006479"	2008	
"A46055497"	2013	
"A92152602"	2016	
"B82956517"	2009	
"A08552622"	2016	
"A08714602"	2015	
"A04005302"	2017	
"A38026373"	2017	
"A29030848"	2015	
"A08227928"	2017	
"B84871607"	2011	
"A28411577"	2012	
"B74114182"	2009	
"A41081290"	2014	
"A07019698"	2017	
"B10317188"	2009	
"B81762684"	2016	
"A17001207"	2008	
"A29030848"	2017	
"A97398317"	2010	
"A18017244"	2013	
"B45555489"	2009	
"A01009075"	2017	
"A46031761"	2017	
"B08013963"	2016	
"A14616031"	2007	
"A08197881"	2016	
"A50011717"	2007	
"B08488660"	2014	
"B20057063"	2008	
"B50009349"	2013	
"B97389209"	2010	
"A47007281"	2008	
"A40004210"	2009	
"A79492104"	2017	
"A03010568"	2010	
"B74102872"	2007	
"A46098521"	2016	
"A08195927"	2016	
"A25011610"	2015	
"A09010125"	2017	
"A15678162"	2008	
"A92954130"	2014	
"A17007014"	2017	
"A30026363"	2010	
"A28647758"	2010	
"A08438061"	2012	
"B57551350"	2010	
"B15862667"	2007	
"B08013963"	2017	
"A06445746"	2011	
"B46055448"	2013	
"A08552622"	2013	
"A63746275"	2007	
"A13001730"	2016	
"B95422721"	2010	
"B04018495"	2010	
"A28110971"	2015	
"A60651783"	2016	
"A97789861"	2010	
"A30292569"	2015	
"B14819643"	2016	
"A35026590"	2008	
"B30029110"	2012	
"A20015368"	2010	
"V57525560"	2014	
"A03010170"	2016	
"A28465680"	2010	
"A28476778"	2008	
"A15020480"	2011	
"B08565988"	2010	
"B63122253"	2011	
"B46148797"	2013	
"A16004665"	2017	
"B83185140"	2017	
"A41010257"	2016	
"A21391917"	2008	
"A20055380"	2014	
"A58583766"	2014	
"B41021767"	2015	
"B26451849"	2012	
"A31037294"	2013	
"A81256661"	2016	
"A18291476"	2010	
"A31001027"	2017	
"B31084874"	2016	
"A60651783"	2013	
"B46130647"	2015	
"B82852831"	2007	
"B33605031"	2008	
"A29030715"	2011	
"A12014569"	2009	
"G07065709"	2017	
"B15015712"	2011	
"V43129667"	2012	
"A63736359"	2011	
"B74148388"	2010	
"A24009086"	2009	
"B36623148"	2008	
"A11606134"	2009	
"A08405490"	2015	
"A14530497"	2015	
"B84894377"	2013	
"F04005344"	2011	
"B57551350"	2011	
"B38020020"	2012	
"B43907112"	2012	
"A79203568"	2009	
"A43016286"	2015	
"A30028559"	2012	
"A35012012"	2016	
"A35036599"	2016	
"B28172484"	2017	
"A81041147"	2017	
"B08459273"	2016	
"B95271326"	2007	
"A28295806"	2008	
"A23012305"	2010	
"A28106979"	2015	
"A43042324"	2012	
"B31850977"	2009	
"A03042504"	2017	
"A14023139"	2014	
"A85279107"	2012	
"A14023139"	2012	
"A81487027"	2009	
"A83578328"	2008	
"A46141362"	2016	
"A15023856"	2012	
"A22009690"	2017	
"A06445746"	2009	
"A46115101"	2014	
"B08365215"	2009	
"A32006504"	2015	
"A85279107"	2013	
"B43636075"	2007	
"B28538874"	2016	
"A14012819"	2015	
"B31881055"	2008	
"A07026701"	2017	
"F04005344"	2013	
"B15021520"	2012	
"A85270965"	2007	
"B38927463"	2008	
"A31189350"	2014	
"A95444519"	2010	
"A08515116"	2012	
"B31777691"	2008	
"F37014560"	2012	
"A78879079"	2007	
"A11903044"	2017	
"A32006504"	2014	
"A20073169"	2007	
"A13010046"	2016	
"A13010046"	2015	
"B92328129"	2008	
"A13010046"	2011	
"B11606647"	2017	
"A35046572"	2017	
"A28219541"	2007	
"A03021409"	2011	
"A08640039"	2014	
"B31744709"	2007	
"A01008234"	2016	
"A28487460"	2011	
"B97466981"	2010	
"B84227461"	2009	
"B28295863"	2015	
"B84372051"	2008	
"B84527704"	2008	
"A08576068"	2013	
"B92709526"	2011	
"A63776306"	2008	
"A85280253"	2014	
"B28383362"	2012	
"A08289902"	2015	
"B26451849"	2009	
"A09028184"	2017	
"B83325076"	2007	
"F38004289"	2017	
"A35014414"	2008	
"B28538874"	2015	
"A45014776"	2016	
"A13001730"	2011	
"B57551350"	2009	
"A08010779"	2013	
"A28603611"	2007	
"B31850977"	2010	
"A23004369"	2010	
"F08203663"	2016	
"B81365181"	2017	
"A07046659"	2013	
"V11317633"	2007	
"B08565988"	2011	
"B43907112"	2008	
"A41010257"	2015	
"B83209015"	2007	
"A08426249"	2014	
"A32006504"	2009	
"B46148797"	2016	
"A63776306"	2007	
"A08290827"	2013	
"B73212417"	2007	
"A08463481"	2012	
"A08533119"	2011	
"A08131112"	2017	
"A31106701"	2012	
"B08375677"	2014	
"A49004484"	2015	
"A01020809"	2015	
"A23372832"	2017	
"A28411585"	2016	
"A32002107"	2016	
"B73456147"	2007	
"A12105029"	2013	
"B53548384"	2016	
"B84822832"	2009	
"B08100380"	2016	
"A30603757"	2011	
"A45562329"	2010	
"B14028732"	2015	
"A29008174"	2016	
"A33021809"	2015	
"B03035854"	2011	
"A46084984"	2016	
"A46036380"	2015	
"B46162418"	2012	
"A08036709"	2016	
"A08617128"	2016	
"A07024896"	2017	
"A08438061"	2008	
"A28411585"	2015	
"A47018361"	2016	
"F04005344"	2012	
"A12029468"	2011	
"B62133384"	2014	
"A12029195"	2015	
"A12029195"	2014	
"B84871607"	2013	
"A42000471"	2012	
"B03039781"	2011	
"B47484290"	2014	
"A28238723"	2015	
"A84434224"	2008	
"B84768761"	2012	
"A20049078"	2016	
"F14016729"	2017	
"A08552622"	2014	
"A07025026"	2011	
"A28411577"	2011	
"B92328129"	2015	
"B63805295"	2007	
"A20055380"	2017	
"B82393778"	2017	
"B12027843"	2017	
"A08221582"	2014	
"B18018176"	2010	
"B14819643"	2014	
"A08033474"	2008	
"A08383051"	2011	
"B46095402"	2010	
"B08359705"	2017	
"A58664764"	2010	
"B48045942"	2009	
"B31089071"	2016	
"A31086598"	2015	
"A08303869"	2011	
"B33605031"	2009	
"A12021366"	2011	
"A28603611"	2017	
"A28672921"	2007	
"A03076270"	2009	
"A28510246"	2013	
"A08303869"	2012	
"F08678054"	2012	
"A45014776"	2017	
"A08126492"	2017	
"B57423519"	2012	
"B03028784"	2015	
"A46008827"	2012	
"A28270452"	2007	
"A08303869"	2017	
"A08466187"	2017	
"B48045942"	2008	
"A50011717"	2015	
"A08012676"	2009	
"B28028348"	2013	
"A29018223"	2015	
"A12013496"	2015	
"B35044197"	2016	
"F03290871"	2017	
"A28341055"	2017	
"B36614816"	2017	
"B83481002"	2009	
"A08260507"	2017	
"A12014569"	2017	
"A41151093"	2017	
"B46131371"	2014	
"A12014346"	2017	
"A12014346"	2015	
"A07028210"	2013	
"A28128486"	2017	
"A28225241"	2017	
"F37014560"	2017	
"A28285765"	2017	
"A08321283"	2015	
"A11012572"	2012	
"A50055532"	2012	
"F25002338"	2017	
"B64455447"	2009	
"B84504455"	2011	
"B82612896"	2007	
"A50011717"	2012	
"A29030848"	2016	
"A08369068"	2014	
"F35006451"	2011	
"A38017679"	2017	
"A08584062"	2017	
"A28013407"	2007	
"A07042237"	2014	
"A12010914"	2017	
"A12010914"	2015	
"A50050236"	2015	
"A12010914"	2008	
"B48605521"	2013	
"A08535288"	2016	
"B26231191"	2007	
"A08552622"	2012	
"A08539553"	2014	
"A35047778"	2012	
"B47472535"	2007	
"V38081873"	2008	
"B06001143"	2016	
"A12004131"	2008	
"B24016693"	2017	
"A13001730"	2014	
"A85279107"	2014	
"A28049153"	2015	
"B84598192"	2011	
"A12001418"	2017	
"A16004665"	2007	
"A08634438"	2014	
"A08321283"	2016	
"B99004541"	2009	
"A07009814"	2017	
"A08270357"	2015	
"A42000471"	2008	
"A20049078"	2008	
"A02010510"	2014	
"A41112012"	2010	
"A07049133"	2017	
"V95436002"	2010	
"B43636075"	2017	
"A07067713"	2017	
"A81256661"	2012	
"B85225282"	2009	
"A16010225"	2011	
"A27009737"	2016	
"A38485827"	2016	
"B85036887"	2010	
"B81496515"	2015	
"A07038441"	2014	
"A28013407"	2017	
"A25011610"	2011	
"A41022237"	2017	
"A41010257"	2013	
"B03077039"	2015	
"B41058124"	2017	
"A97398317"	2007	
"A28431161"	2010	
"A08851321"	2015	
"B28489748"	2016	
"A78753514"	2017	
"A08345233"	2015	
"A38762167"	2007	
"A08345233"	2016	
"A31009665"	2012	
"A09013947"	2016	
"A79492104"	2011	
"A08321283"	2017	
"B34224923"	2008	
"B95486213"	2013	
"A46009023"	2013	
"A11012572"	2017	
"B50009349"	2015	
"B97705990"	2011	
"A48032981"	2014	
"B60653466"	2016	
"A36616746"	2016	
"A62703806"	2008	
"A43029339"	2012	
"A48069991"	2015	
"A70063383"	2012	
"A11005840"	2013	
"A11005840"	2012	
"B83741835"	2009	
"A11005840"	2008	
"A08183485"	2016	
"A20054854"	2009	
"B99029365"	2011	
"B83274621"	2007	
"A29057833"	2013	
"B81496515"	2016	
"A08392938"	2016	
"A18001412"	2016	
"A28159622"	2014	
"B08565988"	2017	
"A46098521"	2017	
"A10010445"	2017	
"B57487159"	2008	
"B48124275"	2016	
"B43907112"	2017	
"A31406945"	2017	
"A21391917"	2010	
"B97623938"	2009	
"A33778739"	2016	
"B38005377"	2015	
"B84886837"	2012	
"A46081881"	2015	
"A09031089"	2014	
"A08698862"	2012	
"A41014457"	2012	
"A84430107"	2007	
"A35012012"	2017	
"V38081873"	2011	
"A46008827"	2016	
"A60651783"	2012	
"A46078556"	2010	
"B83840900"	2010	
"A17018391"	2009	
"A03066909"	2016	
"A28368280"	2011	
"B50038033"	2015	
"B32362410"	2010	
"B38425070"	2007	
"A28431161"	2015	
"B48605521"	2010	
"A09014804"	2015	
"A09013947"	2017	
"F20025441"	2011	
"B46055448"	2012	
"F28698488"	2017	
"A09010125"	2016	
"B28483345"	2012	
"A95444519"	2012	
"A20073169"	2017	
"B08147696"	2016	
"B28538874"	2010	
"V41812744"	2016	
"B37416575"	2009	
"A82854811"	2016	
"A20040929"	2017	
"B38022570"	2016	
"A03041183"	2017	
"A91369819"	2017	
"A30028559"	2007	
"A01005594"	2009	
"B33920141"	2011	
"B06007314"	2015	
"A43110337"	2016	
"A08260507"	2015	
"A08375545"	2017	
"A07028210"	2016	
"A08609281"	2016	
"A03042504"	2014	
"A81536112"	2015	
"A08802068"	2007	
"A35753094"	2017	
"A03042504"	2016	
"V57525560"	2010	
"A08242992"	2011	
"B44007227"	2015	
"A38243986"	2017	
"A20574380"	2015	
"A31829203"	2008	
"B12662722"	2009	
"A46031761"	2015	
"A42000471"	2013	
"B30566194"	2017	
"A06011381"	2015	
"A08699720"	2016	
"A33036807"	2015	
"F14016729"	2009	
"A08375537"	2015	
"A08659302"	2017	
"A14012819"	2013	
"A08681637"	2014	
"A30006308"	2014	
"A20049078"	2013	
"A08375545"	2015	
"B04018495"	2009	
"B28121036"	2009	
"A45011103"	2016	
"A20049078"	2010	
"B83852160"	2009	
"A63736359"	2009	
"B23015753"	2017	
"A08303869"	2008	
"A32002107"	2010	
"A84451848"	2008	
"A31189350"	2009	
"A47008487"	2014	
"A08689796"	2016	
"A28647758"	2013	
"B84654201"	2015	
"F20025441"	2014	
"A21046578"	2008	
"A08687204"	2017	
"A08687204"	2016	
"A08392938"	2012	
"B64055445"	2012	
"A36002830"	2015	
"A08681637"	2010	
"B35021831"	2017	
"A07256100"	2014	
"A57346926"	2010	
"B28126886"	2016	
"A78879079"	2014	
"A28554624"	2017	
"V03315637"	2009	
"B74246927"	2013	
"A20047726"	2017	
"B85010643"	2007	
"B62409065"	2007	
"B43907112"	2011	
"B83257295"	2007	
"A82667155"	2016	
"B63100150"	2007	
"B83541912"	2009	
"A02436152"	2010	
"B04348579"	2007	
"B28250090"	2011	
"B82852831"	2016	
"B10317188"	2008	
"A08392938"	2013	
"B84871607"	2008	
"B08094237"	2016	
"A08657546"	2015	
"B28419703"	2017	
"B85010643"	2009	
"A31009665"	2016	
"B84363555"	2009	
"B36610004"	2013	
"B43952126"	2007	
"A17003336"	2011	
"B95486213"	2007	
"B84372051"	2011	
"A62704457"	2007	
"A85426971"	2011	
"A28040996"	2013	
"A20036877"	2017	
"A12105029"	2015	
"A08515116"	2013	
"B46074829"	2012	
"A85450476"	2012	
"A38017679"	2016	
"V43129667"	2011	
"A53552634"	2008	
"A08633745"	2015	
"B20690368"	2012	
"A03050572"	2017	
"B07031149"	2014	
"B53260998"	2016	
"A79203568"	2010	
"B20690368"	2010	
"A02006419"	2017	
"A48000939"	2008	
"A08698862"	2013	
"B91235622"	2008	
"A84911445"	2009	
"A30013627"	2011	
"B91629634"	2011	
"A08623191"	2011	
"A50052950"	2017	
"A08499568"	2017	
"A85125078"	2011	
"B37016607"	2013	
"B84311760"	2011	
"A12014569"	2011	
"B36623148"	2017	
"A82854811"	2007	
"A08617128"	2017	
"A28295806"	2007	
"A08616542"	2016	
"A28013407"	2013	
"A30029862"	2017	
"A18291476"	2011	
"A30018147"	2017	
"B82849381"	2007	
"B84871607"	2007	
"A06419220"	2010	
"B83185140"	2007	
"A06445746"	2010	
"A11000098"	2013	
"V95436002"	2011	
"F08678054"	2016	
"A08515116"	2014	
"B28975704"	2014	
"A08290975"	2007	
"A08012676"	2010	
"A08033474"	2012	
"A20036877"	2014	
"A07005507"	2017	
"A28219202"	2015	
"A38013744"	2017	
"F38008579"	2015	
"B60085867"	2012	
"B08690869"	2016	
"A28515567"	2008	
"B83654426"	2007	
"B08565988"	2009	
"A12004131"	2011	
"F08203663"	2017	
"B20035424"	2016	
"A08409369"	2010	
"A20063038"	2013	
"A08513541"	2014	
"A08012676"	2015	
"A08578239"	2016	
"A50011717"	2016	
"A46081881"	2010	
"B13008669"	2013	
"A28208825"	2015	
"A20032678"	2012	
"A08576068"	2012	
"A08576068"	2011	
"B92328129"	2016	
"A18001412"	2012	
"A08242992"	2014	
"A08575672"	2012	
"B85294916"	2012	
"A08573370"	2016	
"A08573370"	2014	
"B95422721"	2008	
"A50055532"	2011	
"A85279107"	2011	
"A08572430"	2016	
"A35036599"	2010	
"A07033178"	2016	
"A07033178"	2007	
"A08568826"	2014	
"A28552404"	2014	
"B43040310"	2017	
"A58583766"	2013	
"A01009075"	2016	
"A07009814"	2016	
"A20806329"	2010	
"B28538874"	2008	
"A84430107"	2010	
"A20806329"	2008	
"B83840900"	2008	
"A45562329"	2007	
"A28225241"	2008	
"B97751978"	2008	
"A08560823"	2015	
"A08560823"	2014	
"A08560823"	2013	
"A30032130"	2015	
"B46074829"	2016	
"B18547281"	2014	
"A08484925"	2016	
"A28505337"	2007	
"A48077184"	2017	
"A08422412"	2017	
"A04006847"	2017	
"A28117398"	2017	
"B39551973"	2009	
"A25005331"	2009	
"A08392938"	2014	
"B31631062"	2015	
"B83616920"	2009	
"A08552622"	2017	
"A47002340"	2017	
"A91369819"	2007	
"A36002830"	2011	
"A35098482"	2017	
"B62916077"	2007	
"A08551590"	2010	
"A08551590"	2009	
"B46105771"	2009	
"B92963628"	2010	
"A46055497"	2011	
"A50055532"	2017	
"A48403927"	2013	
"A11605409"	2008	
"A08426108"	2016	
"A08539553"	2016	
"B57423519"	2010	
"A08426249"	2007	
"A08539553"	2011	
"B53260998"	2015	
"A08426249"	2008	
"A08535288"	2017	
"A38031233"	2008	
"B28483345"	2011	
"A08533119"	2014	
"A08533119"	2013	
"A28530699"	2009	
"B61967774"	2008	
"B30010797"	2014	
"B50054154"	2017	
"B58075136"	2007	
"A08526345"	2016	
"B26393637"	2009	
"A28650307"	2011	
"B63458004"	2015	
"B34226514"	2010	
"A30012645"	2007	
"A08519175"	2017	
"B46095402"	2017	
"A03076270"	2007	
"A08515116"	2017	
"A28472256"	2017	
"A02006419"	2015	
"A40004210"	2010	
"A08515116"	2009	
"B38828687"	2009	
"B46135471"	2014	
"B61175725"	2016	
"A28198356"	2010	
"B46074829"	2009	
"B84894377"	2008	
"A46008827"	2009	
"B91235622"	2017	
"A08009490"	2011	
"A08241267"	2013	
"B43907112"	2007	
"B99029365"	2007	
"B53548384"	2007	
"A28013407"	2009	
"A95444519"	2011	
"A08270357"	2013	
"A03062619"	2017	
"B03067477"	2015	
"B34224923"	2009	
"B17023508"	2014	
"A03057486"	2016	
"A85125078"	2012	
"A08242513"	2017	
"A28649747"	2014	
"A08010779"	2009	
"A20061131"	2015	
"A11012572"	2015	
"A08484925"	2008	
"A50011717"	2011	
"A82843129"	2013	
"B31083355"	2014	
"B61252185"	2007	
"V95239604"	2008	
"A36011385"	2017	
"A91369819"	2010	
"A58356213"	2015	
"A08441495"	2009	
"A08441495"	2010	
"A18020271"	2016	
"A07028210"	2015	
"A08441495"	2012	
"B32362410"	2008	
"A37010295"	2007	
"A08438061"	2009	
"A12010914"	2012	
"F08203663"	2015	
"B28691350"	2016	
"A46023347"	2008	
"A08533945"	2009	
"B31850977"	2011	
"A08453219"	2017	
"B50051705"	2015	
"A31037294"	2014	
"A07326473"	2007	
"A27009737"	2013	
"B30031694"	2017	
"A20806329"	2009	
"A20063038"	2016	
"B03077039"	2017	
"B46161261"	2017	
"A38842316"	2012	
"B84348622"	2007	
"B18751461"	2007	
"B50051705"	2017	
"F25002338"	2016	
"B62785357"	2014	
"A48094486"	2010	
"F08203663"	2008	
"B85133544"	2008	
"B97466981"	2007	
"B18694349"	2014	
"A08024317"	2017	
"B84311760"	2009	
"A40004210"	2017	
"B38927463"	2011	
"A28638542"	2017	
"A74255282"	2008	
"B60241437"	2015	
"A35016658"	2014	
"A35036599"	2013	
"A28547115"	2017	
"B08469116"	2014	
"A07028210"	2012	
"B35980937"	2014	
"B30025449"	2016	
"A11957792"	2007	
"A08616542"	2013	
"B85160976"	2008	
"B84309616"	2011	
"A37010295"	2014	
"B84654201"	2012	
"B81907776"	2008	
"B84309616"	2009	
"F21339106"	2017	
"B36621068"	2012	
"A08426249"	2012	
"A08432114"	2017	
"B63805295"	2009	
"B35029420"	2014	
"A15020480"	2015	
"A48049928"	2012	
"A50011717"	2009	
"F27007608"	2015	
"B84227461"	2010	
"A24011330"	2014	
"B60338290"	2013	
"A28013407"	2010	
"V04509865"	2010	
"A20032678"	2011	
"A17013913"	2016	
"A63047922"	2009	
"B30029110"	2017	
"A03009347"	2015	
"B11018462"	2011	
"B28337038"	2008	
"V38081873"	2017	
"A28650307"	2016	
"B84150994"	2008	
"B84150994"	2007	
"A01376888"	2011	
"A07033178"	2008	
"A28586592"	2015	
"A45018926"	2016	
"F49006554"	2010	
"B78069259"	2007	
"B09417932"	2009	
"A45006459"	2013	
"A20061131"	2017	
"A28530699"	2016	
"F49006554"	2011	
"A29030715"	2013	
"V61861548"	2014	
"B33235821"	2017	
"A13005384"	2017	
"A46098521"	2014	
"A08481632"	2013	
"B25436122"	2017	
"A13010046"	2013	
"A14023139"	2013	
"A20020277"	2014	
"B12008660"	2013	
"A32143588"	2009	
"A36610590"	2015	
"A08438061"	2014	
"B83826230"	2009	
"B33605031"	2015	
"B83826230"	2007	
"F49006554"	2013	
"A04006847"	2012	
"B92972066"	2008	
"B91190173"	2007	
"A28368280"	2017	
"B83766485"	2007	
"B84822832"	2015	
"A28487460"	2015	
"B84363555"	2010	
"A11005840"	2014	
"A32006835"	2007	
"B33920141"	2008	
"A48403927"	2010	
"A28638542"	2014	
"B83495101"	2007	
"B83766485"	2008	
"A20032678"	2013	
"A31061385"	2016	
"B28701340"	2012	
"A28603611"	2009	
"A08072209"	2013	
"A20036877"	2010	
"A28306868"	2017	
"B28126886"	2017	
"B83766485"	2009	
"B01128552"	2007	
"B46124434"	2010	
"A50055532"	2015	
"B36008415"	2016	
"A60474376"	2014	
"B84537315"	2010	
"B50997949"	2007	
"B33920141"	2017	
"B28563476"	2017	
"A50188762"	2014	
"A28040996"	2010	
"A08640039"	2009	
"A13001730"	2017	
"A46017919"	2017	
"A63736458"	2007	
"B91372748"	2009	
"B24014292"	2014	
"A36040442"	2014	
"B35028281"	2014	
"B97623938"	2008	
"A35811272"	2011	
"F04005344"	2017	
"A48050439"	2009	
"A18008334"	2015	
"A08560823"	2011	
"A01016591"	2013	
"B28692309"	2010	
"A23004369"	2014	
"A48114318"	2009	
"A08556896"	2015	
"B28692309"	2011	
"B03077039"	2014	
"A47008487"	2017	
"A09010125"	2015	
"A18001412"	2013	
"A25011610"	2007	
"A46084984"	2014	
"A46084984"	2013	
"A85280253"	2008	
"B14028732"	2014	
"A14012819"	2016	
"B08688301"	2017	
"B28692309"	2013	
"B46130647"	2017	
"B83814251"	2008	
"A28725455"	2017	
"A46081881"	2016	
"B28538874"	2007	
"A46081881"	2012	
"A46081881"	2011	
"A28431161"	2016	
"A07019698"	2007	
"B84504455"	2010	
"B97466981"	2008	
"B27321249"	2008	
"B96683347"	2010	
"B28757730"	2007	
"A41087354"	2016	
"A01016591"	2012	
"B30033666"	2015	
"A28341055"	2013	
"B28757730"	2008	
"B31881055"	2010	
"B28701340"	2015	
"A28483691"	2007	
"B85225282"	2012	
"B28023679"	2014	
"B30029110"	2014	
"F41114141"	2011	
"A83741967"	2008	
"B23219009"	2012	
"A28586626"	2010	
"A08640039"	2017	
"A48080147"	2016	
"A36016350"	2015	
"B35028281"	2011	
"B57423519"	2009	
"A47009196"	2015	
"A27007731"	2015	
"A39005574"	2015	
"F46024378"	2007	
"B04011938"	2012	
"B83588657"	2010	
"B28934081"	2014	
"A36610590"	2010	
"A24007072"	2016	
"B36002970"	2011	
"B46166013"	2015	
"A46075206"	2013	
"A08426249"	2013	
"A06388052"	2007	
"A39022660"	2017	
"B61252185"	2008	
"A46070777"	2015	
"B84598192"	2012	
"A03076270"	2016	
"A53817359"	2009	
"F49006554"	2008	
"A02436152"	2012	
"A36606895"	2017	
"A48071369"	2017	
"A30006308"	2016	
"A48061675"	2017	
"A30026363"	2011	
"A41043159"	2015	
"B84599422"	2009	
"B92972066"	2010	
"B08258857"	2015	
"B20793956"	2008	
"B84603935"	2007	
"A08681637"	2015	
"B84603935"	2010	
"B35110410"	2017	
"B08702938"	2017	
"A08568826"	2012	
"F10109296"	2008	
"A28487460"	2017	
"B63031660"	2008	
"A84039338"	2007	
"V04509865"	2014	
"B36606853"	2017	
"A28603611"	2013	
"C08164253"	2008	
"F27016591"	2014	
"A08463481"	2011	
"A28101707"	2014	
"B46022513"	2015	
"A97628242"	2008	
"B84654201"	2017	
"A38243986"	2016	
"B29053808"	2016	
"B84768761"	2008	
"A28603041"	2016	
"A45002839"	2014	
"B31881055"	2015	
"B20035424"	2017	
"A20032678"	2014	
"A24009086"	2015	
"B29369758"	2016	
"A85426971"	2007	
"B29785391"	2007	
"A47021076"	2017	
"B84822832"	2012	
"A14580385"	2007	
"A96966049"	2007	
"F08678054"	2009	
"B63677223"	2007	
"A08183485"	2015	
"A06016208"	2017	
"A17035361"	2008	
"A14037832"	2016	
"B92963628"	2011	
"B84871607"	2009	
"B57551350"	2014	
"A08575672"	2014	
"B28302305"	2016	
"B91190173"	2008	
"A17035361"	2017	
"A30012959"	2014	
"A84434224"	2007	
"A07033178"	2010	
"F10109296"	2015	
"B82899550"	2015	
"B37016607"	2017	
"A28539013"	2016	
"B84886837"	2011	
"B20815643"	2008	
"A37010295"	2013	
"A08270357"	2017	
"A08539553"	2017	
"A95444519"	2009	
"B57175283"	2010	
"A45018926"	2012	
"A43015338"	2017	
"B46045456"	2013	
"A28136711"	2016	
"A08231250"	2017	
"A32002107"	2014	
"F27016591"	2015	
"A46141792"	2016	
"A28539013"	2014	
"B81762684"	2007	
"A30604680"	2017	
"F41114141"	2009	
"B83680322"	2007	
"B33605031"	2012	
"A85280253"	2011	
"A62400718"	2007	
"A28013407"	2011	
"B08216053"	2014	
"A35500800"	2007	
"F10109296"	2017	
"A32143588"	2014	
"B28554608"	2015	
"A02005122"	2016	
"A16004665"	2009	
"A73350399"	2007	
"A01000116"	2017	
"A45006459"	2010	
"B23219009"	2017	
"A28539013"	2017	
"F21339106"	2007	
"A32006504"	2010	
"B83826230"	2010	
"A28530699"	2011	
"A46164034"	2008	
"A08560823"	2017	
"B42141176"	2016	
"A07256100"	2016	
"A85426971"	2015	
"A07033178"	2009	
"B28538874"	2014	
"B38001905"	2007	
"A53817359"	2012	
"B34226514"	2007	
"B84599422"	2008	
"B83242248"	2007	
"A80959612"	2015	
"A38842316"	2010	
"B30025449"	2007	
"B36684157"	2016	
"A32006835"	2011	
"A36828374"	2015	
"A08560823"	2016	
"A07028210"	2007	
"A08646143"	2015	
"B36002970"	2015	
"B83588657"	2009	
"A81256661"	2011	
"A38762167"	2010	
"B84537315"	2011	
"F95002150"	2010	
"A28613347"	2009	
"A08453219"	2016	
"A22005797"	2007	
"V30558738"	2011	
"B83541912"	2008	
"F06402697"	2008	
"B83495101"	2017	
"B12681060"	2010	
"A14037832"	2015	
"F95002150"	2012	
"A30009815"	2017	
"B34226514"	2012	
"B43009091"	2010	
"A03062619"	2016	
"B28465730"	2012	
"B83495101"	2009	
"A48049928"	2014	
"A01008234"	2015	
"B62785357"	2017	
"B92963628"	2009	
"A48077184"	2013	
"B50776657"	2016	
"B03034006"	2015	
"B62725320"	2008	
"F95002150"	2017	
"B46124434"	2012	
"A62400718"	2016	
"A08573370"	2017	
"B46063137"	2011	
"B64555980"	2007	
"A08204851"	2017	
"B28403194"	2016	
"B33920141"	2010	
"B84570803"	2009	
"A29018223"	2017	
"A07016025"	2011	
"A08194284"	2011	
"B83426387"	2009	
"A47007281"	2011	
"A28603611"	2014	
"A58583766"	2015	
"V43129667"	2015	
"B35036540"	2009	
"A03035417"	2015	
"A47008487"	2010	
"A47008487"	2011	
"F95073748"	2014	
"A47008487"	2013	
"B83393223"	2010	
"A38473724"	2016	
"A48403927"	2008	
"F35006451"	2014	
"A48069991"	2017	
"A47008487"	2015	
"A01008234"	2017	
"B28385110"	2017	
"F95073748"	2017	
"B83185140"	2008	
"B12008660"	2010	
"A28108793"	2015	
"A39000104"	2007	
"B38380473"	2010	
"B82612904"	2010	
"A08241267"	2009	
"A81505752"	2016	
"A36610590"	2017	
"B84768761"	2009	
"A35047778"	2007	
"B91629634"	2009	
"B34007211"	2016	
"F14016729"	2012	
"A28554624"	2016	
"A20063038"	2011	
"A28080646"	2015	
"A28483691"	2017	
