nif	year	acreed_ciales
"A85280253"	2014	
"A12017919"	2007	
"A41112012"	2010	
"A28658177"	2017	
"A18016709"	2015	
"A46070777"	2017	
"A48093983"	2015	
"A17447061"	2016	
"A35515485"	2009	
"A50055532"	2017	
"A08573370"	2013	
"A74136060"	2008	
"B03061124"	2016	
"A28656676"	2014	
"F49006554"	2014	
"A04006847"	2017	
"A01016591"	2011	
"B30025449"	2016	
"B99029365"	2011	
"A11301645"	2012	
"A28396042"	2017	
"A38027637"	2009	
"B37416575"	2009	
"B13008669"	2013	
"A22005797"	2012	
"B28569127"	2017	
"A28017531"	2011	
"A01009414"	2015	
"A18291476"	2010	
"B85160976"	2014	
"A20063038"	2015	
"A01000116"	2017	
"A28650307"	2010	
"B01015221"	2009	
"A35515485"	2015	
"A83956136"	2009	
"A80959612"	2007	
"A08422412"	2016	
"B84654201"	2008	
"A50060011"	2013	
"B31829195"	2009	
"A28649747"	2017	
"A18565705"	2011	
"A84911445"	2007	
"A28649747"	2014	
"B08565988"	2017	
"A28649747"	2012	
"A07244023"	2007	
"A85279107"	2008	
"B38828687"	2007	
"A46098521"	2017	
"A14029011"	2017	
"A43702745"	2009	
"A63736458"	2011	
"B28250090"	2015	
"A70063383"	2008	
"B62916077"	2008	
"B12523601"	2008	
"A25017435"	2009	
"A84434224"	2011	
"A22005797"	2008	
"A28647758"	2015	
"A84780055"	2016	
"A28695930"	2015	
"A28399186"	2009	
"A46098521"	2015	
"A28647758"	2010	
"A24020828"	2017	
"A28647758"	2008	
"A32002107"	2016	
"B85692374"	2008	
"A46002184"	2009	
"B31083199"	2009	
"B35029420"	2017	
"A08120859"	2014	
"B28126886"	2015	
"B43952126"	2012	
"B35980937"	2014	
"A30028559"	2012	
"A08711202"	2012	
"A30021877"	2017	
"A07067713"	2014	
"A41002841"	2011	
"A34011411"	2017	
"B84150994"	2008	
"B61425682"	2010	
"A28642122"	2016	
"B96683347"	2011	
"A03021409"	2014	
"A23004369"	2008	
"B83852160"	2007	
"A21391917"	2008	
"A84780055"	2010	
"B96199807"	2007	
"A15020480"	2016	
"A12004131"	2014	
"B92963628"	2015	
"B38030045"	2017	
"A85426971"	2014	
"B24028011"	2012	
"A46055497"	2011	
"A03063583"	2009	
"F12039442"	2012	
"B18022988"	2013	
"A01009075"	2017	
"A28511400"	2010	
"A07038441"	2016	
"A08139339"	2013	
"A22271209"	2008	
"B60544046"	2013	
"B12523601"	2012	
"A20018610"	2014	
"A20018610"	2015	
"A39022660"	2016	
"B45017613"	2010	
"A61427183"	2015	
"A20020277"	2013	
"B57175283"	2013	
"A50029800"	2017	
"F28698488"	2017	
"B28360360"	2012	
"A39022660"	2015	
"A07042237"	2014	
"B83209015"	2016	
"A11301645"	2016	
"B64555980"	2014	
"A28208825"	2015	
"A50060011"	2010	
"A28630374"	2017	
"A08730277"	2017	
"A45006459"	2012	
"A06419220"	2013	
"B08499410"	2016	
"A28647758"	2014	
"B84527704"	2012	
"B46124434"	2015	
"B50067586"	2015	
"A07025026"	2015	
"V30405880"	2016	
"B34226514"	2012	
"A03063690"	2015	
"B31081334"	2017	
"A08425902"	2016	
"A07033178"	2009	
"B34224923"	2007	
"B30010326"	2017	
"B85225282"	2008	
"A35610666"	2010	
"B31072705"	2017	
"A28225241"	2017	
"A28075968"	2011	
"A08463481"	2014	
"B47009840"	2014	
"B28193340"	2013	
"B46135364"	2015	
"A43110337"	2017	
"A12014346"	2016	
"B46012324"	2016	
"A08392938"	2013	
"A13010046"	2017	
"A28483691"	2007	
"B28091486"	2016	
"A08575672"	2013	
"A28814135"	2015	
"B45017613"	2014	
"A57277709"	2016	
"A81256661"	2016	
"B28120012"	2017	
"B57487159"	2007	
"A29030715"	2017	
"A24004426"	2017	
"A17007014"	2009	
"A20038907"	2007	
"A81256661"	2014	
"A08209736"	2017	
"A28647758"	2011	
"A62520788"	2007	
"A13001730"	2014	
"A97398317"	2010	
"A20037933"	2016	
"A03010170"	2015	
"A28049153"	2009	
"A28143782"	2011	
"A29955093"	2011	
"A28087575"	2017	
"A08036709"	2016	
"V38081873"	2009	
"B14028732"	2012	
"A28399715"	2017	
"A28046431"	2016	
"A48034110"	2007	
"B83426387"	2008	
"A35029107"	2017	
"B13008669"	2016	
"A20042933"	2015	
"B43952126"	2014	
"B62725320"	2016	
"B31881055"	2016	
"A20040929"	2017	
"A17018391"	2012	
"A28711273"	2007	
"A29030715"	2013	
"F95002150"	2010	
"A63796395"	2011	
"A58356213"	2007	
"A08438061"	2011	
"A60362266"	2009	
"B96906375"	2014	
"B92709526"	2011	
"A08192858"	2015	
"B62725320"	2007	
"B83242248"	2007	
"B46045456"	2012	
"A48069991"	2015	
"A08409948"	2016	
"A83932475"	2007	
"B84598192"	2008	
"A20054854"	2011	
"A20054854"	2012	
"A83337477"	2007	
"B91372748"	2008	
"B83680322"	2017	
"A40004210"	2012	
"B26393637"	2007	
"A30013627"	2008	
"B08912669"	2015	
"A35811272"	2009	
"A41392317"	2011	
"A08463481"	2010	
"A03010568"	2013	
"A08072209"	2016	
"B14461032"	2017	
"A04007811"	2017	
"A41088493"	2009	
"V04509865"	2010	
"A28603611"	2009	
"A28111342"	2011	
"A20063038"	2017	
"A28603041"	2017	
"A07035934"	2013	
"B62916077"	2009	
"A38645214"	2011	
"A28651222"	2017	
"A20065744"	2014	
"A36621522"	2007	
"A08117806"	2016	
"A37018603"	2017	
"A18020271"	2012	
"A12010914"	2007	
"A11957792"	2010	
"A31061385"	2016	
"A85270965"	2010	
"A50055532"	2016	
"A41191313"	2009	
"A28295038"	2013	
"A08257925"	2015	
"B14819643"	2017	
"B41070020"	2016	
"A20779849"	2007	
"B41031980"	2008	
"A08270357"	2017	
"B92963628"	2014	
"B45017613"	2017	
"A28539013"	2017	
"A08201238"	2016	
"A15000391"	2016	
"B84372051"	2017	
"A32226037"	2008	
"A08507741"	2016	
"B06013841"	2011	
"A28040996"	2016	
"B41441387"	2015	
"F32001976"	2016	
"B38022570"	2017	
"A32006835"	2015	
"A28011872"	2012	
"A28040996"	2017	
"A35008168"	2017	
"A18026260"	2013	
"A32002107"	2017	
"B15015712"	2016	
"A01009075"	2016	
"B02419273"	2014	
"A43035708"	2008	
"B38071155"	2007	
"B46167078"	2012	
"A03010568"	2010	
"B46105771"	2013	
"A35115856"	2016	
"A46036380"	2016	
"B08375677"	2014	
"A32006579"	2009	
"A17013657"	2012	
"V11317633"	2010	
"A20806329"	2009	
"B38030045"	2016	
"B36684157"	2015	
"A28612208"	2010	
"A12363529"	2009	
"A79253803"	2016	
"B31027097"	2009	
"A28121820"	2017	
"B57423519"	2011	
"A79560835"	2017	
"A25017435"	2012	
"A35012780"	2011	
"B31071178"	2017	
"A85450476"	2009	
"B97705990"	2012	
"A28208825"	2016	
"A84780055"	2008	
"A19012962"	2017	
"A06337331"	2016	
"A08072209"	2015	
"A01008234"	2016	
"A31737455"	2007	
"A48050124"	2015	
"B35054006"	2010	
"A25529074"	2009	
"F14016729"	2017	
"B03037736"	2017	
"A39031620"	2013	
"B31071178"	2013	
"F35006451"	2011	
"B62725320"	2015	
"A28539013"	2007	
"A21010616"	2011	
"V30558738"	2008	
"B45013455"	2016	
"A38485827"	2011	
"A28404614"	2015	
"B97131155"	2010	
"A08441495"	2015	
"B44181634"	2007	
"A81896375"	2012	
"A08568826"	2014	
"B53260998"	2014	
"A28465680"	2010	
"B12557773"	2008	
"A21391917"	2010	
"A43029339"	2015	
"A30006308"	2008	
"F08678054"	2011	
"A08072209"	2011	
"B84363555"	2009	
"A08285157"	2016	
"A30038020"	2015	
"A28127462"	2016	
"A82501545"	2009	
"B95388450"	2008	
"A12016093"	2016	
"A43035708"	2017	
"A80482334"	2017	
"A41010257"	2015	
"A46002184"	2010	
"A28081909"	2015	
"B12003554"	2015	
"B43952126"	2013	
"B46074829"	2009	
"F37014560"	2017	
"B36913960"	2009	
"B36006575"	2007	
"B63458004"	2015	
"V57525560"	2013	
"B74102872"	2007	
"B08147696"	2015	
"B46135364"	2017	
"B41076506"	2008	
"A26001867"	2014	
"A28552404"	2014	
"A08346116"	2013	
"A28556504"	2016	
"A08158172"	2017	
"A03063583"	2015	
"B96952635"	2009	
"A82026840"	2009	
"B84871607"	2013	
"F01131978"	2007	
"F12039442"	2017	
"A28411585"	2008	
"A78097656"	2016	
"A03167939"	2013	
"B08375677"	2016	
"A35014414"	2017	
"A35753094"	2012	
"A28554624"	2016	
"A28554624"	2015	
"B91629634"	2010	
"B92709526"	2012	
"A28022952"	2016	
"A22174932"	2014	
"A17006792"	2017	
"A11010469"	2016	
"A79203568"	2011	
"B35005040"	2016	
"A28554707"	2009	
"A62415641"	2008	
"A33202474"	2017	
"A22271209"	2013	
"A57277709"	2015	
"A22271209"	2014	
"B46118717"	2016	
"A28515567"	2010	
"A09022963"	2008	
"B31007354"	2015	
"A28548220"	2017	
"F38004289"	2008	
"A23004369"	2010	
"A23004369"	2015	
"A12010914"	2011	
"V57525560"	2010	
"B92709526"	2009	
"A20042933"	2016	
"B54055140"	2007	
"V30558738"	2007	
"B60024353"	2009	
"A23010200"	2008	
"A03167939"	2007	
"A29008174"	2016	
"B08488660"	2017	
"A12021366"	2008	
"A23010200"	2015	
"A47008487"	2011	
"A10010445"	2016	
"A23012305"	2007	
"A18077875"	2011	
"B25436122"	2016	
"B35642198"	2011	
"B35642198"	2012	
"A23012305"	2013	
"A23012305"	2014	
"A28283794"	2012	
"B95271326"	2009	
"A23012305"	2017	
"A23022783"	2015	
"A03099405"	2013	
"A08460156"	2017	
"A33055138"	2011	
"A43016286"	2016	
"B79945150"	2009	
"A08010779"	2010	
"A28530699"	2014	
"A28530699"	2013	
"A35019637"	2011	
"A28530699"	2011	
"A09354176"	2015	
"B28257434"	2014	
"A03057486"	2009	
"A03097946"	2017	
"B63100150"	2011	
"A28617801"	2017	
"A02005122"	2017	
"B46076287"	2016	
"B06422877"	2009	
"B50997949"	2008	
"A23022783"	2017	
"B57487159"	2012	
"B62850094"	2016	
"B62785357"	2007	
"A07019698"	2016	
"A91369819"	2008	
"A23372832"	2017	
"B35028281"	2013	
"A03197308"	2012	
"B76013721"	2009	
"B91139717"	2007	
"A48077184"	2014	
"A73093734"	2011	
"B45006277"	2011	
"B28296283"	2015	
"A32002107"	2009	
"V30558738"	2010	
"A08438061"	2012	
"B83393223"	2007	
"B03035854"	2011	
"B31071178"	2011	
"V57525560"	2011	
"B61175725"	2014	
"A24004103"	2017	
"A28934735"	2015	
"B36614816"	2017	
"A08667016"	2016	
"A30006308"	2010	
"A39000187"	2014	
"B61967774"	2010	
"A50011717"	2016	
"B28193340"	2014	
"A28647758"	2012	
"A39031620"	2014	
"A15685373"	2016	
"B47030770"	2013	
"A04413340"	2009	
"B08058026"	2017	
"B85225282"	2010	
"A28411577"	2012	
"A08051526"	2015	
"A24009086"	2015	
"B91629634"	2014	
"B62385067"	2009	
"A24009086"	2016	
"B28250090"	2016	
"A08667925"	2011	
"B41094459"	2012	
"B79232096"	2007	
"B36639060"	2007	
"A28040996"	2009	
"B31071178"	2014	
"A24012692"	2013	
"A24012692"	2015	
"A62400718"	2016	
"A08131112"	2017	
"A03063583"	2016	
"A31737455"	2010	
"A28013407"	2011	
"B84527704"	2009	
"A84911825"	2015	
"B21259726"	2007	
"A28394633"	2008	
"B92972066"	2010	
"A28027647"	2015	
"A57082570"	2014	
"A17006479"	2010	
"A20005351"	2007	
"B33920141"	2009	
"A02006419"	2017	
"A62704457"	2011	
"A28530699"	2008	
"A38842316"	2012	
"B62173604"	2010	
"A28419778"	2017	
"A39022660"	2010	
"B53548384"	2007	
"A01376888"	2007	
"A08194284"	2013	
"A08377046"	2016	
"A24020828"	2015	
"A28411585"	2012	
"A28505337"	2016	
"A03076270"	2017	
"B06001143"	2016	
"A08392938"	2008	
"A48032981"	2013	
"A28106979"	2015	
"A84911825"	2009	
"B28023679"	2015	
"A38017679"	2010	
"A83741967"	2012	
"A08560823"	2017	
"A24286312"	2008	
"B31083355"	2014	
"A46055497"	2012	
"A33019423"	2017	
"A17035361"	2013	
"B28689370"	2017	
"A78097656"	2015	
"A08365413"	2014	
"A08365413"	2008	
"A28419778"	2016	
"A09010125"	2015	
"B30020226"	2007	
"B20035424"	2016	
"A09010661"	2014	
"A25007204"	2015	
"B84443480"	2008	
"B57175283"	2016	
"B41217761"	2009	
"A03076270"	2010	
"B60085867"	2009	
"B28137594"	2013	
"A11012572"	2015	
"B64055445"	2007	
"A28505337"	2008	
"B62133384"	2014	
"A25011610"	2014	
"B63031660"	2009	
"B85294916"	2014	
"A25017435"	2015	
"A25017435"	2017	
"A28491041"	2014	
"B15015712"	2014	
"A13010004"	2012	
"B74148388"	2010	
"B48969885"	2008	
"A28530699"	2017	
"A33617218"	2015	
"B46084208"	2008	
"A28487601"	2017	
"A97617773"	2011	
"A28487601"	2015	
"A28225241"	2015	
"A28487460"	2017	
"A60651783"	2015	
"A45006459"	2016	
"B46167078"	2009	
"A96945530"	2009	
"A57277709"	2011	
"B92554765"	2010	
"B33920141"	2007	
"B39523956"	2008	
"A28049153"	2008	
"A25043704"	2017	
"A46063731"	2008	
"F04005344"	2015	
"A08578239"	2016	
"A25418401"	2009	
"A28487007"	2007	
"B32362410"	2009	
"V04509865"	2014	
"B03067477"	2015	
"A25529074"	2010	
"A28138873"	2013	
"B46063137"	2010	
"A41043159"	2016	
"B01376615"	2007	
"A48050439"	2012	
"A26000174"	2015	
"B85010643"	2007	
"A36610590"	2017	
"A20036877"	2010	
"F37014560"	2012	
"A45002839"	2014	
"A92954130"	2009	
"A28143782"	2007	
"A46021804"	2015	
"A45018926"	2015	
"A28136711"	2015	
"A08196446"	2008	
"A46008827"	2015	
"B85160976"	2010	
"A28110971"	2016	
"V04509865"	2015	
"A08438061"	2015	
"B15862667"	2013	
"A36010676"	2015	
"A27014430"	2016	
"B46148797"	2017	
"A28412724"	2016	
"B84768761"	2010	
"A08224545"	2007	
"B27321249"	2010	
"A46078556"	2017	
"A28606242"	2014	
"V03315637"	2011	
"B83782169"	2012	
"A07244023"	2014	
"A96918867"	2010	
"A29057833"	2017	
"A25005331"	2008	
"B01376615"	2010	
"A28472256"	2014	
"A28518041"	2017	
"A01005594"	2009	
"V95436002"	2008	
"A20063038"	2012	
"B48969885"	2010	
"A12014569"	2012	
"A81817900"	2007	
"A01376888"	2015	
"A33008921"	2015	
"B83741835"	2009	
"B28341832"	2010	
"A28518041"	2014	
"B81365181"	2017	
"A26011320"	2016	
"A08202582"	2017	
"A12016143"	2016	
"A45025327"	2015	
"A07256100"	2016	
"A85426971"	2017	
"A18001412"	2012	
"A46023347"	2010	
"B63677223"	2011	
"A28295806"	2007	
"A01161066"	2009	
"A12363529"	2016	
"A03032653"	2007	
"A41920943"	2009	
"A48403927"	2012	
"A41392317"	2012	
"B84227461"	2010	
"A36040442"	2008	
"A40004210"	2017	
"A58356213"	2014	
"B35980937"	2012	
"A70063383"	2010	
"A08533945"	2012	
"A41191313"	2011	
"A43042324"	2015	
"A20063038"	2010	
"B08488660"	2008	
"A01161066"	2010	
"A37010295"	2016	
"A63776306"	2010	
"A28647758"	2013	
"A03010568"	2007	
"A58583766"	2013	
"A74255282"	2014	
"B03028099"	2017	
"A28452647"	2009	
"B78496759"	2010	
"A07123441"	2013	
"B80146517"	2016	
"F27007608"	2010	
"A59990580"	2009	
"B22003099"	2011	
"A28154029"	2013	
"A84430107"	2008	
"A46099735"	2007	
"A26023606"	2012	
"A35036599"	2011	
"B13004924"	2017	
"B08488660"	2010	
"B84598192"	2017	
"B34224923"	2012	
"A47008487"	2017	
"B01128552"	2015	
"A50004860"	2015	
"B63122253"	2008	
"A36040442"	2010	
"B28218816"	2017	
"A84534627"	2013	
"B63031660"	2011	
"B33605031"	2010	
"A28126597"	2017	
"B33602707"	2015	
"B08216202"	2017	
"A26004754"	2011	
"B28340388"	2007	
"B21365630"	2007	
"A28143782"	2017	
"A83578328"	2009	
"B38005377"	2016	
"A11301645"	2010	
"A27005834"	2014	
"B62059498"	2007	
"B96683347"	2010	
"A47008487"	2015	
"A28086858"	2013	
"A27006790"	2015	
"C28863686"	2015	
"A28290799"	2008	
"A27007731"	2015	
"C08164253"	2008	
"A08250425"	2017	
"A27009737"	2010	
"A28228690"	2016	
"A27009737"	2014	
"A35014414"	2007	
"A01007442"	2009	
"A08609281"	2017	
"A84451848"	2008	
"B46124434"	2012	
"A30604680"	2015	
"B12024873"	2012	
"A39008305"	2016	
"A08097438"	2017	
"A63414486"	2012	
"A08248502"	2015	
"A28431161"	2015	
"A03076270"	2011	
"F27007608"	2013	
"B97623938"	2011	
"A28053080"	2015	
"A08201238"	2007	
"A24011330"	2014	
"A30603757"	2015	
"A28429280"	2014	
"A18001412"	2013	
"A08128035"	2016	
"A25418401"	2008	
"A62703806"	2010	
"A08193591"	2007	
"B50938489"	2011	
"A24014227"	2015	
"B36621068"	2007	
"B62133384"	2009	
"B28483345"	2011	
"A23205289"	2009	
"B29053808"	2017	
"A36561595"	2012	
"A28372803"	2013	
"A11005840"	2011	
"B62850094"	2017	
"A50055532"	2015	
"B15015712"	2007	
"A06388052"	2009	
"A08699720"	2010	
"A07016025"	2009	
"A16010977"	2017	
"A03021409"	2016	
"A20049078"	2008	
"A08441495"	2011	
"B38604112"	2007	
"A80352750"	2015	
"A08601213"	2014	
"B26451849"	2015	
"A03088580"	2008	
"A14023139"	2011	
"B83603746"	2008	
"B41070020"	2017	
"A08009490"	2009	
"A78990603"	2016	
"A12004131"	2008	
"A47007281"	2016	
"B92972066"	2012	
"A12524278"	2007	
"A28013407"	2017	
"A38020905"	2017	
"B36853935"	2015	
"A03062197"	2017	
"A08515116"	2016	
"A24004426"	2014	
"A04006847"	2014	
"B21015474"	2012	
"B62850094"	2008	
"A02436152"	2017	
"A14023139"	2016	
"B63100150"	2008	
"B64455447"	2007	
"A45020450"	2017	
"A57277709"	2010	
"A08010779"	2008	
"A20047726"	2016	
"B63100150"	2009	
"B63100150"	2010	
"A22007314"	2017	
"A17007014"	2008	
"B30025449"	2015	
"B85692374"	2012	
"B82852831"	2008	
"B92963628"	2013	
"A58583766"	2007	
"B63122253"	2007	
"A43029339"	2013	
"B63149637"	2007	
"B82819681"	2007	
"F30587919"	2008	
"B46148797"	2009	
"B82852831"	2017	
"A08033474"	2011	
"A30031769"	2017	
"B61425682"	2007	
"B84348622"	2010	
"B50997949"	2010	
"B83325076"	2008	
"A11005840"	2010	
"B83156745"	2008	
"A08539553"	2007	
"A46072823"	2016	
"A45020450"	2016	
"A08426108"	2017	
"A74136060"	2009	
"A83150060"	2010	
"B82956517"	2015	
"A36561595"	2010	
"B63149637"	2009	
"A61831681"	2008	
"F10026128"	2011	
"B28563476"	2017	
"A28136711"	2016	
"B29212644"	2010	
"A28399186"	2011	
"B82612904"	2010	
"A01376888"	2008	
"A79492104"	2016	
"A41043159"	2014	
"B84871607"	2010	
"A78831369"	2017	
"B82612896"	2017	
"B82612896"	2012	
"A31003304"	2016	
"B82612896"	2008	
"B84372051"	2015	
"F01131978"	2012	
"A97163653"	2008	
"A08698862"	2015	
"B32362410"	2010	
"B63218440"	2008	
"B30025449"	2017	
"B48045942"	2008	
"A81957367"	2014	
"B63218440"	2014	
"B36002970"	2007	
"B46160842"	2017	
"B78069259"	2007	
"A23012305"	2015	
"A41080144"	2015	
"A31449002"	2016	
"B03101748"	2012	
"B81335473"	2010	
"B28193340"	2007	
"A41061318"	2007	
"A18291476"	2016	
"B38366225"	2009	
"B62173604"	2007	
"A38666897"	2008	
"F14016729"	2015	
"A33614082"	2012	
"F35006451"	2010	
"B38071155"	2009	
"A83826362"	2010	
"A20032678"	2011	
"B97526008"	2009	
"A38762167"	2008	
"A46134250"	2017	
"B82393778"	2017	
"A20036877"	2017	
"A31933088"	2008	
"A28638542"	2017	
"B46167078"	2011	
"B82956517"	2017	
"A18291476"	2012	
"B54055140"	2011	
"B31850977"	2009	
"B08702938"	2017	
"B84598192"	2007	
"A63736359"	2009	
"B50027846"	2016	
"B62916077"	2010	
"A28171916"	2015	
"B08488645"	2016	
"A28011872"	2014	
"A08082364"	2014	
"B28692309"	2013	
"B62850094"	2013	
"V11317633"	2016	
"A47091632"	2013	
"A08242513"	2017	
"A63746275"	2007	
"A60651783"	2011	
"B83741835"	2007	
"B62785357"	2017	
"A41059445"	2008	
"B41217761"	2008	
"A46086773"	2007	
"A28552404"	2016	
"B28569127"	2016	
"A28285765"	2017	
"A80352750"	2011	
"A08479297"	2012	
"B50776657"	2017	
"V04509865"	2009	
"A58583766"	2011	
"A48100002"	2014	
"B62725320"	2017	
"B92709526"	2017	
"B78077724"	2011	
"B83071928"	2008	
"A03018710"	2017	
"A48802854"	2010	
"B83156745"	2016	
"A29076270"	2016	
"A84534627"	2007	
"B63805295"	2007	
"A30013627"	2011	
"A28586626"	2014	
"A03010568"	2009	
"A07009814"	2014	
"B64455447"	2015	
"B35329077"	2009	
"A07016025"	2008	
"B34224923"	2011	
"A01012830"	2011	
"A08197881"	2014	
"A36002830"	2010	
"B12027843"	2016	
"B35046630"	2015	
"F08678054"	2016	
"A63736359"	2008	
"B78077724"	2015	
"B83743815"	2009	
"A79092573"	2007	
"B57551350"	2011	
"B43014430"	2017	
"V95436002"	2012	
"F95002150"	2016	
"B30029599"	2016	
"B83257295"	2007	
"B47009840"	2010	
"F20025441"	2007	
"A48081061"	2008	
"B62385067"	2007	
"A35610666"	2009	
"B95271326"	2008	
"B46166013"	2015	
"B83274621"	2008	
"B92963628"	2016	
"A26011841"	2010	
"B15021520"	2016	
"A07033178"	2011	
"V95436002"	2014	
"A78018421"	2017	
"B26393637"	2009	
"B97861843"	2016	
"A81000028"	2012	
"B92709526"	2008	
"A78753514"	2016	
"A62400718"	2014	
"F14016729"	2014	
"B92709526"	2007	
"B92554765"	2008	
"B04259503"	2007	
"A84534874"	2015	
"A50011717"	2014	
"B97861843"	2015	
"B96695622"	2015	
"A73127771"	2007	
"B83393223"	2012	
"B46167078"	2007	
"A03010568"	2017	
"B03077039"	2017	
"A28554707"	2014	
"B41094459"	2017	
"A79492104"	2012	
"B41006578"	2012	
"F10109296"	2015	
"A48049928"	2011	
"A43016286"	2014	
"B08375677"	2017	
"B84309616"	2010	
"B08565988"	2016	
"F06402697"	2007	
"F41114141"	2014	
"B50057330"	2017	
"B82849381"	2007	
"A31194905"	2009	
"B03076197"	2015	
"A03681186"	2007	
"B63533095"	2009	
"B63533095"	2010	
"A12016143"	2017	
"V43129667"	2012	
"B08552614"	2012	
"A35753094"	2008	
"B63533095"	2013	
"B63533095"	2014	
"B31744709"	2008	
"A21144498"	2011	
"B64455447"	2017	
"A08033474"	2007	
"A48000939"	2009	
"B63677223"	2009	
"A85280253"	2016	
"A83956136"	2007	
"A30035810"	2017	
"V41812744"	2017	
"A41212572"	2017	
"A30012959"	2017	
"F04005344"	2012	
"B08094237"	2010	
"B84894377"	2016	
"V83443390"	2016	
"B21015474"	2011	
"V43129667"	2007	
"A17018391"	2017	
"B08094237"	2008	
"B50009349"	2012	
"B01015221"	2010	
"B20625455"	2007	
"A28138386"	2008	
"B74246927"	2014	
"A22005797"	2016	
"B28250090"	2011	
"B63805295"	2010	
"V43129667"	2011	
"B83766485"	2009	
"B81907776"	2007	
"B74246927"	2010	
"B63805295"	2013	
"A28046431"	2015	
"B57175283"	2009	
"A12105029"	2007	
"B48907885"	2016	
"A70063383"	2007	
"A83337477"	2008	
"B46148086"	2016	
"A48071369"	2008	
"A46023347"	2014	
"A41088493"	2008	
"A03010568"	2008	
"A08533945"	2011	
"A28086858"	2014	
"B64055445"	2009	
"B64055445"	2010	
"A31009665"	2017	
"B95422721"	2009	
"A29030715"	2015	
"V43129667"	2015	
"B84537315"	2009	
"A08260507"	2016	
"A12014569"	2009	
"B12662722"	2010	
"V03315637"	2009	
"A36605772"	2009	
"A28372803"	2012	
"B28193340"	2010	
"A28225241"	2009	
"A12027686"	2013	
"F27016591"	2011	
"B08912669"	2008	
"A14023139"	2014	
"B20793956"	2009	
"A24010381"	2008	
"B47030770"	2014	
"A83578328"	2007	
"A20032678"	2015	
"B31084874"	2007	
"A46017919"	2017	
"B33876459"	2007	
"B50002849"	2016	
"A78355278"	2007	
"B33602707"	2016	
"A96773940"	2016	
"F04030672"	2015	
"A31501901"	2016	
"B13009592"	2008	
"A03035417"	2015	
"B06007314"	2017	
"B02008084"	2017	
"B63031660"	2010	
"A08681637"	2014	
"B84348622"	2008	
"A08659302"	2017	
"A30038020"	2017	
"B81335473"	2008	
"A07244023"	2010	
"A20073169"	2017	
"B73070914"	2009	
"A08369068"	2017	
"A53242152"	2016	
"B84768761"	2011	
"A46023347"	2017	
"A08241267"	2014	
"A63746275"	2008	
"V48566475"	2016	
"A38485827"	2012	
"B03101748"	2013	
"A28075968"	2010	
"B53548384"	2017	
"B57487159"	2008	
"A28101707"	2014	
"A28012656"	2007	
"B81231516"	2009	
"B30020226"	2017	
"B57208878"	2008	
"B12523601"	2011	
"A08024317"	2007	
"B14819643"	2008	
"A23004369"	2017	
"B23011273"	2013	
"A41059445"	2011	
"B38030045"	2015	
"F30046411"	2009	
"A79492104"	2009	
"B92972066"	2007	
"B76013721"	2008	
"A43355403"	2008	
"A17007014"	2011	
"A33026907"	2015	
"A81487027"	2016	
"A28159622"	2008	
"A28399186"	2008	
"A08405490"	2015	
"A96966049"	2011	
"A20054854"	2008	
"B46152211"	2008	
"B14819643"	2013	
"B18252338"	2012	
"B73456147"	2007	
"A08616542"	2010	
"A06337331"	2017	
"B35005040"	2017	
"B83782169"	2014	
"B30029599"	2015	
"A63736458"	2007	
"B47572367"	2007	
"B73456147"	2010	
"A08667016"	2015	
"B20078598"	2014	
"B43907112"	2008	
"B18006668"	2012	
"F06402697"	2010	
"B21365630"	2010	
"A01020809"	2015	
"B84599422"	2009	
"A07016025"	2007	
"A35047778"	2010	
"A03167939"	2012	
"F08203663"	2013	
"B33605031"	2012	
"A07067713"	2015	
"A43355403"	2012	
"A28404614"	2016	
"B26393637"	2011	
"B23015753"	2016	
"B79959961"	2008	
"F06402697"	2011	
"A35811272"	2008	
"A01004993"	2011	
"B79945150"	2016	
"A08616542"	2012	
"A47091632"	2009	
"B29212644"	2009	
"B74114182"	2008	
"A28295806"	2015	
"F10026128"	2012	
"B46118303"	2017	
"B41021767"	2017	
"A08453219"	2017	
"A28465680"	2013	
"B35046630"	2012	
"A30603757"	2014	
"B11900602"	2007	
"A09028184"	2015	
"A92152602"	2013	
"A48069991"	2010	
"B31798929"	2008	
"A15685324"	2013	
"A92954130"	2012	
"V43129667"	2013	
"B28460681"	2009	
"A46008827"	2016	
"B46167078"	2013	
"A20073169"	2011	
"A08699720"	2017	
"B97861843"	2009	
"A08432114"	2017	
"B83481002"	2007	
"A20054854"	2007	
"A23004369"	2012	
"B97861843"	2007	
"A79290565"	2017	
"F14016729"	2016	
"B08365215"	2009	
"A27005834"	2007	
"B08094237"	2014	
"B83495101"	2007	
"V03315637"	2014	
"B92403716"	2009	
"B31631062"	2017	
"B08565988"	2011	
"V48566475"	2017	
"B01015221"	2007	
"B62173604"	2011	
"A28117398"	2017	
"A83956136"	2008	
"A01020809"	2013	
"B62173604"	2009	
"B48605521"	2014	
"B35022425"	2008	
"B48605521"	2012	
"B62133384"	2013	
"B63100150"	2007	
"A20020277"	2009	
"G38004297"	2015	
"B97751978"	2009	
"A08392938"	2014	
"B97751978"	2008	
"B84527704"	2011	
"A84434224"	2010	
"F03290871"	2017	
"B91172221"	2013	
"B28361350"	2016	
"B83588657"	2011	
"B62059498"	2015	
"B24014292"	2007	
"B45017613"	2016	
"A24009086"	2012	
"A17018391"	2013	
"B61967774"	2016	
"A79203568"	2012	
