nif	year	n_empleados
"B46108403"	2008	
"A28465680"	2010	
"B84527704"	2007	
"A41053927"	2007	
"A09028184"	2015	
"B12026183"	2010	
"A46002184"	2011	
"A28171916"	2014	
"A57346926"	2007	
"A04006847"	2017	
"B12523601"	2012	
"F46024378"	2007	
"B28385110"	2017	
"B82435371"	2009	
"V03315637"	2013	
"A10294585"	2007	
"B61252185"	2009	
"A25005331"	2012	
"B46045993"	2011	
"A48093983"	2010	
"B84570803"	2009	
"A20032678"	2015	
"B08258857"	2011	
"A80200868"	2007	
"A08493306"	2016	
"A08463481"	2013	
"C08164253"	2009	
"A28189082"	2014	
"A28279065"	2017	
"A28650307"	2016	
"A08274987"	2010	
"A08033474"	2009	
"A08623191"	2009	
"A28108793"	2016	
"A48083927"	2012	
"B46135471"	2017	
"B54055140"	2012	
"A28190973"	2017	
"B15862667"	2017	
"B03035854"	2013	
"B28102556"	2017	
"A03010568"	2007	
"B76013721"	2012	
"A28198356"	2010	
"B84822832"	2010	
"A08533119"	2014	
"A35091057"	2008	
"A03167939"	2014	
"B11604402"	2014	
"A48069991"	2014	
"A08646143"	2014	
"A12014346"	2017	
"A48061345"	2016	
"A29057833"	2015	
"A35047778"	2008	
"B01015221"	2015	
"A78879079"	2016	
"B28240075"	2007	
"A28208825"	2016	
"A28208825"	2017	
"A85450476"	2012	
"A28487460"	2016	
"A08299406"	2014	
"A28270452"	2007	
"B85133544"	2012	
"B84871607"	2010	
"A03035417"	2016	
"A30047120"	2010	
"A28219202"	2015	
"A28396042"	2017	
"A63645220"	2010	
"A35811272"	2011	
"B29053808"	2017	
"A91151431"	2007	
"A28372803"	2009	
"B31881055"	2016	
"B85225282"	2008	
"A08250425"	2011	
"A28368280"	2010	
"A08463481"	2016	
"A38024907"	2007	
"A28225241"	2012	
"B48070155"	2017	
"A29018223"	2017	
"B83209015"	2007	
"F06312920"	2008	
"B28341832"	2011	
"B83782169"	2010	
"A28649747"	2015	
"A28245009"	2007	
"A47002340"	2017	
"B41086844"	2011	
"A08438061"	2008	
"A08139339"	2007	
"B34224923"	2008	
"B46124434"	2011	
"A08515116"	2012	
"A36012698"	2009	
"B30025449"	2015	
"B97623938"	2008	
"A28686111"	2017	
"B84894377"	2009	
"B30010797"	2008	
"A48064521"	2007	
"V38081873"	2009	
"B84527704"	2011	
"A32143588"	2014	
"A28670636"	2012	
"A46023594"	2017	
"B84603935"	2008	
"A28154029"	2013	
"A48069991"	2007	
"A20015368"	2008	
"A31001027"	2016	
"F08203663"	2013	
"A20049078"	2015	
"A38017679"	2017	
"A41002841"	2011	
"A28603611"	2012	
"B32362410"	2013	
"A04236931"	2007	
"A63776306"	2007	
"B12024873"	2013	
"A46008827"	2007	
"B12662722"	2011	
"A08568826"	2010	
"B57551350"	2012	
"A48061345"	2015	
"B85010643"	2008	
"A30041834"	2009	
"A38842316"	2012	
"A07028210"	2007	
"A16004665"	2016	
"A03063690"	2012	
"B53548384"	2015	
"B84599422"	2012	
"A38017679"	2009	
"A28618890"	2015	
"A11545795"	2008	
"A28106979"	2016	
"B84822832"	2009	
"B45017613"	2013	
"A37021631"	2016	
"B74114182"	2008	
"B27321249"	2013	
"A15020480"	2008	
"A28011872"	2011	
"A38017679"	2007	
"B97356471"	2007	
"A07019698"	2010	
"B37002854"	2014	
"A82307117"	2008	
"A83401273"	2008	
"A48069991"	2010	
"B46092300"	2015	
"A48069991"	2015	
"V95239604"	2011	
"A35031343"	2008	
"A45015872"	2008	
"A08033474"	2014	
"A08681637"	2017	
"A28040996"	2011	
"A50011717"	2012	
"A28295806"	2007	
"B30029110"	2016	
"A08365413"	2014	
"F08678054"	2012	
"A48071369"	2016	
"A08012676"	2010	
"A28539013"	2009	
"A41392317"	2011	
"A46084984"	2007	
"B44181634"	2007	
"A09000308"	2017	
"B78908605"	2015	
"A28412724"	2016	
"B12027843"	2016	
"A08194284"	2014	
"A12017919"	2016	
"B41217761"	2007	
"A08277014"	2008	
"B08094237"	2017	
"B03077039"	2010	
"A08392938"	2010	
"A29661394"	2014	
"A08242992"	2016	
"B31744709"	2007	
"A39022660"	2015	
"A08303869"	2015	
"V30558738"	2009	
"B46045993"	2010	
"B78077724"	2015	
"B85294916"	2010	
"A34011411"	2014	
"B85294916"	2009	
"A70063383"	2007	
"A58583766"	2010	
"A08463481"	2010	
"A28381267"	2016	
"A20015368"	2009	
"B28538874"	2012	
"A28070167"	2010	
"A79092573"	2015	
"A08539553"	2009	
"B08459273"	2015	
"A27014430"	2015	
"B30558290"	2010	
"B84603935"	2012	
"B97526008"	2008	
"B97526008"	2009	
"B16007551"	2008	
"A28581247"	2010	
"A39000690"	2014	
"A28399186"	2016	
"F12039442"	2017	
"A08481632"	2017	
"A11010469"	2015	
"A48031140"	2017	
"B84504455"	2008	
"B63805295"	2007	
"A37018603"	2015	
"B78496759"	2011	
"A08072209"	2016	
"B84069491"	2008	
"A08012676"	2017	
"B78077724"	2007	
"A08202582"	2013	
"A28389880"	2016	
"A03035417"	2015	
"B62133384"	2012	
"A48059943"	2017	
"A53559530"	2017	
"A46017919"	2017	
"C28863686"	2016	
"A15020480"	2014	
"B83603746"	2013	
"B84871607"	2009	
"A07019698"	2012	
"B03037736"	2008	
"V11317633"	2011	
"A28156776"	2016	
"F27016591"	2017	
"V11317633"	2010	
"B83852160"	2008	
"B84654201"	2015	
"F10026128"	2007	
"A35036599"	2009	
"B08258857"	2016	
"A84050301"	2009	
"B12681060"	2010	
"A08699720"	2007	
"B03076197"	2015	
"V11317633"	2007	
"B80397409"	2017	
"A32006504"	2017	
"A31825466"	2007	
"A92954130"	2011	
"B46043238"	2015	
"A08580268"	2017	
"A46072203"	2011	
"A46023347"	2011	
"B35054006"	2013	
"A28159622"	2014	
"A97398317"	2008	
"B97861843"	2017	
"A48049928"	2012	
"A48049928"	2011	
"B85036887"	2011	
"B41006578"	2012	
"A60651783"	2007	
"A08294787"	2017	
"A01167204"	2007	
"A38485827"	2007	
"A20054854"	2017	
"A08484925"	2008	
"A41756099"	2016	
"B31082720"	2012	
"A78389608"	2017	
"B46139143"	2015	
"A28173573"	2016	
"A26011320"	2016	
"A43016286"	2013	
"A20036232"	2017	
"A38485827"	2012	
"B57487159"	2010	
"A43355403"	2012	
"A11957792"	2010	
"B50776657"	2016	
"A07038441"	2010	
"A01009414"	2016	
"A48840359"	2014	
"A46023347"	2012	
"B26451849"	2011	
"A18026260"	2014	
"B96906375"	2007	
"A13005384"	2016	
"A28171445"	2014	
"B95486213"	2009	
"B84527704"	2017	
"A08681264"	2009	
"B58075136"	2007	
"B97861843"	2008	
"A46081881"	2017	
"A28672921"	2015	
"A08484925"	2016	
"B57423519"	2011	
"B83495101"	2016	
"A84430107"	2008	
"B30037204"	2012	
"A20049078"	2012	
"A46022117"	2017	
"A48031140"	2015	
"F41114141"	2014	
"V03315637"	2014	
"A30006308"	2012	
"A36002830"	2017	
"A46023347"	2013	
"A48032981"	2016	
"A37010295"	2009	
"A28070167"	2014	
"A84780055"	2008	
"A73350399"	2009	
"A08438061"	2007	
"A46023347"	2014	
"B46124434"	2013	
"B41067414"	2017	
"B45006277"	2014	
"A23205289"	2010	
"A11903044"	2017	
"A43020643"	2017	
"B07031149"	2014	
"A08573370"	2015	
"A17013913"	2017	
"B84599422"	2010	
"A28732774"	2017	
"A50012822"	2016	
"A29030715"	2010	
"A17006479"	2011	
"A08515116"	2017	
"B62785357"	2008	
"B83481002"	2015	
"B83211318"	2007	
"A08484925"	2007	
"A36002830"	2015	
"A25005331"	2013	
"A38356937"	2017	
"A58816554"	2016	
"A46099776"	2014	
"A03076270"	2013	
"A17035361"	2013	
"A30007231"	2017	
"B28255016"	2012	
"A35004399"	2010	
"B58613076"	2009	
"A20015368"	2012	
"B45555489"	2009	
"B36002970"	2011	
"B20793956"	2008	
"A08183485"	2015	
"A29030848"	2015	
"A35036599"	2010	
"A28040996"	2012	
"B73254898"	2007	
"A36610590"	2012	
"A46055794"	2010	
"B08367948"	2016	
"A40004731"	2009	
"A28749976"	2007	
"B46130647"	2015	
"A08646200"	2010	
"A63047922"	2007	
"B08094237"	2011	
"A08200313"	2016	
"B33920141"	2017	
"A32006835"	2012	
"B31083199"	2009	
"A38666897"	2008	
"A41057209"	2014	
"B17023508"	2014	
"A12014569"	2008	
"B03028099"	2013	
"A30006308"	2016	
"A29955093"	2008	
"A03033164"	2008	
"A42000802"	2007	
"B15015712"	2011	
"A03077898"	2014	
"A48073274"	2007	
"A48094486"	2015	
"A46019204"	2016	
"B82852831"	2007	
"B76013721"	2009	
"F21339106"	2007	
"A08195927"	2016	
"A42000471"	2007	
"B36913960"	2007	
"B31850977"	2009	
"A08204851"	2016	
"B41031980"	2012	
"B74246927"	2010	
"A08779407"	2009	
"A28472256"	2015	
"F95002150"	2011	
"B74246927"	2007	
"A23022783"	2016	
"A11006095"	2008	
"A08633745"	2015	
"A09010661"	2015	
"A03167939"	2012	
"B97705990"	2010	
"B20035424"	2010	
"B32002164"	2016	
"B28569127"	2016	
"A31829203"	2009	
"B91372748"	2016	
"A28638542"	2014	
"A28579191"	2007	
"A46022117"	2015	
"A03010568"	2016	
"B08094237"	2012	
"F21339106"	2017	
"B23219009"	2009	
"A08573370"	2014	
"B46131371"	2014	
"F32001976"	2013	
"B74114182"	2007	
"B26451849"	2008	
"B03076197"	2017	
"B84504455"	2007	
"A10301240"	2008	
"A46019204"	2017	
"B74102872"	2016	
"B83426387"	2017	
"B97751978"	2008	
"B24016693"	2016	
"B74102872"	2009	
"B95388450"	2011	
"A28040996"	2010	
"B97751978"	2011	
"A08699720"	2010	
"B28492841"	2013	
"A03021409"	2014	
"B38071155"	2014	
"B91372748"	2012	
"B84598192"	2007	
"A57277709"	2009	
"A48094486"	2012	
"A48094486"	2017	
"F08203663"	2011	
"B83426387"	2015	
"A28554707"	2013	
"B73456147"	2008	
"B85133544"	2011	
"B73456147"	2007	
"A48032981"	2009	
"F08203663"	2008	
"A18020271"	2012	
"A48077184"	2015	
"B46135471"	2016	
"A09031089"	2017	
"A28586626"	2010	
"A48032981"	2011	
"B73254898"	2009	
"A85270965"	2007	
"B91235622"	2011	
"A08010779"	2010	
"A41010257"	2009	
"A58583766"	2008	
"A63746275"	2007	
"F35006451"	2010	
"A31737455"	2008	
"B84768761"	2010	
"G38004297"	2016	
"B97861843"	2010	
"A28650307"	2010	
"A08221582"	2014	
"V43129667"	2008	
"B97861843"	2011	
"B14518773"	2016	
"B20035424"	2017	
"A28740397"	2014	
"V43129667"	2009	
"A46002184"	2007	
"B82849381"	2007	
"A82854811"	2016	
"A28603611"	2017	
"B46022513"	2015	
"A84534627"	2009	
"A26014035"	2013	
"V43129667"	2016	
"A28539013"	2011	
"A17007014"	2007	
"B92972066"	2007	
"B97861843"	2013	
"A50011717"	2016	
"B97861843"	2014	
"A41461856"	2010	
"A14015101"	2011	
"A31003304"	2008	
"F04030672"	2011	
"A08575672"	2015	
"B28623593"	2011	
"A63736458"	2011	
"V43661891"	2014	
"A11005840"	2010	
"A08698862"	2015	
"A28539013"	2017	
"A28662005"	2009	
"A08260507"	2014	
"A58664764"	2011	
"A20557294"	2017	
"F04030672"	2016	
"A43110337"	2016	
"A37021631"	2017	
"B35044197"	2016	
"B83071928"	2007	
"A28667244"	2015	
"A41392317"	2014	
"A81256661"	2009	
"B33235821"	2017	
"A36008886"	2008	
"B53548384"	2017	
"B43952126"	2010	
"A17007014"	2008	
"A08646200"	2015	
"A28156776"	2012	
"A48077184"	2016	
"A30013627"	2013	
"A30752703"	2007	
"B14518773"	2014	
"V11317633"	2013	
"B38366225"	2007	
"A11010352"	2015	
"B08194276"	2014	
"B46055448"	2012	
"A46089819"	2014	
"A35036599"	2014	
"B64455447"	2013	
"A02436152"	2009	
"A20049078"	2007	
"A45002219"	2016	
"A80845050"	2015	
"A45006939"	2016	
"B43907112"	2017	
"A08572430"	2014	
"B08094237"	2014	
"A37010295"	2017	
"A08120859"	2014	
"A20032678"	2014	
"A41112012"	2010	
"B03037736"	2015	
"A41112012"	2007	
"V57525560"	2007	
"A28118040"	2015	
"A30603757"	2011	
"A41093733"	2016	
"A22005797"	2014	
"F14016729"	2011	
"A41089368"	2012	
"A79049797"	2010	
"B33614033"	2011	
"A28729424"	2014	
"A78389608"	2015	
"V57525560"	2010	
"B64055445"	2009	
"V57525560"	2012	
"B60338290"	2007	
"A29030715"	2012	
"A26021527"	2017	
"A28394633"	2014	
"B92709526"	2011	
"A08646143"	2016	
"A48403927"	2009	
"B63805295"	2011	
"A35753094"	2009	
"A28136711"	2015	
"A30006308"	2010	
"B63805295"	2008	
"A48403927"	2013	
"B73254898"	2008	
"B83156745"	2007	
"A16010225"	2009	
"B57175283"	2009	
"A08507741"	2008	
"B50038033"	2015	
"B83156745"	2016	
"A28487460"	2015	
"B47009840"	2016	
"V57525560"	2014	
"A16008294"	2015	
"B15862667"	2007	
"A08010779"	2013	
"B63677223"	2007	
"V43129667"	2012	
"B46167078"	2010	
"B31007354"	2016	
"A29057833"	2017	
"A33008111"	2017	
"A28124311"	2017	
"A60651783"	2013	
"A45018926"	2012	
"A97398317"	2010	
"A29519220"	2010	
"G07065709"	2007	
"B21259726"	2007	
"B46108403"	2012	
"A41087354"	2016	
"A48071351"	2007	
"V95436002"	2012	
"A97043772"	2007	
"F01131978"	2009	
"A41087354"	2014	
"A48094486"	2009	
"B63458004"	2009	
"B63458004"	2008	
"A48981641"	2007	
"B62785357"	2014	
"A48981641"	2014	
"F01131978"	2012	
"B63220917"	2015	
"B50051705"	2015	
"A12524278"	2014	
"A08375545"	2017	
"A28111342"	2013	
"B84654201"	2016	
"A49004484"	2016	
"B31071178"	2010	
"B28270411"	2009	
"A83932475"	2009	
"B20078598"	2009	
"B92709526"	2007	
"A09031089"	2016	
"F01131978"	2014	
"F35006451"	2012	
"B63218440"	2014	
"V95436002"	2011	
"B46090791"	2007	
"A28368280"	2013	
"A50011717"	2008	
"A03021409"	2016	
"F50011139"	2012	
"A32006504"	2016	
"A48000939"	2009	
"A07033178"	2011	
"A15685373"	2012	
"A37010295"	2015	
"A42000471"	2017	
"A36616746"	2016	
"A04017497"	2007	
"A63047922"	2009	
"A32006835"	2015	
"B36684157"	2016	
"A48031140"	2007	
"B83393223"	2008	
"B63122253"	2011	
"A41050980"	2015	
"F38004289"	2016	
"A03010568"	2012	
"A37018603"	2014	
"A20042933"	2017	
"A08241267"	2010	
"B63122253"	2007	
"B36684157"	2015	
"V57525560"	2009	
"B31798929"	2009	
"A28136711"	2016	
"A35047778"	2009	
"A40006371"	2011	
"B23219009"	2011	
"A46075206"	2015	
"B30010326"	2017	
"A28603041"	2017	
"B63458004"	2010	
"B38366225"	2008	
"A09018862"	2007	
"A46056255"	2017	
"F04005344"	2007	
"A80732142"	2016	
"B12008660"	2016	
"A35019637"	2011	
"A62977186"	2008	
"A47007281"	2017	
"B18547281"	2014	
"A24004426"	2017	
"F04005344"	2009	
"B08258857"	2012	
"A08120859"	2012	
"A08290975"	2007	
"A91291435"	2007	
"A11010469"	2007	
"A08441495"	2016	
"B03039781"	2015	
"A74136060"	2007	
"F04005344"	2012	
"B17023995"	2008	
"F04005344"	2013	
"A28394633"	2015	
"A41061318"	2009	
"A07044530"	2017	
"B03039609"	2015	
"A01010701"	2015	
"B14819643"	2008	
"B28084168"	2011	
"A48059943"	2010	
"B46108403"	2016	
"V04509865"	2014	
"B12291167"	2007	
"B12024873"	2015	
"A46021804"	2011	
"B95422721"	2009	
"A24009086"	2012	
"B74102872"	2010	
"A20049078"	2011	
"A08667925"	2012	
"B28341832"	2010	
"B41067414"	2016	
"A08110249"	2015	
"A15020480"	2010	
"A41057209"	2007	
"B46095402"	2017	
"B39541776"	2009	
"B38022570"	2016	
"A08609281"	2017	
"B38366225"	2009	
"A18024950"	2008	
"B08642324"	2015	
"A28121820"	2017	
"A46078267"	2010	
"A39007729"	2011	
"A41059445"	2011	
"A48059943"	2016	
"B62850094"	2012	
"A70063383"	2010	
"V95436002"	2009	
"A31933088"	2012	
"A32006504"	2013	
"A48032981"	2017	
"A28444388"	2017	
"B81760829"	2017	
"A08689796"	2015	
"B81762684"	2008	
"B96199807"	2009	
"A08426249"	2009	
"A17006479"	2010	
"A28449569"	2008	
"G07065709"	2014	
"A46269155"	2007	
"A08640039"	2017	
"A16010225"	2007	
"A03076270"	2016	
"A30604680"	2015	
"B48714133"	2007	
"B15015712"	2009	
"A48005672"	2016	
"A30038764"	2011	
"A48005672"	2015	
"A08158172"	2007	
"A20005351"	2007	
"A30013627"	2012	
"A28372803"	2014	
"A20049078"	2009	
"B81907776"	2007	
"A17001207"	2008	
"B21376942"	2007	
"A46016374"	2017	
"A48059943"	2012	
"B84822832"	2012	
"A60651783"	2012	
"B08359705"	2017	
"A08575672"	2012	
"A48000939"	2010	
"A28429280"	2017	
"B08013963"	2017	
"G07065709"	2016	
"A07078405"	2008	
"B16010464"	2007	
"B82424276"	2016	
"B08581951"	2016	
"A50011717"	2009	
"A23004369"	2007	
"A46017919"	2012	
"B33876459"	2007	
"A29030715"	2013	
"A46003265"	2009	
"A50055532"	2015	
"A04007811"	2014	
"A31825466"	2010	
"B84598192"	2011	
"A08285157"	2015	
"A22005797"	2008	
"A28295806"	2008	
"B61540118"	2007	
"B95422721"	2008	
"B82175001"	2009	
"G07065709"	2012	
"A48000939"	2008	
"A17018391"	2012	
"B84527704"	2008	
"B28460681"	2010	
"F95073748"	2017	
"A08484925"	2014	
"A08463481"	2009	
"F49006554"	2011	
"A28049153"	2008	
"A15685373"	2007	
"A30013791"	2009	
"A07033178"	2007	
"A08539553"	2007	
"A08649741"	2015	
"B73108755"	2007	
"A38030680"	2017	
"B41021767"	2016	
"F38004289"	2014	
"B84598192"	2009	
"F95073748"	2012	
"B33920141"	2008	
"A47018361"	2016	
"B31777691"	2014	
"A08667925"	2011	
"A28505337"	2014	
"A08241267"	2014	
"B35046630"	2013	
"A47017637"	2008	
"A08033474"	2016	
"A20061131"	2017	
"B62133384"	2016	
"A39000690"	2015	
"A40004210"	2012	
"A46075206"	2017	
"A91369819"	2017	
"A18016709"	2016	
"A08024317"	2013	
"B28692044"	2016	
"A28636025"	2007	
"A11902814"	2016	
"A26001867"	2013	
"B04011938"	2012	
"F95002150"	2016	
"A45562329"	2010	
"A01020809"	2017	
"B28121036"	2009	
"B27321249"	2016	
"B34007211"	2016	
"A08260507"	2015	
"A80482334"	2014	
"A03042504"	2011	
"A18017244"	2016	
"A08515116"	2016	
"B41094459"	2017	
"A47007281"	2011	
"A60474376"	2013	
"A38243986"	2013	
"F12039442"	2016	
"A31825466"	2009	
"A14029011"	2017	
"F95002150"	2009	
"A28352656"	2008	
"A28381234"	2016	
"B83588657"	2011	
"B81365181"	2017	
"A28431161"	2012	
"B20815643"	2009	
"A41010257"	2015	
"A08552622"	2007	
"B63533095"	2014	
"A08242992"	2010	
"B38927463"	2011	
"B28492841"	2012	
"B36002970"	2013	
"B92972066"	2009	
"B76013721"	2008	
"A28662005"	2011	
"A08681637"	2015	
"A28577062"	2007	
"B46051116"	2015	
"A38243986"	2015	
"B62133384"	2013	
"A70063383"	2008	
"A38243986"	2016	
"B30025449"	2017	
"A08681264"	2015	
"A81933772"	2008	
"B84599422"	2008	
"A50029693"	2014	
"B83426387"	2016	
"B50009349"	2012	
"A08426249"	2014	
"A46463311"	2011	
"A30012959"	2017	
"B92709526"	2017	
"A28399186"	2007	
"B97861843"	2015	
"B31631062"	2015	
"B11606647"	2015	
"A41010257"	2011	
"A46002184"	2008	
"B95486213"	2013	
"A45005790"	2017	
"A20073169"	2011	
"B08488645"	2012	
"F41114141"	2010	
"A45006459"	2008	
"B30558290"	2012	
"B03028099"	2015	
"A01005594"	2009	
"B82612904"	2013	
"B92709526"	2008	
"B15043961"	2008	
"B09319021"	2011	
"B30009039"	2008	
"A30013791"	2008	
"A20003026"	2017	
"A45006459"	2012	
"B82819681"	2007	
"A28208825"	2015	
"A31024458"	2008	
"A03010170"	2016	
"A39025838"	2017	
"A28650307"	2015	
"B82841552"	2010	
"B38927463"	2010	
"A03021409"	2013	
"A13001730"	2014	
"A30036214"	2011	
"A28128486"	2007	
"A45006459"	2015	
"A38371159"	2016	
"B41006578"	2009	
"A28404614"	2014	
"B92554765"	2007	
"A08263469"	2015	
"A01010701"	2009	
"A20018610"	2017	
"A46070777"	2007	
"B57362105"	2011	
"A35753094"	2017	
"A08218810"	2015	
"A41010257"	2010	
"B46103131"	2014	
"A12014346"	2016	
"F20025441"	2012	
"A25529074"	2009	
"A12021366"	2012	
"A08802068"	2007	
"A28156776"	2017	
"B82956517"	2007	
"F14016729"	2016	
"B01128552"	2008	
"B30009039"	2013	
"A36226645"	2007	
"B33605031"	2012	
"B82956517"	2009	
"F20025441"	2007	
"A48032981"	2015	
"B92328129"	2016	
"A20054854"	2011	
"A28427581"	2015	
"B26231191"	2010	
"A08409948"	2015	
"A84534627"	2007	
"B14028732"	2014	
"A28650307"	2011	
"B29212644"	2009	
"A08250425"	2012	
"B18694349"	2014	
"A11769502"	2009	
"B08415424"	2007	
"A50055532"	2011	
"B18018176"	2007	
"A38485827"	2011	
"A28011872"	2014	
"A45006459"	2010	
"V43129667"	2007	
"B92328129"	2007	
"A46151973"	2008	
"A31009665"	2016	
"A39013867"	2012	
"A38485827"	2013	
"A28101707"	2014	
"B83045674"	2007	
"F46028072"	2011	
"B84443480"	2010	
"B46074829"	2013	
"A31933088"	2007	
"A29056769"	2010	
"B48045942"	2010	
"A46145728"	2017	
"A17035361"	2012	
"B83741835"	2007	
"B28701340"	2012	
"B83060756"	2007	
"A50029800"	2017	
"A39025838"	2011	
"B33605031"	2014	
"A78521168"	2013	
"A38645214"	2011	
"A38645214"	2012	
"A01016591"	2014	
"A28381564"	2014	
"B74102872"	2007	
"B30331573"	2013	
"A28013407"	2015	
"A03167939"	2007	
"A30603716"	2011	
"A08194284"	2016	
"A28119121"	2016	
"A33014176"	2015	
"A38017679"	2014	
"V95239604"	2007	
"A38762167"	2009	
"A74255282"	2014	
"A85270965"	2014	
"B20035424"	2016	
"A53242152"	2012	
"B35029420"	2017	
"B43907112"	2013	
"A30046379"	2008	
"A63047922"	2008	
"A80632573"	2015	
"B38005377"	2016	
"A20054854"	2016	
"B92963628"	2012	
"B92963628"	2016	
"B46135471"	2015	
"B03028099"	2012	
"B08565988"	2007	
"A35499318"	2011	
"B30025449"	2009	
"F37014560"	2016	
"A41057209"	2012	
"A08242992"	2014	
"B06013841"	2012	
"A08616542"	2011	
"A17007014"	2015	
"A07427081"	2007	
"B83242248"	2007	
"A40004210"	2010	
"A01009075"	2008	
"B83156745"	2008	
"B83257295"	2008	
"A32002107"	2008	
"B45011269"	2017	
"B36606853"	2016	
"A03028321"	2017	
"A11769502"	2008	
"A30604680"	2014	
"A35500800"	2008	
"B82435371"	2008	
"B41591165"	2014	
"A41081886"	2014	
"F95073748"	2013	
"F46024378"	2008	
"A62400718"	2007	
"A01009075"	2012	
"B35029420"	2015	
"A17006479"	2009	
"B85160976"	2014	
"A85280253"	2007	
"A92030402"	2007	
"A31009665"	2015	
"A31000441"	2008	
"A08616542"	2016	
"A46115101"	2014	
"A28148898"	2007	
"A03010568"	2013	
"A28341055"	2013	
"B83325076"	2007	
"B91629634"	2011	
"B84372051"	2015	
"A46031761"	2012	
"B48472500"	2008	
"A14015788"	2007	
"B27009794"	2015	
"A41010257"	2017	
"B92972066"	2013	
"B18252338"	2017	
"B91629634"	2007	
"A84780055"	2013	
"A17039223"	2015	
"A27009737"	2011	
"A35036599"	2012	
"A28013407"	2011	
"A28108793"	2015	
"A08218810"	2016	
"A28934735"	2017	
"B83826230"	2016	
"F95002150"	2010	
"A28465680"	2008	
"B83541912"	2009	
"A08197881"	2013	
"A43016286"	2012	
"A14004691"	2010	
"A40005415"	2008	
"B03077039"	2012	
"B91372748"	2009	
"A08201238"	2010	
"B38828687"	2011	
"B11469491"	2017	
"A46098521"	2017	
"A17018391"	2011	
"F49006554"	2015	
"B11606647"	2016	
"B60338290"	2010	
"B12008660"	2009	
"A46098521"	2016	
"A58816554"	2017	
"A13010046"	2015	
"A83150060"	2007	
"A12524278"	2007	
"A31406945"	2015	
"A97789861"	2007	
"A48080147"	2013	
"B28028348"	2014	
"A45018926"	2007	
"B61967774"	2008	
"B27321249"	2010	
"A33604406"	2008	
"B64455447"	2008	
"C08164253"	2007	
"A73350399"	2012	
"A45018926"	2014	
"A08552622"	2009	
"A28101707"	2015	
"A28603611"	2009	
"B91235622"	2009	
"B83495101"	2015	
"A46031761"	2011	
"B84348622"	2011	
"B83603746"	2007	
"B83541912"	2007	
"B83541912"	2008	
"B31071178"	2016	
"A39000187"	2014	
"V43129667"	2010	
"A08148991"	2017	
"A45006459"	2009	
"B31798929"	2008	
"A08484925"	2015	
"A28143782"	2007	
"B28460681"	2008	
"B28255016"	2009	
"B08304610"	2015	
"A08257925"	2016	
"A45063039"	2017	
"A38013272"	2007	
"B30009039"	2014	
"B83588657"	2010	
"A63746275"	2010	
"A02005122"	2015	
"A46086708"	2007	
"A28554624"	2015	
"A45015872"	2010	
"A46084984"	2010	
"B43907112"	2014	
"F38004289"	2008	
"V11317633"	2012	
"A08616542"	2017	
"A85270965"	2009	
"B31067697"	2007	
"A31829203"	2007	
"A45445210"	2016	
"B08375677"	2015	
"B83603746"	2012	
"A46081881"	2015	
"A36002830"	2016	
"B08599003"	2014	
"B08275026"	2017	
"A35040831"	2009	
"A08509937"	2016	
"F01131978"	2010	
"A08257925"	2017	
"A14580385"	2009	
"A47007281"	2015	
"A08481632"	2015	
"A91291435"	2013	
"A48040232"	2011	
"A46078556"	2015	
"B08304610"	2014	
"A32006835"	2011	
"A45562329"	2011	
"B50027846"	2017	
"F38008579"	2016	
"F04005344"	2010	
"A30036214"	2016	
"B46074829"	2014	
"B85692374"	2010	
"B15015712"	2010	
"B63533095"	2009	
"B83654426"	2009	
"B26451849"	2014	
"A28250439"	2016	
"A46031761"	2013	
"A28145720"	2016	
"A50029800"	2016	
"A08075293"	2015	
"A08617128"	2017	
"B85692374"	2007	
"B84822832"	2013	
"A36002285"	2007	
"A07013907"	2014	
"A48403927"	2012	
"A28603041"	2016	
"B45555489"	2008	
"A28651222"	2017	
"A46031845"	2017	
"A14004691"	2009	
"B46441275"	2007	
"B26451849"	2007	
"A39005095"	2008	
"V11317633"	2009	
"B31881055"	2017	
"A84911825"	2007	
"A35047778"	2010	
"A08552812"	2015	
"A46075206"	2013	
"A08466187"	2017	
"B28340388"	2015	
"B85010643"	2009	
"A35098482"	2017	
"A08303869"	2008	
"A43621416"	2007	
"A28128486"	2009	
"A08657546"	2016	
"A46072203"	2010	
"B84527704"	2012	
"B28120012"	2013	
"B36639060"	2016	
"B13008669"	2016	
"B02419273"	2008	
"A35047778"	2011	
"A46002184"	2014	
"B85225282"	2015	
"B62785357"	2015	
"F38004289"	2013	
"F95002150"	2014	
"A41042904"	2015	
"F50011139"	2008	
"B31049273"	2016	
"B50938489"	2008	
"A08202582"	2014	
"B62725320"	2007	
"A28530699"	2015	
"A35026590"	2017	
"A41080144"	2017	
"B83782169"	2014	
"A08646143"	2013	
"A01167204"	2010	
"A08533119"	2015	
"A28647758"	2015	
"A57346926"	2009	
"A08345233"	2016	
"A84534874"	2011	
"A28225241"	2007	
"A85426971"	2012	
"B63533095"	2008	
"A27009737"	2008	
"A18017244"	2014	
"A14009823"	2007	
"A08401184"	2015	
"V43661891"	2007	
"C08164253"	2008	
"B83814251"	2017	
"B83680322"	2007	
"B48066419"	2008	
"A14023139"	2013	
"B31071178"	2011	
"B85160976"	2012	
"B30016612"	2013	
"B60085867"	2009	
"A39007729"	2012	
"A63736458"	2008	
