nif	year	coste_mercaderias
"A36011385"	2009	37268.66
"A28313351"	2016	37283.87
"B96246350"	2015	37306.03
"B08265183"	2012	37307
"A08572729"	2015	37328.51
"B08642324"	2011	37329.15
"A28636025"	2013	37330.36
"A48057467"	2010	37341.45
"A08503005"	2009	37344
"A08203887"	2014	37377.8
"A08136806"	2009	37378
"A46139937"	2013	37385.47
"A46066791"	2013	37403
"A14000533"	2015	37410.28
"A30017438"	2017	37416.13
"A36602381"	2009	37453.67
"A28636025"	2017	37477.24
"A31007743"	2008	37477.26
"A20574380"	2009	37496.98
"A30023238"	2016	37553.27
"B11415387"	2017	37555.54
"A08105256"	2014	37560.46
"A20574380"	2016	37562.22
"A28125920"	2008	37569
"A31003304"	2010	37603.54
"A46045936"	2007	37643.19
"A08737249"	2014	37650.93
"A08401184"	2013	37673.36
"A02003754"	2014	37674.31
"A08503005"	2012	37677
"A30017438"	2013	37678.58
"A08106031"	2015	37684
"A30041719"	2013	37702.54
"A08026635"	2007	37709.7
"A23019342"	2012	37737.79
"F25002338"	2015	37745.52
"A21391917"	2014	37749.64
"A17034844"	2010	37750.36
"A08110249"	2017	37764.15
"A28683068"	2008	37794.62
"A01376888"	2012	37795.13
"B28084168"	2010	37796.9
"B58807645"	2015	37797.37
"B11415387"	2015	37819.93
"A33117995"	2016	37820.07
"B35329077"	2007	37822.18
"A36011385"	2010	37867.16
"A47010095"	2012	37868
"A08199168"	2016	37881.93
"B50031749"	2014	37883.04
"A07052244"	2011	37889.85
"B48841282"	2017	37890.76
"B60653466"	2009	37897.18
"A13002134"	2017	37904.48
"A28025435"	2010	37914.41
"A29008174"	2012	37926.62
"A28668127"	2010	37935.86
"A08182206"	2012	37936.95
"A46111654"	2009	37944.85
"A48020200"	2010	37951.74
"A38232526"	2015	37954.18
"A08503005"	2010	37964
"A08606378"	2012	37972.24
"B84348622"	2016	37973.78
"A07013055"	2012	37979.57
"A03047628"	2013	37981.2
"A28033702"	2016	37984
"A28030062"	2008	37989.66
"A58349929"	2012	38003.19
"A28117026"	2017	38029.29
"A19122209"	2009	38035
"A48025845"	2008	38040.93
"B28240075"	2014	38059.34
"A08021768"	2010	38060.77
"A40163909"	2015	38078
"B28249431"	2017	38107.56
"B38017554"	2015	38120.62
"A48020200"	2011	38124.14
"A30017438"	2011	38134.71
"A82275306"	2008	38136.59
"A08198392"	2014	38136.71
"A81408817"	2011	38152.03
"B28557064"	2011	38186.34
"A14018634"	2013	38203.2
"A41053927"	2015	38210
"A28117026"	2016	38213.56
"A46111654"	2015	38213.7
"A28407484"	2013	38228.51
"B37012069"	2009	38238.1
"A01007442"	2015	38252.18
"A31071913"	2008	38264.72
"B84227461"	2015	38279
"A32006413"	2013	38281.46
"A13002134"	2016	38293.84
"A16010126"	2011	38296.67
"B07039514"	2017	38320.97
"B38017554"	2009	38322.14
"A30603716"	2014	38329.89
"A46104485"	2013	38332.25
"A31071913"	2009	38336.01
"A80200868"	2007	38338.48
"A16008294"	2012	38356.88
"A58816554"	2017	38373.46
"A08612061"	2017	38376.73
"A30017438"	2007	38388.77
"A14009823"	2017	38418.63
"A25020629"	2013	38430.21
"B58613076"	2011	38434.44
"A07013055"	2015	38436.93
"B46140885"	2012	38463.5
"A28117398"	2010	38482.85
"A08116147"	2016	38494
"A28617801"	2016	38514.4
"A30041719"	2017	38521.34
"A60853413"	2010	38539.34
"A28111342"	2017	38555
"B31083199"	2015	38561.85
"A08291924"	2013	38563.98
"A29008174"	2008	38564.5
"A28571750"	2012	38573.99
"A78521168"	2013	38599.59
"A14025902"	2007	38607.33
"B28240075"	2013	38613.3
"A33018425"	2013	38674.39
"A08061731"	2011	38675.37
"B17017237"	2016	38699.71
"A22013072"	2011	38700
"B08265183"	2014	38701
"A28190973"	2010	38702.77
"B79232096"	2015	38706
"A06003800"	2016	38709.66
"A08012270"	2008	38723
"A36014595"	2014	38765.96
"A22271209"	2016	38785.79
"A47022058"	2007	38839.79
"A32002644"	2016	38842.92
"A28617801"	2009	38852.79
"A41053927"	2009	38861.24
"B38017554"	2014	38873.04
"B41072471"	2013	38873.32
"A14000533"	2011	38877.62
"A21391917"	2013	38878.51
"A03033164"	2017	38889.55
"A12015673"	2008	38901.82
"A15590904"	2016	38903
"A28636025"	2014	38923.83
"A62332580"	2012	38929.14
"A38024907"	2012	38930
"A36017598"	2013	38934.1
"B58222548"	2014	38939.35
"B01376615"	2014	38942.77
"A02013985"	2007	38954.98
"B17023995"	2010	38968.57
"A46066791"	2015	38984
"A29008174"	2009	38984.05
"A04006417"	2014	38992.11
"A25020629"	2014	39028.01
"A08031544"	2013	39030.38
"A08106031"	2014	39075
"B61729737"	2017	39090.45
"A46134250"	2012	39091.05
"A08276438"	2010	39099.05
"B48841282"	2012	39146.34
"B46020541"	2014	39158.59
"A50043298"	2011	39181.7
"A17013269"	2007	39191.44
"A08644932"	2014	39199.04
"A17013269"	2009	39212.72
"A30017438"	2016	39220.12
"B17017237"	2015	39239.65
"A80245129"	2010	39251.3
"A14025902"	2008	39265.77
"A08154650"	2007	39275.65
"B28354355"	2013	39288.79
"A30035521"	2008	39309.47
"A28117398"	2011	39310.64
"A30032619"	2008	39328.89
"A14009823"	2016	39329.17
"A28306868"	2011	39340.79
"A58349929"	2016	39356.66
"B08194359"	2010	39366
"B84348622"	2014	39378.23
"A03047628"	2011	39381.96
"A08116147"	2014	39387
"A20574380"	2007	39403.38
"A28313351"	2011	39475.14
"A02013985"	2009	39478.05
"A28399434"	2013	39481.85
"A81496382"	2014	39521.1
"A30017438"	2015	39525.75
"A08106031"	2009	39532
"A08106031"	2016	39536
"A28451649"	2011	39547.17
"A28306868"	2008	39551.84
"B60653466"	2012	39573.01
"A02013985"	2011	39578.8
"A07068430"	2012	39599.76
"A08384638"	2010	39607.57
"A08061731"	2012	39621.21
"B28249431"	2015	39629.62
"A30017438"	2009	39639.32
"A08257214"	2013	39683.09
"A28313351"	2017	39685.21
"A20574380"	2017	39697
"A08116147"	2011	39715
"B36684157"	2014	39719.53
"A30017438"	2014	39722.65
"B59162701"	2017	39746.14
"B38017554"	2010	39750.38
"A35091057"	2013	39771.52
"A78521168"	2017	39803.27
"B48472500"	2017	39810.61
"A33117995"	2017	39859.36
"A23008857"	2014	39874.87
"A28117398"	2015	39889.54
"A23008857"	2011	39920.61
"A46066791"	2016	39921
"B79232096"	2014	39927.22
"A07068430"	2010	39932.89
"B80470628"	2012	39956.63
"B30033666"	2007	39958.1
"A33013202"	2015	39979.76
"A41053927"	2008	39980.49
"A16008294"	2013	40002.1
"A17010018"	2011	40026.91
"A81496382"	2017	40035.81
"B61428611"	2008	40037.86
"A08291924"	2012	40039.64
"A43110337"	2007	40049.54
"A28491637"	2017	40059.17
"B28354355"	2014	40060.09
"A08061731"	2010	40063.84
"A11012572"	2011	40077.72
"A08132656"	2013	40080.91
"A82405788"	2011	40082.01
"A08116147"	2009	40114
"V30405880"	2014	40123.34
"A28306868"	2015	40147.46
"A53559530"	2014	40165.79
"A32006413"	2014	40179.56
"A29008174"	2017	40183.81
"A20574372"	2016	40220.18
"A26010413"	2013	40222.86
"A31038839"	2015	40224.6
"A41069352"	2009	40227.56
"A41031303"	2015	40242
"A80316672"	2010	40244
"A29005782"	2010	40252.24
"A08489007"	2014	40262.46
"B62725320"	2015	40263.98
"A11682507"	2013	40282.28
"B07039514"	2016	40309.84
"A46139937"	2016	40313.14
"A46269155"	2007	40318.18
"B36620193"	2012	40334.04
"B64055445"	2017	40343
"A22271209"	2017	40347.74
"A29051067"	2011	40349.04
"A13002134"	2012	40350.48
"A48057467"	2011	40361.66
"A20031076"	2014	40387
"A08199168"	2010	40392.36
"B30033666"	2008	40393.45
"A28306868"	2012	40402.79
"B17017237"	2017	40415.6
"A28510246"	2010	40424.22
"B08642324"	2012	40441.15
"A28617801"	2011	40477.92
"A08291924"	2014	40518.29
"A50017334"	2015	40547.91
"B73456147"	2014	40566.43
"A28842003"	2014	40585.38
"A08116147"	2010	40586
"A14018634"	2014	40596.01
"A50018837"	2008	40628.97
"B50475839"	2013	40651.15
"B35042092"	2011	40653
"B73070914"	2013	40669.16
"A58816554"	2013	40673.58
"A58349929"	2013	40722.49
"A08012270"	2009	40734
"A58346305"	2013	40736.33
"A28456820"	2016	40741.99
"A17034844"	2013	40743.55
"A20029104"	2012	40760.51
"A08132656"	2014	40788.02
"A08078719"	2010	40865.68
"B46071080"	2012	40880.96
"A25529074"	2014	40891.98
"A35091057"	2014	40906.11
"A28117398"	2013	40914.14
"A31069321"	2013	40922.37
"A07068430"	2008	40945.92
"A04006417"	2009	40950.92
"A43035542"	2013	40978.23
"A08291924"	2016	40992.72
"A30032619"	2007	40996.9
"A43055565"	2015	40999.43
"A80316672"	2007	41010
"A30005920"	2014	41011.34
"A12029039"	2013	41018.04
"B08284002"	2015	41022.79
"B46132387"	2015	41059.51
"A28220606"	2011	41076
"A17055153"	2011	41081.16
"B58222548"	2013	41084.67
"A33608563"	2017	41090.68
"A43055565"	2011	41090.91
"B28084168"	2009	41095
"B59162701"	2007	41098.94
"A46134250"	2011	41103.81
"A08026635"	2016	41120.58
"A60853413"	2012	41129.75
"A28283794"	2007	41130
"A50043298"	2010	41137.95
"B08156127"	2017	41138.6
"A58349929"	2015	41139.32
"A28306868"	2007	41144.27
"A11682507"	2014	41164.52
"A02013985"	2008	41165.51
"A46139937"	2017	41168.97
"A08373102"	2010	41179.24
"B28555001"	2015	41183.96
"A43019868"	2012	41187.45
"A41037672"	2013	41189.63
"A35040831"	2009	41215.32
"A28025435"	2011	41221.67
"A08274805"	2007	41295.62
"A07068430"	2009	41308.36
"A78020732"	2008	41343.51
"A03033164"	2015	41345.64
"A48020200"	2012	41353.89
"A28270452"	2014	41370.37
"B61428611"	2009	41423.99
"A04006417"	2015	41474.16
"A08503005"	2008	41483
"A32002644"	2015	41503.57
"A80200868"	2008	41511.36
"A31071913"	2012	41550.59
"B83616920"	2010	41552
"V30405880"	2009	41555.81
"A23010705"	2008	41576.08
"A36226645"	2015	41605.5
"A08612061"	2014	41634.47
"A17034844"	2012	41634.73
"A08401184"	2012	41648.18
"A81496382"	2015	41651.64
"A08439291"	2007	41669.29
"A08274987"	2017	41684.21
"B96990015"	2011	41695.6
"A30032619"	2011	41697.83
"A30041719"	2012	41709.93
"B37012069"	2010	41713.62
"A20038915"	2008	41742.75
"B83045674"	2014	41744.92
"A28715316"	2013	41746.53
"B12007456"	2013	41755.72
"A58346305"	2015	41762.73
"A58349929"	2017	41773.63
"B45006616"	2013	41781.69
"B38017554"	2011	41875.04
"A04006417"	2010	41881.62
"A81824047"	2011	41886.71
"A17010018"	2014	41891.51
"A38232526"	2009	41894.2
"A43055565"	2012	41898.48
"A01012103"	2014	41900.51
"A81408817"	2012	41956.16
"A28117398"	2014	41978.4
"A08012270"	2010	41979.1
"A46134250"	2010	42026.03
"A46111654"	2010	42040.21
"B60653466"	2017	42051.96
"A28117398"	2009	42064.87
"A41053927"	2010	42082.02
"A15032196"	2017	42124.93
"A50018837"	2015	42128.02
"B38017554"	2013	42129.91
"B28240075"	2015	42169.55
"A78020732"	2009	42171.97
"A47010095"	2015	42174.11
"A36017598"	2014	42186.64
"A28270452"	2009	42226.46
"B59162701"	2016	42282.66
"A08276438"	2011	42286.23
"A08358442"	2008	42286.47
"A08431090"	2009	42287
"B30009039"	2017	42288.66
"A14025902"	2010	42330.11
"A17010018"	2012	42330.35
"A41069352"	2007	42337
"A07068430"	2011	42339.4
"B17228081"	2012	42382.23
"A28117398"	2012	42385.18
"A14000533"	2012	42396.84
"A48057467"	2012	42400.27
"B96990015"	2017	42408.29
"A08131153"	2009	42433
"A08612061"	2015	42482.05
"A50018837"	2017	42513.41
"A28581247"	2009	42569.83
"B50475839"	2014	42572.34
"A08116147"	2012	42594
"B28569127"	2012	42611.8
"A08116147"	2015	42635
"B28569127"	2011	42665.82
"A17013269"	2010	42668.69
"A08612061"	2016	42678.77
"B19001551"	2008	42708.29
"A06017040"	2007	42753.83
"A58816554"	2015	42757.7
"B30033666"	2009	42758.3
"A30017438"	2008	42760.4
"A28025435"	2012	42761.95
"A97789861"	2016	42769
"A28700383"	2013	42772.32
"A17010018"	2013	42778.47
"A30009146"	2007	42780.9
"B28084168"	2007	42790.55
"A36614691"	2014	42807.07
"B36620193"	2011	42835.22
"A28146579"	2013	42839.97
"A08606378"	2013	42893.1
"B11009917"	2017	42894.44
"A08513178"	2017	42898.4
"A28126274"	2008	42898.96
"A46045936"	2008	42929.95
"B73456147"	2016	42932.98
"A07013907"	2009	42955
"A28306868"	2013	42959.03
"A16008294"	2014	42983.24
"A28715316"	2014	42983.82
"B38017554"	2012	42989.42
"B36620193"	2014	43030.65
"A58349929"	2014	43063.82
"A28117398"	2008	43076.05
"B82612904"	2008	43089.88
"A28283794"	2008	43100
"A28695021"	2014	43104.98
"B60653466"	2015	43105.15
"A08358442"	2007	43113.23
"A46104485"	2016	43127.47
"B84227461"	2016	43128
"A58346305"	2012	43146.37
"B12008553"	2014	43174.1
"A28270452"	2008	43182.28
"A08116147"	2013	43194
"A46092094"	2016	43202.72
"A17034844"	2011	43241.9
"B37012069"	2011	43247.43
"A33018425"	2009	43253.39
"A08484107"	2016	43254.35
"B28091486"	2010	43255.84
"A08384638"	2013	43259.84
"A26023606"	2013	43279.61
"A01012103"	2015	43285.08
"A46269155"	2008	43305.2
"A36017598"	2017	43325.86
"A36017598"	2016	43342.32
"A08644932"	2017	43410.73
"A43110337"	2008	43442.34
"B99029365"	2015	43443
"A28053080"	2014	43463.55
"A46043154"	2015	43469.68
"A28451649"	2010	43477.57
"A47002878"	2012	43487
"A30017438"	2010	43494.24
"A20574372"	2013	43502.28
"A16010126"	2012	43504.82
"B30558290"	2016	43507.57
"A22008106"	2015	43519.72
"A20574380"	2014	43558.3
"A78020732"	2010	43590.93
"A08012270"	2011	43596.75
"B35042092"	2010	43597
"A47010095"	2016	43604.66
"A14009823"	2014	43628.41
"A20574372"	2015	43630.45
"A30035521"	2009	43631.95
"A41461856"	2007	43654.32
"A14000533"	2013	43663.94
"B11009917"	2007	43700
"A46336152"	2015	43733.53
"A28581247"	2016	43760.22
"A28313351"	2012	43770.93
"A80316672"	2009	43775
"A45002219"	2013	43786.04
"A04202008"	2009	43819.28
"B84348622"	2015	43823.18
"A14009823"	2015	43831.22
"A14009823"	2013	43844.36
"B11009917"	2009	43861.66
"A50032002"	2017	43874.18
"A19122209"	2010	43880
"A16008294"	2015	43895.99
"A03040854"	2009	43920.29
"A28581247"	2017	43937.27
"A08131153"	2008	43966.78
"B36880003"	2015	43974.84
"B46140885"	2014	43984.38
"B35042092"	2016	43986
"A47022058"	2008	44014.6
"A48025845"	2011	44022.75
"A20574372"	2017	44024.63
"A50043298"	2017	44053.92
"A46104485"	2017	44067.41
"B46012324"	2016	44077.36
"A43055565"	2013	44077.78
"A17010018"	2015	44099.4
"A46066791"	2014	44105
"A43004472"	2007	44113.34
"A12029039"	2014	44163.6
"A43055565"	2014	44185.34
"B28102556"	2010	44199.08
"A08384190"	2014	44202.03
"A16008294"	2016	44204.24
"A36006021"	2014	44208.26
"A17013269"	2011	44225.46
"A38232526"	2010	44233.41
"B28419703"	2011	44234.13
"V30405880"	2013	44244.68
"A46066791"	2017	44245
"A28581247"	2015	44247.07
"B59162701"	2009	44253.46
"B07039514"	2015	44281.18
"B10005932"	2014	44281.64
"A39000187"	2017	44308.36
"A36017598"	2015	44320.51
"B99029365"	2014	44328.84
"A58816554"	2014	44360.2
"B11009917"	2008	44382.98
"A29008174"	2010	44392.43
"A29008174"	2013	44460.33
"A43019868"	2013	44460.34
"A22001721"	2015	44470.64
"A17013269"	2008	44474.26
"A07068430"	2015	44481.67
"A43035542"	2014	44523.61
"B46020541"	2015	44524.93
"A38024907"	2013	44532.15
"A28270452"	2010	44545
"A14009823"	2012	44548.65
"B28249431"	2013	44575.95
"A46134250"	2013	44588.41
"V30405880"	2011	44630.26
"A50043298"	2016	44682.05
"A28039469"	2017	44683.79
"A15590904"	2017	44684
"B08156127"	2009	44693.67
"A50017334"	2007	44738.46
"B11009917"	2012	44761.02
"A28518090"	2009	44764.67
"A02003754"	2013	44779.02
"A20574380"	2012	44784.45
"A31071913"	2013	44837.46
"A08291924"	2017	44852.58
"B12008553"	2013	44881.11
"V30405880"	2012	44883.98
"A58346305"	2014	44885.99
"A16008294"	2017	44891
"A30035521"	2010	44901.03
"B08642324"	2013	44901.29
"A36011385"	2012	44930.29
"A08199168"	2012	44934.73
"A02013985"	2015	44945.06
"B73456147"	2017	44956.84
"B29006574"	2009	44971.77
"A03040854"	2010	44996.34
"A28695856"	2013	45010.23
"B59162701"	2015	45023.46
"A28117398"	2007	45033.97
"B84227461"	2017	45034
"A08439291"	2016	45049.64
"A08014813"	2008	45071.53
"A14025902"	2015	45096.43
"A29005782"	2011	45100.32
"B46140885"	2011	45108.89
"B63805295"	2016	45144
"A08154650"	2009	45182.21
"A20038915"	2012	45188.57
"B11009917"	2010	45189.71
"B46012324"	2014	45192.93
"B46140885"	2015	45212.47
"A41069352"	2008	45236.61
"A28510246"	2011	45245.34
"A46045936"	2009	45319.26
"A08199168"	2011	45338.67
"A08276438"	2015	45345.6
"B83045674"	2016	45355
"A15007750"	2007	45429.65
"B41072471"	2014	45432.83
"B08156127"	2010	45439.9
"A28700383"	2016	45473.54
"B28249431"	2014	45485.32
"B48472500"	2011	45495.2
"A08363400"	2015	45504.2
"A15018146"	2017	45511.9
"A20574372"	2014	45522.3
"B11009917"	2016	45530.49
"A03032653"	2010	45534.7
"A46269155"	2009	45542.65
"A08384638"	2011	45545.07
"A35004571"	2007	45553.59
"A31072325"	2014	45566.88
"A17202375"	2015	45573.43
"B58613076"	2012	45593.05
"B48714133"	2008	45595.14
"A30418255"	2017	45618.05
"A20574380"	2013	45636.77
"A12021556"	2017	45638.03
"A38023925"	2017	45643.61
"A28117026"	2012	45657.51
"A80316672"	2008	45688
"A46068862"	2007	45691.79
"A15010564"	2007	45702.12
"A28487007"	2013	45710.05
"A43110337"	2010	45716.58
"A50017334"	2011	45733.54
"B59162701"	2008	45746.26
"B47506811"	2014	45752.11
"A08131153"	2016	45758
"A31038839"	2013	45764.46
"B35042092"	2017	45773
"B97751978"	2017	45787.75
"A08131153"	2007	45827.43
"A43110337"	2009	45838.85
"B36007904"	2016	45874.3
"A36614691"	2013	45876.13
"A28085686"	2009	45894.33
"A28581247"	2011	45894.36
"A08110249"	2007	45911.68
"A50017334"	2010	45912.91
"A28270452"	2013	45919.88
"B04348579"	2009	45943.75
"A28700383"	2015	45946.82
"A08484107"	2017	45960.65
"A59990580"	2013	45969.82
"A03032653"	2012	45996.51
"F43393065"	2013	46017.19
"A81408817"	2013	46019.39
"B12007456"	2014	46021.62
"B11009917"	2011	46039.7
"A30023238"	2014	46057.42
"A33117995"	2015	46063.78
"A26023606"	2015	46086.52
"A28581247"	2010	46091.49
"A08397002"	2010	46105
"A28313351"	2015	46112.13
"B59162701"	2011	46112.98
"F06139109"	2008	46113.38
"A15590904"	2015	46114
"B62916077"	2015	46115
"B59162701"	2012	46175.77
"B83782169"	2017	46189.99
"A08005688"	2012	46248.48
"A08061731"	2013	46285.7
"A31003304"	2007	46321.59
"B11009917"	2013	46327.83
"A48037592"	2011	46366
"A08414906"	2017	46378.92
"B08156127"	2012	46409.14
"A14009823"	2010	46426.12
"A14009823"	2011	46488.05
"A28125920"	2011	46495
"A48057467"	2013	46507.75
"A41008640"	2016	46514
"A80316672"	2011	46528
"B28028348"	2009	46528.02
"B17228081"	2011	46534.38
"A03040854"	2011	46556.39
"A20574372"	2012	46587.05
"A28518090"	2008	46598.03
"A14025902"	2013	46610.96
"A08198392"	2015	46628.5
"A17013269"	2012	46633.11
"A48037592"	2008	46637
"B19001551"	2007	46665.83
"B80470628"	2011	46693.37
"A02013985"	2012	46768.57
"B28240075"	2017	46775.49
"A16010126"	2015	46786.79
"A03033164"	2016	46802.58
"A08061731"	2014	46810.16
"A30035521"	2011	46814.7
"B35042092"	2015	46817
"A08503005"	2007	46824
"A28581247"	2012	46827.11
"A60853413"	2013	46860.18
"A30032619"	2010	46879.69
"F37014560"	2013	46904
"A59990580"	2015	46914.9
"B28569127"	2014	46925.05
"B96990015"	2015	46963.88
"A28580520"	2015	46996.85
"A28399434"	2014	47003.07
"B36007904"	2007	47010.58
"A28313351"	2013	47011.18
"A03032653"	2011	47012.32
"A08606378"	2014	47036.64
"A08513178"	2014	47041.11
"B08156127"	2011	47052.02
"B08642324"	2014	47061.71
"A08276438"	2012	47063.54
"B73456147"	2015	47069.56
"A15018146"	2010	47092.63
"A14009823"	2009	47093.98
"A28581247"	2014	47105.96
"A78428596"	2012	47108.4
"A81824047"	2015	47111.59
"A08182206"	2013	47126.34
"A28273043"	2013	47133.46
"A60531688"	2008	47134
"A14025902"	2014	47139.17
"A16010126"	2013	47154.46
"A08224107"	2011	47169.95
"A46111654"	2011	47178.89
"A47002878"	2010	47197
"A41031303"	2017	47199
"A26010413"	2014	47203.38
"A14009823"	2008	47204.25
"A34169144"	2015	47221
"A08110249"	2010	47245.66
"B63805295"	2017	47289
"A28491637"	2016	47312.2
"A08031544"	2014	47317.45
"B06320410"	2015	47329.15
"A03681186"	2014	47347.63
"A43110337"	2011	47352.56
"A28749976"	2009	47352.93
"A59990580"	2014	47374.39
"A08012270"	2012	47392.59
"A28571750"	2013	47394.77
"B08265183"	2013	47426
"A08518979"	2007	47434
"A41053927"	2011	47439.15
"A28581247"	2013	47443.59
"A46269155"	2015	47490.02
"A08439291"	2008	47499.02
"B08988149"	2017	47502.58
"A08224081"	2015	47529.68
"A60853413"	2011	47541.65
"A28518090"	2010	47606.83
"B64055445"	2014	47620
"A36226645"	2016	47621.16
"A43004472"	2008	47631.53
"A08257214"	2014	47642.64
"B83782169"	2015	47666.72
"A07013055"	2013	47778.2
"B11009917"	2014	47792.14
"A08503005"	2015	47805
"A28449569"	2015	47835.13
"B59162701"	2013	47849.49
"A15007750"	2008	47854.67
"A08154650"	2008	47860.34
"A28126274"	2009	47869.69
"A14009823"	2007	47890.79
"A12011946"	2017	47907.8
"A08414906"	2016	47936.02
"B22004113"	2011	47954.12
"A12015673"	2012	47961.36
"B82612904"	2017	48015.98
"A29005782"	2015	48024.73
"A22013072"	2014	48046.9
"A08026635"	2008	48060.16
"A01010164"	2007	48110.2
"F06139109"	2013	48112.52
"B59162701"	2014	48143.74
"A28283794"	2009	48164.57
"B99029365"	2016	48190
"A28145498"	2011	48238.14
"A08154650"	2010	48250.94
"B46166013"	2017	48277.99
"A08110249"	2011	48283.42
"A08414906"	2015	48284.11
"A31038839"	2014	48312.28
"B46020541"	2017	48327.79
"B08156127"	2014	48377.57
"A36011385"	2011	48385.04
"B83045674"	2015	48402
"A50017334"	2013	48461.45
"B08988149"	2015	48481.47
"B17023995"	2011	48515.37
"B28623593"	2014	48588.07
"A28190973"	2011	48593.13
"A08078719"	2011	48629.98
"A08110249"	2009	48634.2
"A08906208"	2012	48644.41
"A36614691"	2012	48670.34
"A01010164"	2008	48697.8
"A17055153"	2010	48836.2
"B08407322"	2012	48845.37
"A23010705"	2011	48873.04
"A41069352"	2011	48879.03
"A28145498"	2012	48889.54
"B46020541"	2016	48899.89
"A08005688"	2013	48900.31
"A28220606"	2015	48948
"A29008174"	2011	48963.65
"F37014560"	2014	48978
"F04030672"	2007	48994.89
"B08988149"	2016	49011.18
"B59162701"	2010	49043.29
"A17013269"	2016	49043.5
"A46023255"	2007	49049.64
"B08156127"	2013	49065.81
"A08026197"	2016	49072
"A41053927"	2012	49087.99
"A31071913"	2014	49102.16
"A14000533"	2014	49108.24
"A38024907"	2014	49159.75
"A43004472"	2009	49161.28
"B73070914"	2014	49180.62
"A08131153"	2010	49215
"B62725320"	2016	49239.68
"A60531688"	2007	49251.43
"F50561091"	2008	49293.95
"A07013055"	2014	49310.72
"A08274805"	2008	49311.44
"A81408817"	2014	49311.57
"A80200868"	2009	49326.61
"A28190973"	2012	49334.57
"A29051067"	2012	49354.02
"F10027423"	2011	49371.89
"A48037592"	2012	49477
"B46132387"	2016	49490.11
"A60531688"	2013	49508
"A08384190"	2015	49510.67
"A28449569"	2014	49542.34
"A36011385"	2013	49615.55
"A60531688"	2012	49649
"A47002878"	2013	49669
"A28407484"	2017	49683.32
"A08110249"	2008	49686.02
"V30558738"	2015	49702.32
"A08363400"	2017	49708.21
"A33608563"	2016	49710.46
"A08026197"	2007	49721.89
"A14025902"	2012	49731.41
"A08606378"	2016	49802.02
"A33117995"	2013	49812.02
"A36226645"	2007	49818.2
"B36007904"	2008	49863.99
"B28084168"	2008	49888
"B46140885"	2017	49941.24
"A46269155"	2010	49965.24
"A46092094"	2011	49983.96
"A06017941"	2007	49989.88
"B32362410"	2015	50032.76
"A19122209"	2008	50048
"A28306868"	2014	50060.34
"A01010164"	2009	50092.39
"A06017941"	2008	50123.78
"B17228081"	2013	50148.98
"A28033702"	2013	50153
"A81824047"	2012	50163.1
"B48841282"	2013	50179.16
"A06008361"	2017	50196.43
"A28362127"	2008	50205.63
"A08026635"	2017	50216.6
"A14025902"	2011	50257.04
"A08016255"	2017	50258
"A96945530"	2009	50273.11
"A03032653"	2015	50301.69
"B48714133"	2007	50310.64
"B80146517"	2014	50382
"B62916077"	2017	50391
"A08012270"	2017	50400.58
"A06008361"	2016	50412.77
"B32362410"	2016	50448.94
"A33018425"	2012	50451.12
"A08199168"	2013	50534.05
"A28407484"	2016	50541
"A38024345"	2014	50548.81
"A08606378"	2017	50615.71
"A36226645"	2014	50632.52
"B60024353"	2011	50668.59
"F06139109"	2009	50673.14
"A50005156"	2010	50715.9
"A46068862"	2017	50718.46
"A28200384"	2007	50732.65
"F50561091"	2009	50762.86
"A46068862"	2008	50820.9
"V30558738"	2014	50845.66
"A38024345"	2012	50854.02
"A38023925"	2012	50854.58
"A28220606"	2013	50872
"A47002878"	2011	50918
"B04348579"	2010	50948.96
"A26023606"	2014	50951.35
"A33117995"	2012	50958.8
"B60024353"	2010	50967.49
"A46092094"	2015	50987.77
"A08414906"	2008	51010.06
"A28451649"	2012	51023.09
"V30558738"	2016	51100.98
"A12015673"	2011	51102.92
"B60653466"	2010	51106.92
"A30009146"	2008	51110.6
"A08384190"	2012	51152.74
"B30009039"	2016	51165.93
"A35144989"	2008	51168.13
"B28028348"	2010	51241.53
"A48057467"	2015	51250.76
"A08414906"	2009	51250.79
"A46092094"	2012	51295.09
"A35004571"	2009	51333
"B83481002"	2013	51346.77
"A08274805"	2009	51348.32
"A50043298"	2013	51369.76
"A17013269"	2014	51399.08
"B29006574"	2010	51408.79
"A08291924"	2015	51489.44
"A07068430"	2014	51490.41
"A80245129"	2008	51492.13
"V30405880"	2010	51517.89
"A46104485"	2014	51521.17
"A08110249"	2014	51543.31
"F06139109"	2014	51578.62
"A28749976"	2010	51586.5
"A08110249"	2013	51637.68
"A07013907"	2008	51683
"A50018837"	2009	51695.94
"V30558738"	2013	51703.73
"A28077709"	2009	51726
"A30418255"	2016	51749.29
"B46140885"	2016	51759.21
"B48841282"	2014	51763.77
"A41053927"	2013	51771.48
"A48020200"	2015	51822.03
"A46003265"	2013	51835.32
"A28627446"	2016	51867.54
"A33117995"	2011	51876.99
"A28270452"	2011	51879.52
"A14023139"	2007	51988.59
"A30023238"	2015	52009.04
"A08414906"	2007	52016.76
"A28313351"	2014	52070.23
"A08016255"	2016	52083
"A08274805"	2010	52087.57
"A08384190"	2013	52114.31
"A28357093"	2014	52134.88
"B46132387"	2017	52141.73
"A82275306"	2012	52227
"A14025902"	2016	52231.3
"A08026635"	2009	52232.35
"F41114141"	2012	52238.02
"A43110337"	2012	52248.29
"A35144989"	2007	52372.65
