nif	year	clientes
"A08560823"	2016	
"A40004210"	2008	
"A46078556"	2011	
"A30012959"	2016	
"B50067586"	2010	
"A48005672"	2010	
"F27007608"	2014	
"A35115856"	2011	
"B46074829"	2010	
"B50054154"	2016	
"B46163655"	2017	
"A78355278"	2008	
"F41114141"	2011	
"A48081061"	2008	
"B37416575"	2010	
"B64455447"	2008	
"A15169535"	2009	
"A28749976"	2007	
"B11018462"	2011	
"B28094944"	2015	
"A48071369"	2017	
"A78879079"	2007	
"V83443390"	2007	
"A36606895"	2014	
"B46142485"	2015	
"A18012807"	2010	
"B84598192"	2008	
"A48114151"	2010	
"A28192532"	2017	
"A38225041"	2016	
"A28547115"	2017	
"A26011320"	2016	
"B28538874"	2015	
"A26011320"	2014	
"A81817900"	2007	
"A33778739"	2016	
"A21007950"	2013	
"B79033700"	2015	
"B60024353"	2012	
"A58356213"	2014	
"B08275026"	2017	
"A08552622"	2007	
"A09028184"	2015	
"A08197881"	2012	
"B84598192"	2017	
"B28692044"	2017	
"A08699720"	2008	
"A81117798"	2007	
"B14028732"	2016	
"B18751461"	2009	
"A07061534"	2017	
"B83603746"	2009	
"B18022087"	2017	
"A46169082"	2016	
"A46105532"	2010	
"A43042324"	2009	
"A08392938"	2010	
"B91629634"	2007	
"B85036887"	2009	
"A81944324"	2014	
"A08033474"	2010	
"A17014069"	2016	
"A78831369"	2015	
"A08659302"	2014	
"B18751461"	2007	
"A79259339"	2010	
"A11609682"	2008	
"B08642324"	2015	
"A02003465"	2007	
"A28136711"	2015	
"B97389209"	2008	
"A06011381"	2015	
"A27005834"	2012	
"B80470628"	2017	
"A08145385"	2010	
"A26001867"	2013	
"A28556504"	2016	
"A31037294"	2013	
"F20025441"	2016	
"A36616746"	2017	
"A48403927"	2013	
"A61713301"	2009	
"A07256100"	2013	
"A08438061"	2012	
"A33025701"	2013	
"B83541912"	2007	
"A84780055"	2011	
"B91235622"	2008	
"A81496382"	2008	
"A28647758"	2009	
"A22003537"	2014	
"A91369819"	2015	
"A08409948"	2016	
"A97789861"	2007	
"A81931214"	2012	
"A08242992"	2011	
"A08377046"	2014	
"B08488645"	2014	
"A28515567"	2009	
"B36853935"	2015	
"A08255374"	2016	
"A25418401"	2008	
"A22005797"	2009	
"A41059445"	2016	
"A20049078"	2009	
"B28376184"	2012	
"A46084984"	2017	
"A22005797"	2011	
"A79259404"	2013	
"A22005797"	2013	
"A21391917"	2008	
"A50060011"	2007	
"A62415641"	2009	
"A28740397"	2013	
"A22005797"	2016	
"A22007314"	2017	
"A28539013"	2016	
"A04047700"	2008	
"A28101707"	2016	
"A28295806"	2010	
"B83743815"	2009	
"A07005507"	2017	
"B30029110"	2011	
"A28695930"	2016	
"A08481632"	2012	
"A07019698"	2011	
"A33026907"	2015	
"B46095402"	2017	
"B85225282"	2007	
"A33604406"	2017	
"A08024317"	2017	
"B78496759"	2010	
"A08617128"	2017	
"A40004210"	2015	
"B62293113"	2014	
"A08616542"	2010	
"A12363529"	2016	
"B83393223"	2008	
"B50997949"	2008	
"A48403927"	2007	
"A50459528"	2016	
"A08515116"	2017	
"A28295806"	2012	
"V95436002"	2013	
"A80959612"	2017	
"B82852831"	2007	
"A28562429"	2016	
"B83603746"	2013	
"A91291435"	2011	
"A08653115"	2015	
"A08484768"	2014	
"A11606134"	2008	
"A25017435"	2012	
"B35054006"	2011	
"A08213936"	2011	
"B83274621"	2007	
"B85225282"	2012	
"B83257295"	2012	
"A39000104"	2007	
"A32002107"	2009	
"A63796395"	2013	
"A01009075"	2010	
"B31881055"	2012	
"A48403927"	2010	
"A36610590"	2011	
"A28171916"	2014	
"F12039442"	2012	
"A48094486"	2011	
"A32143588"	2009	
"A28200384"	2015	
"A41028820"	2014	
"B28489748"	2015	
"A33202474"	2008	
"F21339106"	2017	
"B28460681"	2009	
"A12014569"	2012	
"A20574380"	2015	
"A63746275"	2011	
"A23004369"	2017	
"A48840359"	2017	
"A06419220"	2008	
"A03011392"	2017	
"B43241769"	2007	
"A28200384"	2008	
"A46078556"	2013	
"A28452647"	2009	
"A25005331"	2014	
"A28934735"	2013	
"A46036380"	2017	
"F46026829"	2015	
"A25000613"	2015	
"B28538874"	2007	
"A28154029"	2017	
"A08484768"	2017	
"B03072493"	2013	
"A31061385"	2013	
"A24025611"	2017	
"A23004369"	2016	
"A08626103"	2012	
"B43009091"	2014	
"A91291435"	2015	
"B48841282"	2014	
"B34224923"	2016	
"A36561595"	2013	
"A46009023"	2016	
"B03101748"	2016	
"B84311760"	2007	
"A24020828"	2015	
"A39022660"	2016	
"F06402697"	2007	
"A23010200"	2012	
"A58583766"	2009	
"A23012305"	2008	
"B33920141"	2017	
"A28154029"	2013	
"A03057486"	2009	
"F37014560"	2010	
"A46115101"	2014	
"B38366225"	2012	
"A14580385"	2008	
"B62785357"	2014	
"A92153527"	2009	
"A26004754"	2017	
"A23012305"	2007	
"A08010779"	2013	
"A08010779"	2014	
"A28211092"	2008	
"F41114141"	2014	
"A08365413"	2009	
"B81762684"	2013	
"A73350399"	2011	
"V03315637"	2017	
"A01000116"	2016	
"A28729424"	2014	
"A74136060"	2010	
"A23012305"	2017	
"A31061385"	2009	
"A20073169"	2007	
"A47091632"	2013	
"A28381267"	2017	
"A45002219"	2017	
"A28672921"	2017	
"B47572367"	2012	
"A81487027"	2016	
"B39551973"	2013	
"A10294585"	2008	
"B85010643"	2013	
"A96773940"	2015	
"B83257295"	2014	
"A08484925"	2014	
"A38030680"	2007	
"F27016591"	2015	
"B18751461"	2008	
"B38025920"	2013	
"B23014848"	2017	
"A83956136"	2009	
"A78018421"	2016	
"A20049078"	2016	
"A24011165"	2008	
"A84911825"	2007	
"A48094486"	2013	
"B03028784"	2015	
"A41061318"	2008	
"B08499410"	2016	
"A08012676"	2010	
"A24010381"	2011	
"A09010661"	2015	
"A08227928"	2016	
"A24009086"	2015	
"A24009086"	2014	
"A35047778"	2010	
"A36828374"	2015	
"A08012676"	2011	
"B28337038"	2010	
"A36016350"	2015	
"B60338290"	2015	
"A23022783"	2014	
"B63533095"	2009	
"A08572430"	2017	
"A32002107"	2017	
"B48124275"	2016	
"B97466981"	2008	
"A24004426"	2016	
"B36002970"	2013	
"A08012676"	2014	
"A45012226"	2010	
"A08105702"	2012	
"A24004103"	2014	
"B84603935"	2012	
"A45010543"	2017	
"A35515485"	2008	
"A01011881"	2016	
"B92963628"	2017	
"A08012676"	2007	
"A46030680"	2017	
"B29212644"	2009	
"B30029110"	2013	
"A28647758"	2017	
"A50060011"	2011	
"B83654426"	2008	
"A28431161"	2014	
"A81487027"	2007	
"B31777691"	2009	
"A28106979"	2014	
"B30025449"	2008	
"B91629634"	2017	
"A30006308"	2016	
"B96952635"	2014	
"A46164034"	2014	
"B92091404"	2008	
"B25015017"	2014	
"B96906375"	2011	
"B83481002"	2015	
"A35517671"	2007	
"A17001207"	2017	
"A04413340"	2015	
"B83211318"	2008	
"A31009665"	2017	
"B04348579"	2007	
"B46043238"	2014	
"B12027843"	2017	
"F10026128"	2007	
"A36610590"	2015	
"A47091632"	2009	
"A01005594"	2009	
"B84069491"	2007	
"B92328129"	2007	
"A38027637"	2013	
"B92328129"	2008	
"A08401184"	2016	
"A23010200"	2008	
"B50067586"	2009	
"B43907112"	2013	
"B84348622"	2007	
"A36615896"	2017	
"A27009737"	2012	
"B83766485"	2009	
"B50561968"	2016	
"V04509865"	2009	
"B12523601"	2010	
"B33605031"	2014	
"B92554765"	2017	
"B95486213"	2013	
"B95486213"	2011	
"A11010469"	2016	
"B62111018"	2007	
"A80316672"	2008	
"A28040996"	2012	
"A38013272"	2017	
"B18006668"	2012	
"F14016729"	2016	
"A32006504"	2017	
"A29350139"	2017	
"A83401273"	2014	
"B95422721"	2009	
"A17006792"	2012	
"A79092573"	2010	
"F25002338"	2014	
"B92963628"	2009	
"A03032653"	2012	
"B92963628"	2014	
"V95436002"	2007	
"B83680322"	2007	
"A50060011"	2013	
"B95388450"	2010	
"B41062548"	2012	
"V48566475"	2013	
"B57362105"	2010	
"A28143782"	2016	
"B28205532"	2015	
"A53817359"	2013	
"A09354176"	2014	
"A50011717"	2011	
"A36561595"	2011	
"A28111342"	2009	
"B97131155"	2010	
"B83393223"	2011	
"A31024458"	2009	
"B50009349"	2015	
"B97389209"	2011	
"B97389209"	2014	
"B83274621"	2008	
"B74246927"	2010	
"A08146730"	2014	
"A08213936"	2010	
"A50032325"	2016	
"A50011717"	2015	
"B28538874"	2010	
"B36639060"	2017	
"B97623938"	2007	
"B97623938"	2010	
"V83443390"	2009	
"V83443390"	2008	
"B61252185"	2010	
"B97705990"	2009	
"B97751978"	2008	
"B97751978"	2010	
"B74246927"	2014	
"B97751978"	2011	
"A62703806"	2010	
"A35028570"	2015	
"A12017919"	2015	
"A80959612"	2014	
"B97861843"	2008	
"B03039781"	2015	
"A36616746"	2016	
"B62916077"	2009	
"A29955093"	2015	
"A08195927"	2017	
"B03061124"	2016	
"A08285157"	2017	
"A17003336"	2015	
"B45017613"	2014	
"B99029365"	2011	
"B84363555"	2009	
"A07241656"	2014	
"F95073748"	2014	
"B03028099"	2017	
"F10026128"	2011	
"B46163655"	2015	
"B29006574"	2017	
"A29661394"	2009	
"A60963287"	2009	
"C28863686"	2016	
"A01007442"	2008	
"A45006459"	2009	
"A08640039"	2016	
"B46108403"	2014	
"A18017244"	2017	
"F01131978"	2015	
"A08346116"	2013	
"A07078116"	2016	
"B03061124"	2015	
"F04005344"	2012	
"B62263272"	2007	
"A03042504"	2016	
"A07016256"	2009	
"A12363529"	2009	
"B35054006"	2017	
"B46105771"	2009	
"A27007731"	2014	
"A63746275"	2017	
"B47572367"	2007	
"B31850977"	2009	
"A45562329"	2011	
"A43030626"	2012	
"B39551973"	2009	
"B01128552"	2012	
"A74136060"	2011	
"F06312920"	2008	
"F06312920"	2009	
"A20018586"	2014	
"A33560772"	2011	
"B41006578"	2010	
"F06312920"	2014	
"A07427081"	2017	
"A80632573"	2014	
"B28126886"	2014	
"B08058026"	2017	
"F01131978"	2007	
"A01007442"	2010	
"A08576068"	2015	
"A29030715"	2012	
"A08513541"	2016	
"A35515485"	2010	
"A85426971"	2013	
"A08241267"	2016	
"B14518773"	2015	
"A16007064"	2017	
"A08575672"	2012	
"A07016025"	2008	
"A53552634"	2013	
"B18018176"	2010	
"A24015802"	2007	
"A28011872"	2015	
"F10017804"	2017	
"F10026128"	2010	
"A28080489"	2009	
"B01267277"	2007	
"B61425682"	2011	
"B14028732"	2011	
"A46081881"	2010	
"B36913960"	2008	
"B03037736"	2016	
"F10109296"	2011	
"A08285157"	2014	
"B03077039"	2017	
"F10109296"	2017	
"F12039442"	2007	
"B46095402"	2010	
"A08616542"	2016	
"A45020450"	2010	
"B08642324"	2014	
"A70063383"	2012	
"F20025441"	2014	
"A48071369"	2009	
"B36684157"	2017	
"A35569102"	2012	
"B83654426"	2015	
"B83840900"	2007	
"A29018223"	2008	
"B46160842"	2016	
"A48069991"	2009	
"A53817359"	2009	
"F27007608"	2013	
"F27007608"	2015	
"F27016591"	2009	
"A08481632"	2013	
"F27016591"	2012	
"A17035361"	2014	
"B28120012"	2014	
"A28372803"	2011	
"A17013913"	2016	
"A08515116"	2007	
"A28294718"	2012	
"A46031845"	2016	
"F32001976"	2007	
"A08539553"	2012	
"A14029011"	2017	
"B31850977"	2011	
"F32001976"	2011	
"F32001976"	2013	
"F32001976"	2016	
"V82171133"	2014	
"A08012676"	2016	
"A28487460"	2013	
"A28554707"	2016	
"F35006451"	2010	
"V03315637"	2007	
"B28028348"	2017	
"A60362266"	2017	
"A41920943"	2009	
"B96906375"	2007	
"V48566475"	2009	
"A28637304"	2008	
"B08488660"	2008	
"F37014560"	2017	
"A07078405"	2008	
"F38004289"	2009	
"F38004289"	2012	
"F38004289"	2013	
"B41031980"	2009	
"A30292569"	2015	
"B95486213"	2007	
"A35019637"	2008	
"B33602707"	2015	
"F38008579"	2015	
"B91629634"	2011	
"B03039781"	2013	
"B31829195"	2007	
"B46084208"	2010	
"A28295806"	2008	
"A24010381"	2012	
"A27009737"	2013	
"B85692374"	2010	
"B81335473"	2011	
"B18012831"	2009	
"A48107171"	2014	
"B30025449"	2015	
"B18252338"	2017	
"B28692309"	2012	
"A16010225"	2016	
"A82854811"	2012	
"A84780055"	2016	
"A08463481"	2017	
"B32362410"	2009	
"B64055445"	2013	
"A26013714"	2014	
"A01006055"	2016	
"A50050236"	2015	
"A01012921"	2017	
"B28360360"	2012	
"B97526008"	2008	
"A01009075"	2012	
"B06368674"	2008	
"B15021520"	2015	
"A30013627"	2009	
"A18291476"	2016	
"F38008579"	2017	
"B31071178"	2009	
"A45025327"	2017	
"F95002150"	2014	
"A79492104"	2015	
"F95073748"	2009	
"B08094237"	2008	
"B31829195"	2009	
"B31881055"	2011	
"A07038441"	2008	
"A01008069"	2016	
"B92709526"	2011	
"A38017679"	2015	
"F35006451"	2009	
"A20015368"	2010	
"A23004369"	2007	
"A20054854"	2012	
"F38004289"	2008	
"A38013744"	2014	
"A18565705"	2007	
"V03315637"	2016	
"G38004297"	2016	
"A08681637"	2010	
"A28156776"	2012	
"B83257295"	2015	
"B12024873"	2017	
"B83426387"	2015	
"B30028187"	2016	
"A07019698"	2012	
"B46022513"	2015	
"A28637304"	2007	
"V11317633"	2013	
"V11317633"	2015	
"A18291476"	2017	
"B50938489"	2008	
"V28664472"	2007	
"A08401184"	2010	
"A23004369"	2015	
"A46070777"	2008	
"A85450476"	2012	
"B82988825"	2009	
"V30405880"	2014	
"V30405880"	2015	
"A07035934"	2010	
"A08345233"	2015	
"B31007354"	2012	
"B08258857"	2012	
"B31777691"	2016	
"B63805295"	2008	
"V38081873"	2008	
"V38081873"	2017	
"B35642198"	2011	
"A43042324"	2016	
"V41812744"	2015	
"B36614816"	2007	
"A28110971"	2015	
"A83150060"	2014	
"A35047778"	2012	
"A24009086"	2011	
"A06011381"	2014	
"A08438061"	2008	
"V43129667"	2017	
"A36611622"	2017	
"A46081881"	2012	
"V43661891"	2015	
"V43661891"	2017	
"B35054006"	2016	
"B01015221"	2009	
"A15010994"	2014	
"B84894377"	2010	
"A62415641"	2011	
"A81256661"	2014	
"V57525560"	2011	
"V61861548"	2011	
"F35006451"	2017	
"A38017679"	2016	
"A20049078"	2014	
"A28658177"	2016	
"V61861548"	2010	
"B61428611"	2016	
"B46124434"	2012	
"A46031761"	2012	
"B91372748"	2012	
"B12523601"	2009	
"B46124434"	2014	
"A63047922"	2016	
"A08622870"	2013	
"A18291476"	2014	
"A97163653"	2016	
"A28649747"	2012	
"A53817359"	2010	
"B43907112"	2007	
"A20005351"	2007	
"B23219009"	2012	
"B35642198"	2012	
"A08363004"	2014	
"B36853935"	2009	
"B78077724"	2017	
"B46131371"	2017	
"A03062197"	2017	
"A08105371"	2012	
"A08514028"	2014	
"B91139717"	2007	
"B57175283"	2008	
"A36610590"	2013	
"A28106979"	2016	
"B85692374"	2011	
"B03101748"	2012	
"B85692374"	2008	
"A29955093"	2017	
"A96945530"	2009	
"A27005834"	2008	
"B85225282"	2015	
"B18551226"	2009	
"B85225282"	2013	
"A01161066"	2017	
"A16010225"	2008	
"A28290799"	2008	
"B38484796"	2008	
"A17051152"	2017	
"A12004131"	2014	
"B41070020"	2014	
"B92554765"	2007	
"B85160976"	2008	
"B85133544"	2012	
"A08385395"	2013	
"B35503200"	2017	
"A61351540"	2014	
"A17035361"	2013	
"B85036887"	2012	
"A08779407"	2009	
"B85036887"	2007	
"A46035770"	2008	
"B34007211"	2016	
"B73212417"	2007	
"B84894377"	2015	
"B31798929"	2007	
"B84894377"	2009	
"A85280253"	2007	
"A35036599"	2007	
"B46135471"	2014	
"B84886837"	2012	
"B84886837"	2011	
"B84886837"	2010	
"B31084874"	2017	
"B84871607"	2016	
"A62704457"	2008	
"B84822832"	2015	
"A29661394"	2008	
"B84768761"	2010	
"B92972066"	2009	
"B84654201"	2011	
"A08460156"	2016	
"B84603935"	2007	
"B84599422"	2012	
"B60918141"	2017	
"A28603611"	2017	
"A08036709"	2014	
"B84599422"	2009	
"A14023139"	2015	
"B38828687"	2009	
"B84599422"	2008	
"B45017613"	2016	
"B50067586"	2012	
"B84598192"	2015	
"B45006277"	2011	
"A08120859"	2016	
"B84598192"	2011	
"A15032196"	2014	
"A85270965"	2013	
"A12004131"	2015	
"A48061345"	2015	
"A08426249"	2014	
"B84537315"	2012	
"B46105771"	2013	
"B20035424"	2013	
"A28923662"	2016	
"B97705990"	2007	
"B84443480"	2007	
"B60031150"	2014	
"A08303869"	2016	
"B84372051"	2013	
"A28630374"	2017	
"A08007056"	2014	
"A28814135"	2008	
"B84372051"	2008	
"A08270357"	2013	
"A48050439"	2009	
"B08094237"	2013	
"A08209736"	2017	
"B03039781"	2016	
"A33008921"	2008	
"B35642198"	2007	
"B84311760"	2009	
"A15685324"	2013	
"B03101748"	2015	
"B84311760"	2008	
"A12004131"	2016	
"B18547281"	2013	
"B46148797"	2017	
"B84309616"	2008	
"B84309616"	2007	
"B84227461"	2008	
"A53559530"	2017	
"B84150994"	2008	
"A63736359"	2011	
"B45013455"	2014	
"A33008111"	2017	
"A29018223"	2010	
"B83826230"	2017	
"B83826230"	2015	
"B18551226"	2010	
"A28011872"	2014	
"B50067586"	2017	
"B06007314"	2015	
"B28126886"	2013	
"B83814251"	2017	
"B11606647"	2015	
"A48069991"	2007	
"B83782169"	2011	
"A28295806"	2013	
"A25017435"	2017	
"A46115101"	2013	
"B41045089"	2012	
"A08120859"	2012	
"A07244023"	2013	
"A43035708"	2017	
"A32006835"	2009	
"F27016591"	2010	
"A46169082"	2017	
"V41812744"	2017	
"A08290975"	2010	
"A02436152"	2007	
"B85133544"	2009	
"B83654426"	2013	
"B83654426"	2012	
"A08699720"	2009	
"B58613076"	2007	
"A36605772"	2010	
"A46031761"	2011	
"B83603746"	2012	
"A45015765"	2011	
"B83588657"	2015	
"B83588657"	2014	
"A14580385"	2011	
"B28376184"	2007	
"A82026840"	2011	
"A48050124"	2012	
"A84911445"	2008	
"A01000116"	2017	
"B83541912"	2009	
"V30558738"	2008	
"A35036599"	2011	
"A08578239"	2016	
"A08463481"	2016	
"B83495101"	2008	
"B83481002"	2008	
"A18291476"	2012	
"B83426387"	2017	
"A31062342"	2010	
"B83426387"	2008	
"B83426387"	2007	
"B78496759"	2007	
"A28658177"	2017	
"A83741967"	2014	
"A03010568"	2010	
"A63796395"	2007	
"A28283794"	2017	
"B30037204"	2013	
"A62703806"	2007	
"B83257295"	2016	
"B84069491"	2009	
"A28200384"	2009	
"A82026840"	2017	
"F06402697"	2012	
"B83242248"	2014	
"B83242248"	2007	
"A29955093"	2011	
"B83211318"	2016	
"B28538874"	2016	
"A28472256"	2014	
"A35753094"	2012	
"B36002970"	2007	
"A08519175"	2017	
"A28057495"	2017	
"B46160842"	2017	
"B83185140"	2017	
"B84443480"	2010	
"B83156745"	2017	
"B33605031"	2017	
"F41114141"	2009	
"B46161261"	2017	
"B03020740"	2013	
"B83603746"	2008	
"B83141838"	2007	
"A48000939"	2010	
"A28658177"	2015	
"B97861843"	2013	
"A20038915"	2017	
"A01376888"	2008	
"A28128486"	2017	
"A11018736"	2016	
"A60651783"	2008	
"B03034006"	2015	
"A28923662"	2008	
"A01009075"	2008	
"A48094486"	2009	
"B82956517"	2012	
"B08265183"	2007	
"A31086598"	2014	
"A48092944"	2016	
"F04005344"	2016	
"B82899550"	2014	
"A41059445"	2015	
"A08479297"	2011	
"B82852831"	2016	
"A08463481"	2010	
"B83680322"	2017	
"A50055532"	2014	
"A31406945"	2017	
"A38013272"	2016	
"B82612904"	2010	
"B31071178"	2016	
"A79290565"	2017	
"A48094486"	2010	
"A45002839"	2014	
"A22005797"	2007	
"B38484796"	2010	
"A14023139"	2013	
"B82435371"	2008	
"B82435371"	2007	
"B36006575"	2007	
"A08202582"	2017	
"B82432725"	2011	
"B82432725"	2010	
"B46167078"	2016	
"B82432725"	2009	
"A08699720"	2014	
"A04325494"	2007	
"B82424276"	2012	
"A78379989"	2016	
"A48403927"	2014	
"B35642198"	2013	
"A08290827"	2013	
"A31071913"	2015	
"A30610984"	2015	
"A15010994"	2013	
"A08209736"	2014	
"B29212644"	2016	
"F37014560"	2012	
"A28295806"	2011	
"B03035854"	2009	
"B81907776"	2017	
"A28075968"	2011	
"A26004754"	2012	
"B33602707"	2014	
"B28340388"	2008	
"A28173573"	2016	
"B23011273"	2013	
"A04006847"	2015	
"B46164679"	2014	
"A01006055"	2012	
"A28404614"	2016	
"A73093734"	2011	
"B07685779"	2014	
"F38004289"	2014	
"A07033491"	2013	
"A29955093"	2008	
"B81496515"	2014	
"A11012572"	2012	
"A46070777"	2007	
"B84598192"	2016	
"B35642198"	2014	
"A20779849"	2008	
"B46167078"	2014	
"B46092755"	2007	
"B60024353"	2016	
"A08640039"	2013	
"B57551350"	2009	
"A28709053"	2017	
"A43702745"	2008	
"B81231516"	2009	
"B28250090"	2014	
"A35019637"	2011	
"B08565988"	2010	
"A20063038"	2012	
"B12043048"	2015	
"A80959612"	2013	
"A81438145"	2008	
"A08659302"	2017	
"A35115856"	2017	
"A48083927"	2015	
"B80146517"	2017	
"A46084984"	2013	
"A41081886"	2014	
"B79945150"	2015	
"A29955093"	2010	
"A31933088"	2013	
"B84822832"	2010	
"A15169535"	2016	
"B83325076"	2015	
"B92972066"	2015	
"A28292084"	2013	
"A41191313"	2014	
"A96785225"	2013	
"A01007442"	2007	
"A08802068"	2007	
"B83495101"	2016	
"B12008660"	2015	
"B85133544"	2008	
"A33019423"	2013	
"B83826230"	2016	
"B46130647"	2015	
"F21339106"	2013	
"A33055138"	2008	
"B78496759"	2012	
"B78496759"	2008	
"A01009414"	2016	
"B09417932"	2008	
"A84911445"	2011	
"A46031761"	2015	
"B83840900"	2009	
"A28656676"	2014	
"B38030045"	2015	
"A08584062"	2017	
"A46030680"	2016	
"B50057330"	2017	
"A79290565"	2015	
"B76013721"	2011	
"A08075293"	2017	
"B74246927"	2013	
"B74246927"	2011	
"B74246927"	2008	
"A32226037"	2008	
"A28658177"	2012	
"B48605521"	2012	
"B74114182"	2010	
"B46441275"	2007	
"A28638542"	2014	
"A83048363"	2007	
"B74102872"	2009	
"B74102872"	2008	
"B62173604"	2007	
"A21010616"	2012	
"A20005351"	2010	
"B73456147"	2007	
"A46023347"	2008	
"B03019106"	2015	
"B73254898"	2008	
"A01292846"	2009	
"A16007064"	2007	
"B28757730"	2008	
"A07078405"	2007	
"A07905573"	2015	
"A28040418"	2016	
"A46105532"	2008	
"A28085520"	2017	
"A28392736"	2015	
"B64555980"	2009	
"A08431678"	2014	
"B64455447"	2017	
"A14023139"	2017	
"A11957792"	2014	
"B06013841"	2012	
"V48566475"	2011	
"A03021409"	2011	
"B53260998"	2015	
"B63677223"	2010	
"B83782169"	2014	
"B64055445"	2007	
"A20036232"	2016	
"A41191313"	2011	
"B20759023"	2017	
"A48032981"	2010	
"A08193591"	2007	
"B31881055"	2008	
"A43035435"	2016	
"A30603757"	2013	
"B20815643"	2009	
"B97751978"	2012	
"B74246927"	2012	
"A38842316"	2008	
"A28332914"	2014	
"A08667016"	2017	
"B47009840"	2017	
"B63533095"	2014	
"B63458004"	2010	
"A08377046"	2007	
"B63458004"	2007	
"A08033474"	2009	
"A81256661"	2016	
"B33025123"	2017	
"A20042933"	2017	
"B63220917"	2009	
"A79492104"	2017	
"B41094459"	2011	
"A82307117"	2010	
"B63149637"	2009	
"B63122253"	2011	
"B17016569"	2013	
"A80352750"	2014	
"A06008411"	2010	
"B28138196"	2013	
"B63100150"	2011	
"B63078075"	2009	
"B97861843"	2016	
"B82424276"	2016	
"A17007014"	2011	
"A29955093"	2014	
"B63031660"	2009	
"B41441387"	2012	
"A84911445"	2009	
"A80632573"	2011	
"A20032678"	2015	
"B62850094"	2007	
"B62785357"	2015	
"A43702745"	2009	
"B62785357"	2007	
"B38927463"	2008	
"B83766485"	2007	
"A48050124"	2015	
"A08200313"	2016	
"A48059943"	2011	
"B47572367"	2011	
"B62409065"	2012	
"B50067586"	2008	
"A17001793"	2017	
"A09354176"	2011	
"B50938489"	2013	
"F03842671"	2014	
"B92972066"	2011	
"B47506811"	2008	
"A38017679"	2017	
"A28648053"	2014	
"A31001027"	2017	
"A28198661"	2014	
"A48034110"	2007	
"V61861548"	2013	
"B83045674"	2017	
"A33018425"	2014	
"A09010125"	2017	
"B47531462"	2010	
"B62236781"	2011	
"B62236781"	2007	
"B84363555"	2007	
"B62173604"	2011	
"A78879079"	2015	
"A47016944"	2014	
"B62133384"	2016	
"B62133384"	2014	
"B62133384"	2011	
"B62133384"	2010	
"B39541776"	2008	
"A33560772"	2012	
"A45018926"	2016	
"A08145385"	2008	
"V95436002"	2010	
"F01131978"	2009	
"A48025845"	2014	
"A36602381"	2014	
"B11018462"	2015	
"B62059498"	2010	
"A28126597"	2016	
"B61967774"	2008	
"A08369068"	2017	
"B45017613"	2013	
"B61914883"	2008	
"A01015510"	2010	
"B83782169"	2008	
"B33876459"	2009	
"A08401184"	2012	
"A11256104"	2016	
"A08105371"	2017	
"B61567970"	2017	
"A08033474"	2008	
"A01009075"	2017	
"B43636075"	2017	
"A08533945"	2017	
"B61441127"	2017	
"B08366155"	2012	
"A28294718"	2011	
"A46023255"	2017	
"A08280430"	2011	
"A50055532"	2017	
"A25022609"	2014	
"B81308439"	2016	
"A28483691"	2017	
"A35014414"	2017	
"B84894377"	2012	
"B57487159"	2011	
"A57346926"	2015	
"B33605031"	2012	
"B62850094"	2008	
"B03006681"	2017	
"B74114182"	2016	
"B62059498"	2016	
"A08194284"	2013	
"A32002107"	2014	
"B61252185"	2011	
"A35144989"	2007	
"B61175725"	2012	
"A42000471"	2007	
"A33600107"	2015	
"B60653466"	2016	
"A30007231"	2016	
"A78018421"	2013	
"A33008921"	2009	
"A43042324"	2012	
"B83325076"	2010	
"F08203663"	2013	
"A08301475"	2014	
"B91235622"	2017	
"B64455447"	2012	
"A24011165"	2011	
"A09022963"	2007	
"B38425070"	2007	
"V95436002"	2014	
"A07028210"	2017	
"A28586626"	2009	
"A36643450"	2012	
"F08678054"	2010	
"A08227928"	2012	
"A31737455"	2010	
"B11009917"	2014	
"A41028820"	2017	
"A48077184"	2013	
"A08192858"	2017	
"A28011872"	2011	
"A26021527"	2016	
"A20032678"	2009	
"A38013272"	2013	
"B46135364"	2015	
"A84434224"	2007	
"B03037736"	2017	
"B83393223"	2010	
"B60024353"	2011	
"B84150994"	2009	
"A48000939"	2009	
"A08441495"	2014	
"A48000939"	2012	
"A78990603"	2011	
"V57525560"	2014	
"A28554624"	2016	
"A08552622"	2016	
"A14015101"	2010	
"A15169535"	2013	
"A28431161"	2013	
"A08484925"	2008	
"A63736359"	2007	
"A15685373"	2008	
"B45017613"	2017	
"B38484796"	2007	
"A48032981"	2014	
"B23289580"	2014	
"A08202582"	2012	
"A28636025"	2007	
"A28649747"	2014	
"B58779018"	2017	
"A24011165"	2016	
"B63220917"	2015	
"A08699720"	2015	
"B58613076"	2011	
"A63796395"	2015	
"B58613076"	2010	
"A28225241"	2011	
"B12681060"	2010	
"A15016595"	2016	
"V57525560"	2012	
"B58222548"	2009	
"B33030305"	2014	
"B48907885"	2017	
"B28137594"	2013	
"B84598192"	2007	
"A28208825"	2017	
"A40004210"	2010	
"A17013657"	2013	
"A28368280"	2012	
"B28538874"	2014	
"A37010295"	2012	
"A27014430"	2016	
"B57487159"	2013	
"A28515567"	2011	
"B34224923"	2009	
"B57362105"	2007	
"A50012822"	2016	
"B57208878"	2008	
"B28563476"	2013	
"A08999088"	2015	
"B57175283"	2016	
"A07036569"	2017	
"B92972066"	2013	
"A33008921"	2010	
"A46145728"	2016	
